,UNC50 (25972)
ACH-000004,-0.524577842384
ACH-000007,-0.5372312464150001
ACH-000009,-0.650025709612
ACH-000011,-0.447860128837
ACH-000012,-0.748655734218
ACH-000013,-0.5409800351780001
ACH-000014,-0.748909848178
ACH-000015,-0.683962269877
ACH-000017,-0.592101018689
ACH-000018,-0.593999629454
ACH-000019,-0.6970138376199999
ACH-000021,-1.21913133533
ACH-000022,-0.297615794746
ACH-000025,-0.7451511302380001
ACH-000028,-0.745526362877
ACH-000030,-0.622027217931
ACH-000035,-0.766511684435
ACH-000036,-0.536388192576
ACH-000037,-0.280406475886
ACH-000039,-0.7002356688670001
ACH-000040,-0.45268507943400005
ACH-000041,-0.646517403835
ACH-000042,-0.201794460582
ACH-000045,-0.7051136361839999
ACH-000047,-0.46301189436800005
ACH-000052,-0.522166191573
ACH-000053,-0.533706898609
ACH-000054,-0.565929928121
ACH-000055,-0.382326177849
ACH-000060,-0.8923880054459999
ACH-000067,-0.46825073382
ACH-000070,-1.1842110304
ACH-000075,-0.727790714771
ACH-000078,-0.429870190696
ACH-000082,-0.556671761414
ACH-000085,-0.293779260783
ACH-000086,-0.744327961164
ACH-000087,-0.902012256111
ACH-000092,-0.7373033348620001
ACH-000095,-0.311938608571
ACH-000097,-0.754296320288
ACH-000098,-0.824813714087
ACH-000099,-0.739657962411
ACH-000108,-1.0088138149700001
ACH-000113,-0.668098964343
ACH-000115,-0.413998108729
ACH-000116,-0.413431845769
ACH-000118,-0.559170488343
ACH-000120,-0.36896093951
ACH-000123,-0.843751271196
ACH-000127,-0.6501843310600001
ACH-000128,-0.605135211513
ACH-000132,-0.23138356646400002
ACH-000133,-0.668782018477
ACH-000137,-0.424899114394
ACH-000138,-0.587673885279
ACH-000142,-1.22789424583
ACH-000143,-0.911815022148
ACH-000146,-0.35314186166999995
ACH-000148,-0.635934617354
ACH-000150,-0.656474214227
ACH-000152,-0.493910117135
ACH-000153,-0.5337671943410001
ACH-000159,-1.02361700829
ACH-000160,-0.408612263345
ACH-000163,-0.425038447099
ACH-000167,-0.5578898658020001
ACH-000168,-0.499104031171
ACH-000169,-0.894347276425
ACH-000178,-0.416719734587
ACH-000182,-0.512577178291
ACH-000183,-0.9621888199899999
ACH-000188,-0.444542370986
ACH-000189,-1.17932091879
ACH-000190,-0.693604824476
ACH-000198,-0.230191462186
ACH-000204,-0.701582576204
ACH-000206,-0.7553015297939999
ACH-000207,-0.334884205521
ACH-000211,-0.700733609692
ACH-000215,-0.19554162564
ACH-000221,-0.46113836823
ACH-000222,-0.44552906252700003
ACH-000223,-0.598828597313
ACH-000226,-0.6847470743359999
ACH-000227,-0.539118430284
ACH-000228,-0.49453333351499995
ACH-000231,-0.8927903043709999
ACH-000232,-0.541827136446
ACH-000233,-1.2350229246200002
ACH-000234,-0.8019025008249999
ACH-000235,-0.47137147167300003
ACH-000237,-0.48251425649400004
ACH-000238,-0.38045848414300004
ACH-000243,-0.612822779319
ACH-000244,-0.614159366245
ACH-000246,-1.26176237809
ACH-000248,-0.678145190233
ACH-000250,-1.29068468532
ACH-000251,-0.566783274054
ACH-000253,-0.488157354457
ACH-000255,-0.715203507383
ACH-000256,-0.46153170463699994
ACH-000257,-0.525765985378
ACH-000258,-0.263143405168
ACH-000259,-1.05762259361
ACH-000260,-0.292734423757
ACH-000261,-0.770955287361
ACH-000262,-0.75481916036
ACH-000263,-0.474107178842
ACH-000264,-0.6822517669429999
ACH-000265,-0.392216899212
ACH-000266,-0.36627590887500006
ACH-000272,-0.928869548466
ACH-000273,-0.900720139956
ACH-000274,-0.47621537084700005
ACH-000277,-0.471288015708
ACH-000278,-0.920670554358
ACH-000279,-0.487586249699
ACH-000280,-0.470019247302
ACH-000281,-0.268359689889
ACH-000288,-0.8451864853030001
ACH-000291,-0.532837700324
