,GAL3ST4 (79690)
ACH-000004,-0.20811253231600002
ACH-000007,-0.6272660604320001
ACH-000009,-0.29693267597600004
ACH-000011,-0.296409994779
ACH-000012,-0.18221370505999998
ACH-000013,-0.14607424029000002
ACH-000014,-0.23672363173099997
ACH-000015,-0.10757754191600001
ACH-000017,-0.148542005827
ACH-000018,-0.256443320572
ACH-000019,-0.0920305977451
ACH-000021,-0.38973917789800006
ACH-000022,-0.297102345349
ACH-000025,-0.153349464176
ACH-000028,-0.147450180097
ACH-000030,-0.128749663129
ACH-000035,-0.291948495589
ACH-000036,-0.457487439762
ACH-000037,-0.169654406611
ACH-000039,-0.0533994566318
ACH-000040,0.0194876452358
ACH-000041,-0.250828929156
ACH-000042,-0.376228057553
ACH-000045,-0.0974897230427
ACH-000047,-0.123334870121
ACH-000052,-0.299198376117
ACH-000053,-0.08758475884089999
ACH-000054,-0.08947649866110001
ACH-000055,-0.092845793064
ACH-000060,-0.28085720675000003
ACH-000067,-0.285184998402
ACH-000070,-0.286884204693
ACH-000075,-0.402488348535
ACH-000078,-0.146313621736
ACH-000082,-0.24434530433
ACH-000085,-0.308009072655
ACH-000086,-0.0552262090546
ACH-000087,-0.354849998942
ACH-000092,-0.154750414728
ACH-000095,-0.24296796099399998
ACH-000097,-0.238576686334
ACH-000098,-0.267535078857
ACH-000099,-0.106738141509
ACH-000108,-0.173645521991
ACH-000113,-0.24404953805
ACH-000115,-0.204567315532
ACH-000116,-0.34502790420199997
ACH-000118,-0.259382682341
ACH-000120,-0.23695227560600002
ACH-000123,-0.16943935048300002
ACH-000127,-0.21875801162099998
ACH-000128,-0.177032335765
ACH-000132,-0.22316520912700002
ACH-000133,-0.282793841652
ACH-000137,-0.51505982962
ACH-000138,-0.218676315977
ACH-000142,-0.32173630467799996
ACH-000143,-0.150123846756
ACH-000146,-0.160477258526
ACH-000148,-0.22766554155299998
ACH-000150,-0.120850567619
ACH-000152,-0.124142191955
ACH-000153,-0.292997607797
ACH-000159,-0.234180235548
ACH-000160,-0.253422863793
ACH-000163,-0.145102622301
ACH-000167,-0.22238198998599998
ACH-000168,-0.180594905121
ACH-000169,-0.16939218936900002
ACH-000178,-0.0405821628972
ACH-000182,-0.234554538278
ACH-000183,-0.000562918273676
ACH-000188,-0.0569140435892
ACH-000189,-0.0955208988394
ACH-000190,0.0288992888284
ACH-000198,-0.363290729984
ACH-000204,-0.3457985233
ACH-000206,-0.033438755987
ACH-000207,-0.188954844593
ACH-000211,-0.185179450548
ACH-000215,-0.320278500956
ACH-000221,-0.25025199984499996
ACH-000222,-0.20015543450999998
ACH-000223,-0.12496266182299999
ACH-000226,-0.258338132191
ACH-000227,-0.07622025793710001
ACH-000228,-0.175199928176
ACH-000231,-0.21031899557199998
ACH-000232,-0.198334610026
ACH-000233,-0.032254786394099996
ACH-000234,-0.375218279587
ACH-000235,-0.200383407151
ACH-000237,-0.288933277308
ACH-000238,-0.43463473909500006
ACH-000243,-0.218376277264
ACH-000244,-0.39423825974200005
ACH-000246,-0.22927677257399998
ACH-000248,-0.037035883075800004
ACH-000250,-0.301893673591
ACH-000251,-0.306572171321
ACH-000253,-0.27791916185
ACH-000255,-0.374502941897
ACH-000256,-0.270413387241
ACH-000257,-0.247973477819
