,TRAK1 (22906)
ACH-000004,-0.25555019408
ACH-000007,-0.06262848728999999
ACH-000009,-0.245107117309
ACH-000011,-0.330767313615
ACH-000012,-0.284229914259
ACH-000013,-0.35386188261600005
ACH-000014,-0.34878997090400005
ACH-000015,-0.35842826009900003
ACH-000017,-0.00954251307232
ACH-000018,-0.178066922808
ACH-000019,-0.233653905054
ACH-000021,-0.134318650318
ACH-000022,-0.338753586151
ACH-000025,-0.299126388422
ACH-000028,-0.11576810661499999
ACH-000030,-0.215546254568
ACH-000035,0.0134463843793
ACH-000036,-0.321639208989
ACH-000037,-0.40731447901199996
ACH-000039,-0.226136240861
ACH-000040,-0.295150119978
ACH-000041,-0.347519648781
ACH-000042,-0.25890856177099997
ACH-000045,-0.13669681203
ACH-000047,-0.184629031246
ACH-000052,-0.29424164048
ACH-000053,-0.240592699133
ACH-000054,-0.370919379199
ACH-000055,-0.194968210832
ACH-000060,-0.42692391753200004
ACH-000067,-0.319355639617
ACH-000070,-0.44651258672
ACH-000075,-0.382716855061
ACH-000078,-0.419407050879
ACH-000082,-0.24194033254500003
ACH-000085,-0.313234408831
ACH-000086,-0.400481953059
ACH-000087,-0.235402699864
ACH-000092,-0.304222992433
ACH-000095,-0.339063947109
ACH-000097,-0.10774001197899999
ACH-000098,-0.325164681151
ACH-000099,-0.26712142394099997
ACH-000108,-0.187906912976
ACH-000113,-0.274999326433
ACH-000115,-0.377753222953
ACH-000116,-0.333070608006
ACH-000118,-0.157731375807
ACH-000120,-0.12163707669700001
ACH-000123,-0.277943059147
ACH-000127,-0.252881258361
ACH-000128,-0.338149224538
ACH-000132,-0.40986753838699996
ACH-000133,-0.354521641272
ACH-000137,-0.288183655471
ACH-000138,-0.190263759336
ACH-000142,-0.24371587686700003
ACH-000143,-0.21066829948899998
ACH-000146,-0.278983010251
ACH-000148,-0.220940571253
ACH-000150,-0.187791205578
ACH-000152,-0.351025173784
ACH-000153,-0.186986939223
ACH-000159,-0.250516344045
ACH-000160,-0.00939884980386
ACH-000163,-0.0947444911872
ACH-000167,-0.262009028759
ACH-000168,-0.38850884733400004
ACH-000169,-0.220221405339
ACH-000178,-0.227428831201
ACH-000182,-0.196373374215
ACH-000183,-0.21854013796799998
ACH-000188,-0.31017157498500003
ACH-000189,-0.395456380165
ACH-000190,-0.0498574610367
ACH-000198,-0.269565543935
ACH-000204,-0.14800606936
ACH-000206,0.001004377769
ACH-000207,-0.193687393672
ACH-000211,-0.331019373088
ACH-000215,-0.161136709712
ACH-000221,-0.190801189003
ACH-000222,-0.055608886820199994
ACH-000223,-0.294708139824
ACH-000226,-0.143929157393
ACH-000227,-0.20329291692
ACH-000228,-0.23177173477899998
ACH-000231,-0.19091839806699998
ACH-000232,-0.275427783938
ACH-000233,-0.197060984513
ACH-000234,-0.147319797364
ACH-000235,-0.244290647287
ACH-000237,-0.17369205450599998
ACH-000238,-0.458721251797
ACH-000243,-0.249140054753
ACH-000244,-0.305523754007
ACH-000246,-0.225424468854
ACH-000248,-0.226261967628
ACH-000250,-0.202259239399
ACH-000251,0.096118039847
