,ARF6 (382)
ACH-000004,-0.627461698446
ACH-000007,-0.723612006471
ACH-000009,-0.7581017142569999
ACH-000011,-0.745421511211
ACH-000012,-0.557551534725
ACH-000013,-0.75212348861
ACH-000014,-0.47451025216799997
ACH-000015,-0.12858598279300001
ACH-000017,-0.35477329604999996
ACH-000018,0.20442135549
ACH-000019,-0.04571054516630001
ACH-000021,-0.42659314102300006
ACH-000022,-0.177677389924
ACH-000025,-0.18816610105700002
ACH-000028,-0.126987235857
ACH-000030,-0.176631950557
ACH-000035,-0.41354931710799997
ACH-000036,-0.35859551850599997
ACH-000037,-0.289884236986
ACH-000039,-0.927644726469
ACH-000040,-0.326670699407
ACH-000041,-0.35741973952
ACH-000042,-0.105520801863
ACH-000045,-0.410741132963
ACH-000047,-0.529714064237
ACH-000052,-0.7332392340520001
ACH-000053,-0.355067833392
ACH-000054,-0.508236781945
ACH-000055,-0.34217775823200003
ACH-000060,-0.831724511653
ACH-000067,-0.915790469461
ACH-000070,-0.198673714606
ACH-000075,-0.467182104334
ACH-000078,-0.5041582320269999
ACH-000082,-0.506757624067
ACH-000085,-0.371116536874
ACH-000086,-0.206777860256
ACH-000087,-0.298590419354
ACH-000092,-0.08458777051750001
ACH-000095,-0.24491025048
ACH-000097,-0.312105138582
ACH-000098,-0.281206155628
ACH-000099,-0.421539304129
ACH-000108,-0.35031040341200004
ACH-000113,-0.34714116604
ACH-000115,-0.503623993882
ACH-000116,-0.340061089146
ACH-000118,-0.453152519248
ACH-000120,-0.0557818593123
ACH-000123,-0.16591575250499999
ACH-000127,-0.24943857032800001
ACH-000128,-0.410242534573
ACH-000132,-0.263001974578
ACH-000133,-0.33184157188200003
ACH-000137,-0.0746237648796
ACH-000138,0.0158067872382
ACH-000142,-0.47301710853600004
ACH-000143,-0.9064413567120001
ACH-000146,-0.588957182399
ACH-000148,-0.598191339645
ACH-000150,-0.103247002522
ACH-000152,-0.10992213156
ACH-000153,-0.119509617168
ACH-000159,-0.190253896893
ACH-000160,-0.43288829297799997
ACH-000163,-0.416834717373
ACH-000167,-0.428808644673
ACH-000168,-0.30340941873000005
ACH-000169,-0.21849953072099998
ACH-000178,-0.330933664416
ACH-000182,-0.378569149286
ACH-000183,-0.45910539958
ACH-000188,-0.506728394703
ACH-000189,-0.011601537837700002
ACH-000190,-0.397420885422
ACH-000198,-0.493867816307
ACH-000204,-0.39689375614699995
ACH-000206,-0.5235211105309999
ACH-000207,-0.607623867008
ACH-000211,-0.332443788763
ACH-000215,-0.337725092223
ACH-000221,-0.6857302289030001
ACH-000222,-0.239578026864
ACH-000223,-0.311646427716
ACH-000226,-0.174523225891
ACH-000227,-0.6476546683609999
ACH-000228,-0.517912725611
ACH-000231,-0.23702557895100002
ACH-000232,-0.280143668543
ACH-000233,-0.145722085997
ACH-000234,0.019831452125
ACH-000235,-0.279651580698
ACH-000237,-0.29625860952599997
ACH-000238,-0.760329989876
ACH-000243,-0.733198887674
ACH-000244,-0.484050464204
ACH-000246,-0.019942274980099997
ACH-000248,-0.507193569679
ACH-000250,-0.286027622965
ACH-000251,-0.729482340615
ACH-000253,-0.06658345034730001
ACH-000255,-0.132585651487
ACH-000256,-0.542624646729
ACH-000257,-0.773864133854
ACH-000258,-0.39907974155000003
ACH-000259,-0.153348410097
ACH-000260,-0.12124050390699999
ACH-000261,-0.168559915283
ACH-000262,-0.829550516844
ACH-000263,-0.454784018839
ACH-000264,-0.37539342259999997
ACH-000265,-0.0975980306963
ACH-000266,-0.542939161279
ACH-000272,-0.00264483621604
ACH-000273,-0.198297898074
ACH-000274,-0.127652212414
ACH-000277,-0.554573527387
ACH-000278,-0.446612654416
ACH-000279,-0.678459406491
ACH-000280,-0.19876077926600003
ACH-000281,-0.580137192132
ACH-000288,-0.9449869613299998
ACH-000291,-0.5920942846989999
ACH-000293,-0.319336313535
ACH-000294,-0.129103197486
ACH-000295,-0.589743430149
ACH-000296,-0.47656762421099996
ACH-000302,-0.137268146797
ACH-000304,-0.491588223555
ACH-000307,-0.213745795504
ACH-000308,-0.395878531697
ACH-000310,-0.548763933213
ACH-000311,-0.501949440018
