,PI15 (51050)
ACH-000004,0.0220980337847
ACH-000007,-0.25322319761100004
ACH-000009,0.13402711701300002
ACH-000011,0.00809719195724
ACH-000012,-0.17813853505399999
ACH-000013,-0.047468895909400004
ACH-000014,0.00283743394047
ACH-000015,-0.046253965512699995
ACH-000017,-0.0341401841845
ACH-000018,-0.0782468467995
ACH-000019,0.00508387506712
ACH-000021,-0.135910860404
ACH-000022,0.16114429508
ACH-000025,-0.00293354644142
ACH-000028,0.0507614322001
ACH-000030,-0.125260960034
ACH-000035,0.0585352877278
ACH-000036,-0.0602687245677
ACH-000037,-0.118941074111
ACH-000039,-0.266642362877
ACH-000040,-0.0218077881347
ACH-000041,-0.15450145485
ACH-000042,-0.050961077512499994
ACH-000045,-0.014499339368200002
ACH-000047,-0.111375370341
ACH-000052,-0.130025683317
ACH-000053,-0.029808878127900004
ACH-000054,0.0250945641248
ACH-000055,-0.262040494813
ACH-000060,-0.00961204849649
ACH-000067,-0.119627193246
ACH-000070,-0.04514026371569999
ACH-000075,-0.391590038089
ACH-000078,-0.0503810661337
ACH-000082,-0.0261270108938
ACH-000085,-0.173451325658
ACH-000086,0.0317480954364
ACH-000087,-0.127113424526
ACH-000092,-0.26515115816199997
ACH-000095,-0.00408690617759
ACH-000097,-0.0447780468956
ACH-000098,-0.227661621724
ACH-000099,-0.11190935770199999
ACH-000108,-0.0851252715019
ACH-000113,0.059317779424300006
ACH-000115,0.090198908827
ACH-000116,-0.0135570653975
ACH-000118,-0.128104299061
ACH-000120,0.101820618851
ACH-000123,-0.00473388304089
ACH-000127,-0.010054390248299998
ACH-000128,0.0383326386287
ACH-000132,0.0747835352417
ACH-000133,-0.03761278062869999
ACH-000137,0.191077267204
ACH-000138,-0.0526376732271
ACH-000142,-0.11110841179400001
ACH-000143,-0.0778339197543
ACH-000146,-0.009747776081860001
ACH-000148,-0.057250831579
ACH-000150,-0.175982475271
ACH-000152,-0.305288145284
ACH-000153,0.06607229646440001
ACH-000159,-0.00290304814977
ACH-000160,-0.215839932785
ACH-000163,-0.161496860889
ACH-000167,-0.050558245401099995
ACH-000168,-0.0125023911739
ACH-000169,0.0298496822343
ACH-000178,-0.09060433154539999
ACH-000182,-0.214707691994
ACH-000183,-0.21806750062
ACH-000188,-0.177617553605
ACH-000189,0.0312038344042
ACH-000190,-0.359534898713
ACH-000198,-0.0995721804683
ACH-000204,-0.232193915043
ACH-000206,-0.118494281532
ACH-000207,-0.266227421581
ACH-000211,0.038181491797099995
ACH-000215,-0.0501331445522
ACH-000221,-0.135131439712
ACH-000222,0.18101940234799999
ACH-000223,-0.00625884320769
ACH-000226,-0.10578107582
ACH-000227,-0.154436027259
ACH-000228,0.0746264458417
ACH-000231,0.035168717694099995
ACH-000232,-0.0776288269417
ACH-000233,-0.111405788047
ACH-000234,0.0736792551448
ACH-000235,-0.218109701785
ACH-000237,-0.136494941677
ACH-000238,-0.114826664212
ACH-000243,-0.0244305878584
ACH-000244,-0.324289641024
ACH-000246,0.0316376950946
ACH-000248,0.0031736288533399997
ACH-000250,-0.0580039532764
ACH-000251,0.109031384966
ACH-000253,0.204729442746
ACH-000255,-0.0857667669814
ACH-000256,-0.448189773084
ACH-000257,-0.07602630620550001
ACH-000258,-0.198872917793
ACH-000259,-0.0835063257532
ACH-000260,-0.08960539672460001
ACH-000261,-0.139024690217
ACH-000262,-0.0168050688975
ACH-000263,0.228600155083
ACH-000264,-0.16807317517200002
ACH-000265,-0.12423102452299999
ACH-000266,-0.052420667722
ACH-000272,-0.010741170089100001
ACH-000273,0.23943171963799997
ACH-000274,0.036284376734699995
ACH-000277,-0.0523508218853
ACH-000278,-0.148481116941
ACH-000279,-0.019850508885700002
ACH-000280,-0.0360851257909
ACH-000281,0.17593596638
ACH-000288,0.0689800429627
ACH-000291,-0.00174156249851
ACH-000293,0.125182194395
ACH-000294,-0.15616328672000002
ACH-000295,0.023400218442700002
ACH-000296,-0.137032606169
ACH-000302,0.138974925508
ACH-000304,0.0520930213189
ACH-000307,-0.0925961069909
ACH-000308,-0.06788936494940001
ACH-000310,-0.27447034357
ACH-000311,-0.128059065888
ACH-000312,0.018355072251599998
