,TRNP1 (388610)
ACH-000557,-0.45160604127400006
ACH-000570,-0.340549451975
ACH-000571,-0.592137875252
ACH-000573,-0.488821828485
ACH-000576,-0.16574890206700002
ACH-000580,-0.475344507313
ACH-000584,-0.376568517501
ACH-000585,-0.6259225630390001
ACH-000588,-0.624161647279
ACH-000589,-0.349426756928
ACH-000591,-0.405254171663
ACH-000593,-0.5339199029
ACH-000600,-0.425377431187
ACH-000601,-0.506421504752
ACH-000604,-0.226835021043
ACH-000605,-0.627896865021
ACH-000606,-0.467791233184
ACH-000608,-0.303909459772
ACH-000614,-0.551655318695
ACH-000616,-0.35249364204000005
ACH-000618,-0.409363040227
ACH-000619,-0.615671669905
ACH-000620,-0.44915219314300003
ACH-000621,-0.717892626779
ACH-000622,-0.586803382423
ACH-000623,-0.583121544482
ACH-000624,-0.442516611094
ACH-000627,-0.443620413685
ACH-000630,-0.448323004343
ACH-000632,-0.49204975998499995
ACH-000633,-0.591308787002
ACH-000637,-0.802316722023
ACH-000638,-0.44908150820200005
ACH-000646,-0.46211478928000005
ACH-000647,-0.411331087143
ACH-000648,-0.28544582745999997
ACH-000649,-0.278380426218
ACH-000651,-0.369833068569
ACH-000652,-0.206335571752
ACH-000653,-0.510570567811
ACH-000657,-0.393316762698
ACH-000658,-0.261749923088
ACH-000661,-0.5203764014810001
ACH-000662,-0.809251591317
ACH-000663,-0.269627400845
ACH-000665,-0.517256530177
ACH-000671,-0.476416323045
ACH-000673,-0.614373645472
ACH-000676,-0.413037289057
ACH-000677,-0.390785782828
ACH-000681,-0.301845943661
ACH-000682,-0.411776215542
ACH-000683,-0.60637320574
ACH-000684,-0.642772769331
ACH-000688,-0.58245289527
ACH-000693,-0.42070371855899996
ACH-000694,-0.43186758517499996
ACH-000695,-0.127328793378
ACH-000696,-0.510874256733
ACH-000697,-0.763694978633
ACH-000699,-0.710290523769
ACH-000701,-0.29305877976
ACH-000706,-0.365707457914
ACH-000711,-0.44889137911399996
ACH-000713,-0.357386482273
ACH-000714,-0.773354301377
ACH-000718,-0.582130497239
ACH-000720,-0.49266109432300004
ACH-000721,-0.350780483074
ACH-000724,-0.46164770303
ACH-000725,-0.34342662153000003
ACH-000732,-0.505581136312
ACH-000734,-0.422032148865
ACH-000735,-0.558475746721
ACH-000736,-0.513023883357
ACH-000738,-0.409805137667
ACH-000746,-0.313570227633
ACH-000747,-0.480971876616
ACH-000748,-0.5155090110849999
ACH-000753,-0.43233652021499996
ACH-000756,-0.591161344927
ACH-000757,-0.14489058092
ACH-000758,-0.535443679901
ACH-000760,-0.450316829917
ACH-000763,-0.591892283862
ACH-000764,-0.503386953324
ACH-000765,-0.625906529177
ACH-000766,-0.535753889278
ACH-000767,-0.629605067778
ACH-000768,-0.33589095310199996
ACH-000769,-0.38047532894599995
ACH-000770,-0.408492731575
ACH-000771,-0.508462225466
ACH-000773,-0.341223000783
ACH-000776,-0.451137366762
ACH-000777,-0.326686683442
ACH-000778,-0.35389668317
ACH-000781,-0.22384921469900002
ACH-000782,-0.478828525938
ACH-000783,-0.49942895703999995
ACH-000784,-0.396732420907
ACH-000785,-0.535906852033
ACH-000787,-0.448328001594
ACH-000788,-0.40136164577399996
ACH-000791,-0.524880812643
ACH-000792,-0.47043283264799995
ACH-000794,-0.50971019556
ACH-000796,-0.38872827136699994
ACH-000799,-0.6807134477069999
ACH-000800,-0.48255993285800003
ACH-000802,-0.357356339636
ACH-000804,-0.309245832273
ACH-000805,-0.500926136746
ACH-000809,-0.327271814532
ACH-000810,-0.130406763532
ACH-000811,-0.455075129249
ACH-000817,-0.575489480809
ACH-000819,-0.472430304301
ACH-000820,-0.363081148736
ACH-000821,-0.643752776161
ACH-000822,-0.434336809195
ACH-000823,-0.569382929604
ACH-000824,-0.56192377175
ACH-000827,-0.451200893058
ACH-000829,-0.32083852320399997
ACH-000831,-0.458402366193
ACH-000832,-0.54242075614
ACH-000833,-0.629892242225
ACH-000834,-0.339339895453
ACH-000835,-0.2118845593
ACH-000836,-0.287071920666
ACH-000837,-0.45851887464599994
ACH-000838,-0.41144445287799997
ACH-000839,-0.581089453678
ACH-000840,-0.395316366782
ACH-000841,-0.40212469219499997
ACH-000843,-0.444930672603
ACH-000846,-0.7491353433429999
ACH-000847,-0.145550668992
ACH-000848,-0.344026343402
ACH-000849,-0.5307714899970001
ACH-000851,-0.361624921049
ACH-000855,-0.507906548523
ACH-000856,-0.37284432383199995
ACH-000858,-0.431228926404
ACH-000859,-0.331422385802
ACH-000861,-0.576477209777
ACH-000862,-0.256591818676
ACH-000865,-0.365915842351
ACH-000866,-0.40839571276000003
ACH-000867,-0.531965484221
ACH-000869,-0.38708182237899996
ACH-000872,-0.40159598014700004
ACH-000873,-0.220264872287
ACH-000876,-0.354178831101
ACH-000878,-0.41494903102700004
ACH-000880,-0.500619342982
ACH-000881,-0.36664631615099996
ACH-000882,-0.710990182932
ACH-000884,-0.7153310263079999
ACH-000885,-0.320176440635
ACH-000887,-0.6731145105940001
ACH-000888,-0.661619789426
ACH-000889,-0.343808003627
ACH-000890,-0.594370066045
ACH-000896,-0.40555780658299995
ACH-000898,-0.453894879719
ACH-000900,-0.47708822895499997
ACH-000901,-0.519655158228
ACH-000905,-0.36000404729999996
ACH-000906,-0.43038775476499996
ACH-000907,-0.39082158284199997
ACH-000910,-0.476843969263
ACH-000911,-0.551653863944
ACH-000912,-0.484103219602
ACH-000913,-0.48209368165700006
ACH-000915,-0.483538137553
ACH-000916,-0.23219518064300002
ACH-000917,-0.162384500015
ACH-000921,-0.370159333358
ACH-000924,-0.554855859975
ACH-000926,-0.530344028869
ACH-000928,-0.518865084211
ACH-000929,-0.7330249919830001
ACH-000932,-0.465382869409
ACH-000935,-0.436347938596
ACH-000936,-0.36333007386999994
ACH-000937,-0.665438127198
ACH-000938,-0.290599656098
ACH-000939,-0.358713458876
ACH-000941,-0.168840936928
ACH-000943,-0.36199777034
ACH-000946,-0.500373982014
ACH-000947,-0.49956916562799997
ACH-000948,-0.5097030775029999
ACH-000950,-0.396638987482
ACH-000953,-0.652759780329
ACH-000957,-0.42817622563100005
ACH-000958,-0.38428908736
ACH-000960,-0.6036470832859999
ACH-000963,-0.46764967861199996
ACH-000968,-0.283049640528
ACH-000969,-0.560502522775
ACH-000973,-0.481129647336
ACH-000974,-0.526602150314
ACH-000975,-0.656078519579
ACH-000976,-0.377329972527
ACH-000978,-0.7108155958660001
ACH-000980,-0.473454991564
ACH-000984,-0.387645303474
ACH-000986,-0.395591279506
ACH-000988,-0.5919975273520001
ACH-000993,-0.6522481163030001
ACH-000994,-0.686870938223
ACH-000996,-0.7091245134119999
ACH-001001,-0.432334551635
ACH-001020,-0.472710651102
ACH-001028,-0.424295498309
ACH-001031,-0.437154433289
ACH-001038,-0.44845382744900003
ACH-001048,-0.369079645577
ACH-001050,-0.419431662073
ACH-001053,-0.46358582805
ACH-001054,-0.365214067149
ACH-001061,-0.663082026632
ACH-001067,-0.50569121888
ACH-001075,-0.223230396328
ACH-001096,-0.282432351922
ACH-001128,-0.16903146954300002
ACH-001134,-0.39413977032999997
ACH-001151,-0.29310167913699997
ACH-001163,-0.304978957969
ACH-001164,-0.259910544809
ACH-001173,-0.38289324105899997
ACH-001183,-0.31079918920899996
ACH-001184,-0.424319910163
ACH-001190,-0.513212721652
ACH-001192,-0.469619764863
ACH-001193,-0.260029996461
ACH-001196,-0.389331002047
ACH-001197,-0.39134078085100005
ACH-001205,-0.688932942922
ACH-001211,-0.390299089088
ACH-001212,-0.621726237196
ACH-001228,-0.651479028237
ACH-001232,-0.537805013485
ACH-001239,-0.531189000438
ACH-001274,-0.279790811065
ACH-001275,-0.36718606473800003
ACH-001277,-0.227663899947
ACH-001278,-0.471901490081
ACH-001280,-0.60528135668
ACH-001283,-0.327203015103
ACH-001289,-0.509239158655
ACH-001295,-0.5613667037569999
ACH-001300,-0.393858778829
ACH-001301,-0.44838005678900006
ACH-001302,-0.210765003383
ACH-001303,-0.318949130137
ACH-001306,-0.506529321142
ACH-001318,-0.26311842238899996
ACH-001322,-0.137804800744
ACH-001328,-0.6846018854709999
ACH-001332,-0.687863859114
ACH-001333,-0.261485966116
ACH-001336,-0.343836230947
ACH-001340,-0.688903702596
ACH-001346,-0.331156360042
ACH-001353,-0.331247076297
ACH-001354,-0.383547609125
ACH-001367,-0.317575849882
ACH-001368,-0.5284134000999999
ACH-001374,-0.620453453639
ACH-001375,-0.552053795108
ACH-001377,-0.493932440665
ACH-001380,-0.40322172604900003
ACH-001391,-0.309206061815
ACH-001407,-0.358647265284
ACH-001408,-0.6154455569139999
ACH-001413,-0.445337892802
ACH-001430,-0.40844006613899997
ACH-001431,-0.19757803766600002
ACH-001450,-0.291124835888
ACH-001496,-0.510907477051
ACH-001500,-0.49698782906000005
ACH-001521,-0.601855149974
ACH-001523,-0.484188146464
ACH-001532,-0.41628337022
ACH-001536,-0.7226992405249999
ACH-001550,-0.469520720163
ACH-001552,-0.15233500575699999
ACH-001554,-0.44748393386999996
ACH-001645,-0.380725026508
ACH-001654,-0.5380587700280001
ACH-001715,-0.489056271835
ACH-001735,-0.424639346282
ACH-001736,-0.367038472376
ACH-001737,-0.470182006998
ACH-001740,-0.556011927856
ACH-001745,-0.491982415536
ACH-001750,-0.5765124489419999
ACH-001765,-0.639191322345
ACH-001956,-0.390926257693
ACH-001957,-0.506300052518
