,GAREML (150946)
ACH-000211,-0.165867374288
ACH-000215,-0.293372111017
ACH-000221,-0.021217905702499998
ACH-000222,0.004192956938280001
ACH-000223,-0.11096818771700001
ACH-000226,-0.150402130944
ACH-000227,-0.28492707576
ACH-000228,0.14025054613500001
ACH-000231,-0.274342218588
ACH-000232,-0.16765866707399998
ACH-000233,-0.137922810532
ACH-000234,-0.49989723820299997
ACH-000235,-0.0812672394565
ACH-000237,-0.211081866323
ACH-000238,-0.280782495212
ACH-000243,-0.327044778127
ACH-000244,0.0296105222327
ACH-000246,-0.0288433870842
ACH-000248,0.006354356310489999
ACH-000250,-0.0351823288771
ACH-000251,-0.08622209974739999
ACH-000253,-0.18821339067499998
ACH-000255,-0.0802707833381
ACH-000256,-0.141232726589
ACH-000257,-0.212152424507
ACH-000258,-0.00709445122358
ACH-000259,-0.117390410931
ACH-000260,-0.130521820474
ACH-000261,-0.124097340553
ACH-000262,-0.311449317231
ACH-000263,-0.242890657588
ACH-000264,-0.158541442596
ACH-000265,-0.0279110724278
ACH-000266,-0.160502941262
ACH-000272,-0.128162760446
ACH-000273,-0.213237575711
ACH-000274,-0.254924396286
ACH-000277,-0.208342570586
ACH-000278,-0.021114558319900004
ACH-000279,-0.21805586522599998
ACH-000280,-0.171154259573
ACH-000281,-0.28733354893199997
ACH-000288,-0.057594194885800004
ACH-000291,-0.14792371842
ACH-000293,-0.149339530371
ACH-000294,-0.258265044607
ACH-000295,-0.241166637223
ACH-000296,-0.0226217760545
ACH-000302,-0.167830526461
ACH-000304,-0.625231457751
ACH-000307,-0.131198879937
ACH-000308,-0.17579390962000002
ACH-000310,0.0564133613828
ACH-000311,0.0450869702191
ACH-000312,-0.22265186970400003
ACH-000315,-0.109245674367
ACH-000316,-0.0257082256129
ACH-000317,-0.271196195501
ACH-000318,-0.218940563627
ACH-000319,-0.09484921164039999
ACH-000320,-0.046375291465999995
ACH-000322,-0.107940192489
ACH-000323,-0.39352110579000005
ACH-000324,-0.07799173750789999
ACH-000329,-0.0610684287243
ACH-000330,0.050213628434499995
ACH-000331,-0.259054323453
ACH-000332,-0.1656158091
ACH-000334,0.107365928792
ACH-000335,-0.299495187601
ACH-000336,-0.652120007826
ACH-000337,-0.274404636549
ACH-000339,-0.07610588737710001
ACH-000341,-0.03641703345280001
ACH-000348,-0.11539120924599999
ACH-000350,-0.209648273134
ACH-000352,-0.17739705493500002
ACH-000356,-0.39481485743
ACH-000361,-0.09169525238610002
ACH-000362,-0.049837300585199994
ACH-000363,-0.030619253445799997
ACH-000364,-0.180192992009
ACH-000365,0.0322820217978
ACH-000366,-0.192794773726
ACH-000368,-0.22516498103399998
ACH-000374,-0.053031712588099994
ACH-000375,0.0546540470826
ACH-000376,-0.0250865767355
ACH-000381,-0.137704569881
ACH-000383,-0.10116517363199999
ACH-000387,-0.11137062081900001
ACH-000389,-0.152399837348
ACH-000390,-0.0462017762209
ACH-000393,-0.2329623942
ACH-000395,-0.0733542011113
ACH-000397,-0.113338035077
ACH-000401,-0.034818389874199995
ACH-000402,0.0073883554463999995
ACH-000403,-0.295996973404
ACH-000404,-0.0241397159499
ACH-000406,-0.15187863394099999
ACH-000407,-0.189677355879
ACH-000408,-0.0713178824373
ACH-000410,-0.036963536896599994
ACH-000411,-0.135915377203
ACH-000414,0.059840270923
ACH-000415,-0.020978690820900002
ACH-000416,-0.118030436615
ACH-000420,-0.19193202458500003
ACH-000421,-0.0506546407171
ACH-000424,-0.28090370333799997
ACH-000425,-0.218470969969
ACH-000426,-0.030717036943700003
ACH-000427,-0.36361656742
ACH-000433,-0.181892829769
ACH-000436,-0.0266168119581
ACH-000444,-0.057427805113900006
ACH-000445,-0.0683384515067
ACH-000448,-0.293516327729
ACH-000450,-0.238528317588
ACH-000452,-0.18395959796300002
ACH-000454,-0.297789334137
ACH-000458,-0.154886244296
ACH-000459,-0.020582142968099997
ACH-000460,-0.113458948666
ACH-000461,-0.107148776635
ACH-000463,-0.129961827694
ACH-000464,-0.157727034726
ACH-000466,-0.00985601737139
ACH-000467,-0.26469705886100003
ACH-000468,0.11069949695499999
ACH-000469,0.014701080898500002
ACH-000470,-0.133121635493
ACH-000471,-0.0412623539085
ACH-000472,-0.19497538588100002
ACH-000473,-0.0663030341281
ACH-000475,-0.0545909588944
ACH-000476,-0.178270403564
ACH-000477,-0.102852022118
ACH-000480,-0.05869423920130001
ACH-000481,-0.09881817343900001
ACH-000483,-0.05711272657219999
ACH-000484,0.028999060306599996
ACH-000485,-0.269459501986
ACH-000486,-0.0586222756078
ACH-000487,-0.0964795103435
ACH-000488,-0.23144766436099998
ACH-000490,-0.288045852606
ACH-000491,-0.23807336980399998
ACH-000495,-0.21674789926899998
ACH-000496,-0.07101971631739999
ACH-000499,-0.114978433863
ACH-000500,0.0769202354751
ACH-000502,-0.12460490434
ACH-000503,0.15562791284900002
ACH-000505,-0.17070031398200003
ACH-000507,-0.131771979403
ACH-000510,-0.062273565362
ACH-000511,-0.049485045001
ACH-000512,0.000481329591365
ACH-000516,-0.103884886927
ACH-000517,-0.17653076973499998
ACH-000518,-0.0675118661432
ACH-000520,-0.16536866077600001
ACH-000521,-0.332349423419
ACH-000522,0.0259541939634
ACH-000524,-0.134543592018
ACH-000527,-0.230507503116
ACH-000528,-0.115945720077
ACH-000537,-0.0883840928311
ACH-000541,0.15190942963
ACH-000542,-0.0790944627072
ACH-000544,-0.0590365241091
ACH-000545,-0.07421811501400001
ACH-000547,-0.239429556748
ACH-000548,-0.312554218983
ACH-000549,-0.0958657329075
ACH-000550,-0.121342137152
ACH-000552,-0.146713369856
ACH-000556,-0.06372708610740001
ACH-000557,-0.321037132421
ACH-000570,0.0034827437568400003
ACH-000571,-0.21251138517299997
ACH-000573,-0.0329257168466
ACH-000576,0.021677296920199998
ACH-000580,-0.24495470150499998
ACH-000584,0.08301475744089999
ACH-000585,-0.21676234032900002
ACH-000588,-0.0990676990086
ACH-000589,-0.108949343213
ACH-000591,-0.167654238026
ACH-000593,-0.297147511256
ACH-000600,-0.104029675601
ACH-000601,-0.18124806466899998
ACH-000604,-0.0394102678437
ACH-000605,-0.0406444098488
ACH-000606,-0.147628768521
ACH-000608,-0.19654359257800003
ACH-000614,-0.300424418654
ACH-000616,-0.180189801787
ACH-000618,-0.10427626028300001
ACH-000619,-0.252479189766
ACH-000620,-0.155038221807
ACH-000621,-0.24377753711999997
ACH-000622,-0.0736135871735
ACH-000623,-0.104164365972
ACH-000624,-0.38220708917900004
ACH-000627,-0.229230242187
ACH-000630,-0.148422319781
ACH-000632,-0.290451921026
ACH-000633,-0.307154500764
ACH-000637,-0.265702180111
ACH-000638,0.0677819028576
ACH-000646,-0.293822831535
ACH-000647,-0.37446100212399996
ACH-000648,0.0156273697274
ACH-000649,-0.08125481395010001
ACH-000651,-0.323450784089
ACH-000652,-0.10139937627599999
ACH-000653,-0.210496337915
ACH-000657,-0.027260789561
ACH-000658,-0.119746897329
ACH-000661,-0.10602056112
ACH-000662,-0.543827335633
ACH-000663,-0.0256018553165
ACH-000665,-0.282431410563
ACH-000671,-0.075954681031
ACH-000673,-0.203764656904
ACH-000676,1.34950539677e-05
ACH-000677,-0.10914102629599999
ACH-000681,-0.118652427654
ACH-000682,-0.0407054591449
ACH-000683,-0.20854773199299997
ACH-000684,-0.10912208467599999
ACH-000688,-0.180195321138
ACH-000693,-0.18673177780900002
ACH-000694,-0.00164831953082
ACH-000695,-0.09076782173689998
ACH-000696,-0.21053137135000002
ACH-000697,-0.13024908896600002
ACH-000699,-0.0482623235216
ACH-000701,-0.259407390448
ACH-000706,-0.0229992196147
ACH-000711,-0.220765182179
ACH-000713,-0.125462401874
ACH-000714,-0.108850083733
ACH-000718,0.045714436121
ACH-000720,-0.044042549530999994
ACH-000721,-0.0633388433992
ACH-000724,-0.255761403543
ACH-000725,-0.179362756833
ACH-000732,-0.194958082944
ACH-000734,-0.0330307152462
ACH-000735,-0.231069794931
ACH-000736,-0.131204611721
ACH-000738,-0.128290363557
ACH-000746,0.06678854351789999
ACH-000747,-0.0354409202249
ACH-000748,-0.280295495597
ACH-000753,-0.06668460888410001
ACH-000756,0.139089632452
ACH-000757,0.246845904002
ACH-000758,-0.0083756131128
ACH-000760,0.0120993809926
ACH-000763,-0.220988616571
ACH-000764,-0.162702944209
ACH-000765,-0.0765181652692
ACH-000766,-0.11139894983899999
ACH-000767,-0.335530413631
ACH-000768,-0.135012998642
ACH-000769,-0.0659099141978
ACH-000770,-0.148604279527
ACH-000771,-0.164815431067
ACH-000773,-0.0670399157198
ACH-000776,-0.0120358613124
ACH-000777,-0.15773460384000001
ACH-000778,-0.0496794286021
ACH-000781,-0.174588210521
ACH-000782,-0.146820053411
ACH-000783,-0.140771194386
ACH-000784,-0.211672993895
ACH-000785,-0.12565829199
ACH-000787,-0.06500594602609999
ACH-000788,-0.065772703489
ACH-000791,-0.04446719257730001
ACH-000792,-0.274999595025
ACH-000794,-0.416042069314
ACH-000796,-0.141643214638
ACH-000799,-0.108312366009
ACH-000800,-0.04907612302159999
ACH-000802,-0.0153247371315
ACH-000804,0.123636964627
ACH-000805,0.0246738676861
ACH-000809,-0.193110946721
ACH-000810,-0.0662908153443
ACH-000811,-0.24298240640299998
ACH-000817,-0.18767334299600003
ACH-000819,0.017561901641900003
ACH-000820,0.010609381549799998
ACH-000821,-0.0281687909884
ACH-000822,-0.18458088656399999
ACH-000823,-0.150401775463
ACH-000824,-0.12553040446900002
ACH-000827,-0.158290617785
ACH-000829,-0.0731214915841
ACH-000831,-0.169946944435
ACH-000832,0.07208048647649999
ACH-000833,-0.257719010501
ACH-000834,-0.0654179596461
ACH-000835,-0.17002067424000003
ACH-000836,-0.164797831483
ACH-000837,-0.225574705633
ACH-000838,-0.08114952726119999
ACH-000839,-0.28009473862100004
ACH-000840,-0.0944116417847
ACH-000841,0.160064090131
ACH-000843,-0.11935103556900001
ACH-000846,-0.296851151528
ACH-000847,-0.04839683927519999
ACH-000848,0.0339732823979
ACH-000849,-0.0386250087373
ACH-000851,-0.260528802793
ACH-000855,-0.214549390755
ACH-000856,-0.126213686797
ACH-000858,-0.12815813025599998
ACH-000859,0.105220609398
ACH-000861,-0.029439124395
ACH-000862,-0.18305407476
ACH-000865,-0.15645112857899998
ACH-000866,-0.108055082973
ACH-000867,-0.0430593686406
ACH-000869,-0.19671954657000001
ACH-000872,-0.14283587321799998
ACH-000873,-0.027174548026400003
ACH-000876,-0.08766519730830001
ACH-000878,0.0504051354208
ACH-000880,-0.279525714042
ACH-000881,-0.021238422162200003
ACH-000882,-0.219439660898
ACH-000884,-0.227494925475
ACH-000885,-0.126829384559
ACH-000887,-0.036459968264000005
ACH-000888,-0.035334572075199994
ACH-000889,-0.046858982348999996
ACH-000890,-0.253557000409
ACH-000896,-0.0166321814797
ACH-000898,-0.149221258378
ACH-000900,-0.00360739564569
ACH-000901,-0.289437591783
ACH-000905,-0.027206804274900003
ACH-000906,-0.17467484041200002
ACH-000907,0.100377905038
ACH-000910,-0.0954357541883
ACH-000911,-0.0327980908825
ACH-000912,-0.16640351409499998
ACH-000913,-0.0815972227042
ACH-000915,-0.239384827938
ACH-000916,-0.431079533553
ACH-000917,-0.031051684082
ACH-000921,-0.0163521126619
ACH-000924,-0.153345201842
ACH-000926,-0.153286369187
ACH-000928,-0.36519901382700004
ACH-000929,-0.06900604129480001
ACH-000932,-0.055154094089
ACH-000935,-0.0983851558302
ACH-000936,-0.025538437393299997
ACH-000937,-0.170088626179
ACH-000938,-0.203686274366
ACH-000939,0.00785326503987
ACH-000941,0.0173843994167
ACH-000943,-0.10874127161599999
ACH-000946,-0.037988266898
ACH-000947,-0.0406088431484
ACH-000948,-0.138039159085
ACH-000950,0.0736917636714
ACH-000953,-0.25283679118
ACH-000957,-0.186987919798
ACH-000958,-0.22283880811999998
ACH-000960,-0.135511311939
ACH-000963,-0.28413296692699996
ACH-000968,-0.09783382490530002
ACH-000969,-0.101238252032
ACH-000973,-0.15418195212000002
ACH-000974,-0.248382748622
ACH-000975,-0.19796654088100002
ACH-000976,-0.171135371448
ACH-000978,-0.0132284419491
ACH-000980,-0.110794616305
ACH-000984,0.058101316965500006
ACH-000986,0.0322778763717
ACH-000988,-0.21042137028799998
ACH-000993,-0.258148165449
ACH-000994,-0.254780986325
ACH-000996,-0.191225880737
ACH-001001,-0.297865617365
ACH-001020,-0.331416302422
ACH-001028,-0.045382479648900007
ACH-001031,-0.053805280534100004
ACH-001038,-0.0893802622014
ACH-001048,-0.12023256642899999
ACH-001050,-0.0962057585905
ACH-001053,-0.159635825285
ACH-001054,-0.248854765725
ACH-001061,-0.122850382982
ACH-001067,-0.038658810578900006
ACH-001075,-0.10318585831499999
ACH-001096,0.06992661789520001
ACH-001128,0.242703349433
ACH-001134,-0.135118733669
ACH-001151,-0.202343773689
ACH-001163,-0.228765010905
ACH-001164,0.007183909208880001
ACH-001173,-0.23040469542199998
ACH-001183,-0.033698219713
ACH-001184,-0.0377905294726
ACH-001190,-0.08190064701710001
ACH-001192,0.0139001288475
ACH-001193,-0.042907134605700004
ACH-001196,-0.125871896953
ACH-001197,-0.038022165607199995
ACH-001205,-0.22445947270799999
ACH-001211,-0.20215176708799998
ACH-001212,-0.441636290863
ACH-001228,-0.287124830981
ACH-001232,-0.08483350752299999
ACH-001239,-0.211746472265
ACH-001274,-0.38168627456299997
ACH-001275,-0.0563300293807
ACH-001277,0.0165124143569
ACH-001278,-0.031148278176099997
ACH-001280,0.058607278843
ACH-001283,-0.07185689989560001
ACH-001289,-0.0630518602719
ACH-001295,-0.212197957826
ACH-001300,0.0201030914488
ACH-001301,-0.142174951306
ACH-001302,-0.235839696043
ACH-001303,-0.200671942573
ACH-001306,-0.15307219665400001
ACH-001318,-0.131575537967
ACH-001322,-0.168772449954
ACH-001328,-0.0960804753595
ACH-001332,-0.106741141108
ACH-001333,-0.0799328446475
ACH-001336,-0.150806933057
ACH-001340,-0.183599143224
ACH-001346,-0.0660985329474
ACH-001353,-0.165963025781
ACH-001354,0.0487132446861
ACH-001367,-0.283943250443
ACH-001368,-0.110206271053
ACH-001374,0.00886996901057
ACH-001375,-0.132193550868
ACH-001377,-0.0441409593286
ACH-001380,-0.111606112721
ACH-001391,-0.424315489724
ACH-001407,-0.0376357191551
ACH-001408,-0.32646837934399997
ACH-001413,0.05559550795
ACH-001430,0.06038626881109999
ACH-001431,-0.06365509747999999
ACH-001450,-0.154339243961
ACH-001496,-0.212622553655
ACH-001500,-0.0342835750579
ACH-001521,-0.33167221022599996
ACH-001523,-0.188413138479
ACH-001532,-0.159969436558
ACH-001536,-0.120836003254
ACH-001550,-0.008631932080680001
ACH-001552,-0.251897428907
ACH-001554,-0.167255475008
ACH-001645,-0.0495733475356
ACH-001654,-0.22711344111499998
ACH-001715,-0.0366904103736
ACH-001735,-0.20264498787300003
ACH-001736,-0.081142766411
ACH-001737,-0.16940092529800002
ACH-001740,0.021209110665700002
ACH-001745,-0.0663043970916
ACH-001750,-0.0751798766517
ACH-001765,-0.08772411773199999
ACH-001956,-0.10180599193199999
ACH-001957,-0.0297907049897
