,TMPRSS11E (28983)
ACH-000004,-0.294791553677
ACH-000007,0.0783261155062
ACH-000009,-0.0957404408902
ACH-000011,-0.104008905251
ACH-000012,-0.11116107977600001
ACH-000013,0.089793538637
ACH-000014,-0.10068651067199999
ACH-000015,-0.078663578278
ACH-000017,-0.004386795324229999
ACH-000018,-0.10832005356499999
ACH-000019,-0.16694577584
ACH-000021,-0.114249459351
ACH-000022,0.122058309812
ACH-000025,-0.0631704996373
ACH-000028,0.0285252327572
ACH-000030,-0.0262780505816
ACH-000035,-0.0968829804174
ACH-000036,-0.0340733590528
ACH-000037,-0.104365043696
ACH-000039,0.020157393473
ACH-000040,-0.146344412897
ACH-000041,-0.13399956272900002
ACH-000042,-0.121413811413
ACH-000045,0.0229402826262
ACH-000047,-0.132271903691
ACH-000052,-0.009371870681010001
ACH-000053,-0.0531559966565
ACH-000054,-0.028442816355499997
ACH-000055,-0.10168208850600001
ACH-000060,-0.179326002047
ACH-000067,-0.0388138673386
ACH-000070,-0.035653765567099996
ACH-000075,0.12231431322999999
ACH-000078,0.08606649491910001
ACH-000082,0.050193548244699994
ACH-000085,-0.0533917104679
ACH-000086,-0.055132614826
ACH-000087,-0.056452820409300004
ACH-000092,0.00918286662043
ACH-000095,-0.134161134218
ACH-000097,-0.11725258621
ACH-000098,-0.27793870860500003
ACH-000099,-0.0344837773128
ACH-000108,0.028200535847099997
ACH-000113,-0.0686005670004
ACH-000115,0.0407876986394
ACH-000116,-0.00168434326595
ACH-000118,-0.10295407189099999
ACH-000120,-0.0997221759735
ACH-000123,0.0161291785225
ACH-000127,-0.038034492519699994
ACH-000128,0.0063813995362499995
ACH-000132,-0.177623864867
ACH-000133,-0.0438359234347
ACH-000137,-0.101466428268
ACH-000138,0.0335264780901
ACH-000142,-0.093697413486
ACH-000143,0.027870063132199998
ACH-000146,-0.0444101513921
ACH-000148,-0.07873559600430001
ACH-000150,0.0203784641672
ACH-000152,0.151917920194
ACH-000153,-0.28568120906800004
ACH-000159,-0.138504874524
ACH-000160,-0.11198930966399999
ACH-000163,-0.053295416246300006
ACH-000167,-0.33984631905999996
ACH-000168,0.274597353055
ACH-000169,-0.05576681666669999
ACH-000178,-0.08822779310760001
ACH-000182,0.0463779630561
ACH-000183,-0.039280363935099996
ACH-000188,-0.142109586812
ACH-000189,-0.032940856761
ACH-000190,-0.0227099639972
ACH-000198,-0.0706275198552
ACH-000204,-0.011700072205
ACH-000206,-0.05355505522390001
ACH-000207,-0.176919566708
ACH-000211,-0.0417660897886
ACH-000215,-0.0263186315316
ACH-000221,-0.176819694724
ACH-000222,-0.0345347580889
ACH-000223,-0.18315748577500002
ACH-000226,-0.0783204617248
ACH-000227,0.125378792918
ACH-000228,-0.019462693055
ACH-000231,-0.0030400651925
ACH-000232,-0.0879716962995
ACH-000233,0.061859860624
ACH-000234,-0.0793877660208
ACH-000235,-0.0635824798673
ACH-000237,-0.09689273147050001
ACH-000238,-0.00534302663982
ACH-000243,-0.108561292765
ACH-000244,0.0343491737169
ACH-000246,-0.0740011017116
ACH-000248,-0.010985760533399998
ACH-000250,-0.0266686128333
ACH-000251,-0.10768472277999999
ACH-000253,-0.0592528753964
ACH-000255,-0.068548494224
ACH-000256,0.011126541906000001
ACH-000257,0.15195298670600002
ACH-000258,-0.0817500838073
ACH-000259,-0.100994895637
ACH-000260,0.07934611229119999
ACH-000261,-0.126111982439
ACH-000262,0.032047196284799996
ACH-000263,0.255089169851
ACH-000264,-0.054234869514100004
ACH-000265,-0.138513370156
ACH-000266,-0.0456601314178
ACH-000272,0.0275636250842
ACH-000273,-0.15771703627
ACH-000274,0.10026384418999999
ACH-000277,-0.15745756233
ACH-000278,-0.046093503248500006
ACH-000279,-0.00759613358339
ACH-000280,0.040207307999
ACH-000281,0.10825259922199999
ACH-000288,-0.06084383587230001
ACH-000291,0.08413575872069999
ACH-000293,0.166291657382
ACH-000294,-0.0403119449778
ACH-000295,-0.11903785315099999
ACH-000296,-0.09224569995519999
ACH-000302,-0.000892919819413
ACH-000304,-0.126956348561
ACH-000307,-0.146843879253
ACH-000308,-0.11868092052200001
ACH-000310,-0.107320304368
ACH-000311,-0.195322348886
ACH-000312,-0.0169784274638
ACH-000315,-0.133733534712
ACH-000316,-0.24096864375399998
ACH-000317,-0.10450996638599999
ACH-000318,-0.132887589476
ACH-000319,-0.0685639005293
ACH-000320,-0.129926810008
ACH-000322,-0.0341266375162
ACH-000323,-0.300669598125
ACH-000324,-0.0320970993138
ACH-000329,0.0891762130799
ACH-000330,-0.36555958233900004
ACH-000331,-0.00983177920292
ACH-000332,-0.061904328382599995
ACH-000334,0.294239546167
ACH-000335,-0.13266351865700002
ACH-000336,0.28239681055599997
ACH-000337,-0.188887407383
ACH-000339,-0.05867839706209999
ACH-000341,-0.23603839319699998
ACH-000348,-0.116552505096
ACH-000350,-0.0282003892236
ACH-000352,0.125475696211
ACH-000356,-0.08567590540339999
ACH-000361,0.12169382865900001
ACH-000362,-0.0687997508236
ACH-000363,-0.08711502254589999
ACH-000364,-0.18738817942400002
ACH-000365,-0.0414313961724
ACH-000366,-0.0733459438127
ACH-000368,-0.200004234125
ACH-000374,-0.146205204735
ACH-000375,-0.0659949759086
ACH-000376,0.00175467898892
ACH-000381,0.0067201633668499995
ACH-000383,-0.0393710411028
ACH-000387,-0.0571933195672
ACH-000389,-0.0296238330088
ACH-000390,-0.105061633148
ACH-000393,0.056188939869099994
ACH-000395,0.0461543756341
ACH-000397,-0.0939254027671
ACH-000401,-0.038049354618099995
ACH-000402,-0.146022595486
ACH-000403,-0.163201414348
ACH-000404,-0.021136293445599995
ACH-000406,-0.0885320969857
ACH-000407,-0.0137760755648
ACH-000408,0.0467050021346
ACH-000410,-0.0229560682013
ACH-000411,0.0293697401834
ACH-000414,-0.0580921802243
ACH-000415,-0.0411134603695
ACH-000416,-0.14510938062999998
ACH-000420,-0.00610846749189
ACH-000421,-0.06842889999940001
ACH-000424,-0.023442842321200003
ACH-000425,0.015784817771900002
ACH-000426,-0.03502489633
ACH-000427,-0.120515732985
ACH-000433,-0.19762256585000001
ACH-000436,0.18107148881
ACH-000444,-0.0198515914377
ACH-000445,-0.0821374591434
ACH-000448,0.0430853674533
ACH-000450,0.238442978425
ACH-000452,-0.0112544840851
ACH-000454,-0.234918077503
ACH-000458,0.012807018817700001
ACH-000459,-0.12709170277
ACH-000460,-0.0613193132346
ACH-000461,0.0226251829177
ACH-000463,-0.063213418442
ACH-000464,-0.00685924771548
ACH-000466,-0.07031166595689999
ACH-000467,-0.0339117283725
ACH-000468,-0.014789910922399998
ACH-000469,0.0431997357226
ACH-000470,-0.026270362985099997
ACH-000471,-0.09322104064789999
ACH-000472,-0.0457198403636
ACH-000473,-0.10000754284800001
ACH-000475,-0.120766683852
ACH-000476,-0.125209198886
ACH-000477,-0.291658296213
ACH-000480,-0.0593361431267
ACH-000481,-0.140045013984
ACH-000483,0.059967920657000004
ACH-000484,0.111089136234
ACH-000485,-0.129599418454
ACH-000486,-0.16879082818799998
ACH-000487,0.0331419103841
ACH-000488,-0.11327474603
ACH-000490,-0.046956905480899994
ACH-000491,0.029196500421799998
ACH-000495,0.217747723475
ACH-000496,-0.202189043653
ACH-000499,0.024158582205099997
ACH-000500,-0.218550098609
ACH-000502,-0.125253549463
ACH-000503,-0.240238264511
ACH-000505,-0.12289407752999999
ACH-000507,-0.278861956067
ACH-000510,-0.21992027677200002
ACH-000511,-0.14054838521
ACH-000512,0.0265841412997
ACH-000516,0.055605796288099994
ACH-000517,-0.0346752045392
ACH-000518,0.00568044820692
ACH-000520,-0.04642833469330001
ACH-000521,0.0143906895656
ACH-000522,-0.144367733464
ACH-000524,-0.048337830264699996
ACH-000527,-0.05513978383280001
ACH-000528,0.015752984305200002
ACH-000537,0.07624738382
ACH-000541,-0.130956728578
ACH-000542,-0.188694576374
ACH-000544,-0.0920039152791
ACH-000545,-0.0632499096846
ACH-000547,0.0825740753899
ACH-000548,-0.125590366822
ACH-000549,-0.228211998094
ACH-000550,-0.0738403399778
ACH-000552,-0.0654852210623
ACH-000556,-0.183220051837
ACH-000557,0.0439871825983
ACH-000570,-0.15973524889000001
ACH-000571,-0.0504635335715
ACH-000573,-0.013053926607700002
ACH-000576,-0.11796073236400001
ACH-000580,0.0625053832737
ACH-000584,0.0570572880583
ACH-000585,0.0437484564369
ACH-000588,-0.0698401508088
ACH-000589,-0.0524199053126
ACH-000591,-0.187988281462
ACH-000593,-0.0743708641453
ACH-000600,-0.145511404136
ACH-000601,-0.101737913058
ACH-000604,0.164488923541
ACH-000605,0.106503858748
ACH-000606,0.00197583639493
ACH-000608,-0.00539437684007
ACH-000614,0.0785438941748
ACH-000616,-0.23796702281999998
ACH-000618,-0.020520231899400002
ACH-000619,-0.209896712403
ACH-000620,0.0546557793956
ACH-000621,-0.0175434252226
ACH-000622,-0.00612809024537
ACH-000623,-0.0467308481295
ACH-000624,-0.108823337675
ACH-000627,0.120707537876
ACH-000630,-0.160533905393
ACH-000632,-0.0399875951132
ACH-000633,-0.10860340873
ACH-000637,0.080885634112
ACH-000638,-0.141552561029
ACH-000646,0.131187891867
ACH-000647,-0.14928411624000001
ACH-000648,-0.05506495372169999
ACH-000649,-0.106516227237
ACH-000651,-0.0393282939222
ACH-000652,-0.0381750301409
ACH-000653,-0.154671635927
ACH-000657,-0.0571758220198
ACH-000658,0.0411670430974
ACH-000661,-0.0542808711496
ACH-000662,-0.121185083423
ACH-000663,-0.0305378362871
ACH-000665,-0.049631236019699994
ACH-000671,-0.0734229598905
ACH-000673,-0.0065536872476800005
ACH-000676,0.0921573589133
ACH-000677,-0.149250181826
ACH-000681,-0.0175649372435
ACH-000682,-0.009766300882629999
ACH-000683,-0.023129845160699998
ACH-000684,-0.0279043634766
ACH-000688,-0.26872264285999997
ACH-000693,-0.021914808193000002
ACH-000694,-0.135500001748
ACH-000695,-0.20945181608
ACH-000696,-0.019096529767700002
ACH-000697,0.0187233192995
ACH-000699,0.0050596886306199995
ACH-000701,-0.0914178225374
ACH-000706,0.012412022512000001
ACH-000711,-0.0696118878862
ACH-000713,-0.123340366407
ACH-000714,-0.0796777660673
ACH-000718,-0.08191665424880001
ACH-000720,-0.0987405154515
ACH-000721,-0.0700422221154
ACH-000724,-0.152706918632
ACH-000725,0.022809343938500003
ACH-000732,0.129406675193
ACH-000734,-0.12195801718299999
ACH-000735,-0.133316788562
ACH-000736,-0.083318614797
ACH-000738,-0.08651300928719999
ACH-000746,0.05446080546680001
ACH-000747,-0.19037583972199998
ACH-000748,0.20129327972
ACH-000753,-0.00862022407675
ACH-000756,0.199251185241
ACH-000757,-0.020422638199900003
ACH-000758,-0.152967814521
ACH-000760,-0.00510604986213
ACH-000763,-0.165839558875
ACH-000764,-0.303203809843
ACH-000765,0.137522040698
ACH-000766,-0.048018724489
ACH-000767,-0.117011965134
ACH-000768,-0.124655702586
ACH-000769,-0.024086572410300003
