,RPAP1 (26015)
ACH-000004,-1.4017973049799999
ACH-000007,-1.30382205632
ACH-000009,-1.51715593062
ACH-000011,-0.883786667576
ACH-000012,-1.26124801722
ACH-000013,-1.40201497675
ACH-000014,-1.27945194529
ACH-000015,-1.44570206345
ACH-000017,-1.71204369504
ACH-000018,-1.1532631474600001
ACH-000019,-1.51710443252
ACH-000021,-1.38045986994
ACH-000022,-1.32577949977
ACH-000025,-1.2101866929
ACH-000028,-1.2959129197600001
ACH-000030,-1.32669108297
ACH-000035,-1.3680274351700001
ACH-000036,-1.41187305614
ACH-000037,-0.691062525494
ACH-000039,-1.3885133648199999
ACH-000040,-1.0559222797499999
ACH-000041,-1.51203139411
ACH-000042,-1.31858504414
ACH-000045,-1.41613448857
ACH-000047,-1.50820171602
ACH-000052,-1.3390229443200001
ACH-000053,-1.29826687392
ACH-000054,-1.12454158294
ACH-000055,-1.37008090028
ACH-000060,-0.873295913686
ACH-000067,-1.5068455275400001
ACH-000070,-1.37338565059
ACH-000075,-0.9473927091150001
ACH-000078,-1.09038229571
ACH-000082,-1.4607578770700003
ACH-000085,-1.28755388976
ACH-000086,-1.22190759496
ACH-000087,-1.66650400677
ACH-000092,-1.241669949
ACH-000095,-1.22562292798
ACH-000097,-1.22275801654
ACH-000098,-1.10829464091
ACH-000099,-1.2497154521
ACH-000108,-1.3278560993700002
ACH-000113,-1.3783598074099999
ACH-000115,-1.36473806183
ACH-000116,-1.2919965666600002
ACH-000118,-1.44802265102
ACH-000120,-1.3711179637200002
ACH-000123,-1.24121684935
ACH-000127,-1.32197487355
ACH-000128,-1.22978859624
ACH-000132,-1.56500541432
ACH-000133,-1.3328025070799998
ACH-000137,-1.4302222014100001
ACH-000138,-1.2826743033499999
ACH-000142,-1.0514434475399999
ACH-000143,-1.2240244917799998
ACH-000146,-1.59655410724
ACH-000148,-1.39866971826
ACH-000150,-1.19933462134
ACH-000152,-1.27752810502
ACH-000153,-1.3433793517700001
ACH-000159,-1.31258442997
ACH-000160,-1.36469286921
ACH-000163,-1.29874421951
ACH-000167,-1.2342557723799998
ACH-000168,-1.4196156443999999
ACH-000169,-1.42009226043
ACH-000178,-1.3655463067299998
ACH-000182,-1.37694101694
ACH-000183,-1.25164628262
ACH-000188,-1.3011140423899998
ACH-000189,-0.788402613495
ACH-000190,-1.04321439651
ACH-000198,-1.4295202359399999
ACH-000204,-1.1118941561799998
ACH-000206,-1.2645680754200002
ACH-000207,-1.6158662129799999
ACH-000211,-1.2022939153799999
ACH-000215,-1.2668577780299999
ACH-000221,-1.31365401724
ACH-000222,-1.69233777319
ACH-000223,-1.5033109671899998
ACH-000226,-1.3817247908899999
ACH-000227,-1.08198476959
ACH-000228,-1.4190844777399998
ACH-000231,-1.26371062161
ACH-000232,-1.31363749847
ACH-000233,-1.65531324514
ACH-000234,-1.35343502151
ACH-000235,-1.29358770499
ACH-000237,-1.3161624083
ACH-000238,-1.25718018866
ACH-000243,-1.4849749754100001
ACH-000244,-1.28461152608
ACH-000246,-1.2675835023100002
ACH-000248,-1.34806751597
ACH-000250,-1.1741433268500001
ACH-000251,-1.3101172594
ACH-000253,-1.15301376552
ACH-000255,-1.0655319895
ACH-000256,-1.3555435378100003
ACH-000257,-1.4831935472
ACH-000258,-1.55947984888
ACH-000259,-1.4417551758000002
ACH-000260,-1.336946998
ACH-000261,-1.3724854020800001
ACH-000262,-1.5538755999899998
ACH-000263,-1.6274738040999999
ACH-000264,-1.3839901850799998
ACH-000265,-1.47438523851
ACH-000266,-1.5888871911000002
ACH-000272,-1.3051199391700001
ACH-000273,-1.30470692483
ACH-000274,-1.27436590943
ACH-000277,-1.4486961772799998
ACH-000278,-1.38525750034
ACH-000279,-1.28032024905
ACH-000280,-1.26145520061
ACH-000281,-1.4093478059
ACH-000288,-1.13471608965
ACH-000291,-1.0387790788
ACH-000293,-1.39806407392
ACH-000294,-1.40644434896
ACH-000295,-1.3223707397600002
ACH-000296,-1.29012099559
ACH-000302,-1.2998070774
ACH-000304,-1.35716208199
ACH-000307,-1.40405805586
ACH-000308,-1.2669786220700001
ACH-000310,-1.4145820025
ACH-000311,-1.2799045174700001
ACH-000312,-1.25129408025
ACH-000315,-1.49545558969
ACH-000316,-1.29497090195
ACH-000317,-1.0881026397
ACH-000318,-1.3286819538899999
ACH-000319,-1.27649772646
ACH-000320,-1.58009685559
ACH-000322,-1.23828043812
ACH-000323,-1.2893559146
ACH-000324,-1.30866031403
ACH-000329,-1.0132777169299998
ACH-000330,-1.58348278584
ACH-000331,-1.2950417695299998
ACH-000332,-1.3504799808399999
ACH-000334,-1.54252675107
ACH-000335,-1.14217513456
ACH-000336,-0.906428894761
ACH-000337,-1.5886248820700002
ACH-000339,-1.0522145918999999
ACH-000341,-1.01772847366
ACH-000348,-1.23432220617
ACH-000350,-1.3406527797799999
ACH-000352,-1.58595708546
ACH-000356,-1.36363083419
ACH-000361,-1.05624271439
ACH-000362,-1.2445006919700001
ACH-000363,-1.6172179901100001
ACH-000364,-1.18875556106
ACH-000365,-1.22568411143
ACH-000366,-1.3612731633300001
ACH-000368,-1.1893941378
ACH-000374,-1.12687030375
ACH-000375,-1.27814289821
ACH-000376,-1.33107283479
ACH-000381,-1.13635698109
ACH-000383,-1.73832157784
ACH-000387,-1.4989642333700002
ACH-000389,-0.963422154066
ACH-000390,-1.4174931254299998
ACH-000393,-1.27925394663
ACH-000395,-1.2290228700599999
ACH-000397,-1.35346372544
ACH-000401,-1.05840972292
ACH-000402,-1.7422607817299998
ACH-000403,-1.61283465859
ACH-000404,-1.04697559686
ACH-000406,-1.57824578979
ACH-000407,-1.27304443977
ACH-000408,-1.4154608060799998
ACH-000410,-1.46060029968
ACH-000411,-1.1157857769700001
ACH-000414,-1.59755024967
ACH-000415,-1.61349528834
ACH-000416,-1.4844937973199999
ACH-000420,-1.4721930605700002
ACH-000421,-1.28664227493
ACH-000424,-1.2166350290999999
ACH-000425,-1.3657072308200002
ACH-000426,-1.26742320613
ACH-000427,-1.4682590079299997
ACH-000433,-1.14384921629
ACH-000436,-1.47242641225
ACH-000444,-1.46492239545
ACH-000445,-1.10552486128
ACH-000448,-1.1508243146500001
ACH-000450,-1.09149657532
ACH-000452,-1.20196724885
ACH-000454,-1.13171786612
ACH-000458,-1.4292661947799998
ACH-000459,-1.3724683376700002
