,RRM1 (6240)
ACH-000280,-1.52287502789
ACH-000281,-1.52639151016
ACH-000288,-1.69331839676
ACH-000291,-1.4636550809399997
ACH-000293,-1.9956006404700002
ACH-000294,-2.00377983061
ACH-000295,-1.6566035484000001
ACH-000296,-1.76150422002
ACH-000302,-1.79261540325
ACH-000304,-2.31808099072
ACH-000307,-1.54392708729
ACH-000308,-1.7264589945
ACH-000310,-1.9058254133599999
ACH-000311,-1.7587028438299999
ACH-000312,-1.71697854484
ACH-000315,-1.9764213430900002
ACH-000316,-1.54715045884
ACH-000317,-1.97783716815
ACH-000318,-1.7303494892400002
ACH-000319,-1.5943109657499999
ACH-000320,-1.53607449447
ACH-000322,-1.46570604157
ACH-000323,-1.23555202858
ACH-000324,-1.92557931401
ACH-000329,-2.0975446235
ACH-000330,-1.49313908622
ACH-000331,-1.4941823938799998
ACH-000332,-1.61231765256
ACH-000334,-2.64902653006
ACH-000335,-1.6791920215600002
ACH-000336,-1.8960824437000001
ACH-000337,-1.5897935598500001
ACH-000339,-1.67843644151
ACH-000341,-1.94551505497
ACH-000348,-2.09299399283
ACH-000350,-2.1403830531
ACH-000352,-1.7373311197299999
ACH-000356,-1.9540305272999998
ACH-000361,-1.73538119721
ACH-000362,-1.85787953069
ACH-000363,-1.86708151039
ACH-000364,-1.6580611161399998
ACH-000365,-1.77498302588
ACH-000366,-1.629714415
ACH-000368,-1.04615805248
ACH-000374,-1.5867201859399997
ACH-000375,-1.5556897994799999
ACH-000376,-1.68289955264
ACH-000381,-1.73625430178
ACH-000383,-1.7930937614500002
ACH-000387,-1.73657758435
ACH-000389,-1.26375717972
ACH-000390,-1.66354541532
ACH-000393,-1.4492825572799999
ACH-000395,-1.72505935063
ACH-000397,-1.7805207507599998
ACH-000401,-1.58972051764
ACH-000402,-1.9310004436400001
ACH-000403,-1.8285784202700002
ACH-000404,-2.1055764595400004
ACH-000406,-1.94836443249
ACH-000407,-1.7473302257099999
ACH-000408,-1.4625723908300001
ACH-000410,-1.51681532486
ACH-000411,-1.6753589108000002
ACH-000414,-2.01488224156
ACH-000415,-1.6011506066499999
ACH-000416,-1.60647224092
ACH-000420,-1.4155856134600002
ACH-000421,-1.57946414286
ACH-000424,-1.41820148329
ACH-000425,-1.72865566472
ACH-000426,-2.16145519648
ACH-000427,-1.65500244796
ACH-000433,-1.66210014439
ACH-000436,-1.8943274669299999
ACH-000444,-1.5774462773299998
ACH-000445,-1.3288796302399999
ACH-000448,-1.7151133110699999
ACH-000450,-2.74398680236
ACH-000452,-1.63139131287
ACH-000454,-1.45855612122
ACH-000458,-1.6789273406799998
ACH-000459,-2.12876127317
ACH-000460,-1.62379492301
ACH-000461,-2.07285291747
ACH-000463,-1.6234376295700002
ACH-000464,-1.46165083042
ACH-000466,-1.47155710674
ACH-000467,-1.4744760151299998
ACH-000468,-2.0672420469
ACH-000469,-1.72390682466
ACH-000470,-1.78765293213
ACH-000471,-1.63455695581
ACH-000472,-1.69148268261
ACH-000473,-1.9329205081599998
ACH-000475,-1.7864817238
ACH-000476,-1.61924225373
ACH-000477,-2.47072848982
ACH-000480,-1.6550924262
ACH-000481,-1.7333475989200002
ACH-000483,-1.95170587537
ACH-000484,-1.71904106382
ACH-000485,-1.76816288518
ACH-000486,-1.63742237352
ACH-000487,-1.81960871498
ACH-000488,-1.6077331376100001
ACH-000490,-1.54537069183
ACH-000491,-1.9562644601199999
ACH-000495,-1.13572972775
ACH-000496,-1.63120813805
ACH-000499,-1.48291048187
ACH-000500,-1.54476061865
ACH-000502,-1.66584921023
ACH-000503,-1.38306973107
ACH-000505,-1.48510923056
ACH-000507,-1.74649072607
ACH-000510,-1.7582631350799998
ACH-000511,-1.5782249568
ACH-000512,-1.6061900620700003
ACH-000516,-1.59508902671
ACH-000517,-1.8814068315
ACH-000518,-1.52060380894
ACH-000520,-1.8396362553599999
ACH-000521,-1.78721818814
ACH-000522,-1.7452895149
ACH-000524,-2.01895036267
ACH-000527,-1.47527906001
ACH-000528,-1.60069235345
ACH-000537,-1.6628148820200002
ACH-000541,-2.0272790455700003
ACH-000542,-1.5064788916499998
ACH-000544,-1.6166878607
ACH-000545,-1.52671902759
ACH-000547,-0.901265212898
ACH-000548,-1.65916873252
ACH-000549,-1.57264671143
ACH-000550,-1.7957383225999999
ACH-000552,-1.47052955285
ACH-000556,-1.7281816429599997
ACH-000557,-2.25303999425
ACH-000570,-1.9802464837599998
ACH-000571,-2.4995583262200003
ACH-000573,-1.9024897610799998
ACH-000576,-1.6734414437399998
ACH-000580,-1.7256989501599997
ACH-000584,-1.84165022352
ACH-000585,-1.68833230336
ACH-000588,-1.83090456806
ACH-000589,-1.7782255251900003
ACH-000591,-1.66975970055
ACH-000593,-1.6086214618299999
ACH-000600,-1.67113063515
ACH-000601,-1.6901813529700003
ACH-000604,-1.6783807277
ACH-000605,-1.3544758200100002
ACH-000606,-1.46629608636
ACH-000608,-2.55334302763
ACH-000614,-1.7155345046200001
ACH-000616,-1.39203994868
ACH-000618,-1.7138859627399998
ACH-000619,-1.7610248808099997
ACH-000620,-1.7227353256599998
ACH-000621,-1.9140233637400001
ACH-000622,-1.76386497498
ACH-000623,-1.8187791770099997
ACH-000624,-1.83279714309
ACH-000627,-1.8041371783000002
ACH-000630,-1.4649130083500002
ACH-000632,-1.8259919516999998
ACH-000633,-1.97269398137
ACH-000637,-1.5812255996899998
ACH-000638,-1.6715301333500001
ACH-000646,-1.8163319073900002
ACH-000647,-1.7590973293599999
ACH-000648,-1.6175359164200003
ACH-000649,-1.8036484122
ACH-000651,-1.59146881001
ACH-000652,-1.7692081388099998
ACH-000653,-1.92560666768
ACH-000657,-1.80322002495
ACH-000658,-2.01538704768
ACH-000661,-2.3079816700999998
ACH-000662,-1.72256645241
ACH-000663,-1.9473399112099998
ACH-000665,-1.6137231298299999
ACH-000671,-1.8517565532099998
ACH-000673,-1.6223242980700001
ACH-000676,-1.6517351427899998
ACH-000677,-2.08817476815
ACH-000681,-1.7127653090600001
ACH-000682,-1.43937339766
ACH-000683,-1.7319994602400002
ACH-000684,-1.48585073595
ACH-000688,-1.8460325564500002
ACH-000693,-1.7423736888099999
ACH-000694,-1.70750214407
ACH-000695,-1.74549366901
ACH-000696,-1.60902923169
ACH-000697,-1.57719231624
ACH-000699,-2.19818097173
ACH-000701,-1.38475029822
ACH-000706,-1.73630268966
ACH-000711,-1.6990656368000001
ACH-000713,-1.4938068256200001
ACH-000714,-1.8896633991799998
ACH-000718,-1.86029806164
ACH-000720,-1.7692113796200002
ACH-000721,-1.68596269865
ACH-000724,-1.9596954191799998
ACH-000725,-2.19167317257
ACH-000732,-1.46204691994
ACH-000734,-1.7335174095099997
ACH-000735,-1.62542845722
ACH-000736,-1.55485083415
ACH-000738,-1.82520275241
ACH-000746,-1.9226079303
ACH-000747,-1.8798584348900003
ACH-000748,-1.65500104401
ACH-000753,-1.96444917528
ACH-000756,-1.5678316714200002
ACH-000757,-1.7442829441799999
ACH-000758,-1.6909142722400001
ACH-000760,-1.60841694558
ACH-000763,-1.8910858370299999
ACH-000764,-1.445896707
ACH-000765,-1.9582653945400004
ACH-000766,-1.62695942855
ACH-000767,-1.95918159224
ACH-000768,-1.60592173118
ACH-000769,-1.91720599721
ACH-000770,-1.75801180368
ACH-000771,-1.56951890254
ACH-000773,-1.9804588463900004
ACH-000776,-1.7816490692500002
ACH-000777,-1.8571488711200002
ACH-000778,-1.8408374241999998
ACH-000781,-1.6934698469999998
ACH-000782,-1.55507654682
ACH-000783,-1.77628571317
ACH-000784,-1.67065090621
ACH-000785,-1.9313470308099998
ACH-000787,-1.59262043656
ACH-000788,-1.73839385824
ACH-000791,-1.71710506093
ACH-000792,-1.6321252264700001
ACH-000794,-1.6395188423700002
ACH-000796,-1.53904199894
ACH-000799,-1.7116481462900002
ACH-000800,-1.9774768441
ACH-000802,-1.65547330993
ACH-000804,-1.82522661523
ACH-000805,-1.9438625011300001
ACH-000809,-2.0520426666900002
ACH-000810,-1.8889790614700002
ACH-000811,-1.56344083291
ACH-000817,-1.4368621564700002
ACH-000819,-1.46053818551
ACH-000820,-1.68125495305
ACH-000821,-2.17318556788
ACH-000822,-2.14157375054
ACH-000823,-1.34344941231
ACH-000824,-2.1317413853200002
ACH-000827,-1.6203467060499999
ACH-000829,-2.0777772802400003
ACH-000831,-1.74263046583
ACH-000832,-1.58278321725
ACH-000833,-1.99169821803
ACH-000834,-1.60686703155
ACH-000835,-1.58353435318
ACH-000836,-1.7996674662
ACH-000837,-1.6837632933500002
ACH-000838,-1.7542072556200001
ACH-000839,-1.3615849911000002
ACH-000840,-1.4564126720200001
ACH-000841,-1.8372814995900002
ACH-000843,-1.88452989005
ACH-000846,-1.8312378241599998
ACH-000847,-1.56236268495
ACH-000848,-1.69085828348
ACH-000849,-1.8291802207199999
ACH-000851,-1.44765041723
ACH-000855,-1.5590910437399998
ACH-000856,-1.8841404023800001
ACH-000858,-1.2609095896
ACH-000859,-1.29074226026
ACH-000861,-1.59267185808
ACH-000862,-1.74186999722
ACH-000865,-1.5320822265799998
ACH-000866,-1.7292626202799999
ACH-000867,-1.83016954595
ACH-000869,-1.89401161567
ACH-000872,-1.64295377996
ACH-000873,-1.86521754998
ACH-000876,-2.07600378363
ACH-000878,-1.2004212093000002
ACH-000880,-1.7969023964200002
ACH-000881,-1.82362406824
ACH-000882,-1.61305150518
ACH-000884,-1.6860606877000002
ACH-000885,-1.7651606341900004
ACH-000887,-1.5720887036000002
ACH-000888,-1.7592585063
ACH-000889,-1.8928839919999998
ACH-000890,-1.67848633699
ACH-000896,-1.7671478411400001
ACH-000898,-1.72788327787
ACH-000900,-1.80574312539
ACH-000901,-1.9013374435
ACH-000905,-1.37154779271
ACH-000906,-1.86929371819
ACH-000907,-1.6847058063
ACH-000910,-1.87492470781
ACH-000911,-1.6133763648100001
ACH-000912,-1.6183480382799997
ACH-000913,-1.75352255602
ACH-000915,-1.7412848317400003
ACH-000916,-1.7433752548900001
ACH-000917,-1.7384871929799999
ACH-000921,-1.59714934001
ACH-000924,-1.73103610493
ACH-000926,-1.61531446681
ACH-000928,-1.7531524552700002
ACH-000929,-1.84166038285
ACH-000932,-1.76908995542
ACH-000935,-1.54763066697
ACH-000936,-1.8634440243200001
ACH-000937,-2.09428743736
ACH-000938,-1.9464770775099998
ACH-000939,-1.80296352254
ACH-000941,-2.3093857000000004
ACH-000943,-1.62670399993
ACH-000946,-1.67283391502
ACH-000947,-1.7180071357
ACH-000948,-1.4818432998500002
ACH-000950,-1.6171287704700001
ACH-000953,-2.1047966354099996
ACH-000957,-1.80785028132
ACH-000958,-1.6811162430500002
ACH-000960,-1.8847329699900002
ACH-000963,-2.1674385434
ACH-000968,-1.5292625944299998
ACH-000969,-1.55223661245
ACH-000973,-1.8093214737
ACH-000974,-1.8578412054
ACH-000975,-1.7724762498599997
ACH-000976,-1.7220840020700001
ACH-000978,-1.6642131396899997
ACH-000980,-1.8035707128099998
ACH-000984,-1.45186239534
ACH-000986,-1.541405734
ACH-000988,-1.6905166375799998
ACH-000993,-1.5240545408200001
ACH-000994,-1.7362946486900002
ACH-000996,-1.54763763318
ACH-001001,-1.6597247423500001
ACH-001020,-1.29271764057
ACH-001028,-1.73098718165
ACH-001031,-1.72557902072
ACH-001038,-1.77497978218
ACH-001048,-1.71438694601
ACH-001050,-1.4493810969299998
ACH-001053,-1.77845923958
ACH-001054,-2.02851970601
ACH-001061,-1.52732647925
ACH-001067,-1.6263142009799998
ACH-001075,-1.4074102554499999
ACH-001096,-1.59678960912
ACH-001128,-2.09749326758
ACH-001134,-1.58459334023
ACH-001151,-1.70506254641
ACH-001163,-1.5809134180200002
ACH-001164,-1.59486842413
ACH-001173,-1.6485802696599998
ACH-001183,-1.7388758536700002
ACH-001184,-1.83966017705
ACH-001190,-1.75594761912
ACH-001192,-1.75061819271
ACH-001193,-1.41601737606
ACH-001196,-1.98518767125
ACH-001197,-2.12046305945
ACH-001205,-1.9455614239599999
ACH-001211,-1.5351881103100002
ACH-001212,-1.28476709374
ACH-001228,-1.8181575727000001
ACH-001232,-1.36559893819
ACH-001239,-1.9549664362599999
ACH-001274,-2.00273243437
ACH-001275,-1.62681309579
ACH-001277,-1.8230081913999998
ACH-001278,-1.9702263657499999
ACH-001280,-1.9024148715599998
ACH-001283,-1.52555503986
ACH-001289,-1.6384752052899998
ACH-001295,-1.8335779033400001
ACH-001300,-1.7229339236
ACH-001301,-1.7863556379799999
ACH-001302,-1.5468264367500002
ACH-001303,-1.8148241675499999
ACH-001306,-1.58592476917
ACH-001318,-1.7398561308400002
ACH-001322,-1.5497607126800002
ACH-001328,-1.7762163982499999
ACH-001332,-1.5588657654700002
ACH-001333,-1.3841759132
ACH-001336,-1.4108835444299999
ACH-001340,-1.7305584281400002
ACH-001346,-1.6849593375299998
ACH-001353,-1.8327072966099998
ACH-001354,-2.04916945833
ACH-001367,-1.8781724664200001
ACH-001368,-1.5747757681799999
ACH-001374,-1.29402575988
ACH-001375,-1.3207386863
ACH-001377,-1.8311858952000002
ACH-001380,-1.63682869058
ACH-001391,-2.0921021069
ACH-001407,-1.8312015598099998
ACH-001408,-1.8768762103599999
ACH-001413,-1.38714115628
ACH-001430,-2.0321408130000003
ACH-001431,-1.8297111791999998
ACH-001450,-1.72002600975
ACH-001496,-1.62136513403
ACH-001500,-1.68884823635
ACH-001521,-1.42380949571
ACH-001523,-1.7132261559600002
ACH-001532,-1.93926073939
ACH-001536,-1.68080822944
ACH-001550,-2.12364774499
ACH-001552,-1.2623605297799998
ACH-001554,-2.03143852679
ACH-001645,-1.7073138534399999
ACH-001654,-1.90100769265
ACH-001715,-1.54260787805
ACH-001735,-1.95089755244
ACH-001736,-2.03965742495
ACH-001737,-1.9976891202
ACH-001740,-2.2828671970500003
ACH-001745,-1.7062606465799999
ACH-001750,-1.6136632081
ACH-001765,-1.96297498535
ACH-001956,-1.9347492211500001
ACH-001957,-1.6441442609099999
