,SMAGP (57228)
ACH-000004,-0.280756755097
ACH-000007,-0.21656299465999998
ACH-000009,-0.5246546463399999
ACH-000011,-0.21519274795
ACH-000012,-0.591589265745
ACH-000013,-0.44067758339100005
ACH-000014,-0.396837369408
ACH-000015,-0.50703769967
ACH-000017,-0.478120855647
ACH-000018,-0.334880755643
ACH-000019,-0.510802840497
ACH-000021,-0.499764991079
ACH-000022,-0.329568086773
ACH-000025,-0.48331913675099997
ACH-000028,-0.45291031906999996
ACH-000030,-0.387710114788
ACH-000035,-0.447094840971
ACH-000036,-0.277313023585
ACH-000037,-0.38068092062799996
ACH-000039,-0.5449375145440001
ACH-000040,-0.577890638086
ACH-000041,-0.5478319608300001
ACH-000042,-0.428591449128
ACH-000045,-0.331822145618
ACH-000047,-0.4548394932
ACH-000052,-0.435384189016
ACH-000053,-0.36960994277099996
ACH-000054,-0.5102941360050001
ACH-000055,-0.265876919566
ACH-000060,-0.421544910756
ACH-000067,-0.546583466561
ACH-000070,-0.530217621776
ACH-000075,-0.58349200475
ACH-000078,-0.484949223104
ACH-000082,-0.328711178228
ACH-000085,-0.410447868737
ACH-000086,-0.6474189317719999
ACH-000087,-0.33586018535499995
ACH-000092,-0.493241182954
ACH-000095,-0.5783927860329999
ACH-000097,-0.600400480027
ACH-000098,-0.255191236346
ACH-000099,-0.581654479267
ACH-000108,-0.284608851628
ACH-000113,-0.428029158468
ACH-000115,-0.428175493935
ACH-000116,-0.397665885831
ACH-000118,-0.47299360657899997
ACH-000120,-0.406564919138
ACH-000123,-0.470516114002
ACH-000127,-0.43745558133199997
ACH-000128,-0.589991918992
ACH-000132,-0.300910020977
ACH-000133,-0.47878695240099994
ACH-000137,-0.46886714753799996
ACH-000138,-0.466057606363
ACH-000142,-0.39235702807800005
ACH-000143,-0.421966227609
ACH-000146,-0.411023928462
ACH-000148,-0.328014328483
ACH-000150,-0.390242357494
ACH-000152,-0.524527025299
ACH-000153,-0.403579753892
ACH-000159,-0.473816421725
ACH-000160,-0.465763871178
ACH-000163,-0.44919976058600003
ACH-000167,-0.408815737717
ACH-000168,-0.35245694930699994
ACH-000169,-0.346984457714
ACH-000178,-0.425840320193
ACH-000182,-0.38244355949000003
ACH-000183,-0.329516224803
ACH-000188,-0.424528871983
ACH-000189,-0.6006097623100001
ACH-000190,-0.181406918843
ACH-000198,-0.49188574198999996
ACH-000204,-0.8345754222409999
ACH-000206,-0.544131101818
ACH-000207,-0.413800889096
ACH-000211,-0.492494425594
ACH-000215,-0.363261904648
ACH-000221,-0.405815929977
ACH-000222,-0.462766207646
ACH-000223,-0.5975206012250001
ACH-000226,-0.42983256817599996
ACH-000227,-0.666449542467
ACH-000228,-0.481812280378
ACH-000231,-0.428184120316
ACH-000232,-0.611384183012
ACH-000233,-0.318669129582
ACH-000234,-0.664485204837
ACH-000235,-0.507029971623
ACH-000237,-0.456574090039
