,UBE3D (90025)
ACH-000004,0.0111879364562
ACH-000007,-0.555624162665
ACH-000009,-0.137640617727
ACH-000011,-0.190921001187
ACH-000012,0.059139336018699994
ACH-000013,-0.0738213485063
ACH-000014,-0.6217405495589999
ACH-000015,-0.282624038542
ACH-000017,-0.650349753803
ACH-000018,-0.134983840841
ACH-000019,0.241278289912
ACH-000021,-0.22475041014699998
ACH-000022,-0.013326310027700001
ACH-000025,-0.22442513107599998
ACH-000028,-0.19753199329799997
ACH-000030,-0.368565233269
ACH-000035,-0.209916456211
ACH-000036,0.0608231511254
ACH-000037,-0.0864004807948
ACH-000039,-0.411036450428
ACH-000040,-0.291082990745
ACH-000041,-0.20930472010600001
ACH-000042,-0.269877255601
ACH-000045,-0.24763145917100002
ACH-000047,-0.12916421217000001
ACH-000052,-0.27651038922800003
ACH-000053,-0.34639211574600004
ACH-000054,-0.19076788910599998
ACH-000055,-0.23992602474
ACH-000060,-0.370629777985
ACH-000067,-0.23468754659699997
ACH-000070,-0.413996180061
ACH-000075,0.011252156324100001
ACH-000078,-0.900642860211
ACH-000082,-0.369497198144
ACH-000085,0.15590854276799998
ACH-000086,-0.132197255047
ACH-000087,-0.438143625559
ACH-000092,-0.316887714527
ACH-000095,-0.544115921334
ACH-000097,-0.21335215017200002
ACH-000098,-0.08471796459349999
ACH-000099,-0.792748289559
ACH-000108,-0.0634835849393
ACH-000113,-0.0697381157974
ACH-000115,-0.153599954626
ACH-000116,-0.10666113065999999
ACH-000118,-0.0131685627706
ACH-000120,-0.551748009202
ACH-000123,-0.39342655616300004
ACH-000127,-0.0354422438146
ACH-000128,-0.0014849846058800002
ACH-000132,-0.256311026915
ACH-000133,-0.5450199376789999
ACH-000137,-0.214007659918
ACH-000138,-0.473096067754
ACH-000142,-0.152454361044
ACH-000143,-0.589347895958
ACH-000146,-0.0367028559483
ACH-000148,-0.127243938914
ACH-000150,0.029080756465500002
ACH-000152,-0.0623672539676
ACH-000153,-0.415292249411
ACH-000159,-0.18044979339899997
ACH-000160,-0.838836680246
ACH-000163,-0.380960315593
ACH-000167,-0.12110303018200001
ACH-000168,-0.169046103349
ACH-000169,-0.24147234055599998
ACH-000178,-0.145415781044
ACH-000182,0.000315385774788
ACH-000183,-0.543872030851
ACH-000188,-0.430733783177
ACH-000189,-0.30862875401
ACH-000190,-0.51820336252
ACH-000198,-0.429384400492
ACH-000204,-0.34573275465400005
ACH-000206,-0.10551957397600001
ACH-000207,0.0060843147151900005
ACH-000211,-0.0184355982759
ACH-000215,-0.259837766289
ACH-000221,-0.34578343393
ACH-000222,-0.0492566309599
ACH-000223,-0.465269571538
ACH-000226,-0.5124928355430001
ACH-000227,-0.6193250101810001
ACH-000228,-0.023892140002200003
ACH-000231,-0.601557737714
ACH-000232,-0.47569110736599995
ACH-000233,-0.16408093452
ACH-000234,-0.0730451682689
ACH-000235,-0.173085346408
ACH-000237,-0.135618218663
ACH-000238,-0.486431016369
ACH-000243,-0.164866596191
ACH-000244,-0.186015401475
ACH-000246,-0.43650137394500005
ACH-000248,-0.568096526655
ACH-000250,-0.20012665557700002
ACH-000251,-0.361679373265
ACH-000253,-0.237562294321
ACH-000255,-0.403583184177
ACH-000256,-0.46577180350100006
ACH-000257,0.10603842384500001
ACH-000258,0.117564948246
ACH-000259,-0.690056026504
ACH-000260,-0.6764855020880001
ACH-000261,-0.136807084201
ACH-000262,-0.142825063363
ACH-000263,-0.291765113807
ACH-000264,-0.175895893843
ACH-000265,-0.353607903531
ACH-000266,-0.11405531106899999
ACH-000272,-0.347615327544
ACH-000273,-0.492183022911
ACH-000274,-0.134234716066
ACH-000277,-0.110114715339
ACH-000278,-0.130766402684
ACH-000279,-0.23801678014199998
ACH-000280,-0.40832367909100004
ACH-000281,-0.21318789165600002
ACH-000288,-0.12000927409399999
ACH-000291,-0.242046482194
ACH-000293,-0.0950929236289
ACH-000294,-0.113710482246
ACH-000295,-0.345024353391
ACH-000296,-0.044329242749699994
ACH-000302,-0.6651253304110001
ACH-000304,-0.3125847194
ACH-000307,-0.369202118812
ACH-000308,-0.257731029831
ACH-000310,-0.41090373825099996
ACH-000311,-0.25674140797
ACH-000312,-0.298397175926
ACH-000315,-0.20012977214400002
ACH-000316,-0.552392501693
ACH-000317,-0.13416845303799999
ACH-000318,-0.0321670832772
ACH-000319,-0.0943836410173
ACH-000320,-0.0558853774215
ACH-000322,-0.6245556110530001
ACH-000323,-0.184728996758
ACH-000324,-0.230222294681
ACH-000329,-0.0938412435953
ACH-000330,-0.234240765616
ACH-000331,0.30065721861
ACH-000332,-0.327406303694
ACH-000334,-0.0138904142914
ACH-000335,-0.545003098895
ACH-000336,-0.5615946608560001
ACH-000337,-0.0147881309357
ACH-000339,-0.12409855871200001
ACH-000341,-0.399493975615
ACH-000348,-0.309357853922
ACH-000350,-0.26285950338799996
ACH-000352,-0.0289753220356
ACH-000356,-0.459061220077
ACH-000361,0.00498083682211
ACH-000362,-0.027219620748900004
ACH-000363,-0.207735975949
ACH-000364,-0.8056994024420001
ACH-000365,-0.145775135965
ACH-000366,-0.167009941635
ACH-000368,-0.023760558546599995
ACH-000374,-0.505888331449
ACH-000375,-0.422015668402
ACH-000376,-0.146650830186
ACH-000381,-0.18703722408100001
ACH-000383,-0.037879718515199994
ACH-000387,-0.155444263865
ACH-000389,-0.712473394472
ACH-000390,-0.309113471284
ACH-000393,-0.160850641843
ACH-000395,-0.102407411516
ACH-000397,-0.485699612497
ACH-000401,-0.203891125225
ACH-000402,-0.0198505017028
ACH-000403,-0.272176553795
ACH-000404,-0.392261368944
ACH-000406,-0.10508357252900001
ACH-000407,-0.67737568532
ACH-000408,-0.0673075286157
ACH-000410,-0.498941996821
ACH-000411,-0.26959821707
ACH-000414,-0.161194279877
ACH-000415,-0.15206395589900001
ACH-000416,-0.0492639430269
ACH-000420,-0.858855436114
ACH-000421,-0.34380255979
ACH-000424,-0.381263381655
ACH-000425,-0.150574024897
ACH-000426,-0.09670505669669999
ACH-000427,-0.100135454879
ACH-000433,-0.119371534442
ACH-000436,-0.433161309666
ACH-000444,-0.7432063553380001
ACH-000445,-0.656286256401
ACH-000448,-0.289369314544
ACH-000450,-0.48122536185599996
ACH-000452,-0.578746506369
ACH-000454,-0.506249591868
ACH-000458,-0.450681472417
ACH-000459,-0.529812497718
