,TARSL2 (123283)
ACH-000004,0.310201825916
ACH-000007,-0.022498903035400003
ACH-000009,-0.010797911634500001
ACH-000011,0.157513651202
ACH-000012,0.15843956184
ACH-000013,0.15521993318900001
ACH-000014,0.216657165751
ACH-000015,0.057732156243900004
ACH-000017,0.059403946797699995
ACH-000018,0.247117193063
ACH-000019,0.0833956138924
ACH-000021,0.20022102123799998
ACH-000022,-0.00222013822795
ACH-000025,0.134704085309
ACH-000028,0.358333816232
ACH-000030,0.187669846026
ACH-000035,0.16286258187799998
ACH-000036,0.22578655161299999
ACH-000037,0.151297762694
ACH-000039,0.365543022996
ACH-000040,0.133859740839
ACH-000041,0.125498951623
ACH-000042,0.08438684660080001
ACH-000045,0.171748416588
ACH-000047,0.0651648247401
ACH-000052,0.300040532758
ACH-000053,0.195475865675
ACH-000054,0.16140807034399998
ACH-000055,0.46086101784500005
ACH-000060,0.22900501076699997
ACH-000067,0.276270440656
ACH-000070,-0.0060010584996899995
ACH-000075,0.163314425529
ACH-000078,0.0822295475213
ACH-000082,0.328884496541
ACH-000085,0.11484512482100001
ACH-000086,0.0734593671507
ACH-000087,0.18074569031399998
ACH-000092,0.239223884911
ACH-000095,0.135872002358
ACH-000097,0.185967948244
ACH-000098,0.169839680505
ACH-000099,0.190848562375
ACH-000108,0.119706626501
ACH-000113,0.291036309266
ACH-000115,0.351516631047
ACH-000116,0.146318145458
ACH-000118,0.160719628783
ACH-000120,0.172775424372
ACH-000123,0.202771158701
ACH-000127,0.150879068665
ACH-000128,0.308773695275
ACH-000132,0.11730016965199999
ACH-000133,0.10545680155300001
ACH-000137,0.442524991733
ACH-000138,0.130241435395
ACH-000142,0.20845328535399998
ACH-000143,0.20248023706
ACH-000146,0.17360289129099998
ACH-000148,0.10932158566299999
ACH-000150,0.181213470898
ACH-000152,0.190664738108
ACH-000153,0.130624193324
ACH-000159,0.20175037872
ACH-000160,0.122506997748
ACH-000163,0.21864957375799998
ACH-000167,0.201046621441
ACH-000168,0.0008894389457589999
ACH-000169,0.13817474384
ACH-000178,0.19719307831099997
ACH-000182,0.26428567083
ACH-000183,0.058462987556999996
ACH-000188,0.227006181984
ACH-000189,0.530787162239
ACH-000190,0.25318553993
ACH-000198,0.155047158523
ACH-000204,0.06483945755340001
ACH-000206,0.09275031278560002
ACH-000207,0.49015012240500005
ACH-000211,0.0950110555643
ACH-000215,0.25482969764
ACH-000221,0.273225408772
ACH-000222,-0.0629643577818
ACH-000223,0.165237020888
ACH-000226,0.280780400457
ACH-000227,-0.07605990911230001
ACH-000228,0.15936305097200001
ACH-000231,0.09256075527589999
ACH-000232,0.172313427188
ACH-000233,0.11223427273099999
ACH-000234,0.06340531340580001
ACH-000235,0.122568130231
ACH-000237,0.10254158726700001
ACH-000238,0.0542953696957
ACH-000243,0.173671109621
ACH-000244,-0.0127958650003
ACH-000246,0.306913020851
ACH-000248,0.227779450132
ACH-000250,0.042375646746699996
ACH-000251,0.18325388410100002
ACH-000253,0.158533469857
ACH-000255,0.19270929204300002
ACH-000256,0.196675411129
ACH-000257,0.25138434237199997
ACH-000258,-0.224876062202
ACH-000259,0.149486882442
ACH-000260,0.23000569943100002
ACH-000261,0.0769426160107
ACH-000262,0.11892088870999999
ACH-000263,-0.0178419549407
ACH-000264,0.23582244750700002
ACH-000265,0.134522351647
ACH-000266,0.0915229070884
ACH-000272,0.0851025458995
ACH-000273,0.16517764339000002
ACH-000274,0.0423722074443
ACH-000277,0.22119764526900002
ACH-000278,0.268731590837
ACH-000279,0.07148506088119999
ACH-000280,0.29007398668400003
ACH-000281,-0.0204741357867
ACH-000288,0.149125301663
ACH-000291,0.126415988065
ACH-000293,0.38307349423
ACH-000294,0.15638288397800001
ACH-000295,0.0912541329536
ACH-000296,0.47990990205899997
ACH-000302,0.26001374778700004
ACH-000304,0.0999933744486
ACH-000307,0.021352690271299997
ACH-000308,0.105728011432
ACH-000310,-0.0163236106231
ACH-000311,-0.0583570281589
ACH-000312,0.14750057595799998
ACH-000315,0.20276772375
ACH-000316,0.0796800690974
ACH-000317,-0.0175328519216
ACH-000318,0.166706646494
ACH-000319,0.203524354578
ACH-000320,0.271170220531
ACH-000322,-0.15422019772700002
ACH-000323,0.3323231918
ACH-000324,0.16871952206399998
ACH-000329,0.214615914831
ACH-000330,0.221644624144
ACH-000331,0.0415090100681
ACH-000332,0.0586556458627
ACH-000334,0.17880312392
ACH-000335,0.152299849144
ACH-000336,0.387075016481
ACH-000337,0.201529376624
ACH-000339,0.23955665360199999
ACH-000341,0.244927555567
ACH-000348,0.118900412531
ACH-000350,0.144313551048
ACH-000352,0.194478305918
ACH-000356,0.123437017479
ACH-000361,0.292772975273
ACH-000362,0.180110495089
ACH-000363,0.076932542496
ACH-000364,0.228479697323
ACH-000365,0.164916334826
ACH-000366,0.162774312777
ACH-000368,0.115312338138
