,DTX3L (151636)
ACH-000004,0.18301870808600001
ACH-000007,0.157099724574
ACH-000009,-0.00278844197227
ACH-000011,0.133362000733
ACH-000012,0.048610301208899996
ACH-000013,0.0915165706452
ACH-000014,-0.0953584649407
ACH-000015,0.18844184839400002
ACH-000017,0.0793470562565
ACH-000018,0.0512934692522
ACH-000019,0.061324390346
ACH-000021,0.0658939537858
ACH-000022,0.0388926399045
ACH-000025,0.048548773866
ACH-000028,-0.054311199765400005
ACH-000030,0.06597225676799999
ACH-000035,-0.0423073107687
ACH-000036,0.208135605114
ACH-000037,0.20599942585499997
ACH-000039,-0.0419848960468
ACH-000040,0.0750459713017
ACH-000041,0.06698390577999999
ACH-000042,0.164237475191
ACH-000045,0.10592651583900001
ACH-000047,0.0491672142012
ACH-000052,0.0758581072783
ACH-000053,0.0839122265666
ACH-000054,-0.0455416412041
ACH-000055,-0.133995884535
ACH-000060,0.0733674146145
ACH-000067,-0.14564466057
ACH-000070,-0.0139040773076
ACH-000075,0.0271886744852
ACH-000078,0.0904036423115
ACH-000082,0.120395491149
ACH-000085,0.151221575986
ACH-000086,0.0304487616456
ACH-000087,0.182380836228
ACH-000092,0.0572379922308
ACH-000095,0.140258035995
ACH-000097,-0.027833121001400004
ACH-000098,0.11877018084100001
ACH-000099,0.0306670501127
ACH-000108,0.188363098353
ACH-000113,-0.0275033166206
ACH-000115,-0.0306131091726
ACH-000116,0.142158005029
ACH-000118,0.08774109859099999
ACH-000120,-0.0785684194302
ACH-000123,-0.0904874128503
ACH-000127,0.10350004378699999
ACH-000128,0.016634176830500003
ACH-000132,0.0435761501953
ACH-000133,0.0326725249169
ACH-000137,-0.0672465057995
ACH-000138,0.07510547027680001
ACH-000142,0.142945644561
ACH-000143,-0.278865462287
ACH-000146,0.07078766372430001
ACH-000148,0.12281699598
ACH-000150,0.21639873095400003
ACH-000152,0.0018710606128599999
ACH-000153,-0.133674970155
ACH-000159,-0.06973641599449999
ACH-000160,0.28072010745000003
ACH-000163,-0.0439761019644
ACH-000167,0.310977471067
ACH-000168,0.27549067215
ACH-000169,0.00487522607425
ACH-000178,0.121916141878
ACH-000182,0.111190818162
ACH-000183,-0.113510126374
ACH-000188,-0.0128845251854
ACH-000189,0.24491635946999996
ACH-000190,0.335013381128
ACH-000198,-0.00494268947842
ACH-000204,0.0729578054577
ACH-000206,-0.13246025695900002
ACH-000207,-0.0568187836272
ACH-000211,0.0668881200703
ACH-000215,0.0964751207438
ACH-000221,-0.170091544592
ACH-000222,0.355986782985
ACH-000223,0.025692789466300003
ACH-000226,0.0134409230913
ACH-000227,-0.0899191823979
ACH-000228,0.118595522498
ACH-000231,-0.0124849863114
ACH-000232,0.013012296562000002
ACH-000233,-0.0898763258683
ACH-000234,0.0006916905066699999
ACH-000235,-0.0040323731891299995
ACH-000237,0.0663666543265
ACH-000238,0.22142480762400002
ACH-000243,0.151923083812
ACH-000244,0.07364562438950001
ACH-000246,0.144272527846
ACH-000248,0.0662783344499
ACH-000250,0.103847773047
ACH-000251,0.108021147119
ACH-000253,0.09969766265319999
ACH-000255,0.0995441315351
