,EEFSEC (60678)
ACH-000510,-0.25803714313799997
ACH-000511,-0.8986707770799999
ACH-000512,-0.576758825261
ACH-000516,-0.266886360232
ACH-000517,-0.760736445047
ACH-000518,-0.542416326347
ACH-000520,-0.6226262604280001
ACH-000521,-1.0637191668500001
ACH-000522,-0.29125440888
ACH-000524,-0.5882524638809999
ACH-000527,-0.780331483806
ACH-000528,-0.383708328341
ACH-000537,-0.820865238812
ACH-000541,-0.337120943948
ACH-000542,-0.675272105994
ACH-000544,-0.72140040835
ACH-000545,-0.409646957451
ACH-000547,-0.593331538239
ACH-000548,-0.638334806986
ACH-000549,-0.466658234622
ACH-000550,-0.737755134352
ACH-000552,-0.54887280445
ACH-000556,-0.522407546556
ACH-000557,-0.258421352632
ACH-000570,-0.21886184755600002
ACH-000571,-1.13040644188
ACH-000573,-0.35957779504799997
ACH-000576,-0.7763552131110001
ACH-000580,-0.5444351820800001
ACH-000584,-1.02772187256
ACH-000585,-0.435473113195
ACH-000588,-1.09196251325
ACH-000589,-0.150145207098
ACH-000591,-0.5347450049920001
ACH-000593,-0.5289543442970001
ACH-000600,-0.632350022537
ACH-000601,-0.545336011241
ACH-000604,-0.624405889935
ACH-000605,-0.553842833989
ACH-000606,-0.612067857904
ACH-000608,-0.353067977679
ACH-000614,-0.31298899192400004
ACH-000616,-0.639809829337
ACH-000618,-0.302711363968
ACH-000619,-0.48568339462099996
ACH-000620,-0.537721290307
ACH-000621,-0.7777089161890001
ACH-000622,-0.621456952913
ACH-000623,-0.835696301567
ACH-000624,-0.183172130185
ACH-000627,-0.408413981464
ACH-000630,-0.759215991307
ACH-000632,-0.581260718873
ACH-000633,-1.09878934549
ACH-000637,-0.39487297234800006
ACH-000638,-0.699458701371
ACH-000646,-0.433503604994
ACH-000647,-0.26279679345199997
ACH-000648,-0.849409882169
ACH-000649,-0.8685519812170001
ACH-000651,-0.327870546269
ACH-000652,-0.37036409037
ACH-000653,-0.657270621676
ACH-000657,-0.815598324311
ACH-000658,-0.36283703432
ACH-000661,-0.42148566439400004
ACH-000662,-0.7186125861120001
ACH-000663,-0.665280860125
ACH-000665,-0.297572587819
ACH-000671,-0.257150263907
ACH-000673,-1.0401459928
ACH-000676,-0.585133936802
ACH-000677,-0.37959474170100005
ACH-000681,-0.41433094422300004
ACH-000682,-0.527942510639
ACH-000683,-0.316313971672
ACH-000684,-0.7351742349600001
ACH-000688,-1.13266844959
ACH-000693,-0.493777938062
ACH-000694,-0.470058082527
ACH-000695,-0.295327580918
ACH-000696,-0.641026516974
ACH-000697,-0.253655718982
ACH-000699,-0.471493501755
ACH-000701,-0.230478535425
ACH-000706,-0.29581196964699996
ACH-000711,-0.209042923427
ACH-000713,-0.7250850884960001
ACH-000714,-0.5138532302100001
ACH-000718,-0.507075658976
ACH-000720,-0.820856282093
ACH-000721,-0.375732020515
ACH-000724,-0.420712531752
ACH-000725,-0.251792844389
ACH-000732,-0.940333507327
ACH-000734,-1.0520913730399999
ACH-000735,-0.332486102991
ACH-000736,-0.511768629007
ACH-000738,-0.5586760225280001
ACH-000746,-0.221908279769
ACH-000747,-0.9053380411349999
ACH-000748,-0.9792604516169999
ACH-000753,-0.696113291407
ACH-000756,-0.580094134894
ACH-000757,-0.46636420828599995
ACH-000758,-0.41166634882500003
ACH-000760,-0.15659638179500002
ACH-000763,-0.29277132582800003
ACH-000764,-1.04535532002
ACH-000765,-0.749954228691
ACH-000766,-0.535788177231
ACH-000767,-0.596497307203
ACH-000768,-0.907457975326
ACH-000769,-0.183366582467
ACH-000770,-1.02822318471
ACH-000771,-0.6674218087
ACH-000773,-0.7144543347200001
ACH-000776,-0.902982253657
ACH-000777,-1.16841159908
ACH-000778,-0.47808379113999994
ACH-000781,-0.123683298223
ACH-000782,-0.7878171082969999
ACH-000783,-0.9164825050159999
ACH-000784,-0.19645467482
ACH-000785,-0.24637253743
ACH-000787,-0.9754259404469999
ACH-000788,-0.465693657705
ACH-000791,-0.472512621918
ACH-000792,-0.480714966882
ACH-000794,-0.7676354838480001
ACH-000796,-0.611157210864
ACH-000799,-0.590357091612
ACH-000800,-0.725845653233
ACH-000802,-0.488514660541
ACH-000804,-0.846370514383
ACH-000805,-0.527263290742
ACH-000809,-0.375301161295
ACH-000810,-0.32110539948000005
ACH-000811,-0.84114993457
ACH-000817,-0.937746869573
ACH-000819,-0.36027446684799996
ACH-000820,-0.721026699648
ACH-000821,-1.0385953834100001
ACH-000822,-0.8885572419810001
ACH-000823,-0.9015444069320001
ACH-000824,-0.171645334329
ACH-000827,-0.692519303787
ACH-000829,-0.835081889741
ACH-000831,-0.317410591013
ACH-000832,-0.614025229101
ACH-000833,-0.654258536566
ACH-000834,-0.151327768261
ACH-000835,-0.731957785303
ACH-000836,-0.17299967238699998
ACH-000837,-0.429659916708
ACH-000838,-0.925910851973
ACH-000839,-0.707646192463
ACH-000840,-0.323589861469
ACH-000841,-0.742590823989
ACH-000843,-0.607327379101
ACH-000846,-0.203981936143
ACH-000847,-0.886195226244
ACH-000848,-0.288074943623
ACH-000849,-0.866181276279
ACH-000851,-0.732663875441
ACH-000855,-0.669735454092
ACH-000856,-0.813316391465
ACH-000858,-0.287412073957
ACH-000859,-1.0724802744700002
ACH-000861,-0.325886749787
ACH-000862,-0.969546752424
ACH-000865,-0.389806474779
ACH-000866,-0.8168346627549999
ACH-000867,-0.19652262200999998
ACH-000869,-0.451782361711
ACH-000872,-1.0278251706100001
ACH-000873,-0.566435740418
ACH-000876,-0.374033807909
ACH-000878,-0.9308039998559999
ACH-000880,-0.330632422764
ACH-000881,-0.32357378763300004
ACH-000882,-0.272120057992
ACH-000884,-0.586516361894
ACH-000885,-0.5284225233659999
ACH-000887,-0.14504453311499999
ACH-000888,-0.115102267653
ACH-000889,-0.952569449774
ACH-000890,-0.180584583623
ACH-000896,-0.478520550691
ACH-000898,-0.282503397518
ACH-000900,-0.592478530746
ACH-000901,-1.07898227097
ACH-000905,-0.860333234109
ACH-000906,-0.848208999778
ACH-000907,-0.97325340063
ACH-000910,-0.41815482677599997
ACH-000911,-0.41536570770099995
ACH-000912,-0.732174318179
ACH-000913,-0.6427745615470001
ACH-000915,-0.4300975726199999
ACH-000916,-1.31818945295
ACH-000917,-0.669859532349
ACH-000921,-0.8930786412180001
ACH-000924,-0.45108274232600004
ACH-000926,-0.328904078266
ACH-000928,-0.35536797562600003
ACH-000929,-0.305629056913
ACH-000932,-0.26390981140700004
ACH-000935,-0.445317914005
ACH-000936,-0.982710773079
ACH-000937,-0.997864174965
ACH-000938,-0.712133994092
ACH-000939,-0.667521822262
ACH-000941,-0.398111352604
ACH-000943,-0.300181668301
ACH-000946,-0.21744988565099999
ACH-000947,-0.63871381091
ACH-000948,-0.447827908088
ACH-000950,-0.9317454659190001
ACH-000953,-0.827714097747
ACH-000957,-0.268392097802
ACH-000958,-0.476281512843
ACH-000960,-1.07819047266
ACH-000963,-0.7429045044689999
ACH-000968,-0.246079946654
ACH-000969,-0.119940434365
ACH-000973,-0.7575464925
ACH-000974,-0.885437809112
ACH-000975,-0.29464911975499997
ACH-000976,-0.7372093395550001
ACH-000978,-0.6225646760369999
ACH-000980,-0.297394901099
ACH-000984,-0.663803238139
ACH-000986,-0.0657590305227
ACH-000988,-0.449322470065
ACH-000993,-0.354574575274
ACH-000994,-0.19886612268599999
ACH-000996,-0.8324103491089999
ACH-001001,-0.703595234127
ACH-001020,-0.5250590015959999
ACH-001028,-0.918277029902
ACH-001031,-0.995998887844
ACH-001038,-1.08273586197
ACH-001048,-0.924530015266
ACH-001050,-0.9142734647700002
ACH-001053,-0.858047823331
ACH-001054,-0.975736312207
ACH-001061,-0.6601887074849999
ACH-001067,-0.713751586163
ACH-001075,-0.7636252977879999
ACH-001096,-0.8862089037279999
ACH-001128,-0.08166810287560002
ACH-001134,-0.7012255125910001
ACH-001151,-0.313731366665
ACH-001163,-0.56114537851
ACH-001164,-1.11824741328
ACH-001173,-0.244472052286
ACH-001183,-0.41735159071
ACH-001184,-0.770599876017
ACH-001190,-0.761876542568
ACH-001192,-0.990861324282
ACH-001193,-0.8534184934960001
ACH-001196,-0.702992872072
ACH-001197,-0.8325827116969999
ACH-001205,-0.894377076761
ACH-001211,-0.8489880132590001
ACH-001212,-0.739128287694
ACH-001228,-0.09512718564339999
ACH-001232,-1.21004936879
ACH-001239,-0.5347663494120001
ACH-001274,-0.543078990458
ACH-001275,-0.921027562477
ACH-001277,-0.813790563662
ACH-001278,-0.350536890866
ACH-001280,-0.41971811481
ACH-001283,-0.6436125071909999
ACH-001289,-0.696119062315
ACH-001295,-1.194697018
ACH-001300,-0.753727900819
ACH-001301,-0.59487820347
ACH-001302,-0.45245419760899996
ACH-001303,-0.682644498687
ACH-001306,-1.1849408559799999
ACH-001318,-0.482749314953
ACH-001322,-0.480121493271
ACH-001328,-0.110976334188
ACH-001332,-0.693538977545
ACH-001333,-0.84724909717
ACH-001336,-0.575469625669
ACH-001340,-0.9878938309370001
ACH-001346,-0.38487926145400003
ACH-001353,-0.101122108652
ACH-001354,-0.9510489218629999
ACH-001367,-0.70191054132
ACH-001368,-0.663387691212
ACH-001374,-0.870681181852
ACH-001375,-0.452708317136
ACH-001377,-0.432697708746
ACH-001380,-1.00405041324
ACH-001391,-0.034794099943699995
ACH-001407,-0.8287665963240001
ACH-001408,-0.464489078689
ACH-001413,-0.461689265581
ACH-001430,-0.26048474694400003
ACH-001431,-0.896545739101
ACH-001450,-1.19863777717
ACH-001496,-0.449002331701
ACH-001500,-0.706966539322
ACH-001521,-0.43146374340000004
ACH-001523,-0.6948057701420001
ACH-001532,-0.594066927944
ACH-001536,-0.246463456348
ACH-001550,-0.407886701975
ACH-001552,-1.14458337298
ACH-001554,-0.403534420102
ACH-001645,-0.8336843154639999
ACH-001654,-0.561884707919
ACH-001715,-0.666349220559
ACH-001735,-0.617719729902
ACH-001736,-0.624937816527
ACH-001737,-0.31254768157699997
ACH-001740,-0.695783321183
ACH-001745,-0.830117753767
ACH-001750,-0.7819563360490001
ACH-001765,-0.685054916248
ACH-001956,-0.699453420239
ACH-001957,-0.25823289778499997
