,SELT (51714)
ACH-000004,-0.363957303779
ACH-000007,0.0860595373183
ACH-000009,-0.12090038229599999
ACH-000011,0.153286787978
ACH-000012,0.147802424193
ACH-000013,0.18271254346700003
ACH-000014,-0.0432400827726
ACH-000015,-0.05183207391630001
ACH-000017,0.0847957032296
ACH-000018,-0.027194445370400003
ACH-000019,0.0642493550466
ACH-000021,0.155076667289
ACH-000022,0.17533696186500003
ACH-000025,0.022796482463700002
ACH-000028,-0.0243071098702
ACH-000030,0.049355575106800005
ACH-000035,-0.21355308190699998
ACH-000036,0.0249200265423
ACH-000037,0.37710329058799996
ACH-000039,-0.17523131344700002
ACH-000040,0.10273503953
ACH-000041,0.144033560809
ACH-000042,0.08786502855589999
ACH-000045,0.0539785956049
ACH-000047,0.19790772396499998
ACH-000052,0.143527627287
ACH-000053,0.0164546777925
ACH-000054,-0.0524874696447
ACH-000055,0.178989791716
ACH-000060,0.130951360602
ACH-000067,0.13965688001499998
ACH-000070,0.29003648898
ACH-000075,0.245010628515
ACH-000078,0.137256856462
ACH-000082,0.21259223112599998
ACH-000085,0.0848618354298
ACH-000086,0.053319091513300006
ACH-000087,0.146551669114
ACH-000092,0.0226921504073
ACH-000095,0.105372383946
ACH-000097,0.0652873108292
ACH-000098,0.007106059754229999
ACH-000099,-0.0159359104825
ACH-000108,0.030760582636599997
ACH-000113,0.0487925258873
ACH-000115,0.110526119742
ACH-000116,-0.0172480057142
ACH-000118,0.031701264718299996
ACH-000120,0.0102578535713
ACH-000123,-0.0406494195605
ACH-000127,-0.0150711917612
ACH-000128,-0.0025820979535300004
ACH-000132,0.124769250365
ACH-000133,-0.00192062607644
ACH-000137,0.0607674390006
ACH-000138,-0.09681810121500001
ACH-000142,-0.06893401223439999
ACH-000143,0.127983413263
ACH-000146,0.114284037228
ACH-000148,0.030716427320400003
ACH-000150,0.21996641471
ACH-000152,0.09906171778280001
ACH-000153,-0.0140508032334
ACH-000159,0.0366600555163
ACH-000160,-0.0112351896196
ACH-000163,-0.0617905793702
ACH-000167,-0.115976405612
ACH-000168,-0.0782989102388
ACH-000169,0.0507654896185
ACH-000178,0.055697170948199995
ACH-000182,0.0988486932465
ACH-000183,-0.109591090512
ACH-000188,0.173972491595
ACH-000189,0.0402209056737
ACH-000190,0.045969159692599994
ACH-000198,0.270037813343
ACH-000204,0.0791696939379
ACH-000206,-0.15931524811
ACH-000207,-0.0157010268501
ACH-000211,0.0973347561778
ACH-000215,0.06360610856219999
ACH-000221,0.150412264781
ACH-000222,0.0919514632168
ACH-000223,0.0536839043853
ACH-000226,0.11248141503900001
ACH-000227,0.08505665420019999
ACH-000228,0.0574690546456
ACH-000231,0.0578492176191
ACH-000232,-0.0139154217811
ACH-000233,0.164276981173
ACH-000234,-0.04681222738390001
ACH-000235,0.0052703125056899995
ACH-000237,-0.0022787515650900003
ACH-000238,0.273921033917
ACH-000243,0.11383822004899999
ACH-000244,0.249894057007
ACH-000246,-0.047944559139000004
ACH-000248,0.0532579000682
ACH-000250,0.0219975381476
ACH-000251,-0.035009836278499996
ACH-000253,0.12672718163799998
ACH-000255,0.0873137206508
ACH-000256,0.129395354833
ACH-000257,-0.0409754762684
ACH-000258,0.284298231543
ACH-000259,0.015981847807
ACH-000260,-0.0356867622681
ACH-000261,0.010408576337500001
ACH-000262,0.10060177295499999
ACH-000263,0.10122201812300001
ACH-000264,0.0659323492606
ACH-000265,-0.0582302644398
ACH-000266,-0.00671426176886
ACH-000272,-0.144985419808
ACH-000273,-0.163570122223
ACH-000274,-0.0258808664878
ACH-000277,0.166211689853
ACH-000278,-0.054332682832399996
ACH-000279,0.0034045724247
ACH-000280,0.150759182327
ACH-000281,0.0740491980095
ACH-000288,0.0861224954707
ACH-000291,0.18029611554900002
ACH-000293,0.0648895216969
ACH-000294,0.148411121181
