,STOX1 (219736)
ACH-000004,0.325422757474
ACH-000007,0.317524392452
ACH-000009,0.35098609105899997
ACH-000011,-0.0997931850306
ACH-000012,0.00239444577754
ACH-000013,0.0647743093633
ACH-000014,0.194191681651
ACH-000015,0.031958396247799996
ACH-000017,0.203297738171
ACH-000018,-0.0631572350989
ACH-000019,-0.061898228492900005
ACH-000021,0.0821266281718
ACH-000022,0.169304809288
ACH-000025,-0.115086918341
ACH-000028,0.166806073689
ACH-000030,0.0470524863576
ACH-000035,-0.022630223624499998
ACH-000036,0.0823914670457
ACH-000037,-0.015270024386799998
ACH-000039,0.331327842636
ACH-000040,-0.282447120718
ACH-000041,-0.028644509928000002
ACH-000042,0.254373930931
ACH-000045,0.06129526409799999
ACH-000047,0.0085465522519
ACH-000052,0.171276926466
ACH-000053,0.20655031237500002
ACH-000054,-0.141699885146
ACH-000055,0.149347299738
ACH-000060,0.0254275027147
ACH-000067,-0.336550421364
ACH-000070,0.246785436754
ACH-000075,-0.43088798086
ACH-000078,0.273030452463
ACH-000082,0.0771787949464
ACH-000085,-0.276754916698
ACH-000086,0.0192176211708
ACH-000087,-0.0664977042443
ACH-000092,-0.103765727409
ACH-000095,0.19400801812399998
ACH-000097,0.09390418443830001
ACH-000098,0.0379503793195
ACH-000099,0.297850542964
ACH-000108,0.250870067851
ACH-000113,0.138387344636
ACH-000115,0.126799400094
ACH-000116,-0.053406586093199995
ACH-000118,0.28939401490600003
ACH-000120,0.37484637391099995
ACH-000123,0.386233263896
ACH-000127,-0.142428949591
ACH-000128,0.0870025988304
ACH-000132,0.109345278089
ACH-000133,-0.07628556200610001
ACH-000137,-0.054956459612099995
ACH-000138,0.442945333822
ACH-000142,0.07776504306649999
ACH-000143,0.222843332275
ACH-000146,0.25688194848
ACH-000148,0.117986641188
ACH-000150,0.24396272239
ACH-000152,0.0793626366485
ACH-000153,0.34063686011699995
ACH-000159,-0.257336239279
ACH-000160,0.165180154154
ACH-000163,0.116259132786
ACH-000167,0.0496698593882
ACH-000168,0.0934787500416
ACH-000169,0.0967493046806
ACH-000178,-0.00539602073708
ACH-000182,-0.04789904064640001
ACH-000183,0.0575896249473
ACH-000188,0.0697936489186
ACH-000189,0.13937631787000002
ACH-000190,-0.147561716637
ACH-000198,0.269585737012
ACH-000204,0.182422292014
ACH-000206,0.08811103675149999
ACH-000207,0.0266765170693
ACH-000211,0.0689554972882
ACH-000215,0.029636002881900003
ACH-000221,-0.116900725011
ACH-000222,0.295786478779
ACH-000223,-0.101430844585
ACH-000226,-0.0302254596533
ACH-000227,0.42925132010600003
ACH-000228,-0.150852701153
ACH-000231,-0.023626548576599998
ACH-000232,0.0358011780243
ACH-000233,0.310999742615
ACH-000234,-0.230718565339
ACH-000235,0.263991449369
ACH-000237,-0.00859322412334
ACH-000238,0.137100658678
ACH-000243,0.373851607412
ACH-000244,0.1515513204
ACH-000246,0.11916130694499999
ACH-000248,0.103073952506
ACH-000250,-0.061294621871300005
ACH-000251,-0.0764645346832
ACH-000253,-0.022709194948299996
ACH-000255,-0.153282513394
ACH-000256,-0.144690878968
ACH-000257,0.120650297895
ACH-000258,0.286594495668
ACH-000259,0.181012638074
ACH-000260,0.142832929238
ACH-000261,0.129722098709
ACH-000262,0.0668629874181
ACH-000263,-0.104957788684
ACH-000264,0.0186940998711
ACH-000265,0.395669202233
ACH-000266,0.200317526186
ACH-000272,0.19744479527
ACH-000273,0.0877419877363
ACH-000274,0.13618372103700002
ACH-000277,0.34544122226199997
ACH-000278,0.0715605874233
ACH-000279,-0.00934895780228
