,FOXD4L1 (200350)
ACH-000004,-0.102108056667
ACH-000007,-0.241851872675
ACH-000009,-0.141073444586
ACH-000011,-0.209768242045
ACH-000012,-0.07930872129269999
ACH-000013,-0.288767018441
ACH-000014,-0.30219191512
ACH-000015,-0.164577575956
ACH-000017,-0.056756560053400004
ACH-000018,-0.210783704806
ACH-000019,-0.377131862996
ACH-000021,-0.259250238245
ACH-000022,-0.224586360425
ACH-000025,-0.44294580743999995
ACH-000028,-0.223149716266
ACH-000030,-0.240246194462
ACH-000035,0.0294415890688
ACH-000036,-0.270268830513
ACH-000037,-0.153707477979
ACH-000039,-0.326742476066
ACH-000040,-0.479965406573
ACH-000041,-0.39960222050800004
ACH-000042,-0.348176321061
ACH-000045,-0.149841333369
ACH-000047,-0.13730542705
ACH-000052,-0.312554453463
ACH-000053,-0.175586043667
ACH-000054,-0.105510292408
ACH-000055,-0.17675076407600002
ACH-000060,-0.374810585581
ACH-000067,-0.0585025557904
ACH-000070,0.11159905354800001
ACH-000075,-0.473847414049
ACH-000078,-0.105500132046
ACH-000082,-0.36895096801
ACH-000085,-0.577877609638
ACH-000086,-0.053315770521
ACH-000087,-0.149715155811
ACH-000092,-0.318647772888
ACH-000095,-0.159258196139
ACH-000097,-0.291279167039
ACH-000098,-0.31939932798099996
ACH-000099,-0.139874131856
ACH-000108,-0.293831596589
ACH-000113,-0.291196536501
ACH-000115,-0.39812742655
ACH-000116,-0.33127009784899997
ACH-000118,-0.327288515017
ACH-000120,-0.11820197965399999
ACH-000123,-0.239968020209
ACH-000127,-0.30002251450100004
ACH-000128,-0.20235488365499998
ACH-000132,-0.0613257123364
ACH-000133,-0.233649267338
ACH-000137,-0.318935415654
ACH-000138,-0.23950514437399997
ACH-000142,-0.35224825662500003
ACH-000143,-0.140547782677
ACH-000146,-0.0163722795826
ACH-000148,-0.19594736277199998
ACH-000150,-0.453761972307
ACH-000152,-0.306531026376
ACH-000153,-0.0887342688465
ACH-000159,-0.167891659305
ACH-000160,-0.117755044407
ACH-000163,-0.326622178491
ACH-000167,-0.156379274798
ACH-000168,0.19373702144699997
ACH-000169,-0.202575499749
ACH-000178,-0.268427422755
ACH-000182,-0.139719665641
ACH-000183,-0.252325523647
ACH-000188,-0.210652164563
ACH-000189,-0.21713472003400003
ACH-000190,-0.13276990522600002
ACH-000198,-0.35246920155699996
ACH-000204,-0.360353282186
ACH-000206,-0.18542376936299998
ACH-000207,-0.35325025205899996
ACH-000211,-0.14324428308
ACH-000215,-0.27287027020300003
ACH-000221,-0.0356169869061
ACH-000222,-0.359195247119
ACH-000223,-0.313872250744
ACH-000226,-0.17553245929699998
ACH-000227,-0.333536745287
ACH-000228,-0.338633014213
ACH-000231,-0.151457683728
ACH-000232,-0.23690937797400002
ACH-000233,-0.330115720623
ACH-000234,-0.19106921012000003
ACH-000235,-0.236833376472
ACH-000237,-0.10392940106000001
ACH-000238,-0.377957633156
ACH-000243,-0.045111652199
ACH-000244,0.0369832595206
ACH-000246,-0.200947058677
ACH-000248,-0.21706315057599998
ACH-000250,-0.25720561058
ACH-000251,-0.275435438239
ACH-000253,-0.22239190808899997
ACH-000255,-0.408971715804
ACH-000256,-0.360183407218
ACH-000257,0.151745082503
ACH-000258,0.015610337362899998
ACH-000259,-0.112708073734
ACH-000260,-0.259836834675
ACH-000261,-0.193162142962
ACH-000262,-0.0500670187895
ACH-000263,-0.0157486340796
ACH-000264,0.0045351279621899995
ACH-000265,-0.328133330821
ACH-000266,-0.210599899034
ACH-000272,-0.37532563620399995
ACH-000273,-0.23662165138
ACH-000274,-0.16190681188699999
ACH-000277,-0.10660774340399999
ACH-000278,-0.326054535752
ACH-000279,-0.281246881321
ACH-000280,0.0880097017835
ACH-000281,-0.27015184029100003
ACH-000288,-0.298423542815
ACH-000291,-0.310066792474
