,RAB4B (53916)
ACH-000004,-0.104752588042
ACH-000007,-0.49461986142399994
ACH-000009,-0.349029665636
ACH-000011,-0.265287035113
ACH-000012,-0.251102487465
ACH-000013,-0.326751585517
ACH-000014,-0.181103865824
ACH-000015,-0.333339295922
ACH-000017,-0.17401489566
ACH-000018,-0.12039841071599999
ACH-000019,-0.220571653633
ACH-000021,-0.153215143634
ACH-000022,-0.100110201672
ACH-000025,-0.15625139526100001
ACH-000028,-0.355404518344
ACH-000030,-0.158201388039
ACH-000035,-0.23946897371800002
ACH-000036,-0.21426413719300003
ACH-000037,-0.263809138801
ACH-000039,-0.161263734703
ACH-000040,-0.25722233662
ACH-000041,-0.228308558171
ACH-000042,-0.21687813614100002
ACH-000045,-0.227248523455
ACH-000047,-0.154956854368
ACH-000052,-0.132057850925
ACH-000053,-0.214964948722
ACH-000054,-0.192270213607
ACH-000055,-0.105216397789
ACH-000060,-0.142881657645
ACH-000067,-0.11788469757400001
ACH-000070,-0.026334696538800002
ACH-000075,-0.418703964903
ACH-000078,-0.204025105721
ACH-000082,-0.30720130187899997
ACH-000085,-0.285126122324
ACH-000086,-0.20036401840999998
ACH-000087,-0.0518323396435
ACH-000092,-0.19428638560699998
ACH-000095,-0.0746175692101
ACH-000097,-0.244541984962
ACH-000098,-0.411666299937
ACH-000099,-0.116833929329
ACH-000108,-0.189110752701
ACH-000113,-0.311976874418
ACH-000115,-0.37854879345799997
ACH-000116,-0.166841369485
ACH-000118,-0.114600696446
ACH-000120,-0.25812151206
ACH-000123,-0.155354510226
ACH-000127,-0.04751419335519999
ACH-000128,-0.17260877077700001
ACH-000132,-0.366996623465
ACH-000133,-0.354170626121
ACH-000137,-0.268175435582
ACH-000138,-0.26160894858
ACH-000142,-0.28265492802700004
ACH-000143,-0.121535912309
ACH-000146,-0.0164645885621
ACH-000148,-0.39040416065899997
ACH-000150,-0.191365506505
ACH-000152,-0.131178493946
ACH-000153,-0.432129705875
ACH-000159,-0.0775485400588
ACH-000160,-0.0890454436365
ACH-000163,-0.19418732469
ACH-000167,-0.0674961617836
ACH-000168,-0.351588725413
ACH-000169,-0.219197462897
ACH-000178,-0.177541738879
ACH-000182,-0.219863774857
ACH-000183,-0.248841860148
ACH-000188,-0.116784555701
ACH-000189,-0.182093109734
ACH-000190,-0.354927247471
ACH-000198,-0.314817258025
ACH-000204,-0.409012145221
ACH-000206,-0.13140546376599999
ACH-000207,-0.15243431822999998
ACH-000211,-0.102473293095
ACH-000215,-0.18212026528099998
ACH-000221,-0.167612411645
ACH-000222,-0.038008538472199996
ACH-000223,-0.218664514338
ACH-000226,-0.147024888506
ACH-000227,-0.463753531576
ACH-000228,-0.466137437487
ACH-000231,-0.164013790505
ACH-000232,-0.18535797222800002
ACH-000233,-0.275911070635
ACH-000234,-0.19197667697999998
ACH-000235,-0.178015459775
ACH-000237,-0.210839976725
ACH-000238,-0.0140506847792
ACH-000243,-0.14874885376
ACH-000244,-0.446838677231
ACH-000246,-0.21984525981999997
ACH-000248,-0.220696048876
ACH-000250,-0.384703878947
ACH-000251,-0.17472273668299998
ACH-000253,-0.241071493865
ACH-000255,-0.41490047626800003
ACH-000256,-0.218875819271
ACH-000257,-0.20879152592
ACH-000258,0.0131901045554
ACH-000259,-0.17930168630899998
ACH-000260,-0.15048565035599998
ACH-000261,-0.13492874336400001
ACH-000262,-0.29360068990800003
ACH-000263,-0.36693808640000003
ACH-000264,-0.0269192464111
ACH-000265,-0.286749785103
ACH-000266,-0.204999919383
ACH-000272,-0.235015700949
ACH-000273,-0.0544955247223
ACH-000274,-0.16970325500300001
ACH-000277,-0.30503987262800003
ACH-000278,-0.162933876921
ACH-000279,-0.13994634257000002
ACH-000280,-0.14004505745100002
ACH-000281,-0.167032153451
ACH-000288,-0.11075874636199999
ACH-000291,-0.148685037566
ACH-000293,-0.319955969172
ACH-000294,-0.25140500322500003
ACH-000295,-0.10971668696299999
ACH-000296,-0.222863405049
ACH-000302,-0.452443052492
ACH-000304,-0.0952374684732
ACH-000307,-0.137242221799
ACH-000308,-0.299516435905
ACH-000310,-0.235432462757
ACH-000311,-0.0890452861858
ACH-000312,-0.175573916481
ACH-000315,-0.0573217380079
ACH-000316,-0.089896326177
ACH-000317,0.0336058944378
ACH-000318,-0.120154641327
ACH-000319,-0.5936840653190001
ACH-000320,-0.069066961755
ACH-000322,-0.0581789880303
ACH-000323,-0.13398600568299998
ACH-000324,-0.359030010939
ACH-000329,-0.19080892325399998
ACH-000330,-0.36599930264200004
ACH-000331,-0.129922820066
ACH-000332,-0.221418217578
ACH-000334,-0.254268791434
ACH-000335,-0.0539852614707
ACH-000336,-0.406963819362
ACH-000337,-0.283778642997
ACH-000339,-0.281194454173
ACH-000341,0.139156710322
ACH-000348,-0.208593533469
ACH-000350,-0.370100477852
ACH-000352,-0.194337108781
ACH-000356,-0.42591696857199995
ACH-000361,-0.146478320701
ACH-000362,-0.26140137161
ACH-000363,-0.10993578164899999
ACH-000364,-0.09820590317939999
ACH-000365,-0.197695519136
ACH-000366,-0.352667766668
ACH-000368,-0.250493004307
ACH-000374,0.0972820754981
ACH-000375,-0.34509962625600005
ACH-000376,-0.325466652037
ACH-000381,-0.16676784742999998
ACH-000383,-0.256531314284
ACH-000387,-0.20640531998300002
ACH-000389,-0.177053929637
ACH-000390,-0.13349630782
ACH-000393,-0.176467303477
ACH-000395,-0.13941833466700002
ACH-000397,-0.24972893898899998
