,ATP5E (514)
ACH-000004,-1.21843282588
ACH-000007,-0.629416736382
ACH-000009,-0.827714411282
ACH-000011,-0.490703741929
ACH-000012,-0.605335383672
ACH-000013,-0.9461061039049999
ACH-000014,-0.8386271944939999
ACH-000015,-1.11173924159
ACH-000017,-0.7527697051710001
ACH-000018,-0.8338200722419999
ACH-000019,-1.01815233225
ACH-000021,-0.705148672107
ACH-000022,-0.8246947164990001
ACH-000025,-0.792444306909
ACH-000028,-0.7842286946250001
ACH-000030,-0.7644994788189999
ACH-000035,-0.903128943972
ACH-000036,-0.592182500886
ACH-000037,-0.595172166448
ACH-000039,-0.884664117278
ACH-000040,-0.729122608372
ACH-000041,-0.831199392922
ACH-000042,-0.6055879525460001
ACH-000045,-0.821694945587
ACH-000047,-0.869380550439
ACH-000052,-0.8866020764460001
ACH-000053,-0.9347602130149999
ACH-000054,-0.904376658642
ACH-000055,-0.607399478493
ACH-000060,-0.683121362896
ACH-000067,-0.500201905603
ACH-000070,-0.7226486881649999
ACH-000075,-0.82326520439
ACH-000078,-0.998087208721
ACH-000082,-0.705899182044
ACH-000085,-0.892937173827
ACH-000086,-0.855603288335
ACH-000087,-0.8108664042579999
ACH-000092,-0.6752061577159999
ACH-000095,-0.733973871145
ACH-000097,-0.6486159218990001
ACH-000098,-0.907868822113
ACH-000099,-0.9494125478190001
ACH-000108,-0.518866679031
ACH-000113,-0.9159403341940001
ACH-000115,-1.0201508132
ACH-000116,-1.11353869642
ACH-000118,-0.8306220975599999
ACH-000120,-0.715451907147
ACH-000123,-0.8705400970010001
ACH-000127,-0.845823803273
ACH-000128,-1.11374304273
ACH-000132,-0.596890616738
ACH-000133,-0.836184102379
ACH-000137,-0.5713246864399999
ACH-000138,-0.6258647926650001
ACH-000142,-1.08113822318
ACH-000143,-0.941706255394
ACH-000146,-0.62928544298
ACH-000148,-0.7497851666419999
ACH-000150,-1.1195290849700001
ACH-000152,-0.777456208469
ACH-000153,-0.8213249759669999
ACH-000159,-0.890556073383
ACH-000160,-0.8282083289219999
ACH-000163,-0.8505124667560001
ACH-000167,-0.832581192447
ACH-000168,-0.783602023328
ACH-000169,-1.14806867793
ACH-000178,-0.651821492519
ACH-000182,-1.22701998921
ACH-000183,-0.7538288330089999
ACH-000188,-0.779761374353
ACH-000189,-0.9179618526379999
ACH-000190,-0.858037762144
ACH-000198,-1.03006124665
ACH-000204,-0.442641502403
ACH-000206,-0.505818835913
ACH-000207,-0.511317634168
ACH-000211,-0.993764263846
ACH-000215,-1.0518804857
ACH-000221,-1.03529540824
ACH-000222,-0.785386841223
ACH-000223,-0.8872350570990001
ACH-000226,-0.664966094813
ACH-000227,-1.12276101194
ACH-000228,-0.462929648623
ACH-000231,-0.518839459664
ACH-000232,-0.935734621788
ACH-000233,-0.909409240741
ACH-000234,-0.9167393708930001
ACH-000235,-0.48930018488300003
ACH-000237,-0.479525989009
ACH-000238,-0.91434398559
ACH-000243,-0.43978412594800004
ACH-000244,-0.833093964811
ACH-000246,-0.862859918451
ACH-000248,-1.0670188641
ACH-000250,-0.8763403287029999
ACH-000251,-0.6562097023569999
ACH-000253,-0.640937172876
ACH-000255,-0.840667045649
ACH-000256,-0.589137062286
ACH-000257,-0.961088133496
ACH-000258,-0.70387104936
ACH-000259,-1.05036069286
ACH-000260,-1.07219621177
ACH-000261,-0.7333610218359999
ACH-000262,-0.6712654181450001
ACH-000263,-0.833504440608
ACH-000264,-0.8733537221269999
ACH-000265,-1.0237428004200002
ACH-000266,-0.4933686198899999
ACH-000272,-0.914263590007
ACH-000273,-0.6419783585909999
ACH-000274,-0.855728822345
ACH-000277,-1.10877953891
ACH-000278,-0.660901576246
ACH-000279,-0.8231441544689999
ACH-000280,-0.8892339866850001
ACH-000281,-0.746516533795
ACH-000288,-1.03612537122
ACH-000291,-0.7551847760029999
ACH-000293,-0.936921543934
ACH-000294,-0.614164726681
ACH-000295,-0.562148853927
ACH-000296,-1.1203931001
ACH-000302,-0.713432004244
ACH-000304,-0.825371086112
ACH-000307,-0.8060460476019999
ACH-000308,-0.908226326884
ACH-000310,-0.670388583032
ACH-000311,-0.397257762148
ACH-000312,-0.673196772862
ACH-000315,-0.847985404215
ACH-000316,-0.948075418437
ACH-000317,-0.988932975509
ACH-000318,-0.777610104305
ACH-000319,-0.854864124583
ACH-000320,-0.692535884603
ACH-000322,-0.831579623666
ACH-000323,-0.8845679818369999
ACH-000324,-0.673648758601
ACH-000329,-1.29539301624
ACH-000330,-0.78746744313
ACH-000331,-0.8933636797050001
ACH-000332,-0.5189605549149999
ACH-000334,-0.5844750848470001
ACH-000335,-0.848724783847
ACH-000336,-0.947408583522
ACH-000337,-0.905440768073
ACH-000339,-0.517856082788
ACH-000341,-0.617473768641
ACH-000348,-0.814875346931
ACH-000350,-1.0015486763299999
ACH-000352,-0.843634425194
ACH-000356,-0.5676971308950001
ACH-000361,-1.0437566017
ACH-000362,-0.69293094303
ACH-000363,-0.9340493752060001
ACH-000364,-0.798076771618
ACH-000365,-0.794485019858
ACH-000366,-0.6762616651350001
ACH-000368,-0.933644964209
ACH-000374,-1.20996615957
ACH-000375,-1.00923451281
ACH-000376,-1.1956648739
ACH-000381,-0.870750943319
ACH-000383,-0.797363995568
ACH-000387,-0.6436027329999999
ACH-000389,-0.56072120638
ACH-000390,-0.899704469516
ACH-000393,-0.395578642533
ACH-000395,-0.88583918453
