,PIP5KL1 (138429)
ACH-000228,0.10092935917899999
ACH-000231,-0.011821262634700002
ACH-000232,-0.0035916746821900002
ACH-000233,0.0709685308865
ACH-000234,-0.0334392946448
ACH-000235,-0.0782377426194
ACH-000237,-0.049692295759699995
ACH-000238,-0.116800377943
ACH-000243,-0.108243565495
ACH-000244,0.0246937525953
ACH-000246,-0.008177652976140001
ACH-000248,-0.140180232744
ACH-000250,-0.175338386326
ACH-000251,0.0285901053276
ACH-000253,-0.0204339542497
ACH-000255,-0.0433577060826
ACH-000256,-0.202426364987
ACH-000257,0.00325065025194
ACH-000258,0.116436002632
ACH-000259,-0.23972878941
ACH-000260,-0.0880281541064
ACH-000261,-0.124351826108
ACH-000262,0.014764044593
ACH-000263,0.0337820654991
ACH-000264,-0.129383992168
ACH-000265,-0.029948249598900002
ACH-000266,-0.101371585603
ACH-000272,0.037866888050099995
ACH-000273,-0.306300127265
ACH-000274,-0.21418032419100003
ACH-000277,-0.0284756157309
ACH-000278,0.020213574646099998
ACH-000279,0.023630199662099997
ACH-000280,-0.30532496953
ACH-000281,-0.10531808765
ACH-000288,0.0865536246261
ACH-000291,-0.0223790524016
ACH-000293,-0.101667639712
ACH-000294,0.11442962486199999
ACH-000295,-0.0184155859057
ACH-000296,-0.0997270207398
ACH-000302,-0.050067716926
ACH-000304,-0.30949872591899996
ACH-000307,-0.0774025233727
ACH-000308,-0.091733717687
ACH-000310,0.0306914204197
ACH-000311,-0.059447460687499995
ACH-000312,-0.136065031454
ACH-000315,-0.22052080801399998
ACH-000316,-0.0945710835919
ACH-000317,0.08346046066710001
ACH-000318,-0.197337989571
ACH-000319,0.10029644208699999
ACH-000320,-0.216851378268
ACH-000322,0.12512483150599998
ACH-000323,0.0065452684861999995
ACH-000324,-0.13217837916300001
ACH-000329,-0.00698980665924
ACH-000330,-0.207169724339
ACH-000331,0.051964789950099996
ACH-000332,-0.027894196759900004
ACH-000334,-0.0472937378642
ACH-000335,-0.180824880943
ACH-000336,-0.0770345164272
ACH-000337,-0.134011885231
ACH-000339,-0.00723529565144
ACH-000341,0.0715863664157
ACH-000348,-0.08097587916730001
ACH-000350,-0.0923001987823
ACH-000352,0.0521053058081
ACH-000356,0.183435434651
ACH-000361,0.07973978681480001
ACH-000362,-0.05418536031219999
ACH-000363,-0.089964031987
ACH-000364,-0.11880800847
ACH-000365,-0.12054626195999998
ACH-000366,-0.15765673636299998
ACH-000368,-0.06884509219610001
ACH-000374,-0.0878801321737
ACH-000375,-0.124701614123
ACH-000376,0.0473284995278
ACH-000381,0.0886901080198
ACH-000383,-0.21091757303800002
ACH-000387,-0.133167261204
ACH-000389,-0.13589156878699998
ACH-000390,-0.105335408565
ACH-000393,-0.0424089494038
ACH-000395,-0.22673373484499998
ACH-000397,0.0396678000313
ACH-000401,-0.0172532342192
ACH-000402,0.13361295746500002
ACH-000403,-0.199499456598
ACH-000404,-0.17193850774
ACH-000406,-0.022156700936099998
ACH-000407,-0.155050121926
ACH-000408,-0.239919784427
ACH-000410,0.0271852809168
ACH-000411,-0.0519133132144
ACH-000414,-0.0718432420919
ACH-000415,-0.0359276143722
ACH-000416,-0.167865618512
ACH-000420,0.0919866146782
ACH-000421,0.06644822055869999
ACH-000424,0.124717235351
ACH-000425,-0.0498092771997
ACH-000426,0.0326991885874
ACH-000427,-0.178953705495
ACH-000433,-0.060472340051999994
ACH-000436,-0.0184740930817
ACH-000444,-0.062014902707000004
ACH-000445,-0.005175559984189999
ACH-000448,-0.09127864055469999
ACH-000450,0.22758961323000002
ACH-000452,0.0915913586139
ACH-000454,-0.035541092817800005
ACH-000458,-0.006246546763170001
ACH-000459,-0.00879034394763
ACH-000460,-0.0725711116891
ACH-000461,0.0498470996568
ACH-000463,-0.010846267686100001
ACH-000464,-0.0757267007125
ACH-000466,0.0885088167076
ACH-000467,-0.147225955875
ACH-000468,-0.032311071371299994
ACH-000469,-0.18318202872699998
ACH-000470,-0.186066754376
ACH-000471,-0.122087340275
ACH-000472,-0.090816635229
ACH-000473,-0.159428768965
ACH-000475,-0.0206696265763
ACH-000476,0.036207894154
ACH-000477,-0.0879575525932
ACH-000480,-0.105786939805
ACH-000481,-0.113697654017
ACH-000483,0.0126232401174
ACH-000484,0.120433093641
ACH-000485,-0.11662715392300001
ACH-000486,-0.0318084584326
ACH-000487,-0.0411974651576
ACH-000488,-0.106270846809
ACH-000490,-0.304257981731
ACH-000491,0.108220742379
ACH-000495,-0.104661632995
ACH-000496,-0.0407123084056
ACH-000499,0.032197040007
ACH-000500,0.034669055204199994
ACH-000502,-0.056511962893099996
ACH-000503,-0.103170028124
ACH-000505,0.007109077636149999
ACH-000507,0.0019365131427299999
ACH-000510,-0.0067573512098800005
ACH-000511,-0.18761978490800002
ACH-000512,-0.0999840227777
ACH-000516,-0.0379529472545
ACH-000517,-0.0564471027458
ACH-000518,-0.05123957676990001
ACH-000520,0.0728983148458
ACH-000521,-0.153923050208
ACH-000522,-0.0077358116931099995
ACH-000524,-0.06714491367
ACH-000527,-0.00994294231732
ACH-000528,-0.0333196460169
ACH-000537,0.103448021281
ACH-000541,-0.000194683417321
ACH-000542,0.013329967546
ACH-000544,-0.23344837966499998
ACH-000545,-0.0283881038664
ACH-000547,-0.0721174000907
ACH-000548,0.194237962647
ACH-000549,-0.22832751671100002
ACH-000550,-0.0476859355698
ACH-000552,-0.232198360543
ACH-000556,-0.188780798019
ACH-000557,-0.0356323273806
ACH-000570,-0.24319530176600002
ACH-000571,-0.0359439456109
ACH-000573,-0.0593214962031
ACH-000576,0.036858446610800004
ACH-000580,0.09999951681569999
ACH-000584,-0.10398724361199999
ACH-000585,-0.0145654090712
ACH-000588,-0.0375931134435
ACH-000589,-0.0364646303544
ACH-000591,0.0029706535496100005
ACH-000593,-0.20216036703600002
ACH-000600,-0.0179633603513
ACH-000601,-0.150435694234
ACH-000604,-0.170206725419
ACH-000605,-0.0201478671727
ACH-000606,-0.06899606914760001
ACH-000608,-0.12996757288799998
ACH-000614,-0.24424166573000003
ACH-000616,0.115253841517
ACH-000618,0.04467287484040001
ACH-000619,-0.034296827679400003
ACH-000620,0.057171162102199996
ACH-000621,0.24615293779300002
ACH-000622,-0.0741987300603
ACH-000623,0.0658832402758
ACH-000624,-0.052025663343900005
ACH-000627,0.036733678083900004
ACH-000630,-0.11650054932
ACH-000632,0.0974192314239
ACH-000633,0.22907494422
ACH-000637,-0.10866724309499999
ACH-000638,-0.0399144875541
ACH-000646,0.021621525585400002
ACH-000647,-0.044823737636400005
ACH-000648,-0.22103613620700002
ACH-000649,-0.103959020521
ACH-000651,-0.08364105548999999
ACH-000652,-0.20973320419100003
ACH-000653,-0.187937057588
ACH-000657,-0.13526277907700002
ACH-000658,-0.162838524741
ACH-000661,-0.0475013331411
ACH-000662,-0.366385892419
ACH-000663,-0.0065637068545799995
ACH-000665,-0.100324364732
ACH-000671,-0.07410367318239999
ACH-000673,0.0851635469477
ACH-000676,-0.043552403358500004
ACH-000677,0.060721084567999996
ACH-000681,-0.164208862179
ACH-000682,-0.226127592648
ACH-000683,-0.11792732380200001
ACH-000684,-0.00200740389391
ACH-000688,0.029978030131399998
ACH-000693,-0.0469872230939
ACH-000694,-0.07792825202760001
ACH-000695,-0.07064481754089999
ACH-000696,0.04756654292219999
ACH-000697,0.041743669581900004
ACH-000699,-0.045246757145199996
ACH-000701,-0.258017494141
ACH-000706,-0.023614592685700004
ACH-000711,0.00853689331894
ACH-000713,-0.10294347429199999
ACH-000714,-0.027365658322099997
ACH-000718,-0.48144191151999993
ACH-000720,-0.0028620834835100003
ACH-000721,-0.239438353153
ACH-000724,-0.095132498067
ACH-000725,0.160743619412
ACH-000732,-0.0685073188075
ACH-000734,-0.0639112441756
ACH-000735,-0.07431127178510001
ACH-000736,0.0767536196491
ACH-000738,-0.193598975816
ACH-000746,0.053450656375199995
ACH-000747,-0.1387961535
ACH-000748,-0.09489374509299998
ACH-000753,-0.177201466612
ACH-000756,-0.14295460536
ACH-000757,-0.283650646265
ACH-000758,-0.21111731735300002
ACH-000760,0.0009154464758920001
ACH-000763,-0.0213525434847
ACH-000764,0.0649000524598
ACH-000765,0.00995095480208
ACH-000766,0.109508076931
ACH-000767,-0.0647594955741
ACH-000768,-0.016221879897
ACH-000769,-0.0758726431352
ACH-000770,-0.0031668711835
ACH-000771,0.0398615069513
ACH-000773,0.000306985037802
ACH-000776,-0.133732900793
ACH-000777,-0.125142791112
ACH-000778,-0.102440906026
ACH-000781,-0.08088113850999999
ACH-000782,0.0524140645143
ACH-000783,-0.24488685169799998
ACH-000784,-0.0322705265336
ACH-000785,-0.201389990037
ACH-000787,-0.124662359429
ACH-000788,-0.017108130827200002
ACH-000791,-0.21511880592799998
ACH-000792,0.08936420647610001
ACH-000794,-0.12415749357999999
ACH-000796,-0.0187099896946
ACH-000799,-0.0321420707543
ACH-000800,-0.0530959370773
ACH-000802,0.0485877408789
ACH-000804,-0.182719313253
ACH-000805,0.015018841440000001
ACH-000809,-0.204364570294
ACH-000810,-0.37531268221600006
ACH-000811,-0.0756048339786
ACH-000817,0.0918283532215
ACH-000819,-0.00630153634033
ACH-000820,-0.17836074327999998
ACH-000821,-0.12668685948
ACH-000822,0.0344069850025
ACH-000823,-0.0414749554165
ACH-000824,-0.185924109131
ACH-000827,0.00733407068189
ACH-000829,0.134743367229
ACH-000831,-0.0750919954632
ACH-000832,-0.148690339959
ACH-000833,0.0330986014445
ACH-000834,-0.08548905292639998
ACH-000835,-0.0581614463576
ACH-000836,0.00136048686851
ACH-000837,-0.0383286278538
ACH-000838,-0.0641041461819
ACH-000839,-0.34023167649400005
ACH-000840,-0.251626049934
ACH-000841,-0.183451469763
ACH-000843,-0.128382444728
ACH-000846,0.057825803419599996
ACH-000847,-0.113020972892
ACH-000848,-0.00792583128853
ACH-000849,0.131764328023
ACH-000851,0.0678075216994
ACH-000855,0.17733025438
ACH-000856,-0.291278427595
ACH-000858,-0.100683593212
ACH-000859,-0.0495081178702
ACH-000861,-0.044082118311800006
ACH-000862,-0.08156434787110001
ACH-000865,-0.0128011306879
ACH-000866,-0.00138066527061
ACH-000867,0.0774027996936
ACH-000869,-0.011388153455399999
ACH-000872,-0.101906467132
ACH-000873,-0.24958451041700003
ACH-000876,0.0461146517793
ACH-000878,-0.17382997123100002
ACH-000880,-0.181117341726
ACH-000881,0.0627363060501
ACH-000882,-0.0437426107506
ACH-000884,0.0600154820469
ACH-000885,0.039565173997
ACH-000887,-0.044241662493900005
ACH-000888,-0.271039395675
ACH-000889,-0.046539548281199994
ACH-000890,0.0834228680707
ACH-000896,-0.11502506192399999
ACH-000898,-0.08759862784880001
ACH-000900,-0.250964230364
ACH-000901,-0.08822652466639999
ACH-000905,-0.041280233356800006
ACH-000906,-0.009262900976959998
ACH-000907,-0.305763380938
ACH-000910,0.0504005701389
ACH-000911,-0.159883233175
ACH-000912,-0.0135676270637
ACH-000913,-0.0990144692643
ACH-000915,-0.0686847811381
ACH-000916,0.396107434182
ACH-000917,0.10310301488500001
ACH-000921,-0.15759831269000002
ACH-000924,-0.050797541316099995
ACH-000926,-0.16485403317800001
ACH-000928,-0.34435252018600004
ACH-000929,-0.181696324483
ACH-000932,-0.20700637825999998
ACH-000935,0.0710985245593
ACH-000936,-0.308760413487
ACH-000937,-0.0630783691305
ACH-000938,-0.07734416832060001
ACH-000939,-0.109696400813
ACH-000941,-0.0677385437642
ACH-000943,-0.0524320177056
ACH-000946,-0.0720558840646
ACH-000947,0.014635808775
ACH-000948,-0.007760852605890001
ACH-000950,0.108670280188
ACH-000953,-0.039053115731900005
ACH-000957,0.12976661999199998
ACH-000958,0.20503671426
ACH-000960,-0.069990613932
ACH-000963,0.012143701014
ACH-000968,-0.0604290388904
ACH-000969,-0.00428202821238
ACH-000973,-0.0857106114011
ACH-000974,-0.0778771035642
ACH-000975,0.0986485078173
ACH-000976,-0.0955265933465
ACH-000978,0.117086300124
ACH-000980,-0.0775468724845
ACH-000984,0.042081479700800006
ACH-000986,-0.23640437997400002
ACH-000988,-0.28977552380399996
ACH-000993,-0.236006387587
ACH-000994,-0.187930231312
ACH-000996,-0.23114238528900002
ACH-001001,0.0316896408215
ACH-001020,-0.0787995514752
ACH-001028,-0.0486477145895
ACH-001031,-0.0463971427656
ACH-001038,0.050922774751500005
ACH-001048,-0.0627611884429
ACH-001050,0.00695680089849
ACH-001053,-0.217276615487
ACH-001054,-0.0342185735316
ACH-001061,-0.05544036644230001
ACH-001067,-0.29399520437800003
ACH-001075,0.030430581842200002
ACH-001096,-0.124190181481
ACH-001128,-0.22343753550099998
ACH-001134,-0.201539851052
ACH-001151,-0.164676063792
ACH-001163,-0.302921563005
ACH-001164,-0.0629350376831
ACH-001173,-0.0246691233142
ACH-001183,-0.07132281379910001
ACH-001184,-0.0131904846186
ACH-001190,-0.0819080324927
ACH-001192,-0.19863202826200002
ACH-001193,0.0984759893782
ACH-001196,-0.00576888823203
ACH-001197,-0.0669255547463
ACH-001205,-0.231813652496
ACH-001211,-0.0359551754472
ACH-001212,-0.0170399700961
ACH-001228,-0.222050457789
ACH-001232,-0.018272920538
ACH-001239,-0.0592186860647
ACH-001274,-0.16304511069299998
ACH-001275,0.0031571320436599997
ACH-001277,-0.252528431159
ACH-001278,-0.00419530967977
ACH-001280,-0.225433189807
ACH-001283,-0.12733616876700002
ACH-001289,0.181600201141
ACH-001295,-0.0424412659285
ACH-001300,-0.0155005555966
ACH-001301,-0.09618926315
ACH-001302,-0.0173628561064
ACH-001303,-0.109977314231
ACH-001306,0.17646601764699998
ACH-001318,-0.158148313934
ACH-001322,-0.280273802295
ACH-001328,-0.133494259568
ACH-001332,-0.0840503066157
ACH-001333,-0.0133920974334
ACH-001336,-0.07644393874960001
ACH-001340,-0.07511483586460001
ACH-001346,-0.149138688287
ACH-001353,-0.0622942728305
ACH-001354,-0.33584097004
ACH-001367,-0.0960660730897
ACH-001368,0.023638159474299997
ACH-001374,-0.009949040637520001
ACH-001375,-0.103660227357
ACH-001377,0.0721609869448
ACH-001380,-0.0829192947975
ACH-001391,-0.142265487583
ACH-001407,-0.0680262895539
ACH-001408,-0.09622103505820001
ACH-001413,0.193339415198
ACH-001430,0.156833457884
ACH-001431,-0.0555900913351
ACH-001450,-0.260169354064
ACH-001496,0.0073066227787600005
ACH-001500,-0.18229762121399998
ACH-001521,-0.24688922018000004
ACH-001523,-0.196506459523
ACH-001532,0.06827323228059999
ACH-001536,-0.10060598644799999
ACH-001550,-0.168064099116
ACH-001552,-0.231955904111
ACH-001554,-0.08230095217439999
ACH-001645,0.14511128970999998
ACH-001654,-0.11458031377800001
ACH-001715,0.0386834218141
ACH-001735,-0.09324242574689999
ACH-001736,-0.11670592732200001
ACH-001737,-0.0152900795671
ACH-001740,-0.202506269867
ACH-001745,0.01420878551
ACH-001750,-0.284803022565
ACH-001765,-0.0141877080914
ACH-001956,-0.0817966478499
ACH-001957,-0.0888805465774
