,NUMB (8650)
ACH-000004,-0.0741683387222
ACH-000007,-0.22734032555999997
ACH-000009,-0.418069786263
ACH-000011,-0.47783967510200004
ACH-000012,-0.283483969841
ACH-000013,-0.171690275688
ACH-000014,-0.146700551846
ACH-000015,-0.166838785287
ACH-000017,-0.186864457723
ACH-000018,-0.268614861511
ACH-000019,-0.313940689034
ACH-000021,-0.0687532633867
ACH-000022,-0.115241170832
ACH-000025,-0.162895355331
ACH-000028,-0.34418214694300003
ACH-000030,0.024595760587100002
ACH-000035,-0.167345834329
ACH-000036,-0.219307151219
ACH-000037,-0.10864688680500001
ACH-000039,-0.0370609408843
ACH-000040,-0.444418371426
ACH-000041,0.104855044587
ACH-000042,-0.124391758719
ACH-000045,-0.308590737216
ACH-000047,-0.12080566279999999
ACH-000052,-0.366293110482
ACH-000053,-0.206562597008
ACH-000054,-0.363855139451
ACH-000055,-0.11887345063799999
ACH-000060,-0.192166478902
ACH-000067,-0.149415429092
ACH-000070,-0.145561891964
ACH-000075,-0.264179458615
ACH-000078,-0.0921349776199
ACH-000082,-0.290929690226
ACH-000085,-0.0580347663169
ACH-000086,0.0400401252715
ACH-000087,-0.444493627485
ACH-000092,-0.22833009850400002
ACH-000095,-0.156648897117
ACH-000097,-0.322088809113
ACH-000098,-0.220477069447
ACH-000099,-0.232003980027
ACH-000108,-0.398523525999
ACH-000113,0.030083008833400003
ACH-000115,-0.09450653433219999
ACH-000116,0.117881781621
ACH-000118,-0.480291462474
ACH-000120,-0.147637569665
ACH-000123,-0.116017593696
ACH-000127,-0.199455420628
ACH-000128,-0.177252024031
ACH-000132,-0.28577875147799997
ACH-000133,-0.315888569871
ACH-000137,0.00361242248359
ACH-000138,-0.268481096934
ACH-000142,0.124524051439
ACH-000143,-0.436067342135
ACH-000146,-0.0784078842628
ACH-000148,-0.07676478824489999
ACH-000150,0.0706402003788
ACH-000152,0.045466249330400006
ACH-000153,0.0333456378382
ACH-000159,-0.0427149414042
ACH-000160,-0.374373654028
ACH-000163,-0.058445686177
ACH-000167,-0.443777807575
ACH-000168,-0.10078140494400001
ACH-000169,-0.06903293562089999
ACH-000178,-0.0402243015793
ACH-000182,0.154045788259
ACH-000183,-0.18305927702
ACH-000188,-0.209075274786
ACH-000189,0.0567896129949
ACH-000190,0.0531900025495
ACH-000198,-0.0796217868619
ACH-000204,-0.363110158223
ACH-000206,-0.156721922914
ACH-000207,-0.650041564761
ACH-000211,-0.30051287421399997
ACH-000215,-0.174067040482
ACH-000221,-0.043858241460300006
ACH-000222,0.15258843620999998
ACH-000223,-0.198000236086
ACH-000226,-0.18568504181099998
ACH-000227,-0.142798097739
ACH-000228,-0.5690435635159999
ACH-000231,-0.181882510621
ACH-000232,-0.252795911712
ACH-000233,-0.13147598193499999
ACH-000234,0.058875772463
ACH-000235,-0.0374243957317
ACH-000237,-0.00878515755121
ACH-000238,-0.0987496627742
ACH-000243,-0.0674914042
ACH-000244,-0.219704553932
ACH-000246,-0.161786830241
ACH-000248,-0.258224331307
ACH-000250,-0.127962615326
ACH-000251,0.20803461089000003
ACH-000253,-0.05375701605330001
ACH-000255,-0.0514055263431
ACH-000256,-0.08327263432939999
ACH-000257,0.000559063479809
ACH-000258,-0.17921321538899998
ACH-000259,-0.056518624068
ACH-000260,-0.0595183231276
ACH-000261,-0.045293619096
ACH-000262,-0.198547221437
ACH-000263,-0.24466390243799999
ACH-000264,-0.19092193744000002
ACH-000265,-0.160710530371
ACH-000266,-0.251475969144
ACH-000272,-0.0346636369226
ACH-000273,0.016719212927099998
ACH-000274,-0.126070968333
ACH-000277,0.00502395147044
ACH-000278,-0.0049067890111
ACH-000279,-0.09894244052750001
ACH-000280,-0.305520719271
ACH-000281,-0.279072485355
ACH-000288,-0.07308011735060001
ACH-000291,-0.13530715227
ACH-000293,-0.320369874161
ACH-000294,-0.397997780033
ACH-000295,0.197130654683
ACH-000296,-0.14766582055299998
ACH-000302,0.118469961758
ACH-000304,0.152547445612
ACH-000307,-0.324181595494
ACH-000308,-0.119237713625
ACH-000310,-0.225019049056
ACH-000311,-0.118807467368
ACH-000312,-0.0622689347957
ACH-000315,-0.27892050190400003
ACH-000316,0.0290593843145
ACH-000317,-0.24298556909000002
ACH-000318,0.228359087475
ACH-000319,-0.219263458048
ACH-000320,-0.45798608393299994
ACH-000322,0.021033903686000003
ACH-000323,-0.239001961351
ACH-000324,-0.240438735491
ACH-000329,-0.108729490592
ACH-000330,-0.34970623346199997
ACH-000331,0.33816438618
ACH-000332,-0.297412505102
ACH-000334,-0.10473851934100001
ACH-000335,-0.25528046279100003
ACH-000336,-0.0294842160949
ACH-000337,-0.284637499582
ACH-000339,-0.314195811436
ACH-000341,0.0014296404013900003
ACH-000348,-0.20385098717099998
ACH-000350,-0.0735748751502
ACH-000352,0.135238502491
ACH-000356,0.0529142953711
ACH-000361,-0.0011348247161199999
ACH-000362,-0.136563063101
ACH-000363,-0.237509221193
ACH-000364,-0.293927198263
ACH-000365,-0.15521279754200001
ACH-000366,-0.09555650140380001
ACH-000368,-0.299781296956
ACH-000374,-0.13661186201
ACH-000375,-0.029154615274799997
ACH-000376,-0.19691646191599999
ACH-000381,-0.310937457348
ACH-000383,-0.08871149281749999
ACH-000387,-0.0215303827488
ACH-000389,-0.23836355067200002
ACH-000390,-0.137361207897
ACH-000393,-0.258711099023
ACH-000395,-0.24381558471700002
ACH-000397,-0.26733043795600003
ACH-000401,0.015892735167499998
ACH-000402,-0.09010579042139999
ACH-000403,-0.109660276557
ACH-000404,-0.316428766358
ACH-000406,-0.0796596087542
ACH-000407,-0.217598985337
ACH-000408,-0.534699074122
ACH-000410,-0.0996900211201
ACH-000411,-0.13338939235400002
ACH-000414,-0.0922004470637
ACH-000415,-0.118107825351
ACH-000416,-0.139717020543
ACH-000420,-0.20221358970800002
ACH-000421,-0.000257946835545
ACH-000424,0.0196280958287
ACH-000425,-0.0891040330293
ACH-000426,-0.0160974422182
ACH-000427,-0.152634695382
ACH-000433,-0.359134949403
ACH-000436,-0.30702906896800003
ACH-000444,-0.255080919751
ACH-000445,-0.032233402025799995
ACH-000448,-0.0006896529312089999
ACH-000450,-0.150198000902
ACH-000452,-0.134071614179
ACH-000454,-0.09380580320630001
ACH-000458,-0.39228430155199995
ACH-000459,-0.155908726866
ACH-000460,-0.0325563060364
ACH-000461,0.08471268073650001
ACH-000463,0.0118448414959
ACH-000464,-0.255399568092
ACH-000466,0.124111291368
ACH-000467,-0.0555602921449
ACH-000468,-0.188070907082
ACH-000469,-0.410084203312
ACH-000470,-0.0583744951311
ACH-000471,-0.137714076036
ACH-000472,-0.158472381482
ACH-000473,-0.35560796406499995
ACH-000475,-0.144937926727
ACH-000476,-0.113485758704
ACH-000477,-0.2021514959
ACH-000480,-0.15129336162499998
ACH-000481,-0.191631572564
ACH-000483,-0.0216620030487
ACH-000484,0.024715021889400002
ACH-000485,-0.0708992583586
ACH-000486,-0.35693003064
ACH-000487,0.036419958206400004
ACH-000488,-0.047185116172199996
ACH-000490,-0.36859622866499997
ACH-000491,-0.251409538704
ACH-000495,-0.286105489501
ACH-000496,-0.0797405750126
ACH-000499,0.036396855074400006
ACH-000500,-0.567785494102
ACH-000502,-0.264060314598
ACH-000503,-0.34821140613000007
ACH-000505,-0.266925231213
ACH-000507,-0.21983073732500003
ACH-000510,-0.013200062396499998
ACH-000511,-0.35320369807499996
ACH-000512,-0.37092203317500005
ACH-000516,-0.213953674102
ACH-000517,-0.09315602252869999
ACH-000518,-0.361952491725
ACH-000520,-0.367789572671
ACH-000521,-0.15888633382099998
ACH-000522,-0.20501489016
ACH-000524,0.0147333484492
ACH-000527,-0.136269919432
ACH-000528,-0.133525559682
ACH-000537,-0.027581945323400005
ACH-000541,-0.363055625435
ACH-000542,-0.183458026638
ACH-000544,-0.173207714242
ACH-000545,-0.129855918211
ACH-000547,-0.245537317387
ACH-000548,-0.38456188388400003
ACH-000549,-0.218957048368
ACH-000550,-0.231493818734
ACH-000552,-0.125591085328
ACH-000556,-0.104557079377
ACH-000557,0.10523019994999999
ACH-000570,-0.178278433932
ACH-000571,-0.024973197952999997
ACH-000573,-0.168006212117
ACH-000576,-0.272119043666
ACH-000580,-0.0149874075657
ACH-000584,-0.201128694635
ACH-000585,-0.0531504009107
ACH-000588,0.056488342343699996
ACH-000589,-0.0626337938545
ACH-000591,-0.228173872284
ACH-000593,-0.0984464368053
ACH-000600,-0.0218643330179
ACH-000601,-0.06803218582460001
ACH-000604,-0.121157958168
ACH-000605,-0.459701541838
ACH-000606,-0.0678812282761
ACH-000608,-0.0344436476716
ACH-000614,0.0236017524771
ACH-000616,-0.12123334745200001
ACH-000618,-0.0775132969228
ACH-000619,-0.31090504176
ACH-000620,-0.177422170497
ACH-000621,-0.0539787841033
ACH-000622,-0.30225693968
ACH-000623,-0.0765588842872
ACH-000624,-0.16553697439999998
ACH-000627,-0.25415311012499997
ACH-000630,-0.476885860968
ACH-000632,-0.10726075933599999
ACH-000633,0.05230643450709999
ACH-000637,-0.031140448923
ACH-000638,-0.0306410149182
ACH-000646,-0.24476006954399998
ACH-000647,-0.12192938650599999
ACH-000648,-0.13648821654100002
ACH-000649,-0.08091848602110001
ACH-000651,-0.154905017195
ACH-000652,-0.007461758989850001
ACH-000653,-0.0578504647959
ACH-000657,0.00701569069583
ACH-000658,0.0816411466417
ACH-000661,-0.0689593117652
ACH-000662,-0.686345913172
ACH-000663,-0.18259332588
ACH-000665,-0.0017664130365600001
ACH-000671,-0.412076657486
ACH-000673,-0.163951060211
ACH-000676,0.0028776184394499996
ACH-000677,-0.0018666508015599999
ACH-000681,-0.216908167924
ACH-000682,-0.0887367808718
ACH-000683,0.0375309722356
ACH-000684,0.0400384746559
ACH-000688,-0.31473843531
ACH-000693,-0.225941973032
ACH-000694,-0.279160180333
ACH-000695,-0.158916883402
ACH-000696,-0.0795315860894
ACH-000697,-0.27278185810600003
ACH-000699,-0.0476928720931
ACH-000701,-0.21053957899
ACH-000706,-0.0577679588506
ACH-000711,-0.25338599889400004
ACH-000713,0.139520959124
ACH-000714,-0.107421633356
ACH-000718,-0.494234448777
ACH-000720,-0.133072768365
ACH-000721,-0.173153496428
ACH-000724,0.029627098287299997
ACH-000725,-0.331190756081
ACH-000732,-0.481693150673
ACH-000734,-0.20613125247000003
ACH-000735,-0.30975992394499996
ACH-000736,-0.0626192241122
ACH-000738,-0.228104429892
ACH-000746,0.25573983676
ACH-000747,-0.174060701258
ACH-000748,-0.0963433989708
ACH-000753,-0.059579456370099995
ACH-000756,0.188862598877
ACH-000757,-0.046565384105900005
ACH-000758,-0.144080566962
ACH-000760,-0.14471181898
ACH-000763,-0.251334024628
ACH-000764,-0.0169091920741
ACH-000765,-0.016376412665600002
ACH-000766,-0.110863263608
ACH-000767,0.119247587025
ACH-000768,-0.300004156298
ACH-000769,-0.10643080466499999
ACH-000770,-0.0144345163692
ACH-000771,-0.167306368794
ACH-000773,-0.318228179532
ACH-000776,0.040282027030300004
ACH-000777,-0.250457199284
ACH-000778,-0.41449632301100003
ACH-000781,-0.150392348512
ACH-000782,-0.0169032371403
ACH-000783,-0.194695440931
ACH-000784,-0.0725566811032
ACH-000785,0.0246605077427
ACH-000787,-0.154682988873
ACH-000788,-0.077424781278
ACH-000791,-0.07191669520380001
ACH-000792,0.05073602953530001
ACH-000794,-0.0874837970765
ACH-000796,-0.30953034489500003
ACH-000799,-0.0784502208326
ACH-000800,-0.0776510924812
ACH-000802,0.00371030955019
ACH-000804,-0.056292651496900006
ACH-000805,0.049135106876499995
ACH-000809,-0.353441931817
ACH-000810,-0.0990756637595
ACH-000811,-0.354783651348
ACH-000817,-0.0715000470331
ACH-000819,-0.148306485525
ACH-000820,-0.0135381815607
ACH-000821,-0.23877819062199998
ACH-000822,-0.108040065629
ACH-000823,-0.041710839975999996
ACH-000824,-0.331092620693
ACH-000827,-0.0749322537335
ACH-000829,-0.0484918525656
ACH-000831,-0.184794585942
ACH-000832,-0.34847524295000004
ACH-000833,0.139085632013
ACH-000834,-0.108812493004
ACH-000835,-0.18200595016899998
ACH-000836,-0.20441287721700002
ACH-000837,-0.160734989965
