,RBPJ (3516)
ACH-000004,-0.156069381644
ACH-000007,0.141571919479
ACH-000009,-0.26332503786
ACH-000011,-0.181327212114
ACH-000012,-0.14952118476
ACH-000013,-0.20606318625199999
ACH-000014,-0.484587070061
ACH-000015,-0.237200356755
ACH-000017,0.0177143979388
ACH-000018,-0.10341828443199999
ACH-000019,-0.07225026733039999
ACH-000021,-0.08306415308939999
ACH-000022,-0.123999138754
ACH-000025,0.288331788048
ACH-000028,-0.135945278188
ACH-000030,0.0608521729024
ACH-000035,-0.0225219220218
ACH-000036,0.177876927617
ACH-000037,-0.232155118562
ACH-000039,-0.18652499663
ACH-000040,-0.517313243765
ACH-000041,-0.05251278755009999
ACH-000042,-0.152577251572
ACH-000045,-0.108704679658
ACH-000047,-0.0192526537091
ACH-000052,-0.208077018367
ACH-000053,-0.18624436661600002
ACH-000054,-0.21591098665199998
ACH-000055,-0.356765698701
ACH-000060,-0.150725054828
ACH-000067,-0.590388580958
ACH-000070,0.252478938865
ACH-000075,-0.418050380826
ACH-000078,-0.324771489072
ACH-000082,-0.47737290221600004
ACH-000085,-0.150335637851
ACH-000086,-0.124656538443
ACH-000087,-0.183626964989
ACH-000092,-0.196784019688
ACH-000095,-0.144817196845
ACH-000097,-0.08406616921039999
ACH-000098,0.163539742229
ACH-000099,-0.132650214751
ACH-000108,-0.185052027203
ACH-000113,-0.09439131846989998
ACH-000115,-0.08094415706889999
ACH-000116,-0.330529764377
ACH-000118,-0.138670452728
ACH-000120,-0.452841810114
ACH-000123,-0.21140170368900002
ACH-000127,-0.10155851052100001
ACH-000128,-0.134817611789
ACH-000132,-0.020277981557799998
ACH-000133,-0.37908150507700006
ACH-000137,-0.223623508187
ACH-000138,0.163801678514
ACH-000142,-0.311613041261
ACH-000143,-0.0299717073693
ACH-000146,-0.142685026843
ACH-000148,-0.206941312169
ACH-000150,-0.184110487696
ACH-000152,-0.178813628666
ACH-000153,-0.00704872966871
ACH-000159,-0.335291738918
ACH-000160,-0.350058735255
ACH-000163,-0.191933227573
ACH-000167,-1.1845275343000001
ACH-000168,-0.36543294329000003
ACH-000169,-0.341187493711
ACH-000178,-0.04228638360380001
ACH-000182,-0.189445619631
ACH-000183,0.245711768792
ACH-000188,-0.132858242592
ACH-000189,-0.175013917851
ACH-000190,0.0358988191944
ACH-000198,-0.7203124557989999
ACH-000204,0.0522447131021
ACH-000206,-0.0719208714371
ACH-000207,0.0675824747624
ACH-000211,-0.109627037752
ACH-000215,-0.18425673860599998
ACH-000221,-0.0974161928915
ACH-000222,-0.07691427924089998
ACH-000223,-0.209014762394
ACH-000226,-0.276027322867
ACH-000227,-0.338789687572
ACH-000228,-0.165329202924
ACH-000231,-0.107312777292
ACH-000232,0.10148555974300001
ACH-000233,-0.030091644742900003
ACH-000234,0.034058539177900006
ACH-000235,-0.215994182856
ACH-000237,-0.33670240503300003
ACH-000238,-0.176105555444
ACH-000243,-0.255891063445
ACH-000244,0.20479132309599998
ACH-000246,-0.285685962795
ACH-000248,-0.18725298253199998
ACH-000250,-0.123337292174
ACH-000251,0.10861686875
ACH-000253,-0.12210005486600001
ACH-000255,-0.101167665289
ACH-000256,-0.0816512129023
ACH-000257,-0.12731932513699998
ACH-000258,-0.0102992598723
ACH-000259,-0.0090602809819
ACH-000260,-0.21211552940499998
ACH-000261,-0.453263513087
ACH-000262,-0.26802380834199996
ACH-000263,-0.44067793543300005
ACH-000264,-0.335687224414
ACH-000265,-0.11555214939899999
ACH-000266,-0.060630096432800006
ACH-000272,-0.209077144148
ACH-000273,-0.10301429499
ACH-000274,-0.193496688063
ACH-000277,0.10972968620100002
ACH-000278,-0.21715856493000002
ACH-000279,0.0507650145637
ACH-000280,0.148886670765
ACH-000281,-0.33230734003400003
ACH-000288,-0.201020089599
ACH-000291,-0.31151294362
ACH-000293,-0.40902196588899997
ACH-000294,-0.0502991476336
ACH-000295,-0.198067777407
ACH-000296,-0.173165662881
ACH-000302,-0.115796057967
ACH-000304,-0.162786633988
ACH-000307,-0.007518399469270001
ACH-000308,-0.262763464469
ACH-000310,-0.333120160944
ACH-000311,-0.0658346621376
ACH-000312,-0.00930156023132
ACH-000315,-0.0481993423089
ACH-000316,-0.09251043213030001
ACH-000317,-0.105210389605
ACH-000318,-0.08616285179260001
ACH-000319,-0.415645609714
ACH-000320,-0.107578792264
ACH-000322,-0.474871751536
ACH-000323,-0.384456988085
ACH-000324,-0.16356783902
ACH-000329,-0.131642147304
ACH-000330,-0.294543013553
ACH-000331,-0.286437928882
ACH-000332,0.102949221451
ACH-000334,-0.20087532207800002
ACH-000335,-0.149474565866
ACH-000336,0.408061217601
ACH-000337,-0.16339166793600002
ACH-000339,-0.365654002082
ACH-000341,-0.0971051093118
ACH-000348,-0.40287348335600004
ACH-000350,-0.13750479783800001
ACH-000352,-0.09536885289830001
ACH-000356,-0.0484431787543
ACH-000361,-0.0644579096016
ACH-000362,-0.20389222798099998
ACH-000363,-0.16787698928300002
ACH-000364,-0.185702776537
ACH-000365,-0.0292520692972
ACH-000366,-0.224185988367
ACH-000368,-0.19985425773899998
ACH-000374,-0.250311956332
ACH-000375,-0.161804084615
ACH-000376,-0.0310683721037
ACH-000381,-0.33802000026699996
ACH-000383,-0.201197176127
ACH-000387,-0.339946843949
ACH-000389,-0.5740418334130001
ACH-000390,-0.53855353828
ACH-000393,-0.261557198802
ACH-000395,-0.0550718785279
ACH-000397,-0.158271814919
ACH-000401,-0.0014640817078299998
ACH-000402,-0.24649318766800002
ACH-000403,-0.127704384922
ACH-000404,-0.14994541663799998
ACH-000406,-0.256581422316
ACH-000407,-0.277395889543
ACH-000408,-0.151831236158
ACH-000410,-0.30579121676300003
ACH-000411,-0.101320752536
ACH-000414,-0.029065703055400002
ACH-000415,-0.17825195772100003
ACH-000416,-0.157438194998
ACH-000420,-0.3306133825
ACH-000421,-0.0445884915384
ACH-000424,-0.143210481645
ACH-000425,-0.12226979534499999
ACH-000426,0.161697073745
ACH-000427,-0.257631420677
ACH-000433,0.100330992206
ACH-000436,-0.27415216571
ACH-000444,0.152700355216
ACH-000445,-0.41796806751500004
ACH-000448,0.035613261387300005
ACH-000450,-0.143532598952
ACH-000452,-0.308134021309
ACH-000454,-0.029249477544299997
ACH-000458,0.104083813679
ACH-000459,-0.126058798431
ACH-000460,-0.499426310195
ACH-000461,-0.019863553020400004
ACH-000463,-0.36369099152500006
ACH-000464,-0.0870470347627
ACH-000466,-0.144082111655
ACH-000467,-0.23744831675500003
ACH-000468,0.023821516159799997
ACH-000469,-0.139542984598
ACH-000470,-0.344188712693
ACH-000471,-0.14046184118
ACH-000472,-0.0951795767202
ACH-000473,-0.30429157278
ACH-000475,-0.19687090398200002
ACH-000476,0.285090992619
ACH-000477,-0.31474712385000003
ACH-000480,-0.264697184369
ACH-000481,-0.0362918080858
ACH-000483,-0.138063617054
ACH-000484,-0.19195134745700002
ACH-000485,-0.040914311969800006
ACH-000486,-0.120394505975
ACH-000487,-0.268228381985
ACH-000488,-0.100792437795
ACH-000490,-0.34459762696999996
ACH-000491,0.134447306966
ACH-000495,-0.257029457977
ACH-000496,-0.0948859499505
ACH-000499,0.0881397941101
ACH-000500,-0.34478659577299997
ACH-000502,-0.13659752248600002
ACH-000503,-0.415901396822
ACH-000505,-0.219192405332
ACH-000507,0.013998632284899998
ACH-000510,-0.0694177375751
ACH-000511,-0.197916705893
ACH-000512,0.14257436811899998
ACH-000516,-0.37905698532300003
ACH-000517,-0.0771252657614
ACH-000518,-0.309628736869
ACH-000520,-0.233799830619
ACH-000521,-0.202815444221
ACH-000522,0.0025407651349899996
ACH-000524,-0.13764876589400002
ACH-000527,-0.205201328447
ACH-000528,-0.1713834922
ACH-000537,-0.195089107464
ACH-000541,0.0338248348845
ACH-000542,0.0394128738372
ACH-000544,-0.126088912596
ACH-000545,0.09416175379349999
ACH-000547,-0.205204172706
ACH-000548,-0.31143560303
ACH-000549,-0.10331891355100001
ACH-000550,-0.151255177721
ACH-000552,-0.062229272235199994
ACH-000556,-0.156456449952
ACH-000557,0.028114998047500003
ACH-000570,-0.0874911844427
ACH-000571,-0.34865273588
ACH-000573,-0.273589192163
ACH-000576,0.268639098948
ACH-000580,0.0654346652401
ACH-000584,-0.354454353047
ACH-000585,0.0351713452959
ACH-000588,0.225474721068
ACH-000589,-0.150942823239
ACH-000591,-0.21869585118
ACH-000593,-0.20924097221299998
ACH-000600,-0.0627058370258
ACH-000601,-0.143318498548
ACH-000604,0.09191237510960001
ACH-000605,-0.222373467382
ACH-000606,-0.479510294943
ACH-000608,-0.323209804605
ACH-000614,-0.360435698217
ACH-000616,-0.280573495333
ACH-000618,-0.153877236499
ACH-000619,-0.0732854300945
ACH-000620,-0.203409742733
ACH-000621,-0.475480153981
ACH-000622,-0.138059491798
ACH-000623,-0.235121914874
ACH-000624,-0.0328529566021
ACH-000627,-0.488477994717
ACH-000630,-0.326222082465
ACH-000632,-0.03936417441890001
ACH-000633,0.112893793438
ACH-000637,-0.135644455123
ACH-000638,-0.224092739551
ACH-000646,-0.07356761102489999
ACH-000647,-0.23366702004999998
ACH-000648,-0.380439890053
ACH-000649,-0.232865487643
ACH-000651,-0.158834537777
ACH-000652,0.185589987878
ACH-000653,0.18174752283300002
ACH-000657,0.014109350827799998
ACH-000658,-0.00682785696536
ACH-000661,0.105064474713
ACH-000662,-0.20858405401799998
ACH-000663,-0.271553237775
ACH-000665,-0.09722923235580001
ACH-000671,-0.0464880472003
ACH-000673,-0.142108592536
ACH-000676,-0.0299310810959
ACH-000677,-0.111976876372
ACH-000681,-0.005705165370270001
ACH-000682,-0.148086371955
ACH-000683,-0.132269149643
ACH-000684,-0.27899510018199997
ACH-000688,-0.449016524581
ACH-000693,-0.257957953136
ACH-000694,-0.350052962684
ACH-000695,-0.188602256253
ACH-000696,-0.0845995739785
ACH-000697,0.113949496382
ACH-000699,-0.377403889982
ACH-000701,-0.122520300797
ACH-000706,-0.0817394951873
ACH-000711,-0.121545577123
ACH-000713,0.010336826948600001
ACH-000714,0.0830863925513
ACH-000718,-0.380972311606
ACH-000720,-0.210907441797
ACH-000721,-0.247331576604
ACH-000724,-0.0228487429118
ACH-000725,-0.26627547258900003
ACH-000732,-0.0778607642182
ACH-000734,-0.236668596645
ACH-000735,-0.0796392611814
ACH-000736,0.0293430592535
ACH-000738,0.102221640604
ACH-000746,-0.36880387732000003
ACH-000747,-0.209818340312
ACH-000748,-0.065309767543
ACH-000753,-0.105774936378
ACH-000756,-0.125969314531
ACH-000757,-0.09439975147669999
ACH-000758,-0.29804448026700003
