,RBPJ (3516)
ACH-000760,-0.231737326291
ACH-000763,0.113624565425
ACH-000764,-0.471664823998
ACH-000765,-0.28763481444600003
ACH-000766,-0.0230325375387
ACH-000767,-0.08354406807810001
ACH-000768,0.113983657113
ACH-000769,0.156000187078
ACH-000770,-0.36636640375600005
ACH-000771,0.0038413563032
ACH-000773,-0.260734204028
ACH-000776,-0.164752211092
ACH-000777,-0.10726530372099999
ACH-000778,-0.0295201652085
ACH-000781,-0.0976991032644
ACH-000782,-0.00741709824483
ACH-000783,-0.027636505222900003
ACH-000784,-0.273597916738
ACH-000785,-0.0954686271742
ACH-000787,-0.24161654346
ACH-000788,-0.128037300745
ACH-000791,-0.136737749451
ACH-000792,-0.15152482262800002
ACH-000794,-0.132527526305
ACH-000796,0.000645256411628
ACH-000799,-0.16063441789799998
ACH-000800,-0.1472749562
ACH-000802,-0.141467985702
ACH-000804,-0.17402872401900002
ACH-000805,-0.22249823438900002
ACH-000809,-0.074983090142
ACH-000810,-0.15901786316299998
ACH-000811,-0.189806278103
ACH-000817,0.0838564576221
ACH-000819,0.041463752669500004
ACH-000820,-0.330261790817
ACH-000821,-0.212816045313
ACH-000822,0.35830225637199997
ACH-000823,-0.232301565622
ACH-000824,-0.0250646501907
ACH-000827,-0.427508097109
ACH-000829,-1.07161601311
ACH-000831,-0.15229764361300002
ACH-000832,-0.48561668225599997
ACH-000833,0.045651924733600004
ACH-000834,0.3056413276
ACH-000835,-0.313156356932
ACH-000836,0.029729711426599997
ACH-000837,-0.23679255391100001
ACH-000838,0.020205968205099997
ACH-000839,-0.22345915623100002
ACH-000840,-0.0492829896804
ACH-000841,-0.06428513386149999
ACH-000843,0.0108876407657
ACH-000846,-0.025926872205500003
ACH-000847,-0.0565332986479
ACH-000848,-0.38816794106299995
ACH-000849,-0.357515551149
ACH-000851,-0.189003039633
ACH-000855,-0.188509865196
ACH-000856,-0.35096583502800005
ACH-000858,-0.0753246108716
ACH-000859,-0.07604566699810002
ACH-000861,-0.271610144703
ACH-000862,-0.387850411026
ACH-000865,-0.116164807923
ACH-000866,-0.135786746745
ACH-000867,-0.00491332550503
ACH-000869,-0.27871874292800003
ACH-000872,-0.24862131917
ACH-000873,-0.035451598937
ACH-000876,0.017245727659400002
ACH-000878,-0.0920156656996
ACH-000880,-0.19572746911
ACH-000881,-0.33739615685999996
ACH-000882,-0.0838435749029
ACH-000884,-0.0749263198655
ACH-000885,-0.0543232778306
ACH-000887,-0.143929438361
ACH-000888,-0.20544940678100002
ACH-000889,0.00155054456118
ACH-000890,-0.00435787119128
ACH-000896,-0.27381483115899996
ACH-000898,-0.37457844943
ACH-000900,-0.138440618427
ACH-000901,-0.257216939674
ACH-000905,-0.387252470204
ACH-000906,-0.124585911278
ACH-000907,-0.372926173342
ACH-000910,-0.271225151401
ACH-000911,-0.0181423031313
ACH-000912,0.0170092128261
ACH-000913,-0.175847430518
ACH-000915,-0.10913674554000001
ACH-000916,-0.056099068855999995
ACH-000917,-0.0713387838445
ACH-000921,-0.227334113954
ACH-000924,-0.15854161929500002
ACH-000926,-0.0864703154332
ACH-000928,0.006946295858539999
ACH-000929,0.045716877180599996
ACH-000932,-0.0540416838036
ACH-000935,-0.902835083282
ACH-000936,-0.26391504542
ACH-000937,-0.7914073925749999
ACH-000938,-0.27069852732
ACH-000939,0.0632584201094
ACH-000941,-0.216975599279
ACH-000943,-0.12772590543600001
ACH-000946,-0.377702065817
ACH-000947,-0.201971326839
ACH-000948,-0.10049488581700002
ACH-000950,-0.0984522229181
ACH-000953,-1.26948432109
ACH-000957,-0.551116635026
ACH-000958,-0.162303844453
ACH-000960,-0.037967314010900005
ACH-000963,-0.00579130304962
ACH-000968,-0.27168645038
ACH-000969,-0.288133400481
ACH-000973,-0.22659667664299998
ACH-000974,-0.27404415483100003
ACH-000975,-0.333836165645
ACH-000976,-0.135152582009
ACH-000978,-0.20470552761
ACH-000980,-0.127334428862
ACH-000984,-0.314764617583
ACH-000986,-0.136179018093
ACH-000988,-0.124776604266
ACH-000993,-0.0215865675016
ACH-000994,0.0413630781632
ACH-000996,-0.188528238046
ACH-001001,-0.215667783147
ACH-001020,-0.553248613571
ACH-001028,0.0410290802886
ACH-001031,-0.152405919233
ACH-001038,-0.0734377970287
ACH-001048,-0.11411546714000001
ACH-001050,-0.10704713204399999
ACH-001053,-0.110217091229
ACH-001054,-0.180814841353
ACH-001061,-0.059125721177000004
ACH-001067,-0.0839862477678
ACH-001075,-0.25360742449499996
ACH-001096,-1.0019894429
ACH-001128,-0.0865242798842
ACH-001134,-0.122552700677
ACH-001151,0.00048146399532999996
ACH-001163,0.0913961885868
ACH-001164,-0.47075942549500005
ACH-001173,-0.0894103296129
ACH-001183,-0.317516259357
ACH-001184,-0.899955273741
ACH-001190,-0.349822439749
ACH-001192,-0.016731471222600002
ACH-001193,-0.0609121538193
ACH-001196,-0.0628756302958
ACH-001197,-0.162339291132
ACH-001205,-0.00889985643344
ACH-001211,-0.34544801201700004
ACH-001212,-0.335575620844
ACH-001228,-0.170688205184
ACH-001232,-0.362518015328
ACH-001239,0.0306685770767
ACH-001274,-0.602465913439
ACH-001275,0.0825826304821
ACH-001277,-0.427953304952
ACH-001278,-0.46561579508
ACH-001280,-0.501527807937
ACH-001283,-0.0780178150748
ACH-001289,-0.28565031443000005
ACH-001295,-0.173558611217
ACH-001300,-0.163028770178
ACH-001301,-0.0289360720317
ACH-001302,-0.0441869852311
ACH-001303,-0.440933065287
ACH-001306,-0.0636194967695
ACH-001318,-0.110205901366
ACH-001322,-0.151163883391
ACH-001328,-0.182782872618
ACH-001332,-0.45164797860699996
ACH-001333,-0.23777633107700002
ACH-001336,-0.212944611283
ACH-001340,-0.139590910838
ACH-001346,-0.351698368858
ACH-001353,-0.045581003542900005
ACH-001354,-0.12262588952299999
ACH-001367,-0.358371323011
ACH-001368,-0.171624236334
ACH-001374,0.09183059716260002
ACH-001375,-0.0013186029559699999
ACH-001377,-0.560637738258
ACH-001380,-0.23560607475
ACH-001391,-0.285224768548
ACH-001407,-0.439199980005
ACH-001408,0.00705485755291
ACH-001413,-0.175994789608
ACH-001430,-0.209404350109
ACH-001431,0.266234051708
ACH-001450,0.577358973523
ACH-001496,-0.102928620332
ACH-001500,-0.194379376944
ACH-001521,-0.09850648440189999
ACH-001523,-0.173179233471
ACH-001532,-0.306538013088
ACH-001536,0.0194495433489
ACH-001550,-0.304201335684
ACH-001552,-0.385641632749
ACH-001554,-0.186301817363
ACH-001645,-0.273170157507
ACH-001654,0.255415953097
ACH-001715,-0.293054921339
ACH-001735,-0.0809624866712
ACH-001736,-0.297595043418
ACH-001737,-0.09202493607460001
ACH-001740,-0.36893009742
ACH-001745,-0.280193443152
ACH-001750,0.0261810846311
ACH-001765,0.00746561044478
ACH-001956,-0.09558279875129999
ACH-001957,-0.15466426751700002
