,VTN (7448)
ACH-000004,-0.121804370505
ACH-000007,-0.3466196875
ACH-000009,-0.5542769933380001
ACH-000011,-0.184814895097
ACH-000012,-0.34289423909
ACH-000013,-0.194510364868
ACH-000014,-0.167727765271
ACH-000015,-0.0642894681318
ACH-000017,-0.283120522199
ACH-000018,-0.158389758868
ACH-000019,-0.559052696537
ACH-000021,-0.257372793218
ACH-000022,-0.387793879706
ACH-000025,-0.00970423571815
ACH-000028,-0.17170336817
ACH-000030,-0.316977436767
ACH-000035,-0.23488113459399998
ACH-000036,-0.16889663842799998
ACH-000037,-0.206845777942
ACH-000039,-0.202540671178
ACH-000040,-0.12487413790200001
ACH-000041,-0.356103874416
ACH-000042,-0.0507305701434
ACH-000045,-0.146101754196
ACH-000047,-0.12444317916400001
ACH-000052,-0.25051951784800003
ACH-000053,-0.242050097386
ACH-000054,-0.0743768682096
ACH-000055,-0.316535340273
ACH-000060,-0.20868269363699998
ACH-000067,-0.136055806114
ACH-000070,-0.159804948871
ACH-000075,-0.145077078247
ACH-000078,-0.144435635686
ACH-000082,-0.125356123297
ACH-000085,-0.111181494287
ACH-000086,-0.18975102494600002
ACH-000087,-0.129867493683
ACH-000092,0.21652957405
ACH-000095,-0.24322826895
ACH-000097,-0.10917661089299999
ACH-000098,-0.154361232675
ACH-000099,-0.206510252673
ACH-000108,-0.23178416248199998
ACH-000113,-0.122298834978
ACH-000115,-0.274026886091
ACH-000116,-0.13239875326300002
ACH-000118,-0.227299863051
ACH-000120,-0.35172074525799996
ACH-000123,-0.08595827450600001
ACH-000127,-0.035599759013
ACH-000128,-0.347476335859
ACH-000132,-0.092598836836
ACH-000133,-0.0655448009799
ACH-000137,-0.0459374396067
ACH-000138,-0.238317328055
ACH-000142,-0.25371594226599997
ACH-000143,-0.284215076018
ACH-000146,-0.266589912167
ACH-000148,-0.175734875472
ACH-000150,-0.08906245077269999
ACH-000152,-0.176429511275
ACH-000153,-0.18226182944400002
ACH-000159,-0.218197509098
ACH-000160,-0.117395605609
ACH-000163,-0.230079213187
ACH-000167,-0.120546994146
ACH-000168,-0.026988298992499996
ACH-000169,-0.204336892381
ACH-000178,-0.00702047190188
ACH-000182,-0.29007136984799997
ACH-000183,-0.0543835159439
ACH-000188,-0.297007466446
ACH-000189,-0.07809617430110001
ACH-000190,-0.411488320761
ACH-000198,-0.213164092511
ACH-000204,-0.119552270184
ACH-000206,-0.18977254029100002
ACH-000207,-0.48363038886200005
ACH-000211,-0.339587384347
ACH-000215,-0.22323955660599998
ACH-000221,-0.105336564672
ACH-000222,-0.242596553182
ACH-000223,-0.266026454403
ACH-000226,-0.179097616994
ACH-000227,-0.10829230254200001
ACH-000228,-0.0703320461234
ACH-000231,-0.11367085435100001
ACH-000232,-0.12311386742000001
ACH-000233,-0.123714330206
ACH-000234,-0.276978520854
ACH-000235,-0.180083603312
ACH-000237,-0.041162739987
ACH-000238,0.077251809674
ACH-000243,-0.34618089428300003
ACH-000244,-0.110634501487
ACH-000246,-0.14073649280300002
ACH-000248,-0.41028307090300004
ACH-000250,-0.0498047261575
ACH-000251,-0.351919737674
ACH-000253,-0.191955216404
ACH-000255,-0.265785610097
ACH-000256,-0.34777955531300003
ACH-000257,-0.0603232148173
ACH-000258,-0.16274720049
ACH-000259,-0.310471376567
ACH-000260,-0.145973889299
