,ELMSAN1 (91748)
ACH-000004,-0.114511970595
ACH-000007,-0.256179724222
ACH-000009,-0.179062002136
ACH-000011,-0.124744215723
ACH-000012,-0.19124887984299999
ACH-000013,-0.198293536224
ACH-000014,-0.031267358555
ACH-000015,-0.11631145375600001
ACH-000017,-0.28528724998300004
ACH-000018,-0.366157576624
ACH-000019,0.19082918838399998
ACH-000021,0.014812071236
ACH-000022,-0.043120538269100006
ACH-000025,-0.188690234971
ACH-000028,-0.0840855693789
ACH-000030,-0.27439299184099997
ACH-000035,-0.028656836845100002
ACH-000036,0.135230805601
ACH-000037,-0.17429106011700002
ACH-000039,0.00729479735022
ACH-000040,-0.337696347666
ACH-000041,-0.294073685568
ACH-000042,-0.16310746894
ACH-000045,0.0255130138655
ACH-000047,-0.234700206452
ACH-000052,0.031163675520599995
ACH-000053,-0.0324477447846
ACH-000054,-0.31424096639800003
ACH-000055,-0.0551940059612
ACH-000060,-0.327278858809
ACH-000067,-0.103801689656
ACH-000070,0.0607854135085
ACH-000075,-0.33744864362099997
ACH-000078,-0.164532171054
ACH-000082,-0.034054477341299995
ACH-000085,-0.507328977948
ACH-000086,0.0426679673525
ACH-000087,0.18386186442299998
ACH-000092,-0.479753590588
ACH-000095,-0.050033368191599994
ACH-000097,-0.181494044169
ACH-000098,-0.022372912813
ACH-000099,-0.169254277961
ACH-000108,-0.225754123357
ACH-000113,-0.0667698314058
ACH-000115,0.342877174921
ACH-000116,-0.178773457789
ACH-000118,0.10336682821599999
ACH-000120,0.35738142305799997
ACH-000123,0.0580537175301
ACH-000127,0.0635370349293
ACH-000128,-0.360819469771
ACH-000132,-0.28243072951
ACH-000133,-0.147919396309
ACH-000137,-0.263680693896
ACH-000138,-0.08653022822249999
ACH-000142,-0.289737239985
ACH-000143,-0.355484207922
ACH-000146,-0.132111702905
ACH-000148,0.129569171968
ACH-000150,0.104820389068
ACH-000152,-0.165188064068
ACH-000153,-0.26171246061000003
ACH-000159,-0.0123654447866
ACH-000160,-0.0715880860271
ACH-000163,0.0672014035444
ACH-000167,-0.015017243085300001
ACH-000168,0.0313704504595
ACH-000169,0.10245692704399999
ACH-000178,-0.153468821602
ACH-000182,-0.19561242230700002
ACH-000183,0.169016310159
ACH-000188,-0.11198779645300001
ACH-000189,0.0254701772478
ACH-000190,-0.126542491361
ACH-000198,-0.29883299792199997
ACH-000204,-0.23785975320500002
ACH-000206,-0.0939846359781
ACH-000207,-0.119881870388
ACH-000211,-0.252213160156
ACH-000215,-0.052168435009300004
ACH-000221,-0.13903212233200002
ACH-000222,-0.106783107139
ACH-000223,-0.163968821946
ACH-000226,-0.09242943626450001
ACH-000227,-0.131855657974
ACH-000228,0.05920670663790001
ACH-000231,-0.20401859911400003
ACH-000232,-0.231440017527
ACH-000233,0.329149630089
ACH-000234,0.183235677954
ACH-000235,-0.0177221439436
ACH-000237,0.167743105465
ACH-000238,-0.137416342675
ACH-000243,-0.276478876137
ACH-000244,-0.498721277817
ACH-000246,-0.34370823240099996
ACH-000248,-0.0751222151673
ACH-000250,-0.21649024633699998
ACH-000251,-0.596345694154
ACH-000253,-0.106379630885
ACH-000255,-0.147500116678
ACH-000256,-0.18426773605
ACH-000257,-0.08699097790179999
ACH-000258,-0.38998809246699995
ACH-000259,0.06604068560700001
ACH-000260,0.188199114692
ACH-000261,-0.215804497886
ACH-000262,-0.10823489752900001
ACH-000263,-0.395278566659
ACH-000264,-0.0801585860631
ACH-000265,-0.00301164824892
ACH-000266,-0.265936160051
ACH-000272,-0.14640800191
ACH-000273,-0.172553607853
ACH-000274,-0.114767879044
ACH-000277,0.288108296162
ACH-000278,-0.4261663049
ACH-000279,-0.08035175587889999
ACH-000280,-0.0481687958783
ACH-000281,-0.34811970095899997
ACH-000288,-0.463409682156
ACH-000291,-0.0706893880002
ACH-000293,0.189923781764
ACH-000294,0.104462628029
ACH-000295,-0.34493705009900005
ACH-000296,-0.166464156107
ACH-000302,-0.0689157920297
ACH-000304,-0.275814470792
ACH-000307,-0.0272035999322
ACH-000308,-0.34337599036399996
ACH-000310,-0.10116960686000001
ACH-000311,0.197032974118
ACH-000312,0.07165832167899999
ACH-000315,-0.00750196451868
ACH-000316,-0.311628712972
ACH-000317,-0.321425043135
ACH-000318,0.294989713007
ACH-000319,-0.10576889718
ACH-000320,-0.044042400156899995
ACH-000322,0.138285164614
ACH-000323,0.0274113435912
ACH-000324,-0.215424466637
ACH-000329,-0.03841314277269999
ACH-000330,-0.45727942734
ACH-000331,-0.049077154730900005
ACH-000332,-0.209492894958
ACH-000334,0.0693336352141
ACH-000335,-0.0532062345451
ACH-000336,-0.13025854051400002
ACH-000337,-0.0534446871251
ACH-000339,-0.000295727997782
ACH-000341,-0.0952298960877
ACH-000348,0.213152713962
ACH-000350,-0.238507789021
ACH-000352,0.0985642553741
ACH-000356,-0.133095925064
ACH-000361,0.0323283017181
ACH-000362,-0.294091894819
ACH-000363,-0.181463713925
ACH-000364,-0.29988048722399996
ACH-000365,-0.242408606236
ACH-000366,-0.0623386105873
ACH-000368,-0.167741609971
ACH-000374,0.0031891801428
ACH-000375,-0.5047498832639999
ACH-000376,0.11891989428099999
ACH-000381,0.021904692856700003
ACH-000383,-0.0465825694713
ACH-000387,-0.33687396636100003
ACH-000389,-0.5577368819399999
ACH-000390,0.0745467567546
ACH-000393,-0.284984924343
ACH-000395,-0.167287133087
ACH-000397,0.000815654862171
ACH-000401,-0.475053850622
ACH-000402,-0.24729261282099999
ACH-000403,-0.136313553004
ACH-000404,0.0108879931824
ACH-000406,-0.120595477775
ACH-000407,0.226512827214
ACH-000408,0.08744529989939999
ACH-000410,-0.0799512772789
ACH-000411,-0.298708197521
ACH-000414,-0.332619412709
ACH-000415,-0.162656536616
