,SLC51A (200931)
ACH-000004,0.103973812236
ACH-000007,0.267557800423
ACH-000009,-0.00334075115982
ACH-000011,-0.147538495733
ACH-000012,0.0575122383733
ACH-000013,-0.013207823940999999
ACH-000014,-0.06326558061780001
ACH-000015,-0.0156766247815
ACH-000017,-0.0705723965465
ACH-000018,0.029195309013099996
ACH-000019,-0.286416141227
ACH-000021,-0.0464947785537
ACH-000022,-0.057987219817199995
ACH-000025,0.0170274984314
ACH-000028,-0.00245376644326
ACH-000030,-0.08821347198410001
ACH-000035,0.131882919437
ACH-000036,-0.04319634372830001
ACH-000037,0.14478653329399999
ACH-000039,0.0648406883423
ACH-000040,-0.0796533750858
ACH-000041,0.179943393393
ACH-000042,-0.208090698836
ACH-000045,-0.116007761367
ACH-000047,-0.09878558997430001
ACH-000052,0.00539827475217
ACH-000053,-0.112516788465
ACH-000054,-0.11143795560599999
ACH-000055,0.06810180501730001
ACH-000060,-0.135484535678
ACH-000067,0.08673642922160002
ACH-000070,0.006687849550260001
ACH-000075,-0.006586062250140001
ACH-000078,-0.0589431022339
ACH-000082,0.0110589576229
ACH-000085,-0.0919250922975
ACH-000086,0.07502249386139999
ACH-000087,-0.0764038757229
ACH-000092,-0.254933822036
ACH-000095,-0.0790660410178
ACH-000097,-0.028316532681
ACH-000098,-0.0460941620684
ACH-000099,-0.120120210556
ACH-000108,-0.154509262601
ACH-000113,-0.0385565218527
ACH-000115,-0.013214064927299998
ACH-000116,-0.159576678195
ACH-000118,0.011386751625700001
ACH-000120,-0.0981984897196
ACH-000123,-0.14307005733699998
ACH-000127,0.049308024417399995
ACH-000128,0.041941652393199996
ACH-000132,-0.0241163704997
ACH-000133,-0.0704016114052
ACH-000137,0.15410395767100002
ACH-000138,-0.0827360926466
ACH-000142,-0.24261154490200001
ACH-000143,-0.0428409659253
ACH-000146,-0.0405405904078
ACH-000148,-0.0126391271097
ACH-000150,-0.124916199988
ACH-000152,0.0489068561373
ACH-000153,0.07972801906089999
ACH-000159,0.037760083208499995
ACH-000160,-0.054658247174300005
ACH-000163,-0.016481445025200003
ACH-000167,-0.231994332088
ACH-000168,0.0169761823546
ACH-000169,-0.0206759580485
ACH-000178,0.035375235254800005
ACH-000182,-0.09943409078639999
ACH-000183,-0.161445036155
ACH-000188,0.0034508429692600004
ACH-000189,0.0768558833947
ACH-000190,-0.054940563442799996
ACH-000198,-0.029363338150400004
ACH-000204,-0.0991675671016
ACH-000206,-0.17072895048
ACH-000207,-0.489511372894
ACH-000211,-0.058198453036699994
ACH-000215,-0.11115021977600001
ACH-000221,0.013128438951999999
ACH-000222,-0.0848848361029
ACH-000223,-0.221456674874
ACH-000226,0.0348743507787
ACH-000227,-0.186670478738
ACH-000228,0.0431502155865
ACH-000231,-0.008421998256720001
ACH-000232,-0.0262845097829
ACH-000233,0.0345677909179
ACH-000234,-0.30505944631
ACH-000235,-0.050114472905699994
ACH-000237,-0.0142552750649
ACH-000238,-0.109521034563
ACH-000243,-0.0405849526954
ACH-000244,0.15713373239
ACH-000246,0.0008772418441310001
ACH-000248,0.0430104291978
ACH-000250,-0.007249808460189999
ACH-000251,-0.0948472882463
ACH-000253,0.029456618399799996
ACH-000255,-0.162021470701
ACH-000256,-0.136456955748
ACH-000257,0.01795944949
ACH-000258,-0.0472822006167
ACH-000259,-0.0971122385926
ACH-000260,-0.110712954588
ACH-000261,-0.150760813992
ACH-000262,0.0120646409959
ACH-000263,-0.190308842353
ACH-000264,0.07557858419499999
ACH-000265,0.07622694657569999
ACH-000266,-0.096191974057
ACH-000272,-0.0774634549158
ACH-000273,-0.207886791026
ACH-000274,-0.14989451822
ACH-000277,-0.153171339104
ACH-000278,-0.11251013673900001
ACH-000279,-0.155974804994
ACH-000280,-0.232721481147
ACH-000281,0.067148497639
ACH-000288,-0.0573313111986
ACH-000291,0.08382824793589999
ACH-000293,-0.05702081554880001
ACH-000294,0.0063215685739200006
ACH-000295,0.00990990524088
ACH-000296,-0.008516437532970001
ACH-000302,0.05784943421
ACH-000304,0.10089924129200001
ACH-000307,-0.00691819661905
ACH-000308,-0.209807604281
ACH-000310,-0.24660745029800002
ACH-000311,-0.035061848933599996
ACH-000312,-0.135895123704
ACH-000315,0.0341023945179
ACH-000316,0.0026969003702600005
ACH-000317,-0.00821210746881
ACH-000318,-0.142271247535
ACH-000319,0.0603802411516
ACH-000320,-0.13957659512599999
ACH-000322,-0.0959617500636
ACH-000323,0.054946719660099994
ACH-000324,-0.055055495925
ACH-000329,-0.0153890478268
ACH-000330,-0.0885867215288
ACH-000331,-0.00585360697731
ACH-000332,-0.0477786891701
ACH-000334,-0.186059884703
ACH-000335,0.08203906728289999
ACH-000336,0.09080575452369999
ACH-000337,-0.026968065549499997
ACH-000339,-0.04998944009240001
ACH-000341,0.07318110933889999
ACH-000348,-0.109199298356
ACH-000350,-0.0860523125863
ACH-000352,-0.0296160677357
ACH-000356,0.23104137832899999
ACH-000361,-0.045241944074099996
ACH-000362,-0.011630862340799998
ACH-000363,0.00801506311073
ACH-000364,0.00397776005513
ACH-000365,-0.186018594465
ACH-000366,-0.055700512679399995
ACH-000368,-0.04595650727080001
ACH-000374,0.0411948084036
ACH-000375,-0.161075881952
ACH-000376,-0.0762179834851
ACH-000381,-0.0617785998649
ACH-000383,-0.0795206047721
ACH-000387,-0.19344588445900002
ACH-000389,-0.043431081777599995
ACH-000390,-0.026850669310499998
ACH-000393,-0.0044568640420400004
ACH-000395,-0.100172211762
ACH-000397,-0.0871700697459
ACH-000401,0.00943903152497
ACH-000402,-0.159155443916
ACH-000403,-0.0803914301088
ACH-000404,0.00308005630144
ACH-000406,-0.022349396884599998
ACH-000407,0.070241923963
ACH-000408,-0.0912352265239
ACH-000410,0.0113848558035
ACH-000411,-0.114685080287
ACH-000414,-0.0862708255897
ACH-000415,0.06897229147919999
ACH-000416,-0.09942806025319999
ACH-000420,-0.100251330028
ACH-000421,0.0339278816097
ACH-000424,0.035578260699
ACH-000425,0.0385902001314
ACH-000426,0.153036009627
ACH-000427,-0.0655079925953
