,OLFML2B (25903)
ACH-000004,-0.279209270301
ACH-000007,-0.161989592685
ACH-000009,-0.28034239685
ACH-000011,-0.222260862975
ACH-000012,-0.150440288225
ACH-000013,-0.177588059116
ACH-000014,-0.086594158483
ACH-000015,-0.0791751697382
ACH-000017,-0.109936428121
ACH-000018,-0.24962977672400002
ACH-000019,-0.165932721028
ACH-000021,-0.183160811354
ACH-000022,-0.16355174692
ACH-000025,-0.1167872852
ACH-000028,-0.11359141289899999
ACH-000030,-0.134489945216
ACH-000035,-0.313890454232
ACH-000036,-0.28373838586800004
ACH-000037,-0.0696515833013
ACH-000039,-0.43417950334100003
ACH-000040,-0.157745957051
ACH-000041,-0.440191162096
ACH-000042,-0.0379195543788
ACH-000045,-0.0474152895895
ACH-000047,-0.179371583571
ACH-000052,-0.060328757032900006
ACH-000053,-0.0776589366579
ACH-000054,-0.0361497430711
ACH-000055,-0.10638547278999999
ACH-000060,-0.211214052787
ACH-000067,-0.0214400041462
ACH-000070,-0.344066887614
ACH-000075,-0.5123597463740001
ACH-000078,0.0391130048882
ACH-000082,-0.144510677245
ACH-000085,-0.0633362865261
ACH-000086,-0.215769370126
ACH-000087,-0.194500243959
ACH-000092,-0.18767090149500001
ACH-000095,-0.130511400462
ACH-000097,-0.056412057221099994
ACH-000098,-0.125221658931
ACH-000099,-0.0676693008978
ACH-000108,-0.253367203088
ACH-000113,-0.202376041182
ACH-000115,-0.170165398451
ACH-000116,-0.149710872477
ACH-000118,-0.189970777698
ACH-000120,-0.0706560556554
ACH-000123,-0.07156908021660001
ACH-000127,-0.131209932833
ACH-000128,-0.08483068923489999
ACH-000132,-0.146379824132
ACH-000133,-0.153129576794
ACH-000137,-0.155150676308
ACH-000138,-0.09851625581160002
ACH-000142,-0.28040926991500004
ACH-000143,0.0125802471442
ACH-000146,0.0364950911183
ACH-000148,-0.340655214351
ACH-000150,-0.0421612520517
ACH-000152,0.011399992759999998
ACH-000153,-0.07772330444139999
ACH-000159,-0.163285431182
ACH-000160,-0.047148158705699994
ACH-000163,-0.27646692749
ACH-000167,-0.112179064799
ACH-000168,0.024598268246299997
ACH-000169,-0.19378303728399998
ACH-000178,0.0357285617382
ACH-000182,-0.17479661381900002
ACH-000183,-0.17844499919799997
ACH-000188,-0.246394263697
ACH-000189,-0.337493329374
ACH-000190,-0.19172239224800003
ACH-000198,-0.19174326220600002
ACH-000204,-0.560900496751
ACH-000206,-0.20672078599
ACH-000207,0.04369018456399999
ACH-000211,-0.09463580517239999
ACH-000215,-0.17474179666099998
ACH-000221,-0.13766567285599998
ACH-000222,-0.123945474242
ACH-000223,-0.0876247117646
ACH-000226,-0.12236177600199999
ACH-000227,-0.0502365351229
ACH-000228,-0.188661339865
ACH-000231,-0.0512407136989
ACH-000232,-0.23657473253699998
ACH-000233,-0.211021622143
ACH-000234,0.0625881732946
ACH-000235,-0.24176460582400003
ACH-000237,-0.19591268805700002
ACH-000238,-0.142237892854
ACH-000243,-0.134190463332
ACH-000244,-0.0110909539456
ACH-000246,-0.123664370875
ACH-000248,-0.30851962687600004
ACH-000250,-0.267604110704
ACH-000251,-0.065495801073
ACH-000253,-0.11264302771299999
ACH-000255,-0.17525002100099998
ACH-000256,-0.345421350932
ACH-000257,-0.261153758519
ACH-000258,-0.18666639534200002
ACH-000259,-0.18764815305100002
ACH-000260,0.0243126229318
ACH-000261,-0.264850652299
ACH-000262,-0.120729180997
ACH-000263,0.0128470801551
ACH-000264,-0.190254082633
ACH-000265,-0.0337975792552
ACH-000266,-0.14366227234
ACH-000272,-0.22047302992400003
ACH-000273,-0.234970625071
ACH-000274,-0.0027962818553099998
ACH-000277,-0.305406410132
ACH-000278,-0.07051126778660001
ACH-000279,-0.159809336224
ACH-000280,-0.11867526235300001
ACH-000281,-0.006523217153
ACH-000288,-0.2612273132
ACH-000291,-0.0323933144809
ACH-000293,-0.132489047773
ACH-000294,-0.257724584942
ACH-000295,0.04589238997830001
ACH-000296,-0.340126524919
ACH-000302,-0.222746594397
ACH-000304,-0.17581293013500002
ACH-000307,-0.18463918160999998
ACH-000308,-0.157472808416
ACH-000310,-0.117224915875
ACH-000311,-0.258839065644
ACH-000312,-0.152386476425
ACH-000315,0.023873603774599995
ACH-000316,-0.14877325889499998
ACH-000317,-0.10403364464199999
ACH-000318,-0.33534328195199997
ACH-000319,-0.330279725729
ACH-000320,-0.12476816678500001
ACH-000322,0.030500419739
ACH-000323,-0.152307419683
ACH-000324,-0.145931062962
ACH-000329,-0.213310565364
ACH-000330,-0.0669313926545
ACH-000331,-0.183143014133
ACH-000332,-0.193494232055
ACH-000334,-0.0342372658476
ACH-000335,-0.36696807404700005
ACH-000336,0.125520027426
ACH-000337,-0.08048836316310001
ACH-000339,-0.127627153591
ACH-000341,-0.262169339987
ACH-000348,-0.218772678981
ACH-000350,-0.460044857807
ACH-000352,-0.154075194041
ACH-000356,-0.420273958672
ACH-000361,-0.11621972310499999
ACH-000362,-0.27569961943000004
ACH-000363,-0.224017278736
ACH-000364,-0.100589688065
ACH-000365,-0.165818266561
ACH-000366,-0.30103635425299996
ACH-000368,-0.171059747269
ACH-000374,-0.21082466068599998
ACH-000375,-0.446678066087
ACH-000376,-0.1090848673
ACH-000381,-0.09891782063819998
ACH-000383,-0.171974941988
ACH-000387,-0.302018711325
ACH-000389,-0.012283444868100001
ACH-000390,-0.464073842965
ACH-000393,-0.33131405807
ACH-000395,0.024098805522500003
ACH-000397,-0.139448146421
ACH-000401,-0.315261906122
ACH-000402,-0.6053634625509999
ACH-000403,-0.20245306906899999
ACH-000404,-0.297319801447
ACH-000406,-0.141645749921
ACH-000407,-0.1343995258
ACH-000408,0.012586207142900001
ACH-000410,-0.22762743168000002
ACH-000411,-0.152432881348
ACH-000414,-0.0263294669489
ACH-000415,-0.222112977746
ACH-000416,-0.19214478559700002
ACH-000420,0.0185279568198
ACH-000421,-0.169265556008
ACH-000424,-0.35395521672700003
ACH-000425,-0.15447833269300001
ACH-000426,-0.324670262657
ACH-000427,0.0384890645826
ACH-000433,-0.160407877283
ACH-000436,-0.43462241852899997
ACH-000444,-0.32849491941
ACH-000445,-0.122483037033
ACH-000448,-0.200331666284
ACH-000450,-0.39187682904
ACH-000452,-0.215913311352
ACH-000454,-0.09756344783669998
ACH-000458,-0.172793333062
ACH-000459,0.0702865362957
ACH-000460,-0.08285682438019999
ACH-000461,-0.0774649783698
ACH-000463,-0.457129072137
ACH-000464,-0.283519527657
ACH-000466,-0.125354551907
ACH-000467,-0.17489438391399997
ACH-000468,-0.112769465784
ACH-000469,-0.105573552882
ACH-000470,-0.227404285975
ACH-000471,-0.149413742591
ACH-000472,-0.146350637496
ACH-000473,-0.26560097808899996
ACH-000475,-0.189598804245
ACH-000476,-0.346891384576
ACH-000477,-0.275106700601
ACH-000480,-0.12118921617
ACH-000481,-0.29572697412500004
ACH-000483,-0.0559432571749
ACH-000484,-0.111904602707
ACH-000485,-0.15506200487
ACH-000486,-0.0544538945223
ACH-000487,-0.12161709125600001
ACH-000488,-0.127762973779
ACH-000490,-0.26027100105
ACH-000491,-0.168745689984
ACH-000495,-0.42167322208999997
ACH-000496,-0.11619817167400001
ACH-000499,-0.21042402747699998
ACH-000500,-0.202841204756
ACH-000502,-0.208357432912
ACH-000503,-0.37624604089900004
ACH-000505,-0.29228745347199997
ACH-000507,-0.251716861922
ACH-000510,-0.34614443084299995
ACH-000511,-0.0649250701041
ACH-000512,0.16959324792999997
ACH-000516,-0.127252006893
ACH-000517,-0.08180613029339999
ACH-000518,-0.27567742101
ACH-000520,-0.0842956954325
ACH-000521,-0.0931371972205
ACH-000522,-0.14856555056
ACH-000524,0.00636122288376
ACH-000527,-0.11241819672900001
ACH-000528,-0.0990927147616
ACH-000537,-0.0752587533891
ACH-000541,-0.20524664563900002
ACH-000542,-0.241002761294
ACH-000544,-0.15991052575099998
ACH-000545,-0.34578018179700004
ACH-000547,-0.368766746065
ACH-000548,-0.342263138777
ACH-000549,-0.224839849826
ACH-000550,-0.0972395991698
ACH-000552,-0.243184032995
ACH-000556,-0.454297013144
ACH-000557,-0.218602057726
ACH-000570,-0.164736886106
ACH-000571,-0.392533592015
ACH-000573,-0.0895039148202
ACH-000576,-0.24919638990600002
ACH-000580,-0.348404622165
ACH-000584,-0.22806976096700002
ACH-000585,-0.173275927799
ACH-000588,-0.210925047804
ACH-000589,-0.14220212121099998
ACH-000591,-0.019981724457900002
ACH-000593,-0.25106433568500003
ACH-000600,-0.300532644181
ACH-000601,-0.16913627276999998
ACH-000604,-0.465935085162
ACH-000605,-0.243438614632
ACH-000606,-0.172101725418
ACH-000608,-0.0861351278864
ACH-000614,-0.229499126142
ACH-000616,-0.0571675104364
ACH-000618,-0.08844397812039999
ACH-000619,-0.19094131149500002
ACH-000620,-0.162529488382
ACH-000621,-0.11767546338099999
ACH-000622,-0.10775893675300001
ACH-000623,-0.0419124744554
ACH-000624,-0.11543682101
ACH-000627,-0.11436859137800001
ACH-000630,-0.0915106860753
ACH-000632,-0.07375285652110002
ACH-000633,-0.240712770862
ACH-000637,-0.18635529653900001
ACH-000638,-0.258221572458
ACH-000646,-0.20213139697299998
ACH-000647,-0.311169156464
ACH-000648,-0.204354959868
ACH-000649,-0.0300126052078
ACH-000651,-0.170461311186
ACH-000652,-0.0795944267737
ACH-000653,-0.130636608765
ACH-000657,-0.152150419116
ACH-000658,-0.17683594192000002
ACH-000661,-0.168541538922
ACH-000662,0.18208655345199998
ACH-000663,-0.10568279350700001
ACH-000665,-0.118738931984
ACH-000671,-0.166318355194
ACH-000673,-0.132409582006
ACH-000676,-0.21372581142900002
ACH-000677,-0.0582448082247
ACH-000681,0.037780242063699995
ACH-000682,-0.39719200656099996
ACH-000683,-0.524576613449
ACH-000684,-0.273723356276
ACH-000688,-0.231079996622
ACH-000693,-0.23922266059
ACH-000694,-0.11120639114
ACH-000695,-0.319599690538
ACH-000696,-0.143616551874
ACH-000697,-0.0999598751374
ACH-000699,0.0161600272484
ACH-000701,-0.11470234470799999
ACH-000706,-0.254272152293
ACH-000711,-0.134236828156
ACH-000713,-0.253543584292
ACH-000714,-0.124564501907
ACH-000718,-0.140571703188
ACH-000720,-0.0195518933902
ACH-000721,-0.22060286401999998
ACH-000724,-0.281207529964
ACH-000725,-0.215056131818
ACH-000732,-0.20406808905
ACH-000734,-0.144942761519
ACH-000735,-0.23518637182799998
ACH-000736,-0.43755859766599997
ACH-000738,-0.166300495767
ACH-000746,-0.13864095411
ACH-000747,-0.16373810762
ACH-000748,-0.0741620420912
ACH-000753,-0.28797354923
ACH-000756,-0.08966469980830001
ACH-000757,-0.498607290984
ACH-000758,-0.253688222631
ACH-000760,-0.208702166587
ACH-000763,-0.23540514795899997
ACH-000764,-0.49027004233000004
ACH-000765,-0.23262549263799998
ACH-000766,-0.18468655406
ACH-000767,-0.311980753732
ACH-000768,-0.0917652668295
ACH-000769,-0.15037381115499998
ACH-000770,-0.131443993731
ACH-000771,-0.0490801021865
ACH-000773,-0.0711245268689
ACH-000776,0.0452185987258
ACH-000777,-0.0520145387985
ACH-000778,-0.17094075120299998
ACH-000781,-0.22261141420699998
ACH-000782,-0.18265259728
ACH-000783,-0.170786201659
ACH-000784,-0.170457509898
ACH-000785,-0.30678270128
ACH-000787,-0.13140775719699999
ACH-000788,-0.20416998683600002
ACH-000791,-0.326292262342
ACH-000792,-0.14565008022700002
ACH-000794,-0.11438085404000001
ACH-000796,-0.0806673518794
ACH-000799,0.181857921707
ACH-000800,-0.44510043399800003
ACH-000802,-0.24010837614100003
ACH-000804,-0.167463892192
ACH-000805,-0.21548567505600003
ACH-000809,-0.198392522524
ACH-000810,-0.48533101972599996
ACH-000811,-0.192925833451
ACH-000817,-0.0490967865459
ACH-000819,-0.31965211478100003
ACH-000820,-0.0128686667948
ACH-000821,-0.029586381723299998
ACH-000822,-0.284232259602
ACH-000823,-0.0367434418385
ACH-000824,-0.292850892649
ACH-000827,-0.24929897224
ACH-000829,-0.0800742073245
ACH-000831,-0.07062200058029999
ACH-000832,-0.25405172613000004
ACH-000833,-0.304069150856
ACH-000834,-0.155966052955
ACH-000835,-0.19686508555399998
ACH-000836,-0.170823340336
ACH-000837,-0.11397211929199999
ACH-000838,-0.36241925003799996
ACH-000839,-0.21964025371100002
ACH-000840,-0.251558680241
ACH-000841,-0.224144559669
ACH-000843,-0.117193315953
ACH-000846,-0.40893648024499996
ACH-000847,-0.0536323155479
ACH-000848,-0.26085765273899997
ACH-000849,-0.027200686029
ACH-000851,-0.0181073563788
ACH-000855,-0.122618132435
ACH-000856,-0.294663476208
ACH-000858,-0.402074717438
ACH-000859,-0.207760545115
ACH-000861,-0.22630260120999998
ACH-000862,-0.300647741746
ACH-000865,-0.14340070785599998
ACH-000866,-0.0951128663119
ACH-000867,-0.153459779799
ACH-000869,-0.342913450713
ACH-000872,-0.154526209209
ACH-000873,-0.0241669200753
ACH-000876,-0.28669529753
ACH-000878,0.06976275564180001
ACH-000880,-0.163870889471
ACH-000881,-0.159015841314
ACH-000882,-0.21877142917300002
ACH-000884,-0.154584976608
ACH-000885,-0.106708506329
ACH-000887,-0.198130938822
ACH-000888,-0.277503017705
ACH-000889,-0.3236481137
ACH-000890,-0.09018512923949999
ACH-000896,-0.25124761666900003
ACH-000898,-0.151942626268
ACH-000900,-0.201461906552
ACH-000901,-0.201661737183
ACH-000905,-0.333406350168
ACH-000906,-0.05272867567390001
ACH-000907,0.0248165436112
ACH-000910,-0.138309413606
ACH-000911,-0.127411350506
ACH-000912,-0.319775407723
ACH-000913,-0.254707071078
ACH-000915,-0.040119473401
ACH-000916,-0.298363497504
ACH-000917,-0.21635787967599998
ACH-000921,-0.06696736636839999
ACH-000924,-0.200135516349
ACH-000926,-0.09649330452289999
ACH-000928,-0.10976597967
ACH-000929,-0.20712887870700003
ACH-000932,0.043560831666
ACH-000935,-0.109222102178
ACH-000936,-0.215492378279
ACH-000937,-0.148176126263
ACH-000938,-0.337554039559
ACH-000939,-0.276220877772
ACH-000941,-0.173345908809
ACH-000943,-0.210381057091
ACH-000946,-0.129323857641
ACH-000947,-0.256197965384
ACH-000948,-0.390032820321
ACH-000950,-0.153673361162
ACH-000953,-0.237568817154
ACH-000957,-0.297635607952
ACH-000958,-0.34532886052
ACH-000960,-0.174438518093
ACH-000963,-0.22470375624400002
ACH-000968,-0.07067375711189999
ACH-000969,-0.15395829275800002
ACH-000973,-0.0883855520087
ACH-000974,-0.209765924558
ACH-000975,-0.20866474533399998
ACH-000976,-0.16859003210499998
ACH-000978,-0.36988514071199996
ACH-000980,-0.23320661054000003
ACH-000984,-0.266958968135
ACH-000986,-0.309605480057
ACH-000988,-0.29275345172600004
ACH-000993,-0.218437614674
ACH-000994,-0.25125598500199997
ACH-000996,-0.114546149109
ACH-001001,-0.256834694078
ACH-001020,-0.23743822960799998
ACH-001028,-0.26620916710000003
ACH-001031,-0.158290500842
ACH-001038,-0.19039905507899998
ACH-001048,-0.255761319807
ACH-001050,-0.106944916204
ACH-001053,-0.322369968977
ACH-001054,-0.276080794295
ACH-001061,-0.0813965099978
ACH-001067,-0.284911644925
ACH-001075,-0.235546092781
ACH-001096,-0.40849093349
ACH-001128,-0.27856969633699996
ACH-001134,0.0130193942811
ACH-001151,-0.20499386894299998
ACH-001163,-0.255597843029
ACH-001164,0.188474065206
ACH-001173,-0.10353296268100001
ACH-001183,-0.0479690119669
ACH-001184,-0.07548329008839999
ACH-001190,-0.150489438824
ACH-001192,-0.278355172919
ACH-001193,-0.37337028981
ACH-001196,-0.184141524114
ACH-001197,-0.279208167167
ACH-001205,-0.106389616579
ACH-001211,-0.338678129499
ACH-001212,-0.368510965137
ACH-001228,-0.236081836763
ACH-001232,-0.144318629945
ACH-001239,-0.18694573380399998
ACH-001274,-0.169663159851
ACH-001275,-0.057062866975300004
ACH-001277,0.06904952781910001
ACH-001278,0.0938987688442
ACH-001280,-0.267925137754
ACH-001283,-0.23786036367
ACH-001289,-0.149543722884
ACH-001295,-0.23529585690299998
ACH-001300,-0.0927899768309
ACH-001301,0.16581153334899998
ACH-001302,-0.147510140361
ACH-001303,-0.09029436816519999
ACH-001306,-0.175520332678
ACH-001318,-0.27445110425999997
ACH-001322,-0.133288761714
ACH-001328,-0.29430078055500003
ACH-001332,-0.07364639164560001
ACH-001333,-0.27890321609700003
ACH-001336,-0.118163936653
ACH-001340,-0.21588499579599998
ACH-001346,-0.126438871522
ACH-001353,-0.267382588987
ACH-001354,-0.30323060764299997
ACH-001367,0.269295565181
ACH-001368,-0.145912352223
ACH-001374,-0.0893264081601
ACH-001375,-0.168252488471
ACH-001377,-0.19601454835
ACH-001380,-0.1909702859
ACH-001391,-0.083126758221
ACH-001407,-0.0759168356444
ACH-001408,-0.23180666939300001
ACH-001413,-0.051768784078800006
ACH-001430,-0.149047555044
ACH-001431,-0.157520088439
ACH-001450,-0.27097409502500003
ACH-001496,-0.233218991308
ACH-001500,-0.285203965382
ACH-001521,-0.332141123832
ACH-001523,-0.0906334628016
ACH-001532,-0.13554103086
ACH-001536,-0.308203698135
ACH-001550,-0.0224547319427
ACH-001552,-0.26095301728799997
ACH-001554,-0.130582760776
ACH-001645,-0.133546921371
ACH-001654,-0.16374694124800002
ACH-001715,-0.194445965909
ACH-001735,-0.161938839247
ACH-001736,-0.123847835875
ACH-001737,-0.083162804172
ACH-001740,-0.167252591054
ACH-001745,-0.141391031655
ACH-001750,-0.217726938515
ACH-001765,-0.114012075252
ACH-001956,-0.296408005765
ACH-001957,-0.373599220425
