,OR5AR1 (219493)
ACH-000004,0.314037103866
ACH-000007,-0.104793293677
ACH-000009,0.113140605011
ACH-000011,-0.043115828346300004
ACH-000012,0.10617387926300001
ACH-000013,0.07142465925439999
ACH-000014,0.0333252331924
ACH-000015,-0.028783987527
ACH-000017,-0.128675844437
ACH-000018,0.0913622426056
ACH-000019,0.024940902828900005
ACH-000021,0.0104847877746
ACH-000022,0.146792656986
ACH-000025,0.011837872242000001
ACH-000028,-0.233778815159
ACH-000030,-7.11798312454e-05
ACH-000035,-0.025029842601099996
ACH-000036,0.129213152305
ACH-000037,0.0938282550131
ACH-000039,-0.03483538630019999
ACH-000040,0.0426311817038
ACH-000041,0.256473629761
ACH-000042,-0.028194907638699997
ACH-000045,0.23627314193799998
ACH-000047,0.125495246389
ACH-000052,0.012858594318799998
ACH-000053,0.126901684562
ACH-000054,-0.0208274831572
ACH-000055,0.0571874733019
ACH-000060,0.0361928105549
ACH-000067,0.0980388739801
ACH-000070,-0.008558410830289999
ACH-000075,-0.24716323526999998
ACH-000078,0.0935315298267
ACH-000082,0.0436166123218
ACH-000085,0.0106782907534
ACH-000086,-0.09058386794839998
ACH-000087,-0.201911979854
ACH-000092,-0.024993776860099997
ACH-000095,-0.0469912221882
ACH-000097,-0.10654938362500001
ACH-000098,0.10985257963600001
ACH-000099,-0.000654902671521
ACH-000108,-0.07160612605410001
ACH-000113,0.0347145620438
ACH-000115,-0.0240269368671
ACH-000116,-0.0650709738064
ACH-000118,-0.202632447275
ACH-000120,0.037905441686699994
ACH-000123,-0.0920420307535
ACH-000127,0.0008300556060739999
ACH-000128,0.237858082564
ACH-000132,-0.08885595492689999
ACH-000133,-0.11650842092399999
ACH-000137,-0.0357497033372
ACH-000138,-0.0615076627643
ACH-000142,-0.0487562040225
ACH-000143,0.165006209126
ACH-000146,0.039368212788400005
ACH-000148,-0.12869244435799998
ACH-000150,0.0923859297525
ACH-000152,-0.0431283756739
ACH-000153,-0.09124808132210001
ACH-000159,0.08973638516270001
ACH-000160,-0.017401087888799998
ACH-000163,0.0488341721648
ACH-000167,-0.010305445937899999
ACH-000168,0.22825011782699997
ACH-000169,-0.015924371559399998
ACH-000178,0.0265945959796
ACH-000182,0.0427290834123
ACH-000183,0.07778539766810001
ACH-000188,-0.280691823775
ACH-000189,-0.08882910396289999
ACH-000190,-0.0231108807302
ACH-000198,0.06922161432469999
ACH-000204,-0.143816075851
ACH-000206,-0.0690610079428
ACH-000207,0.06040673476
ACH-000211,-0.101849307359
ACH-000215,-0.16126773946200001
ACH-000221,-0.057775125901100004
ACH-000222,0.08468986191880001
ACH-000223,0.00825305633725
ACH-000226,0.111928038289
ACH-000227,-0.00221768366694
ACH-000228,-0.138285903508
ACH-000231,-0.029730415117900005
ACH-000232,0.00179359505171
ACH-000233,0.00547752451362
ACH-000234,0.010626062468999999
ACH-000235,-0.0785957486675
ACH-000237,0.0019536309945
ACH-000238,0.0550972268176
ACH-000243,-0.0314092092916
ACH-000244,-0.170140676998
ACH-000246,-0.151590269408
ACH-000248,0.00228623524096
ACH-000250,0.038012614116500004
ACH-000251,-0.0857184410045
ACH-000253,0.00607377163422
ACH-000255,0.10827102887399999
ACH-000256,-0.0191798384236
ACH-000257,0.0788273258295
ACH-000258,0.0990552497922
ACH-000259,0.0289698652446
ACH-000260,-0.0273030496134
ACH-000261,-0.0604673505327
ACH-000262,-0.181158107452
ACH-000263,0.248476896048
ACH-000264,0.10825467198899999
ACH-000265,-0.03864315468019999
ACH-000266,-0.0141640961657
ACH-000272,0.0124737808806
ACH-000273,-0.138293728589
ACH-000274,0.142856954252
ACH-000277,-0.0840993216496
ACH-000278,0.153377461743
ACH-000279,0.11978938271600001
ACH-000280,0.21031784702599998
ACH-000281,-0.00956798027698
ACH-000288,-0.005452595285949999
ACH-000291,0.021717117371999998
ACH-000293,-0.199768099237
ACH-000294,-0.030416725592
ACH-000295,0.041530194496400004
ACH-000296,0.193525820809
ACH-000302,0.0381346473674
ACH-000304,-0.033479962421
ACH-000307,-0.11668147342900001
ACH-000308,-0.07227537889110001
ACH-000310,0.0247078009265
ACH-000311,-0.0026957106387199997
ACH-000312,0.08743840629039999
ACH-000315,-0.0182398718005
ACH-000316,0.0490974273573
ACH-000317,0.0596341302927
ACH-000318,-0.133526535324
ACH-000319,0.0149142230094
ACH-000320,0.0283447133667
ACH-000322,-0.00690871967037
ACH-000323,0.0112883634659
ACH-000324,0.0783130487352
ACH-000329,0.138385887379
ACH-000330,-0.05203258670369999
ACH-000331,-0.132880506212
ACH-000332,-0.03650810527330001
ACH-000334,-0.0340080617534
ACH-000335,-0.22290494181200002
ACH-000336,-0.06536866115369999
ACH-000337,-0.0012733059843299999
ACH-000339,-0.0160216385241
ACH-000341,-0.07463152666619999
ACH-000348,-0.0035336473807100004
ACH-000350,0.23437064296500001
ACH-000352,-0.0731603589435
ACH-000356,-0.224031995268
ACH-000361,-0.0901093357494
ACH-000362,0.113909589176
ACH-000363,0.0501799086948
ACH-000364,-0.07601883230419999
ACH-000365,0.0569654611192
ACH-000366,0.00040308761522099996
ACH-000368,0.15199305647800002
ACH-000374,0.0716651486662
ACH-000375,-0.10862703316099999
ACH-000376,-0.159165464532
ACH-000381,-0.180536997565
ACH-000383,-0.07804554352819999
ACH-000387,0.0999698537256
ACH-000389,0.0118120062821
ACH-000390,0.11542770889699999
ACH-000393,0.0102472116404
ACH-000395,0.120707790986
ACH-000397,0.0216537428897
ACH-000401,-0.2509372054
ACH-000402,0.0423605046744
ACH-000403,0.09875291874939998
ACH-000404,0.0385480492526
ACH-000406,0.0932708449653
ACH-000407,-0.067384571541
ACH-000408,-0.024156157636599996
ACH-000410,-0.05282968733519999
ACH-000411,-0.201028394519
ACH-000414,-0.00682602861469
ACH-000415,0.0123126978325
ACH-000416,0.08396686960750001
ACH-000420,-0.007926278446659999
ACH-000421,0.020934301327
ACH-000424,-0.116917230693
ACH-000425,0.0121319344956
ACH-000426,0.272602281386
ACH-000427,0.17026824114999997
ACH-000433,0.116000587301
ACH-000436,-0.0268991859534
ACH-000444,0.24770680526500002
ACH-000445,0.25996262406
ACH-000448,0.0329129129548
ACH-000450,-0.020092066989200002
ACH-000452,0.023191745855400004
ACH-000454,-0.0702728303493
ACH-000458,0.014249600608700001
ACH-000459,0.040397764850599996
ACH-000460,-0.0791510045638
ACH-000461,-0.186192479868
ACH-000463,-0.188738930319
ACH-000464,-0.191500463426
ACH-000466,-0.0053782740883100005
ACH-000467,0.0938598347755
ACH-000468,-0.0450661724926
ACH-000469,0.021132294995499998
ACH-000470,0.0463992381328
ACH-000471,0.0722344570542
ACH-000472,0.048060424387
ACH-000473,-0.020922728854099997
ACH-000475,0.0184824425998
ACH-000476,-0.049639935853099997
ACH-000477,-0.0532523688507
ACH-000480,-0.0822818741328
ACH-000481,-0.14608804718
ACH-000483,-0.0543863710224
ACH-000484,-0.10371689033399999
ACH-000485,-0.166612542235
ACH-000486,-0.036699501591199994
ACH-000487,0.046767426478500004
ACH-000488,0.058221290850999995
ACH-000490,-0.0440017789096
