,ZSWIM6 (57688)
ACH-000004,-0.074385434178
ACH-000007,-0.0690475740671
ACH-000009,0.245678522522
ACH-000011,-0.07425904025119999
ACH-000012,0.14356791486099998
ACH-000013,-0.17944744433200002
ACH-000014,0.031123165744099998
ACH-000015,-0.09314559143500001
ACH-000017,0.0441107095729
ACH-000018,-0.0532161537152
ACH-000019,0.382400998497
ACH-000021,0.208033956815
ACH-000022,-0.023440549191200002
ACH-000025,0.10618384286699999
ACH-000028,0.0759142982795
ACH-000030,0.0726602367874
ACH-000035,0.33339596610800004
ACH-000036,0.17546350208500003
ACH-000037,0.0621076444425
ACH-000039,-0.194810658391
ACH-000040,0.213656954197
ACH-000041,-0.30312258499600003
ACH-000042,0.149439115898
ACH-000045,-0.154002657564
ACH-000047,-0.011033597594899998
ACH-000052,-0.331768666599
ACH-000053,-0.124440467941
ACH-000054,0.0239486548226
ACH-000055,-0.00309266500514
ACH-000060,0.201393534933
ACH-000067,0.141595583131
ACH-000070,-0.270496004555
ACH-000075,-0.045996255325
ACH-000078,-0.0021711167099
ACH-000082,-0.012731595268700002
ACH-000085,0.0728755615884
ACH-000086,0.13443123918299998
ACH-000087,0.00346169001502
ACH-000092,0.266454762987
ACH-000095,-0.0764389372514
ACH-000097,0.100816840893
ACH-000098,-0.120400532388
ACH-000099,0.135906554752
ACH-000108,0.191607444476
ACH-000113,-0.042085750100099996
ACH-000115,0.376381032612
ACH-000116,-0.013571405007799998
ACH-000118,0.0975806262788
ACH-000120,0.0164736246601
ACH-000123,-0.0405626222132
ACH-000127,-0.0567337962103
ACH-000128,-0.240550727449
ACH-000132,0.16663339230000002
ACH-000133,0.16632517139
ACH-000137,0.04951379865569999
ACH-000138,0.375273177345
ACH-000142,0.23165892570399998
ACH-000143,-0.206660142377
ACH-000146,-0.0207560352882
ACH-000148,0.216324701605
ACH-000150,-0.154030640404
ACH-000152,0.125026904519
ACH-000153,0.341384343666
ACH-000159,-0.11095350873099999
ACH-000160,0.0534139608062
ACH-000163,-0.247075252804
ACH-000167,0.20575168494000004
ACH-000168,0.108025900175
ACH-000169,-0.11824495987400001
ACH-000178,0.0946784600884
ACH-000182,-0.0743134045567
