,GCLC (2729)
ACH-000004,-0.124616027745
ACH-000007,0.0730472943971
ACH-000009,0.036844851578699996
ACH-000011,0.260145847807
ACH-000012,0.0824004343429
ACH-000013,0.06060067692969999
ACH-000014,0.0874478707515
ACH-000015,0.056616729857
ACH-000017,-0.47103860058700003
ACH-000018,-0.10987492376800001
ACH-000019,0.215247166215
ACH-000021,-0.18720501071600001
ACH-000022,0.373968958845
ACH-000025,0.0877882691029
ACH-000028,-0.42158787298699996
ACH-000030,-0.0822860273693
ACH-000035,-0.18546755670499998
ACH-000036,-0.12290978188200001
ACH-000037,0.07007751665560001
ACH-000039,-0.021467719112200002
ACH-000040,0.0808322310403
ACH-000041,0.173482782486
ACH-000042,-0.016186398726700003
ACH-000045,-0.531865185131
ACH-000047,-0.39840816745700003
ACH-000052,0.138627139407
ACH-000053,-0.403346247324
ACH-000054,0.09832416505149999
ACH-000055,0.23834807610199998
ACH-000060,0.041500956948
ACH-000067,-0.0153180816289
ACH-000070,-0.648131355719
ACH-000075,-0.303938354498
ACH-000078,0.0030925207252099998
ACH-000082,0.0036139999702900004
ACH-000085,0.05988732269830001
ACH-000086,0.118796427581
ACH-000087,0.271083999985
ACH-000092,0.0035813609749299996
ACH-000095,0.144437287139
ACH-000097,0.04048048532719999
ACH-000098,-0.07797829183619999
ACH-000099,0.204357118318
ACH-000108,0.0403229225864
ACH-000113,-0.333650793583
ACH-000115,0.07072258550039999
ACH-000116,-0.061149258276699994
ACH-000118,0.0942762830973
ACH-000120,-0.020039130738
ACH-000123,0.192960111904
ACH-000127,-0.0478007295046
ACH-000128,-0.0871990727055
ACH-000132,0.181322129569
ACH-000133,-0.0780654418239
ACH-000137,0.061586198520999995
ACH-000138,0.148029771316
ACH-000142,0.161297006634
ACH-000143,0.08657087877
ACH-000146,-0.44657740188999995
ACH-000148,0.13366325854
ACH-000150,0.274747009427
ACH-000152,0.125959726368
ACH-000153,-0.236306716449
ACH-000159,-0.161746335211
ACH-000160,0.0211169674631
ACH-000163,0.0261901657982
ACH-000167,0.20919739017
ACH-000168,-0.326198860785
ACH-000169,0.246461152337
ACH-000178,0.21214158675
ACH-000182,0.227509136785
ACH-000183,-0.38996852438199997
ACH-000188,0.0809235959304
ACH-000189,-0.252858200626
ACH-000190,-0.00119757497893
ACH-000198,-0.424547283912
ACH-000204,-0.489146156588
ACH-000206,-0.056001676283099995
ACH-000207,-0.36533374039399996
ACH-000211,0.010409898978000001
ACH-000215,0.100772021783
ACH-000221,0.162146529839
ACH-000222,0.0840015927064
ACH-000223,0.017281541818
ACH-000226,-0.576059085928
ACH-000227,0.235434970914
ACH-000228,-0.263839457969
ACH-000231,-0.0136794316031
ACH-000232,0.30836163549400003
ACH-000233,-0.525260541798
ACH-000234,0.39126265808899996
ACH-000235,-0.0502217350069
ACH-000237,0.16098696825
ACH-000238,-0.152760998678
ACH-000243,0.0479291716704
ACH-000244,-0.00402267997108
ACH-000246,0.127638585775
ACH-000248,-0.159370028729
ACH-000250,0.159804947899
ACH-000251,-0.172290178547
ACH-000253,0.24248348056999997
ACH-000255,0.0730048990487
ACH-000256,-0.039516472217
ACH-000257,-0.150819015907
ACH-000258,-0.134728745088
ACH-000259,0.167019534443
ACH-000260,0.0866036930286
ACH-000261,0.11665034912200001
ACH-000262,0.185286569291
ACH-000263,-0.204078741068
ACH-000264,-0.141708411414
ACH-000265,0.049795504296699995
ACH-000266,0.00381836632074
ACH-000272,-0.150596323109
ACH-000273,-0.035158779641999996
ACH-000274,0.0637036250949
ACH-000277,-0.262805507173
ACH-000278,0.0201486337619
ACH-000279,-0.127907404771
ACH-000280,0.0664883087833
ACH-000281,-0.17881278258000002
ACH-000288,0.10624898428200001
ACH-000291,0.21352331860399998
ACH-000293,0.0264857246847
ACH-000294,-0.309533833114
ACH-000295,-0.047247113661699994
ACH-000296,0.166953846356
ACH-000302,0.0129718116154
ACH-000304,0.11168919832999999
ACH-000307,-0.0755509297579
ACH-000308,0.0982002342195
ACH-000310,0.174081257632
ACH-000311,0.04407983202600001
ACH-000312,0.15571295450300002
ACH-000315,-0.63694883271
ACH-000316,2.68947231581e-05
ACH-000317,-0.16069459007200002
ACH-000318,-0.04470459873240001
ACH-000319,0.0330942679138
ACH-000320,-0.0222758019481
ACH-000322,-0.0319790613264
ACH-000323,0.10611730646800001
ACH-000324,0.146313990645
ACH-000329,-0.043360679173999994
ACH-000330,-0.508773862148
ACH-000331,0.159386297337
ACH-000332,0.14856152391
