,MADCAM1 (8174)
ACH-000004,-0.010121734549999999
ACH-000007,-0.19933406699200001
ACH-000009,-0.09768960890419999
ACH-000011,0.031205338171099998
ACH-000012,-0.00877885331956
ACH-000013,-0.020399049452400002
ACH-000014,-0.128684930831
ACH-000015,-0.143486126704
ACH-000017,-0.34960468738899997
ACH-000018,-0.05796281832169999
ACH-000019,0.100922899638
ACH-000021,0.103556818452
ACH-000022,-0.28439726517499997
ACH-000025,-0.204457543606
ACH-000028,-0.0603534770686
ACH-000030,-0.0593842487816
ACH-000035,-0.09221925716280001
ACH-000036,0.0662799853034
ACH-000037,-0.11690256530899999
ACH-000039,-0.0537180968298
ACH-000040,-0.17026425244500001
ACH-000041,0.152524138056
ACH-000042,0.0152977232668
ACH-000045,-0.227697224197
ACH-000047,-0.209959631744
ACH-000052,-0.154878445763
ACH-000053,0.050724944578
ACH-000054,-0.019652051446
ACH-000055,-0.0649873136
ACH-000060,-0.149213105786
ACH-000067,0.108796107932
ACH-000070,-0.268022707847
ACH-000075,-0.301755542946
ACH-000078,-0.059388607559199995
ACH-000082,0.039792670440599996
ACH-000085,-0.225295735473
ACH-000086,-0.05322989254840001
ACH-000087,0.00133900191295
ACH-000092,-0.10830416356599999
ACH-000095,-0.07240096856
ACH-000097,-0.192219697262
ACH-000098,-0.144225570681
ACH-000099,-0.0695977689073
ACH-000108,-0.0206122293079
ACH-000113,-0.0389405005415
ACH-000115,-0.5695746345570001
ACH-000116,-0.16682805654000002
ACH-000118,0.0458601750192
ACH-000120,-0.0389307660248
ACH-000123,-0.143717974943
ACH-000127,-0.11408369134299999
ACH-000128,-0.13047002217700002
ACH-000132,-0.232215485607
ACH-000133,0.0797302745887
ACH-000137,-0.202109738173
ACH-000138,-0.0831384410579
ACH-000142,-0.374075599102
ACH-000143,0.0885913298662
ACH-000146,0.019842367501599997
ACH-000148,-0.023139277091799998
ACH-000150,-0.152628714905
ACH-000152,0.109624277198
ACH-000153,-0.37237427117
ACH-000159,-0.206021967454
