,GAB2 (9846)
ACH-000004,-0.264879135845
ACH-000007,-0.5994286775240001
ACH-000009,-0.506169428666
ACH-000011,-0.381927161149
ACH-000012,-0.329441983764
ACH-000013,-0.249049988414
ACH-000014,-0.592933368752
ACH-000015,-0.41035819634099996
ACH-000017,-0.36777851577
ACH-000018,-0.536196801756
ACH-000019,-0.0834935589252
ACH-000021,-0.385965652511
ACH-000022,-0.180924265871
ACH-000025,-0.31950861085099996
ACH-000028,-0.5859183510930001
ACH-000030,-0.250432577869
ACH-000035,-0.269150122952
ACH-000036,-0.346122882406
ACH-000037,-0.492801992929
ACH-000039,-0.301943451821
ACH-000040,-0.242134937725
ACH-000041,-0.39175662727899996
ACH-000042,-0.504836989137
ACH-000045,-0.511918947865
ACH-000047,-0.384079082545
ACH-000052,-0.29541098102200003
ACH-000053,-0.780935898431
ACH-000054,-0.282309026056
ACH-000055,-0.39819415868600005
ACH-000060,-0.37824077717
ACH-000067,-0.342722062811
ACH-000070,0.0844872186321
ACH-000075,0.0300806387635
ACH-000078,-0.572068788663
ACH-000082,-0.529154246031
ACH-000085,-0.284501612852
ACH-000086,-0.281462324098
ACH-000087,-0.176060969925
ACH-000092,-0.397673028925
ACH-000095,-0.367294486913
ACH-000097,-0.44050631948200003
ACH-000098,-0.136983138532
ACH-000099,-0.561220783784
ACH-000108,-0.553479702004
ACH-000113,-0.28422335861
ACH-000115,-0.0422051375488
ACH-000116,-0.416468067485
ACH-000118,-0.38803063607
ACH-000120,-0.503877780947
ACH-000123,-0.400594231914
ACH-000127,-0.471779204753
ACH-000128,-0.330707361323
ACH-000132,-0.712744460176
ACH-000133,-0.35729648134099995
ACH-000137,-0.221988064932
ACH-000138,-0.387308133147
ACH-000142,-0.306538506841
ACH-000143,-0.35203036573
ACH-000146,-0.38171008150200003
ACH-000148,0.0101062968329
ACH-000150,-0.38772623059600003
ACH-000152,-0.253051697863
ACH-000153,-0.330546498661
ACH-000159,-0.35888930431500005
ACH-000160,-0.1355973772
ACH-000163,-0.256326950315
ACH-000167,-0.6137732447500001
ACH-000168,-0.29519346511100003
ACH-000169,-0.292043396555
ACH-000178,-0.5084302308209999
ACH-000182,-0.243766103908
ACH-000183,-0.196019484778
ACH-000188,-0.315869965452
ACH-000189,-0.46491989734300004
ACH-000190,-0.309088758088
ACH-000198,-1.25881072842
ACH-000204,-0.207387698601
ACH-000206,-0.0452519444104
ACH-000207,-0.506801594408
ACH-000211,-0.308782161452
ACH-000215,-0.239871173877
ACH-000221,-0.255259928809
ACH-000222,-0.5460664299469999
ACH-000223,-0.49014944908299996
ACH-000226,-0.641016818246
ACH-000227,-0.279934800175
ACH-000228,-0.7748404437980001
ACH-000231,-0.204025720229
ACH-000232,-0.26149941852200004
ACH-000233,-0.382436869856
ACH-000234,-0.333958821996
ACH-000235,-0.323832689691
ACH-000237,-0.50384759324
ACH-000238,-0.11094241790300001
ACH-000243,-0.273668969358
ACH-000244,-0.5004369738319999
ACH-000246,-0.431374154966
ACH-000248,-0.22212529735300002
ACH-000250,-0.35080597072999997
ACH-000251,-0.159101437142
ACH-000253,-0.307855088971
ACH-000255,-0.32009254837699996
ACH-000256,-0.340872336599
ACH-000257,-0.33945051283699995
ACH-000258,-0.259339496703
ACH-000259,-0.28670962683
ACH-000260,-0.315198098692
ACH-000261,-0.466386543641
ACH-000262,-0.049618473577699995
ACH-000263,-0.175457380422
ACH-000264,-0.479943111527
ACH-000265,-0.242690892274
ACH-000266,-0.41680903531400004
ACH-000272,-0.304865671723
ACH-000273,-0.10984760959300001
ACH-000274,-0.629569437501
ACH-000277,-0.21993199855700002
ACH-000278,-0.43822646332500004
ACH-000279,-0.348257564324
ACH-000280,-0.387669744147
ACH-000281,-0.48162923152099996
ACH-000288,-0.24911746978500002
ACH-000291,-0.26945220473299997
ACH-000293,-0.29021279603300004
ACH-000294,-0.288143482048
ACH-000295,-1.23945266357
ACH-000296,-0.35416384735600004
ACH-000302,-0.529471372475
ACH-000304,-0.11474874219900001
ACH-000307,-0.237029017486
ACH-000308,-0.42689947996699995
ACH-000310,-0.34304143486
ACH-000311,-0.21738201604600002
ACH-000312,-0.567100669357
ACH-000315,-0.224820687311
ACH-000316,-0.534197988191
ACH-000317,-0.348420379498
ACH-000318,-0.27052019395599997
ACH-000319,-0.379116220506
ACH-000320,-0.250349645865
ACH-000322,-0.519443601109
ACH-000323,-0.430181556785
ACH-000324,-0.238730095035
ACH-000329,-0.319193950384
ACH-000330,-0.24398240837699997
ACH-000331,-0.259217669965
ACH-000332,-0.311965860815
ACH-000334,-0.35256916873599997
ACH-000335,-0.288449348919
ACH-000336,-0.7645734455519999
ACH-000337,-0.500552125195
ACH-000339,-0.295440460134
ACH-000341,-0.518232058284
ACH-000348,-0.19448536513
ACH-000350,-0.667970688834
ACH-000352,-0.11479449488299999
ACH-000356,-0.44443612311
ACH-000361,-0.33668679108000005
ACH-000362,-1.2075637643200001
ACH-000363,-0.42821133727
ACH-000364,-0.44551394163999997
ACH-000365,-0.24101470001699998
ACH-000366,-0.5940489579980001
ACH-000368,-0.40989544028700003
ACH-000374,-0.36463122234300005
ACH-000375,-0.20451285503699998
ACH-000376,-0.313798878923
ACH-000381,-0.39168539466200003
ACH-000383,-0.43968130531800004
ACH-000387,-0.176701774287
ACH-000389,-0.0241200908436
ACH-000390,-0.4320350501
ACH-000393,-0.38672391261399996
ACH-000395,-0.290366651496
ACH-000397,-0.5864746655259999
ACH-000401,-0.13717615372199998
ACH-000402,-0.315610694646
ACH-000403,-0.5008829903850001
ACH-000404,0.00167392855181
ACH-000406,-0.384768665686
ACH-000407,-0.42648355674500005
ACH-000408,-0.267926628825
ACH-000410,-0.46344725072400006
ACH-000411,-0.21537494602499999
ACH-000414,-0.260386587416
ACH-000415,-0.387510699915
ACH-000416,-0.318332201668
ACH-000420,-0.48432520571500004
ACH-000421,-0.370105387911
ACH-000424,-0.102025046988
ACH-000425,-0.48417462042900006
ACH-000426,-0.0192092399972
ACH-000427,-0.44139602340000006
ACH-000433,-0.556168031729
ACH-000436,-0.255784541847
ACH-000444,-0.457611220754
ACH-000445,-0.560424025742
ACH-000448,-0.375023305441
ACH-000450,-0.304116590718
ACH-000452,-0.35554650904
ACH-000454,-0.104962655312
ACH-000458,-0.324335547148
ACH-000459,-0.35747766909699996
ACH-000460,-0.336317352898
ACH-000461,-0.245215625726
ACH-000463,-0.33820981471600003
ACH-000464,-0.07297086664699999
ACH-000466,-0.356689900083
ACH-000467,-0.333582639443
ACH-000468,-0.478298825005
ACH-000469,-0.315465443078
ACH-000470,-0.513870073674
ACH-000471,-0.335128690711
ACH-000472,-0.41493712562299995
ACH-000473,-0.283740603658
ACH-000475,-0.190931233935
ACH-000476,-0.425587868584
ACH-000477,-0.37882937170100006
ACH-000480,-0.26678119324099997
ACH-000481,-0.388800372212
ACH-000483,-0.361953512112
ACH-000484,-0.279177670461
ACH-000485,-0.21027750524
ACH-000486,-0.373042631977
ACH-000487,-1.00368246374
ACH-000488,-0.22947488345
ACH-000490,-0.38535510656099997
ACH-000491,-0.208359744516
ACH-000495,-0.461648989456
ACH-000496,-0.158800824463
ACH-000499,-0.26597004062699997
ACH-000500,-0.507236730547
ACH-000502,-0.274234220468
ACH-000503,-0.343378128046
ACH-000505,-0.37346757061499997
ACH-000507,-0.29481883701699996
ACH-000510,-0.306864937031
ACH-000511,-0.306962715904
ACH-000512,-0.499058577285
ACH-000516,-0.21518285946199997
ACH-000517,-0.358170932039
ACH-000518,-0.20464269042599997
ACH-000520,-0.17182740184599998
ACH-000521,-0.23835611986900002
ACH-000522,-0.48158631482600006
ACH-000524,-0.538982675656
ACH-000527,-0.306522292532
ACH-000528,-0.294362739408
ACH-000537,-0.60596481563
ACH-000541,-0.39037895573700004
ACH-000542,-0.39723874810000004
ACH-000544,-0.334914768256
ACH-000545,-0.26638514213500003
ACH-000547,-0.7478651281540001
ACH-000548,-0.490845482011
ACH-000549,-0.31613933645799996
ACH-000550,-0.139224572483
ACH-000552,-0.253223698947
ACH-000556,-0.214999332258
ACH-000557,-0.183794819601
ACH-000570,-0.29426403298500003
ACH-000571,-0.374327844822
ACH-000573,-0.173011861578
ACH-000576,-0.361989856214
ACH-000580,-0.544606205297
ACH-000584,-0.525092424693
ACH-000585,-0.319010475515
ACH-000588,-0.435632480454
ACH-000589,-0.334315536429
ACH-000591,-0.19515598172499998
ACH-000593,-0.328631348655
ACH-000600,-0.17287407702799998
ACH-000601,-0.285292601219
ACH-000604,-1.05552857434
ACH-000605,-0.343251501165
ACH-000606,-0.49765244704899997
ACH-000608,-0.930185323389
ACH-000614,-0.542761473084
ACH-000616,-0.19710079641199998
ACH-000618,-0.322161686631
ACH-000619,-0.09009097284600001
ACH-000620,-0.453560567734
ACH-000621,-0.34094101912299996
ACH-000622,-0.56382357749
ACH-000623,-0.443875482007
ACH-000624,-0.329307015749
ACH-000627,-0.552329553614
ACH-000630,-0.262203624015
ACH-000632,-0.395624572416
ACH-000633,-0.40972681079499995
ACH-000637,-0.364877942482
ACH-000638,-0.516176903232
ACH-000646,-0.223928510842
ACH-000647,-0.414158093266
ACH-000648,-0.5028398202759999
ACH-000649,-0.210318347175
ACH-000651,-0.237273978376
ACH-000652,-0.430331649083
ACH-000653,-0.431384229061
ACH-000657,-0.367403581966
ACH-000658,-0.26315195396499996
ACH-000661,-0.009155351683139999
ACH-000662,-0.0601198564338
ACH-000663,-0.6879056271709999
ACH-000665,-0.40148440343
ACH-000671,-0.47616511074600004
ACH-000673,-0.248304406626
ACH-000676,-0.254739588161
ACH-000677,-0.589776021462
ACH-000681,-0.21268834786600002
ACH-000682,-0.13188028339500002
ACH-000683,-0.252453729945
ACH-000684,-0.20446128426
ACH-000688,-0.277042893626
ACH-000693,-0.269353995256
ACH-000694,-0.265312663521
ACH-000695,-0.37613147668799995
ACH-000696,-0.39947898532799997
ACH-000697,-0.339739080237
ACH-000699,-0.31202472693100003
ACH-000701,-0.455073898484
ACH-000706,-0.518060695771
ACH-000711,-0.17392395011300002
ACH-000713,-0.561885948559
ACH-000714,-0.342902904089
ACH-000718,-0.47171746567
ACH-000720,-0.29698068157699997
ACH-000721,-0.262582095306
ACH-000724,-0.511421805012
ACH-000725,-0.18134386558899998
ACH-000732,-0.671958263817
ACH-000734,-0.455487081149
ACH-000735,-0.46775043645900005
ACH-000736,-0.109305592026
ACH-000738,-0.479718218697
ACH-000746,-0.303204925107
ACH-000747,-0.18197220162799999
ACH-000748,-0.280560301123
ACH-000753,-0.395339262747
ACH-000756,-0.563630652671
ACH-000757,-0.381275892121
ACH-000758,-0.266449398701
ACH-000760,-0.278516347599
ACH-000763,-0.33873892205
ACH-000764,-0.40795082663599996
ACH-000765,-0.489541375363
ACH-000766,-0.32108680864100003
ACH-000767,-0.187469011074
ACH-000768,-0.39157055493299997
ACH-000769,-0.285600332075
ACH-000770,-0.256044144065
ACH-000771,-0.348861857741
ACH-000773,-0.45837160389200005
ACH-000776,-0.157303386045
ACH-000777,-0.305319943185
ACH-000778,-0.282338286975
ACH-000781,-0.404452222644
ACH-000782,-0.624404055094
ACH-000783,-0.302302826692
ACH-000784,-0.18572285583
ACH-000785,-0.406238925109
ACH-000787,-0.33676179583899996
ACH-000788,-0.34584943415799996
ACH-000791,-0.184191978914
ACH-000792,-0.6028961402790001
ACH-000794,-0.444676898654
ACH-000796,-0.34295059318899995
ACH-000799,-0.302460193155
ACH-000800,-0.00641007520001
ACH-000802,-0.31069556364100004
ACH-000804,-0.177598336304
ACH-000805,-0.21164766241799998
ACH-000809,-0.297279451585
ACH-000810,-0.624248890965
ACH-000811,-0.22368546626999997
ACH-000817,-0.279121049036
ACH-000819,-0.502263048001
ACH-000820,0.32970106853799996
ACH-000821,-0.2998142079
ACH-000822,-0.245596420275
ACH-000823,-0.35616769011
ACH-000824,-0.332610611246
ACH-000827,-0.397899395255
ACH-000829,-0.351604394329
ACH-000831,-0.410621857165
ACH-000832,-0.43035871013800003
ACH-000833,-0.5366307563399999
ACH-000834,-0.334774701274
ACH-000835,-0.399372780933
ACH-000836,-0.46219055726400005
ACH-000837,-0.376158134249
ACH-000838,-0.742685914458
ACH-000839,-0.659286727077
ACH-000840,-0.515081677796
ACH-000841,-0.286884077867
ACH-000843,-0.472948529977
ACH-000846,-0.00277976960089
ACH-000847,-0.143666228085
ACH-000848,-0.27797900959800004
ACH-000849,-0.45432213292499996
ACH-000851,-0.22605016126400002
ACH-000855,-0.21795446496100002
ACH-000856,-0.262527145315
ACH-000858,-0.25518041103100003
ACH-000859,-0.23178881222
ACH-000861,-0.312423978552
ACH-000862,-0.136660098208
ACH-000865,-0.322428164858
ACH-000866,-0.27096047656
ACH-000867,-0.279116382883
ACH-000869,-0.422525053016
ACH-000872,-0.171220173361
ACH-000873,-0.144246465736
ACH-000876,-0.424396781062
ACH-000878,-0.09597959366480001
ACH-000880,-0.27477216377700003
ACH-000881,-0.09913225934879999
ACH-000882,-0.351390358517
ACH-000884,-0.253528795683
ACH-000885,-0.279900165488
ACH-000887,-0.48702191771799996
ACH-000888,-0.391002949737
ACH-000889,-0.22255976918499998
ACH-000890,-0.7025176252850001
ACH-000896,-0.575089805474
ACH-000898,-0.252201922896
ACH-000900,-0.373186538295
ACH-000901,-0.241501108902
ACH-000905,-0.241168982853
ACH-000906,-0.410361892618
ACH-000907,-0.751382642912
ACH-000910,-0.608240193417
ACH-000911,-0.379951103081
ACH-000912,-0.294872037651
ACH-000913,-0.33251979181200003
ACH-000915,-0.38936196495399994
ACH-000916,-0.328197387552
ACH-000917,-0.32389866479400004
ACH-000921,-0.197918321076
ACH-000924,-0.37806977690800003
ACH-000926,-0.370701589274
ACH-000928,-0.36830157979199996
ACH-000929,-0.0941391587811
ACH-000932,-0.162548569111
ACH-000935,-0.473706604877
ACH-000936,-0.5601324120800001
ACH-000937,-0.232920873275
ACH-000938,-0.181089273595
ACH-000939,-0.40750414029700005
ACH-000941,-0.290766773464
ACH-000943,-0.25830506725200003
ACH-000946,-0.276889860893
ACH-000947,-0.244804176676
ACH-000948,-0.383668072428
ACH-000950,-0.261114636071
ACH-000953,-0.5865061052220001
ACH-000957,-0.42915280541199996
ACH-000958,-0.218276771107
ACH-000960,-0.2490254144
ACH-000963,-0.703662647116
ACH-000968,-0.565109921348
ACH-000969,-0.308760036784
ACH-000973,-0.362297378036
ACH-000974,-0.304161660356
ACH-000975,-0.20886333237
ACH-000976,-0.460993932471
ACH-000978,-0.606647614348
ACH-000980,-0.29970422644699996
ACH-000984,-0.494440598068
ACH-000986,-0.273834417643
ACH-000988,-0.31226892566799996
ACH-000993,-0.407845960874
ACH-000994,-0.410795352284
ACH-000996,-0.18288639852400002
ACH-001001,-0.165008920216
ACH-001020,-0.552550709207
ACH-001028,-0.308204979753
ACH-001031,-0.588707872496
ACH-001038,-0.17500803851799998
ACH-001048,-0.661927698698
ACH-001050,-0.5540420872039999
ACH-001053,-0.757333742701
ACH-001054,-0.456291900872
ACH-001061,-0.327784084988
ACH-001067,-0.250920794935
ACH-001075,-0.22322162641999999
ACH-001096,-0.262026135525
ACH-001128,-0.32900306262400003
ACH-001134,-0.328870462804
ACH-001151,-0.35530638268
ACH-001163,-0.582311647141
ACH-001164,-0.236485357224
ACH-001173,-0.234427223895
ACH-001183,-0.21228575904599997
ACH-001184,-0.161856943669
ACH-001190,-0.3110536922
ACH-001192,-0.21485931400199998
ACH-001193,-0.144111184062
ACH-001196,-0.40044076467
ACH-001197,-0.372459988768
ACH-001205,-0.155457115326
ACH-001211,-0.40610576911300006
ACH-001212,-0.40762395432099996
ACH-001228,-0.283429201101
ACH-001232,-0.412751706669
ACH-001239,-0.477348365709
ACH-001274,-0.307162538312
ACH-001275,-0.19459678006499997
ACH-001277,-0.23605078797899998
ACH-001278,-0.865983437062
ACH-001280,-0.263714690177
ACH-001283,-0.294596739782
ACH-001289,-0.540139268548
ACH-001295,-0.274567699494
ACH-001300,-0.28321635601
ACH-001301,-0.35601265564499995
ACH-001302,-0.7026233430509999
ACH-001303,-0.524464112848
ACH-001306,-0.43758045856600003
ACH-001318,-0.335726833222
ACH-001322,-0.215395653556
ACH-001328,-0.138756096633
ACH-001332,-0.162913096781
ACH-001333,-0.445546453917
ACH-001336,-0.526063731182
ACH-001340,-0.614902585941
ACH-001346,-0.428535882715
ACH-001353,-0.404729340459
ACH-001354,-0.17868416611
ACH-001367,-0.554084085762
ACH-001368,-0.297827201542
ACH-001374,-0.39943908187
ACH-001375,-0.320936127056
ACH-001377,-0.342941109895
ACH-001380,-0.2966161872
ACH-001391,-0.35312482377800003
ACH-001407,-0.10517746294399999
ACH-001408,-0.210212264338
ACH-001413,-0.47542043382
ACH-001430,-0.312200592319
ACH-001431,-0.288543013682
ACH-001450,-0.353373973771
ACH-001496,-0.18768647531899998
ACH-001500,-0.629625988106
ACH-001521,-0.35190395932400004
ACH-001523,-0.211779093714
ACH-001532,-0.312335675614
ACH-001536,-0.226801356556
ACH-001550,-0.18209382966499998
ACH-001552,-0.48013076817100003
ACH-001554,-0.40046838558
ACH-001645,-0.29083338134799996
ACH-001654,-0.37293713266500006
ACH-001715,-0.33357782568300004
ACH-001735,-0.26710977831
ACH-001736,-0.6132131892580001
ACH-001737,-0.952731245018
ACH-001740,-0.243709851778
ACH-001745,-0.30554842351
ACH-001750,-0.357477424227
ACH-001765,-0.258577937449
ACH-001956,-0.503814142663
ACH-001957,-0.444743540634
