,SERP1 (27230)
ACH-000004,-0.184754696607
ACH-000007,0.00281756444628
ACH-000009,-0.20628330238200002
ACH-000011,0.0276584059637
ACH-000012,0.0472250631884
ACH-000013,0.0936319481381
ACH-000014,-0.281945010148
ACH-000015,-0.243660997613
ACH-000017,-0.00928528929265
ACH-000018,-0.177160338839
ACH-000019,-0.194756606286
ACH-000021,-0.0317541804659
ACH-000022,-0.156986926251
ACH-000025,-0.13513943566
ACH-000028,-0.159736605181
ACH-000030,-0.0340565393354
ACH-000035,-0.0684071365368
ACH-000036,-0.584888277243
ACH-000037,0.050460481527300004
ACH-000039,-0.282130342789
ACH-000040,-0.16335317076199998
ACH-000041,-0.121532088677
ACH-000042,-0.034408130057599996
ACH-000045,-0.0565564407488
ACH-000047,-0.0657520309927
ACH-000052,-0.274795584386
ACH-000053,0.0029920987824400003
ACH-000054,-0.207187327002
ACH-000055,0.0647833620811
ACH-000060,-0.234495205615
ACH-000067,-0.160288168123
ACH-000070,-0.06556686188199999
ACH-000075,-0.08855028633819999
ACH-000078,-0.08546962483510001
ACH-000082,-0.00463982951155
ACH-000085,-0.0973984876495
ACH-000086,-0.0238477825722
ACH-000087,0.144130349872
ACH-000092,-0.23259272244100002
ACH-000095,-0.0651551313358
ACH-000097,-0.256594404748
ACH-000098,-0.11081697116900001
ACH-000099,-0.119517392948
ACH-000108,-0.0553844138428
ACH-000113,-0.108134765588
ACH-000115,-0.153454841327
ACH-000116,-0.101398869037
ACH-000118,-0.227566864049
ACH-000120,-0.0793605003796
ACH-000123,-0.24304346362399998
ACH-000127,-0.025791405567099995
ACH-000128,0.10335075236999999
ACH-000132,-0.0179343798297
ACH-000133,-0.207331828476
ACH-000137,0.125546735621
ACH-000138,-0.0284807433055
ACH-000142,-0.186772219021
ACH-000143,-0.104234658148
ACH-000146,-0.0152654128976
ACH-000148,-0.08191729769560001
ACH-000150,0.09719515010189998
ACH-000152,-0.148940555369
ACH-000153,-0.222909604389
ACH-000159,-0.08982498239719999
ACH-000160,-0.21129603878800002
ACH-000163,0.00605521379717
ACH-000167,0.018057666852799997
ACH-000168,-0.266079933545
ACH-000169,-0.09549912666639998
ACH-000178,-0.0458384210696
ACH-000182,-0.09400371550989998
ACH-000183,-0.09471566845149999
ACH-000188,-0.07845131389229999
ACH-000189,-0.13580964335999998
ACH-000190,-0.239642085242
ACH-000198,-0.0016990959404
ACH-000204,-0.06929645556269999
ACH-000206,0.059042066629300005
ACH-000207,-0.52468735852
ACH-000211,0.036084544484599995
ACH-000215,-0.10504135037999998
ACH-000221,0.029629356272900004
ACH-000222,-0.111948828192
ACH-000223,-0.11134922436200001
ACH-000226,-0.0403679007734
ACH-000227,-0.0345090557366
ACH-000228,-0.14629416824000002
ACH-000231,0.0123047094027
ACH-000232,-0.144411686919
ACH-000233,0.032237788012
ACH-000234,-0.051226703224
ACH-000235,-0.126466062636
ACH-000237,-0.194954653611
ACH-000238,0.0017535662353699998
ACH-000243,-0.105642735243
ACH-000244,-0.054387195650000004
ACH-000246,-0.132852621956
ACH-000248,-0.113265909119
ACH-000250,-0.133777830306
ACH-000251,0.17239803310899998
ACH-000253,0.00602832253149
ACH-000255,-0.010624792548700001
ACH-000256,-0.255708105035
ACH-000257,-0.0172592513744
ACH-000258,-0.242164866719
ACH-000259,-0.23646736775600002
ACH-000260,-0.17867050424199998
ACH-000261,-0.065679925402
ACH-000262,-0.53527935075
ACH-000263,-0.369741813476
ACH-000264,-0.201232541661
ACH-000265,-0.113742687935
ACH-000266,-0.162492135615
ACH-000272,-0.138990451997
ACH-000273,-0.219479737148
ACH-000274,-0.323042092354
ACH-000277,-0.14171322430400002
ACH-000278,-0.068609891766
ACH-000279,-0.156064942819
ACH-000280,-0.23281781372699997
ACH-000281,0.22467735316
ACH-000288,0.208259940928
ACH-000291,0.0394062062609
ACH-000293,-0.0830961992764
ACH-000294,0.168245067865
ACH-000295,-0.07985428088669999
ACH-000296,-0.138496384009
ACH-000302,-0.16893103746
ACH-000304,-0.125649659099
ACH-000307,-0.109793133998
ACH-000308,-0.0484494458156
ACH-000310,-0.058379383007800004
ACH-000311,-0.267698381639
ACH-000312,-0.18590056874400002
ACH-000315,-0.0130328320079
ACH-000316,0.22777393551999997
ACH-000317,-0.00649740718572
ACH-000318,-0.08959244517689999
ACH-000319,0.34005882786200003
ACH-000320,0.0810537955882
ACH-000322,-0.209865530386
ACH-000323,-0.302534790874
ACH-000324,-0.06613138787219999
ACH-000329,-0.10017590531
ACH-000330,0.0790068125198
ACH-000331,-0.5079594033829999
ACH-000332,-0.132477485265
ACH-000334,0.0684232275676
ACH-000335,-0.22069434735800003
ACH-000336,0.11451551480000001
ACH-000337,-0.123927422959
ACH-000339,-0.203511298549
ACH-000341,-0.23276586237100003
ACH-000348,-0.0333951062073
ACH-000350,-0.09606491086069999
ACH-000352,-0.18782364426399997
ACH-000356,0.017413101792400004
ACH-000361,0.0024405820549899997
ACH-000362,0.00664658170641
ACH-000363,-0.115314084977
ACH-000364,-0.0847592337469
ACH-000365,0.0403513324635
ACH-000366,-0.138182881027
ACH-000368,0.0790777564361
ACH-000374,-0.035090875236
ACH-000375,-0.139316992671
ACH-000376,-0.26659292063
ACH-000381,-0.266302036769
ACH-000383,0.066786927375
ACH-000387,-0.113854478533
ACH-000389,-0.206979337667
ACH-000390,-0.0507064505466
ACH-000393,-0.0717850899273
ACH-000395,-0.152952186775
ACH-000397,-0.0940996398966
ACH-000401,-0.318378687073
ACH-000402,-0.115448398691
ACH-000403,-0.192615538039
ACH-000404,0.0715742625113
ACH-000406,-0.146761191228
ACH-000407,-0.16091946712400002
ACH-000408,-0.19386549510200002
ACH-000410,-0.231984105325
ACH-000411,-0.116322357588
ACH-000414,-0.16314321995300002
ACH-000415,-0.161167047185
ACH-000416,-0.0351676539822
ACH-000420,-0.0542031462334
ACH-000421,-0.150745985591
ACH-000424,-0.222249889573
ACH-000425,-0.145257539607
ACH-000426,-0.144686660252
ACH-000427,-0.0697716680396
ACH-000433,-0.0405086627795
ACH-000436,-0.043835238787400005
ACH-000444,-0.07424296146989999
ACH-000445,-0.0712198206495
ACH-000448,-0.130260749023
ACH-000450,-0.385454443191
ACH-000452,-0.265795300387
ACH-000454,-0.158969274137
ACH-000458,-0.07321827302969999
ACH-000459,-0.119659312514
ACH-000460,-0.11480657828
ACH-000461,0.183718896614
ACH-000463,0.010695747376299998
ACH-000464,0.140898417885
ACH-000466,0.0535768411548
ACH-000467,-0.106065137177
ACH-000468,0.058267456821499995
ACH-000469,-0.0774557481591
ACH-000470,-0.194128804175
ACH-000471,-0.22139224788800002
ACH-000472,-0.19172753585299998
ACH-000473,0.22067191634799999
ACH-000475,-0.20406483640599998
ACH-000476,-0.00891928830127
ACH-000477,-0.040707211548699995
ACH-000480,-0.298568513986
ACH-000481,-0.11911468559699999
ACH-000483,-0.145032817008
ACH-000484,0.018709067104799998
ACH-000485,-0.092689382039
ACH-000486,-0.0980119893285
ACH-000487,-0.017296028028900002
ACH-000488,-0.0862743442577
ACH-000490,-0.0820047330898
ACH-000491,-0.06535041215580001
ACH-000495,-0.153381338912
ACH-000496,-0.410046571684
ACH-000499,-0.06914629136739998
ACH-000500,0.27062270394099996
ACH-000502,-0.191019313326
ACH-000503,-0.15527271674100002
ACH-000505,-0.117974292853
ACH-000507,-0.290081823838
ACH-000510,0.0312126460481
ACH-000511,0.00553384686749
ACH-000512,0.048175129622999996
ACH-000516,-0.07557696990980001
ACH-000517,-0.0723265595718
ACH-000518,-0.0590388703334
ACH-000520,-0.0214856380953
ACH-000521,-0.224056495357
ACH-000522,0.0255964447208
ACH-000524,-0.192992332071
ACH-000527,-0.09106053394500001
ACH-000528,-0.34353854576
ACH-000537,-0.24660333721900002
ACH-000541,-0.553084674612
ACH-000542,-0.0844933573831
ACH-000544,-0.008760146691450001
ACH-000545,-0.039200958158999995
ACH-000547,-0.23735421020300002
ACH-000548,-0.160825790832
ACH-000549,-0.143894881202
ACH-000550,-0.225946417423
ACH-000552,-0.270344494004
ACH-000556,-0.134666541864
ACH-000557,0.00438625707826
ACH-000570,-0.048944380769
ACH-000571,-0.130107692254
ACH-000573,-0.0787717617045
ACH-000576,-0.167380434614
ACH-000580,-0.156456913797
ACH-000584,-0.0682565757265
ACH-000585,-0.17653184174800002
ACH-000588,-0.318708202614
ACH-000589,-0.230723339761
ACH-000591,-0.13555550309800002
ACH-000593,-0.200020494959
ACH-000600,-0.133361865933
ACH-000601,-0.11616505062999999
ACH-000604,-0.011093162426499999
ACH-000605,-0.07228441069519999
ACH-000606,-0.16299531123
ACH-000608,-0.112849003221
ACH-000614,-0.0992572893023
ACH-000616,-0.0673444542507
ACH-000618,0.0918240609966
ACH-000619,-0.112422446819
ACH-000620,-0.126447311332
ACH-000621,0.00713660362202
ACH-000622,-0.0875023941245
ACH-000623,-0.0126830440922
ACH-000624,-0.053674418383300004
ACH-000627,-0.145046039007
ACH-000630,-0.120961185273
ACH-000632,-0.12424641283099999
ACH-000633,-0.119517249876
ACH-000637,0.0260797794809
ACH-000638,-0.09056362265380001
ACH-000646,-0.222241532314
ACH-000647,-0.024972988630099998
ACH-000648,-0.08359598122539999
ACH-000649,-0.11588042834699999
ACH-000651,-0.037161969871999996
ACH-000652,0.018794687940799998
ACH-000653,-0.047776279052800005
ACH-000657,-0.0772491731047
ACH-000658,-0.275272327391
ACH-000661,0.12590922771500002
ACH-000662,-0.183867723356
ACH-000663,0.29872326362199997
ACH-000665,-0.054253330958199994
ACH-000671,-0.411881324082
ACH-000673,-0.0180356657437
ACH-000676,-0.06858077693180001
ACH-000677,0.235277881761
ACH-000681,-0.22403315756099998
ACH-000682,-0.102810750074
ACH-000683,-0.164260097979
ACH-000684,-0.258290308925
ACH-000688,-0.160829415745
ACH-000693,0.0051327271041400006
ACH-000694,-0.10274769015
ACH-000695,-0.4888390678
ACH-000696,-0.292412399807
ACH-000697,-0.206138128317
ACH-000699,-0.307069758602
ACH-000701,-0.357026228613
ACH-000706,-0.16281063350400002
ACH-000711,0.052737861596300006
ACH-000713,-0.147081295821
ACH-000714,0.0520453349928
ACH-000718,-0.260960347591
ACH-000720,-0.10681373352199999
ACH-000721,-0.0725186546822
ACH-000724,-0.101213625251
ACH-000725,0.040147025469199994
ACH-000732,-0.167410844457
ACH-000734,-0.0923596011718
ACH-000735,-0.278017331485
ACH-000736,0.0390433619946
ACH-000738,-0.0193449281601
ACH-000746,-0.170852246557
ACH-000747,-0.0978593241608
