,BTD (686)
ACH-000004,-0.15144750672
ACH-000007,0.19606711097899998
ACH-000009,0.0520030143346
ACH-000011,0.008054180634
ACH-000012,-0.0058195316695699995
ACH-000013,-0.0346937400873
ACH-000014,0.17153073252300002
ACH-000015,-0.132521881764
ACH-000017,0.0290402926659
ACH-000018,0.215222124537
ACH-000019,0.09123232173939999
ACH-000021,0.142137295816
ACH-000022,-0.140919530075
ACH-000025,-0.07211938278260001
ACH-000028,0.0143281919568
ACH-000030,0.054189696738
ACH-000035,0.131769315954
ACH-000036,-0.15305554646800001
ACH-000037,-0.306295842441
ACH-000039,0.221799443495
ACH-000040,0.11596596659700001
ACH-000041,0.049975967531000004
ACH-000042,0.0823420735797
ACH-000045,-0.10947390211
ACH-000047,-0.044896742485100005
ACH-000052,-0.272021564873
ACH-000053,0.062115070523800005
ACH-000054,-0.0408510018908
ACH-000055,-0.0422761678304
ACH-000060,-0.107292705328
ACH-000067,-0.102380818727
ACH-000070,-0.362581544689
ACH-000075,-0.382183554915
ACH-000078,0.216452426578
ACH-000082,-0.14880028888
ACH-000085,-0.154372970676
ACH-000086,-0.069312281424
ACH-000087,0.21666875366799998
ACH-000092,-0.056214252193099994
ACH-000095,-0.056885648501
ACH-000097,0.006512941720510001
ACH-000098,-0.119709214011
ACH-000099,0.174106480192
ACH-000108,0.0162317900879
ACH-000113,0.0807003381612
ACH-000115,-0.170432457624
ACH-000116,-0.0414074642141
ACH-000118,0.266618357844
ACH-000120,0.0370819143439
ACH-000123,-0.019049485025
ACH-000127,0.046582329348999994
ACH-000128,-0.054408097717399996
ACH-000132,0.0756528662132
ACH-000133,0.153112456943
ACH-000137,0.00561779898109
ACH-000138,0.0903783832924
ACH-000142,-0.17812187819800002
ACH-000143,-0.0451945133218
ACH-000146,0.0446611868905
ACH-000148,-0.050894240557399995
ACH-000150,-0.10115749216299999
ACH-000152,-0.0194030072656
ACH-000153,-0.0754663718335
ACH-000159,0.00432875960866
ACH-000160,-0.06777420981650001
ACH-000163,0.0621290012841
ACH-000167,0.153727807306
ACH-000168,0.0309726453893
ACH-000169,-0.042854339415
ACH-000178,0.0823834986728
ACH-000182,0.147452923507
ACH-000183,0.01201378365
ACH-000188,-0.0576620895393
ACH-000189,0.0727070263335
ACH-000190,0.119803040096
ACH-000198,-0.0603155942414
ACH-000204,0.147573046127
ACH-000206,-0.177218577046
ACH-000207,0.10903668907500001
ACH-000211,-0.112651304935
ACH-000215,-0.025080527712500002
ACH-000221,0.09533795943630001
ACH-000222,0.213345529459
ACH-000223,-0.051885225319600006
ACH-000226,-0.12137885023499999
ACH-000227,-0.31436002234099997
ACH-000228,0.08913552908649999
ACH-000231,0.10060354751
ACH-000232,-0.015747265625
ACH-000233,0.19774703754700002
ACH-000234,-0.232662705608
ACH-000235,0.116558533559
ACH-000237,-0.024035240341699998
ACH-000238,-0.042358875743899994
ACH-000243,0.0722621947265
ACH-000244,0.121654967729
ACH-000246,0.0240229601211
ACH-000248,0.0706075880713
ACH-000250,-0.005535038521510001
ACH-000251,0.0812229381106
ACH-000253,-0.00967221045846
ACH-000255,-0.104971148007
ACH-000256,0.185210853952
ACH-000257,0.206439194975
ACH-000258,-0.00266279869627
ACH-000259,0.0277512857826
ACH-000260,0.00823273870554
ACH-000261,0.09675587451480001
ACH-000262,-0.0182957577702
ACH-000263,-0.19619566671100003
ACH-000264,0.0584929337941
ACH-000265,0.0780410610437
ACH-000266,0.135299211807
ACH-000272,0.0395927645101
ACH-000273,-0.18702063962499998
ACH-000274,0.0125716312474
ACH-000277,0.09855830319
ACH-000278,0.04946827054880001
ACH-000279,0.100363864745
ACH-000280,-0.160864708982
ACH-000281,0.145786761503
ACH-000288,-0.036188782006599994
ACH-000291,0.125847221634
ACH-000293,-0.100846181196
ACH-000294,-0.08119065419160001
ACH-000295,0.09110471700110001
ACH-000296,0.0338286523872
ACH-000302,-0.004435981864439999
ACH-000304,0.0856846967833
ACH-000307,0.041019952895199996
ACH-000308,0.0506074678196
ACH-000310,0.16840081887000002
ACH-000311,0.147078865143
ACH-000312,0.33906414728600004
ACH-000315,0.150722382945
ACH-000316,-0.15263392069
ACH-000317,0.00355088177555
ACH-000318,-0.0893586459468
ACH-000319,-0.0362969547998
ACH-000320,0.162781303233
ACH-000322,0.325187438665
ACH-000323,-0.11861342852399999
ACH-000324,-0.132334020532
ACH-000329,-0.054542962144800006
ACH-000330,0.124426488407
ACH-000331,0.00544604311745
ACH-000332,0.0329773652937
ACH-000334,0.0819759115489
ACH-000335,0.0924183635152
ACH-000336,0.280196350896
ACH-000337,-0.020873996032599998
ACH-000339,0.0967456299986
ACH-000341,0.009397139853370002
ACH-000348,-0.133730964871
