,NELFCD (51497)
ACH-000004,-0.662803146963
ACH-000007,-0.531588535435
ACH-000009,-0.39694092355099997
ACH-000011,-0.504230119136
ACH-000012,-0.443341094101
ACH-000013,-0.193635116114
ACH-000014,-0.52585368969
ACH-000015,-0.623354517994
ACH-000017,-0.45799340793300003
ACH-000018,-0.7400498863889999
ACH-000019,-0.579543770206
ACH-000021,-0.255850488838
ACH-000022,-0.203523766212
ACH-000025,-0.879893844894
ACH-000028,-0.580403727457
ACH-000030,-0.649184334564
ACH-000035,-0.528631927338
ACH-000036,-0.665991981233
ACH-000037,-0.47148307534199996
ACH-000039,-0.5777578543540001
ACH-000040,-0.566505826701
ACH-000041,-0.22854582311299998
ACH-000042,-0.38939089163199997
ACH-000045,-0.8160750417739999
ACH-000047,-0.595544669401
ACH-000052,-0.7690053864
ACH-000053,-0.658601188706
ACH-000054,-0.6716380933580001
ACH-000055,-0.66877120558
ACH-000060,-0.672796796256
ACH-000067,-0.756519264981
ACH-000070,-0.8608710887729999
ACH-000075,-0.798115720237
ACH-000078,-0.318989242982
ACH-000082,-0.20410479787
ACH-000085,-0.502470976287
ACH-000086,-0.8891192021
ACH-000087,-0.7773123518359999
ACH-000092,-0.594587622669
ACH-000095,-0.511828518837
ACH-000097,-0.31401598431999994
ACH-000098,-0.5192407435809999
ACH-000099,-0.641937073455
ACH-000108,-0.38076713293000003
ACH-000113,-0.662949419825
ACH-000115,-0.7788045275419999
ACH-000116,-0.260345241702
ACH-000118,-0.36147610215400006
ACH-000120,-0.5212717819439999
ACH-000123,-0.634770198489
ACH-000127,-0.589034784202
ACH-000128,-1.0223552009399999
ACH-000132,-0.433038267024
ACH-000133,-0.7760829453300001
ACH-000137,-0.7699016249330001
ACH-000138,-0.47775266751199996
ACH-000142,-0.583261288401
ACH-000143,-0.721281593133
ACH-000146,-0.136192206623
ACH-000148,-0.7365428879449999
ACH-000150,-0.77801103745
ACH-000152,-0.741394740689
ACH-000153,-0.922222313413
ACH-000159,-0.698757687117
ACH-000160,-0.213287453339
ACH-000163,-0.48574226978
ACH-000167,-0.301723086046
ACH-000168,-0.6841163064040001
ACH-000169,-0.558869762138
ACH-000178,-0.39483459457599995
ACH-000182,-0.304663092593
ACH-000183,-0.7200516487190001
ACH-000188,-0.5609383833129999
ACH-000189,-0.45132563590499997
ACH-000190,-0.328970398956
ACH-000198,-0.655437027112
ACH-000204,-1.06282585233
ACH-000206,-0.717197980221
ACH-000207,-0.716728183152
ACH-000211,-0.867437850062
ACH-000215,-0.9252700108640001
ACH-000221,-0.576208356901
ACH-000222,-0.375060271831
ACH-000223,-0.599403554021
ACH-000226,-0.6545879118460001
ACH-000227,-0.618613583072
ACH-000228,-0.386972858539
ACH-000231,-0.855311860909
ACH-000232,-0.748471099569
ACH-000233,-0.6244471466839999
ACH-000234,-0.49313733555600003
ACH-000235,-0.346471214108
ACH-000237,-0.568229088591
ACH-000238,-0.505067870569
ACH-000243,-0.48699148748099996
ACH-000244,-0.548243372352
ACH-000246,-0.5590918651460001
ACH-000248,-0.789964761873
ACH-000250,-0.37750078225
ACH-000251,-0.613356292268
ACH-000253,-0.36825264874499997
ACH-000255,-0.871311205246
ACH-000256,-0.487469100298
ACH-000257,-0.711146105996
ACH-000258,-0.5190210580210001
ACH-000259,-0.36955870283500003
ACH-000260,-0.8055259527490001
ACH-000261,-0.670668009393
ACH-000262,-0.30301865824
ACH-000263,-0.511352712676
ACH-000264,-0.7547771767749999
ACH-000265,-0.584182556162
ACH-000266,-0.581017820145
ACH-000272,-0.45347915733000005
ACH-000273,-0.695014449787
ACH-000274,-0.483961595832
ACH-000277,-0.457976615818
ACH-000278,-0.550131874776
ACH-000279,-0.510324472402
ACH-000280,-0.482919269217
ACH-000281,-0.622791814401
ACH-000288,-0.7295570377770001
ACH-000291,-0.5671637364769999
ACH-000293,-0.6824930217090001
ACH-000294,-0.414783853662
ACH-000295,-0.47462051184199994
ACH-000296,-0.766874825523
ACH-000302,-0.489540689098
ACH-000304,-0.633695347932
ACH-000307,-0.629505239962
ACH-000308,-0.544643580757
ACH-000310,-0.575220011555
ACH-000311,-0.415888959323
ACH-000312,-0.606841686221
ACH-000315,-0.944109937377
ACH-000316,-0.52306550626
ACH-000317,-0.42850079366800004
ACH-000318,-0.402839849807
ACH-000319,-0.323873538708
ACH-000320,-0.18812566854
ACH-000322,-0.265857845651
ACH-000323,-0.6525528742050001
ACH-000324,-0.37660210394
ACH-000329,-0.538555390718
ACH-000330,-0.41709077113700005
ACH-000331,-0.658944291348
ACH-000332,-0.448884034627
ACH-000334,-0.818693646072
ACH-000335,-0.793903623043
ACH-000336,-0.334939463546
ACH-000337,-0.505027194925
ACH-000339,-0.724051270995
ACH-000341,-0.359377839198
ACH-000348,-0.5238073397559999
ACH-000350,-0.399093937909
ACH-000352,-0.426911509058
ACH-000356,-0.5221294614859999
ACH-000361,-0.763288947762
ACH-000362,-0.461587652564
ACH-000363,-0.505417803061
ACH-000364,-0.596440212218
ACH-000365,-0.803220127604
ACH-000366,-0.536372947729
ACH-000368,-0.7602177953300001
ACH-000374,-0.587992798369
ACH-000375,-0.374743838781
ACH-000376,-0.804408328354
ACH-000381,-0.6983927365620001
ACH-000383,-0.142059302393
ACH-000387,-0.574217809972
ACH-000389,-0.863843629279
ACH-000390,-0.7504150037790001
ACH-000393,-1.0364109160500001
ACH-000395,-0.9572742548909999
ACH-000397,-0.282042035362
ACH-000401,-0.660309824051
ACH-000402,-0.741979375867
ACH-000403,-0.276424290262
ACH-000404,-0.519074101835
ACH-000406,-0.490796798103
ACH-000407,-0.642044496495
ACH-000408,-0.709202335375
ACH-000410,-0.599997298774
ACH-000411,-0.441795976708
ACH-000414,-0.320798439657
ACH-000415,-0.42754029040299996
ACH-000416,-0.58180763037
ACH-000420,-0.568521156766
ACH-000421,-0.579669103878
ACH-000424,-0.738557831191
ACH-000425,-0.7921488382009999
ACH-000426,-0.626441024398
ACH-000427,-0.759166967052
ACH-000433,-0.492685970972
ACH-000436,-0.599508947682
ACH-000444,-0.666061086508
ACH-000445,-0.46198300682800003
ACH-000448,-0.22918620846700002
ACH-000450,-0.579805658199
ACH-000452,-0.588764775001
ACH-000454,-0.722409317253
ACH-000458,-0.297031680753
ACH-000459,-0.462040743389
ACH-000460,-0.47584330175300005
ACH-000461,-0.49629996923299996
ACH-000463,-0.7163484753129999
ACH-000464,-0.823039403474
ACH-000466,-0.531742209012
ACH-000467,-0.297853735688
ACH-000468,-0.376849438967
ACH-000469,-0.550718086284
ACH-000470,-0.351800124355
ACH-000471,-0.595466606554
ACH-000472,-0.516033022603
ACH-000473,-0.38167303573600003
ACH-000475,-0.512405717933
ACH-000476,-0.9133565940839999
ACH-000477,-0.592212634318
ACH-000480,-0.459143684764
ACH-000481,-0.657925943244
ACH-000483,-0.419355879393
ACH-000484,-0.19199852548500002
ACH-000485,-0.5791903323049999
ACH-000486,-0.502574678421
ACH-000487,-0.49680829623000006
ACH-000488,-0.569041123805
ACH-000490,-0.8775430985580001
ACH-000491,-0.32005188926899997
ACH-000495,-0.7528359442829999
ACH-000496,-0.46219849836800003
ACH-000499,-0.44226183588999995
ACH-000500,-0.617761102596
ACH-000502,-0.283218510434
ACH-000503,-0.45737613266800003
ACH-000505,-0.787076444632
ACH-000507,-0.528880089198
ACH-000510,-0.619766748831
ACH-000511,-0.739000360381
ACH-000512,-0.507626536419
ACH-000516,-1.00702574679
ACH-000517,-0.536248088072
ACH-000518,-0.28817694678800004
ACH-000520,-0.505162872118
ACH-000521,-0.439412978791
ACH-000522,-0.714924014576
ACH-000524,-0.348202678693
ACH-000527,-0.628942323261
ACH-000528,-0.447137613448
ACH-000537,-0.817517412179
ACH-000541,-0.5975538337799999
ACH-000542,-0.787071563599
ACH-000544,-0.7415918407559999
ACH-000545,-0.693452896306
ACH-000547,-0.374969212169
ACH-000548,-0.624988073013
ACH-000549,-0.874359173771
ACH-000550,-0.670193424409
ACH-000552,-0.624274389468
ACH-000556,-0.6594317940659999
ACH-000557,-0.440413214227
ACH-000570,-0.727738606613
ACH-000571,-1.15424116765
ACH-000573,-0.51287974374
ACH-000576,-0.5798494619960001
ACH-000580,-0.505755684313
ACH-000584,-0.689996533645
ACH-000585,-0.28123514905
ACH-000588,-0.504947634654
ACH-000589,-0.450039810441
ACH-000591,-0.786560105606
ACH-000593,-0.775361592501
ACH-000600,-0.778914375992
ACH-000601,-0.592062415768
ACH-000604,-0.534183874241
ACH-000605,-0.521452942203
ACH-000606,-0.643353749463
ACH-000608,-0.9207625782100001
ACH-000614,-0.611781163467
ACH-000616,-0.864183230652
ACH-000618,-0.208857871568
ACH-000619,-0.583171462755
ACH-000620,-0.7355831890539999
ACH-000621,-0.318380996943
ACH-000622,-0.582129312769
ACH-000623,-0.62740131105
ACH-000624,-0.476766385906
ACH-000627,-0.8728627439929999
ACH-000630,-0.677711245323
ACH-000632,-0.738233243593
ACH-000633,-0.255997859574
ACH-000637,-0.24354729454399998
ACH-000638,-0.137202671104
ACH-000646,-0.5709278094
ACH-000647,-0.53926254236
ACH-000648,-0.554290285456
ACH-000649,-0.695860146107
ACH-000651,-0.44259837656
ACH-000652,-0.49481416941000006
ACH-000653,-0.748142028875
ACH-000657,-0.565887886255
ACH-000658,-0.584982923423
ACH-000661,-0.43983394466000003
ACH-000662,-0.555427756173
ACH-000663,-0.7059062275820001
ACH-000665,-0.7960568460359999
ACH-000671,-0.626511259884
ACH-000673,-0.644568486096
ACH-000676,-0.597706169429
ACH-000677,-0.250847547328
ACH-000681,-0.31929187050700003
ACH-000682,-0.635360826165
ACH-000683,-0.660359663447
ACH-000684,-0.958203894765
ACH-000688,-0.555542149982
ACH-000693,-0.550611756555
ACH-000694,-0.544821905776
ACH-000695,-0.74207969871
ACH-000696,-0.810693598636
ACH-000697,-0.710200964103
ACH-000699,-0.4242945803
ACH-000701,-0.6265310443600001
ACH-000706,-0.357275804112
ACH-000711,-0.401490523843
ACH-000713,-0.7302058328059999
ACH-000714,-0.68478203999
ACH-000718,-0.613899578789
ACH-000720,-0.7255321579440001
ACH-000721,-0.802675949317
ACH-000724,-0.418545952512
ACH-000725,-0.628225908819
ACH-000732,-0.761554397857
ACH-000734,-0.513746723516
ACH-000735,-0.5724698665169999
ACH-000736,-0.41932619419
ACH-000738,-0.367588816907
ACH-000746,-0.026348941891400003
ACH-000747,-0.7318054458759999
ACH-000748,-0.562402746003
ACH-000753,-0.52089601745
ACH-000756,-0.976092781335
ACH-000757,-0.4645085783199999
ACH-000758,-0.374398994117
ACH-000760,-0.671989659091
ACH-000763,-0.317735962021
ACH-000764,-0.9139689027519999
ACH-000765,-0.54337964373
ACH-000766,0.0273496153358
ACH-000767,-0.7830184329819999
ACH-000768,-0.818002585167
ACH-000769,-0.8073419345020001
ACH-000770,-0.516042671452
ACH-000771,-0.609367218197
ACH-000773,-0.685790058996
ACH-000776,-0.770829661355
ACH-000777,-0.5451676326730001
ACH-000778,-0.535081024523
ACH-000781,-0.41628850353
ACH-000782,-0.520038870018
ACH-000783,-0.29715447749400004
ACH-000784,-0.47440284162699997
ACH-000785,-0.393206206509
ACH-000787,-0.538751499262
ACH-000788,-0.9259558979960001
