,ANKHD1 (54882)
ACH-000004,0.231494232883
ACH-000007,-0.38544311501100004
ACH-000009,-0.646556103281
ACH-000011,-0.203256811035
ACH-000012,-0.36454931608900004
ACH-000013,-0.0131385707574
ACH-000014,-0.32398531369899997
ACH-000015,-0.271164930748
ACH-000017,-0.450277619296
ACH-000018,0.162582526755
ACH-000019,-0.162181625198
ACH-000021,-0.12212379606899999
ACH-000022,-0.463542291626
ACH-000025,0.0575818252073
ACH-000028,-0.373734102425
ACH-000030,-0.12524542329000002
ACH-000035,-0.0171904421537
ACH-000036,0.04528662678590001
ACH-000037,-0.395096485092
ACH-000039,-0.18702453353100001
ACH-000040,-0.154501294287
ACH-000041,-0.21587762481199999
ACH-000042,-0.0459001040729
ACH-000045,0.059884182438699994
ACH-000047,-0.208952438578
ACH-000052,-0.290666705405
ACH-000053,-0.275884808935
ACH-000054,-0.179613416074
ACH-000055,-0.0070431043720699995
ACH-000060,-0.0296633300014
ACH-000067,-0.183312215546
ACH-000070,0.105385298566
ACH-000075,0.0518289712586
ACH-000078,0.05596794505080001
ACH-000082,-0.07803238526039999
ACH-000085,-0.124798223785
ACH-000086,0.0005127564231
ACH-000087,-0.46910823389
ACH-000092,-0.0221155840584
ACH-000095,-0.297753929621
ACH-000097,-0.606482729713
ACH-000098,0.0752579915727
ACH-000099,0.0251364843738
ACH-000108,0.0955938874842
ACH-000113,0.192997206793
ACH-000115,-0.27303949203600003
ACH-000116,-0.218569494415
ACH-000118,-0.0286591472083
ACH-000120,-0.19608028612599998
ACH-000123,-0.215646791943
ACH-000127,-0.11870819751700001
ACH-000128,-0.412912108266
ACH-000132,-0.0729790314306
ACH-000133,-0.214455795231
ACH-000137,-0.30167012607099997
ACH-000138,-0.39773208762699996
ACH-000142,-0.574840999823
ACH-000143,0.0560244985774
ACH-000146,-0.230228774887
ACH-000148,-0.118717825307
ACH-000150,-0.033966128028199996
ACH-000152,-0.240289527247
ACH-000153,-0.489115130892
ACH-000159,-0.194046262383
ACH-000160,-0.061410348914000004
ACH-000163,-0.0074769211317200004
ACH-000167,-0.319111141889
ACH-000168,-0.0850151022206
ACH-000169,-0.317101162245
ACH-000178,-0.252825528018
ACH-000182,-0.16553435106699999
ACH-000183,-0.175921969571
ACH-000188,-0.097232102838
ACH-000189,-0.36729138999
ACH-000190,-0.23705579063299997
ACH-000198,-0.280392176619
ACH-000204,-0.056397128866800005
ACH-000206,0.120963738859
ACH-000207,-0.222980142573
ACH-000211,-0.0536521357421
ACH-000215,-0.018253526287799998
ACH-000221,-0.40808993286
