,GRIN1 (2902)
ACH-000004,0.18381153970400002
ACH-000007,0.272847341426
ACH-000009,0.18068290498700001
ACH-000011,0.120308639937
ACH-000012,0.119014732476
ACH-000013,0.010246233025299999
ACH-000014,0.136715507765
ACH-000015,-0.023188353765500002
ACH-000017,0.14135700829199999
ACH-000018,-0.0346647537909
ACH-000019,0.322204274577
ACH-000021,0.027010318086599996
ACH-000022,-0.19262808774700002
ACH-000025,-0.0100512228477
ACH-000028,0.113589496646
ACH-000030,0.17939042635000002
ACH-000035,0.12620161087200002
ACH-000036,0.009889223331149999
ACH-000037,0.153136068581
ACH-000039,0.42957877119599996
ACH-000040,0.0350595544377
ACH-000041,0.0330841676528
ACH-000042,-0.0947566809344
ACH-000045,-0.10037381851199999
ACH-000047,0.038132986693800004
ACH-000052,0.170651503328
ACH-000053,0.140045435353
ACH-000054,0.017841883469599997
ACH-000055,-0.105629773249
ACH-000060,0.279882718002
ACH-000067,0.0530607663183
ACH-000070,0.0204129591218
ACH-000075,-0.149345381917
ACH-000078,0.122108240467
ACH-000082,0.17855824291900002
ACH-000085,-0.012149702499599999
ACH-000086,0.195905274187
ACH-000087,-0.15727357605599998
ACH-000092,0.0639726634958
ACH-000095,0.011657195019
ACH-000097,0.020821246344400003
ACH-000098,-0.0133571410185
ACH-000099,0.14753720496
ACH-000108,0.0283730723456
ACH-000113,0.08822474304289998
ACH-000115,-0.09051926229660001
ACH-000116,0.115506321427
ACH-000118,0.143529409046
ACH-000120,-0.037971317402699996
ACH-000123,0.22744039427700002
ACH-000127,0.07930783264539999
ACH-000128,0.09804937953019999
ACH-000132,0.09149287426169998
ACH-000133,0.113943324612
ACH-000137,-0.22351967887200003
ACH-000138,0.220128535436
ACH-000142,0.188218657213
ACH-000143,0.038897114336300005
ACH-000146,0.205878893642
ACH-000148,0.199977665779
ACH-000150,0.150885264967
ACH-000152,0.283791248161
ACH-000153,0.243648745751
ACH-000159,0.0361103805105
ACH-000160,0.145642407942
ACH-000163,-0.106205040281
ACH-000167,-0.0126402282192
ACH-000168,-0.19409649340100002
ACH-000169,-0.055445012205099994
ACH-000178,-0.0013481736374400001
ACH-000182,0.22367365119899998
ACH-000183,-0.22569836690099998
ACH-000188,0.13368034889699998
ACH-000189,0.220918403387
ACH-000190,0.10086901774
ACH-000198,0.139302606645
ACH-000204,0.452153477646
ACH-000206,0.143900123087
ACH-000207,0.0835227096235
ACH-000211,0.184036862627
ACH-000215,-0.026246999745099996
ACH-000221,0.17554927031300002
ACH-000222,0.12495145319
ACH-000223,0.145112443478
ACH-000226,0.0492008309656
ACH-000227,0.511363198142
ACH-000228,-0.0320775431814
ACH-000231,0.0338910135222
ACH-000232,0.0699244802547
ACH-000233,0.0378297786868
ACH-000234,-0.0817572848017
ACH-000235,-0.05448925126780001
ACH-000237,0.145852440228
ACH-000238,0.09859331654470001
ACH-000243,0.20589725903099998
ACH-000244,0.141427708044
ACH-000246,0.019971420037900003
ACH-000248,7.48555512681e-05
ACH-000250,0.0159154094196
ACH-000251,0.042195414345
ACH-000253,0.00411365479716
ACH-000255,-0.105422351208
ACH-000256,0.1758553259
ACH-000257,0.0151760198728
ACH-000258,0.593054686511
ACH-000259,0.12912503202
ACH-000260,-0.0268874325903
ACH-000261,0.170266662795
ACH-000262,-0.0691627284633
ACH-000263,-0.0923592932965
ACH-000264,0.13927155985300002
ACH-000265,0.188613778772
ACH-000266,0.10962338422399999
ACH-000272,0.108312095569
ACH-000273,0.0903535457167
ACH-000274,-0.026798449723799998
ACH-000277,0.185853557947
ACH-000278,0.397828300036
ACH-000279,0.0894801546304
ACH-000280,-0.026983790211200002
ACH-000281,-0.0509438607369
ACH-000288,0.245629918781
ACH-000291,0.191463085427
ACH-000293,-0.0122394835997
ACH-000294,0.0219370102823
ACH-000295,0.300128137299
ACH-000296,0.21769786917700001
ACH-000302,0.150988558119
ACH-000304,-0.0345118935392
ACH-000307,0.16147735386
ACH-000308,0.0710333206326
ACH-000310,0.23846671941999997
ACH-000311,0.196519689265
ACH-000312,0.07604812746419999
ACH-000315,-0.0036329617613699997
ACH-000316,-0.0009402710493239999
ACH-000317,0.214575344118
ACH-000318,0.10102002987400001
ACH-000319,0.192806190583
ACH-000320,-0.0389305211651
ACH-000322,0.126146926184
ACH-000323,-0.026288059205099995
ACH-000324,0.0946364566123
ACH-000329,0.0502148093165
ACH-000330,0.08072401627510001
ACH-000331,0.257902800322
ACH-000332,0.11204968587200001
ACH-000334,0.164593467587
ACH-000335,0.048191360904
ACH-000336,0.16266006423
ACH-000337,0.041757492203
ACH-000339,0.122791017621
ACH-000341,-0.014637509329600002
ACH-000348,0.112841818916
ACH-000350,0.216527488906
ACH-000352,0.193661681061
ACH-000356,0.219461956212
ACH-000361,0.17777458439100002
ACH-000362,0.0209334222688
ACH-000363,0.20371683069200003
ACH-000364,0.15059144268
