,SAAL1 (113174)
ACH-000004,-0.0921847922054
ACH-000007,-0.08410009723760001
ACH-000009,-0.10947972920700001
ACH-000011,-0.0192868421607
ACH-000012,-0.162669638525
ACH-000013,-0.0726887029051
ACH-000014,-0.306451367398
ACH-000015,-0.232997645344
ACH-000017,-0.12241526382000001
ACH-000018,-0.171655884906
ACH-000019,-0.226300900665
ACH-000021,-0.131921688388
ACH-000022,-0.0732131007526
ACH-000025,-0.150921327844
ACH-000028,-0.276276141115
ACH-000030,-0.310658588878
ACH-000035,-0.18096338947299997
ACH-000036,-0.297192276172
ACH-000037,0.0386143505066
ACH-000039,-0.183032716312
ACH-000040,-0.0545307128291
ACH-000041,-0.0025827654817399998
ACH-000042,-0.284132016102
ACH-000045,0.127523046419
ACH-000047,-0.105037674051
ACH-000052,-0.230816011492
ACH-000053,-0.0394839988905
ACH-000054,0.0636435905165
ACH-000055,-0.125658705961
ACH-000060,0.0151490404382
ACH-000067,-0.221241088079
ACH-000070,-0.225437217875
ACH-000075,-0.31672912772100004
ACH-000078,-0.18472364526
ACH-000082,-0.107100650042
ACH-000085,-0.170715000732
ACH-000086,-0.20068616163699998
ACH-000087,-0.23957261175
ACH-000092,-0.215821866393
ACH-000095,-0.0860818535479
ACH-000097,-0.16306425754
ACH-000098,-0.244387610354
ACH-000099,-0.186561342546
ACH-000108,-0.167846454333
ACH-000113,-0.035525874584800006
ACH-000115,-0.0650651973254
ACH-000116,-0.061984322375999996
ACH-000118,-0.227691501883
ACH-000120,-0.22267778547400002
ACH-000123,-0.32750401884799996
ACH-000127,-0.116089408894
ACH-000128,0.0126703650769
ACH-000132,0.034535484158699996
ACH-000133,-0.235301553122
ACH-000137,-0.025640060189799998
ACH-000138,-0.127625195836
ACH-000142,-0.0642501754159
ACH-000143,0.045094609360999995
ACH-000146,-0.024544874613700002
ACH-000148,-0.26935337927299996
ACH-000150,-0.0693890540881
ACH-000152,0.020971082815700003
ACH-000153,-0.0152016398539
ACH-000159,0.030295021927099996
ACH-000160,-0.027092482422000002
ACH-000163,-0.0588318937402
ACH-000167,-0.16092461731
ACH-000168,-0.18438989026
ACH-000169,-0.10016377700099999
ACH-000178,-0.225368144458
ACH-000182,-0.0595103625653
ACH-000183,-0.135114128172
ACH-000188,-0.0107143122863
ACH-000189,-0.295121268041
ACH-000190,-0.255074131164
ACH-000198,0.0394439674948
ACH-000204,-0.0105613943896
ACH-000206,-0.36357276809
ACH-000207,-0.100386882533
ACH-000211,0.007630346884859999
ACH-000215,-0.09365680779100001
ACH-000221,-0.100714486349
ACH-000222,-0.28396898787700003
ACH-000223,-0.236755674518
ACH-000226,-0.0704795664521
ACH-000227,-0.0420174014551
ACH-000228,0.0550484716866
ACH-000231,-0.23370944918699998
ACH-000232,-0.269924104767
ACH-000233,-0.139998990454
ACH-000234,-0.2023838734
ACH-000235,-0.08315679689899999
ACH-000237,0.061799802838900006
ACH-000238,0.00764707097724
ACH-000243,-0.21147769486200002
ACH-000244,-0.081527134608
ACH-000246,-0.0788734068428
ACH-000248,0.00267300240171
ACH-000250,-0.23018883200800003
ACH-000251,-0.0552647922518
ACH-000253,0.014699009775399998
ACH-000255,-0.23603140688700003
ACH-000256,-0.198788515783
ACH-000257,0.0459710370567
ACH-000258,-0.256804711287
ACH-000259,-0.102660559341
ACH-000260,-0.132133045176
ACH-000261,-0.106819554823
ACH-000262,-0.11518949297499999
ACH-000263,0.218350394335
ACH-000264,-0.0603084117882
ACH-000265,-0.132130691799
ACH-000266,-0.136976551388
ACH-000272,-0.108659371809
ACH-000273,-0.17955465700800002
ACH-000274,-0.24547667175299998
ACH-000277,-0.240318435902
ACH-000278,-0.11894446748500001
ACH-000279,-0.0387524446952
ACH-000280,-0.055391464353400005
ACH-000281,-0.144112232514
