,RCVRN (5957)
ACH-000004,-0.036632749099900004
ACH-000007,0.00175847982712
ACH-000009,-0.197087615114
ACH-000011,-0.0033791921231999997
ACH-000012,-0.0517394280309
ACH-000013,-0.352977423001
ACH-000014,0.0229420983359
ACH-000015,-0.333503612351
ACH-000017,-0.147741449235
ACH-000018,-0.11025639877599999
ACH-000019,-0.459691537588
ACH-000021,-0.249153809526
ACH-000022,-0.0560147258881
ACH-000025,-0.27467061186299996
ACH-000028,-0.199514408505
ACH-000030,-0.126487724309
ACH-000035,-0.397839808516
ACH-000036,-0.0202702642779
ACH-000037,-0.211086191727
ACH-000039,-0.0671422707608
ACH-000040,-0.192902105086
ACH-000041,-0.363587163156
ACH-000042,-0.267221856664
ACH-000045,-0.15277156982
ACH-000047,-0.220777543178
ACH-000052,0.09463623965910001
ACH-000053,-0.205803317405
ACH-000054,-0.016722720556600002
ACH-000055,0.0388104592428
ACH-000060,-0.38179865654
ACH-000067,-0.285168515351
ACH-000070,-0.13266306447100001
ACH-000075,-0.179033746633
ACH-000078,-0.129052095515
ACH-000082,-0.247399822963
ACH-000085,-0.0180635827088
ACH-000086,-0.155462739596
ACH-000087,-0.229962028295
ACH-000092,-0.0995852115703
ACH-000095,-0.0771217469895
ACH-000097,-0.07741269675149999
ACH-000098,-0.220151290481
ACH-000099,-0.10984491914000001
ACH-000108,-0.16788026229800002
ACH-000113,-0.156916775071
ACH-000115,-0.053671664687099996
ACH-000116,-0.0829518717732
ACH-000118,-0.192648220021
ACH-000120,-0.220998531765
ACH-000123,-0.208368181545
ACH-000127,-0.194623445144
ACH-000128,-0.160046423728
ACH-000132,-0.034828133277199996
ACH-000133,-0.223641952101
ACH-000137,-0.05361469951719999
ACH-000138,-0.258935809949
ACH-000142,-0.232972946481
ACH-000143,-0.20595370481199998
ACH-000146,0.016794367165
ACH-000148,-0.148769801968
ACH-000150,-0.474160450947
ACH-000152,-0.362357554749
ACH-000153,-0.15913334521199998
ACH-000159,-0.120859003414
ACH-000160,-0.061634014275900005
ACH-000163,-0.27622019136
ACH-000167,-0.5913606033869999
ACH-000168,-0.23481538604200003
ACH-000169,-0.17597779941799999
ACH-000178,-0.168913553416
ACH-000182,-0.175723685531
ACH-000183,-0.030598165162299996
ACH-000188,-0.363918771677
ACH-000189,-0.19238628244300002
