,PLEKHG5 (57449)
ACH-000004,0.0864117578547
ACH-000007,0.27386357509
ACH-000009,0.0680595611835
ACH-000011,0.249527796084
ACH-000012,-0.07014220158210001
ACH-000013,-0.000122447438225
ACH-000014,0.0027102737050799996
ACH-000015,0.162674417917
ACH-000017,0.0274632795182
ACH-000018,0.061794931130300004
ACH-000019,-0.024100217318199998
ACH-000021,-0.014732953530700001
ACH-000022,0.0448466434582
ACH-000025,-0.017825837160700003
ACH-000028,0.186461894665
ACH-000030,0.145105921827
ACH-000035,-0.107115813698
ACH-000036,-0.04399476539390001
ACH-000037,-0.011884897276899998
ACH-000039,0.0144347665436
ACH-000040,-0.00280252136406
ACH-000041,-0.0114277197535
ACH-000042,-0.030108146859599998
ACH-000045,-0.11376618533199999
ACH-000047,0.0875509181175
ACH-000052,0.0871940921266
ACH-000053,-0.00313758854077
ACH-000054,-0.033860615674400005
ACH-000055,-0.0514683663875
ACH-000060,-0.160048844989
ACH-000067,-0.110583581677
ACH-000070,0.029389593299599996
ACH-000075,-0.0533476866412
ACH-000078,0.025702603615200003
ACH-000082,-0.0385313758491
ACH-000085,-0.24526923903099998
ACH-000086,0.117937263281
ACH-000087,-0.022302969998499997
ACH-000092,-0.048180826379
ACH-000095,0.0162740340633
ACH-000097,0.0116176459093
ACH-000098,-0.021045114640900003
ACH-000099,0.058949082604199995
ACH-000108,-0.0139385127585
ACH-000113,0.07546740517089999
ACH-000115,-0.219180670189
ACH-000116,0.12818889858
ACH-000118,0.00721107308449
ACH-000120,0.0365953740035
ACH-000123,-0.045286291574099996
ACH-000127,0.080762282672
ACH-000128,0.024292985808599996
ACH-000132,-0.0023290303539499997
ACH-000133,0.140335447912
ACH-000137,0.15887492831299999
ACH-000138,-0.0297204530018
ACH-000142,0.0393321253508
ACH-000143,0.0230674072811
ACH-000146,0.112172034477
ACH-000148,-0.037058175870300004
ACH-000150,-0.17400218016199998
ACH-000152,0.239533472256
ACH-000153,0.135781391445
ACH-000159,-0.014708424218200001
ACH-000160,0.0125349562089
ACH-000163,0.239667302323
ACH-000167,-0.151157963096
ACH-000168,0.0528582487314
ACH-000169,0.0478595103603
ACH-000178,0.0431650839198
ACH-000182,0.166663022277
ACH-000183,0.116841855689
ACH-000188,-0.008677262101020001
ACH-000189,0.28078923135899997
