,RIOK1 (83732)
ACH-000004,-1.41630017257
ACH-000007,-1.23058952991
ACH-000009,-1.0912505128899999
ACH-000011,-1.24457423224
ACH-000012,-1.0061744244700002
ACH-000013,-1.1463822999200002
ACH-000014,-1.0670900565700001
ACH-000015,-0.867277542107
ACH-000017,-1.2942241316
ACH-000018,-0.991789942007
ACH-000019,-1.05584389016
ACH-000021,-0.889052839871
ACH-000022,-1.2090800473299999
ACH-000025,-1.2091836707899999
ACH-000028,-1.09524081651
ACH-000030,-0.802803091121
ACH-000035,-1.144239425
ACH-000036,-0.972182745882
ACH-000037,-1.39530711949
ACH-000039,-0.969293139153
ACH-000040,-0.9723902104700001
ACH-000041,-1.21028629849
ACH-000042,-1.3487274281200001
ACH-000045,-1.10293695692
ACH-000047,-0.942830504295
ACH-000052,-0.9978118362039999
ACH-000053,-0.9977030224299999
ACH-000054,-1.0089983036599999
ACH-000055,-1.0189745039899998
ACH-000060,-1.0
ACH-000067,-1.11941745549
ACH-000070,-0.8569986447
ACH-000075,-1.4547095142200002
ACH-000078,-1.04474736588
ACH-000082,-1.03264309064
ACH-000085,-1.0892182924299998
ACH-000086,-0.8912411818449999
ACH-000087,-0.844255734437
ACH-000092,-0.9392227492190001
ACH-000095,-1.18005194561
ACH-000097,-1.2620343815700001
ACH-000098,-1.08779872378
ACH-000099,-0.991488821676
ACH-000108,-1.1861048762200002
ACH-000113,-1.16203981396
ACH-000115,-1.6811876639399999
ACH-000116,-0.8895176391040001
ACH-000118,-1.08717738709
ACH-000120,-1.18779875743
ACH-000123,-1.03148767065
ACH-000127,-0.8991285532719999
ACH-000128,-0.7784220161159999
ACH-000132,-1.2004942527
ACH-000133,-0.959638459836
ACH-000137,-1.23228453471
ACH-000138,-0.97348896385
ACH-000142,-0.94853422925
ACH-000143,-1.11858012987
ACH-000146,-1.8150549510499998
ACH-000148,-0.901353570654
ACH-000150,-0.828272753256
ACH-000152,-0.9202595620890001
ACH-000153,-1.7895777097
ACH-000159,-1.17344177288
