,CCT6B (10693)
ACH-000004,-0.11189843940199999
ACH-000007,-0.143996075027
ACH-000009,-0.051775908123399994
ACH-000011,-0.10234600008
ACH-000012,-0.104339784343
ACH-000013,-0.119811574046
ACH-000014,-0.08785218076960001
ACH-000015,-0.0414720979665
ACH-000017,-0.145615329691
ACH-000018,-0.176476244522
ACH-000019,-0.17549589276099997
ACH-000021,-0.100861881141
ACH-000022,-0.103330800097
ACH-000025,-0.0245928771037
ACH-000028,-0.204046291217
ACH-000030,-0.10561803413899999
ACH-000035,-0.0362702179866
ACH-000036,-0.0353907380163
ACH-000037,0.144302010172
ACH-000039,-0.39679346246200004
ACH-000040,-0.134719652204
ACH-000041,-0.257997764356
ACH-000042,-0.00795680799107
ACH-000045,-0.05157997218169999
ACH-000047,-0.0773481755706
ACH-000052,0.017725807969999997
ACH-000053,-0.09690811630480001
ACH-000054,-0.15847889834599999
ACH-000055,-0.010551385715700001
ACH-000060,-0.176630705471
ACH-000067,-0.230326673339
ACH-000070,-0.0924330721365
ACH-000075,0.0276088968024
ACH-000078,-0.112083870176
ACH-000082,-0.142001264727
ACH-000085,-0.11775227812999998
ACH-000086,-0.153029004765
ACH-000087,-0.018804279433099997
ACH-000092,-0.056939272721100005
ACH-000095,-0.166187478138
ACH-000097,-0.168470675309
ACH-000098,-0.0254791981959
ACH-000099,-0.169942025075
ACH-000108,0.0576106990221
ACH-000113,-0.08293525069539999
ACH-000115,-0.40718665956
ACH-000116,-0.27845687302
ACH-000118,-0.08922504999469999
ACH-000120,-0.0981150512854
ACH-000123,-0.159596217882
ACH-000127,-0.19495353846799998
ACH-000128,-0.150283217123
ACH-000132,-0.101455343143
ACH-000133,0.015752626326
ACH-000137,-0.22251152175900002
ACH-000138,-0.12069448379799999
ACH-000142,-0.0989598464098
ACH-000143,-0.00777863459974
ACH-000146,-0.111466427619
ACH-000148,-0.192417427534
ACH-000150,-0.41236089892800004
ACH-000152,-0.143348111028
ACH-000153,-0.09735823065749999
ACH-000159,-0.11204530789799999
ACH-000160,-0.023779717438
ACH-000163,-0.19440154092099998
ACH-000167,-0.04158518378
ACH-000168,-0.152988494852
ACH-000169,0.006327116830600001
ACH-000178,-0.0435398251879
ACH-000182,-0.20845743152899998
ACH-000183,-0.291083746132
ACH-000188,-0.0708523207953
ACH-000189,-0.7101009274660001
ACH-000190,-0.0442589022537
ACH-000198,-0.0774947345932
ACH-000204,0.23711844957800002
ACH-000206,0.06858335521980001
ACH-000207,-0.100836590682
ACH-000211,-0.27634046251
ACH-000215,-0.187532012927
ACH-000221,-0.145265141205
ACH-000222,-0.12640791207399998
ACH-000223,-0.172420498911
ACH-000226,-0.14662185884099999
ACH-000227,-0.456057888041
ACH-000228,-0.06348429153309999
ACH-000231,-0.057647605081
ACH-000232,-0.0842780431763
ACH-000233,-0.0224993359016
ACH-000234,-0.188330880187
ACH-000235,-0.157844106043
ACH-000237,-0.08452324582939999
ACH-000238,-0.100712357029
ACH-000243,-0.25978628127799996
ACH-000244,0.139227090931
ACH-000246,-0.0747647246932
ACH-000248,-0.12984213005
ACH-000250,-0.139516979921
ACH-000251,-0.186640004714
ACH-000253,-0.13013361908600002
ACH-000255,-0.157186474416
ACH-000256,-0.025170493822599997
ACH-000257,0.045427820526300004
ACH-000258,-0.0245992038669
ACH-000259,-0.119436648754
ACH-000260,-0.12325641307
ACH-000261,-0.163939807453
ACH-000262,0.251922964958
ACH-000263,-0.0253270414022
ACH-000264,-0.221790264843
ACH-000265,-0.17150737740699998
ACH-000266,-0.14322518895199998
ACH-000272,-0.1633662457
ACH-000273,-0.0363203623262
ACH-000274,-0.0892005174358
ACH-000277,-0.07458950999569999
ACH-000278,-0.297520124494
ACH-000279,-0.30519113073000004
ACH-000280,0.0607619628426
ACH-000281,-0.14792242590500002
ACH-000288,-0.152327272657
ACH-000291,-0.34145494223899997
ACH-000293,-0.0837392056829
ACH-000294,0.0101438414285
ACH-000295,0.0637641376685
ACH-000296,-0.342322775098
ACH-000302,-0.0348365866908
ACH-000304,-0.15151475700099998
ACH-000307,-0.148245134962
ACH-000308,-0.0475552796292
ACH-000310,-0.0714553232054
ACH-000311,0.055556219932500005
ACH-000312,-0.048095065317199995
ACH-000315,-0.24216312871800003
ACH-000316,-0.407029578758
ACH-000317,-0.0764756103075
ACH-000318,-0.114860710327
ACH-000319,-0.191982466662
ACH-000320,-0.190891146465
ACH-000322,-0.385987783129
ACH-000323,-0.277114025933
ACH-000324,-0.320799932773
ACH-000329,-0.0190568733924
ACH-000330,-0.27520888731
ACH-000331,-0.0339830611898
ACH-000332,-0.0876901322373
ACH-000334,-0.167991889801
ACH-000335,0.011498712812000001
ACH-000336,-0.15085076406700001
ACH-000337,-0.059682453653
ACH-000339,-0.19190828000500001
ACH-000341,-0.08856240274499999
ACH-000348,-0.0646619447934
ACH-000350,-0.107892276004
ACH-000352,-0.116997151906
ACH-000356,-0.0191551380169
ACH-000361,0.10293933872000001
ACH-000362,-0.18217393529599998
ACH-000363,-0.0743352099632
ACH-000364,0.0028183522008100002
ACH-000365,-0.045440587956499995
ACH-000366,-0.0537991447898
ACH-000368,0.11434578365999999
ACH-000374,-0.159653186167
ACH-000375,-0.159466593887
ACH-000376,-0.141042187859
ACH-000381,-0.20686155527300001
ACH-000383,-0.217472490035
ACH-000387,-0.26568530115899996
ACH-000389,0.000202679234345
ACH-000390,-0.126971031476
ACH-000393,0.11723019630899999
ACH-000395,0.0107535979025
ACH-000397,-0.10041913274700001
ACH-000401,-0.109010459098
ACH-000402,-0.159570118362
ACH-000403,-0.159984262265
ACH-000404,-0.197000863004
ACH-000406,-0.19064398644799999
ACH-000407,-0.17218891359900002
ACH-000408,0.000659975037533
ACH-000410,-0.267249023016
ACH-000411,-0.179994660458
ACH-000414,-0.0290714105951
ACH-000415,-0.245160879146
ACH-000416,-0.08350411904369999
ACH-000420,-0.260780065766
ACH-000421,-0.12760919868599999
ACH-000424,0.035703181370199996
ACH-000425,-0.17336784173099998
ACH-000426,0.121619152966
ACH-000427,-0.024948640606999996
ACH-000433,-0.355064507636
ACH-000436,-0.265039645924
ACH-000444,-0.19212032496
ACH-000445,-0.08491591665210001
ACH-000448,-0.173799883733
ACH-000450,0.08805922941269999
ACH-000452,-0.17614601247099998
ACH-000454,-0.00776754618885
ACH-000458,-0.017872481151400003
ACH-000459,-0.274707069897
ACH-000460,-0.225231293306
ACH-000461,-0.073579890658
ACH-000463,0.00506736275407
ACH-000464,0.201547856384
ACH-000466,-0.153045116183
ACH-000467,-0.25713010519900004
ACH-000468,-0.10569296534499999
ACH-000469,-0.138721811926
ACH-000470,0.0574704486346
ACH-000471,-0.14839464585200002
ACH-000472,-0.15061206397399998
ACH-000473,0.0976908200199
ACH-000475,-0.0943772340687
ACH-000476,-0.16833432658300002
ACH-000477,0.388165648072
ACH-000480,-0.040482798937499995
ACH-000481,-0.058482956688099996
ACH-000483,-0.0721161430602
ACH-000484,0.09482822550480001
ACH-000485,0.025528303798700004
ACH-000486,-0.0130938513806
ACH-000487,-0.22375675159699998
ACH-000488,-0.068817163235
ACH-000490,-0.23036567995499999
ACH-000491,-0.152750610088
ACH-000495,-0.213345695588
ACH-000496,-0.08441310271230001
ACH-000499,-0.225800991364
ACH-000500,0.305754597169
ACH-000502,-0.0582592602296
ACH-000503,0.367345526634
ACH-000505,0.021914987521
ACH-000507,-0.127278317216
ACH-000510,-0.126463028064
ACH-000511,-0.16886076319499999
ACH-000512,-0.0793719031866
ACH-000516,-0.269990774118
ACH-000517,-0.139397621286
ACH-000518,-0.0872834333275
ACH-000520,-0.0597562332752
ACH-000521,-0.163884492136
ACH-000522,-0.107944897534
ACH-000524,-0.126080834703
ACH-000527,-0.08523121576310001
ACH-000528,-0.206090229974
ACH-000537,-0.16014017637
ACH-000541,-0.31564280872699996
ACH-000542,0.098910621717
ACH-000544,-0.0685562261133
ACH-000545,-0.0608031446494
ACH-000547,-0.263620072812
ACH-000548,-0.045217581394600005
ACH-000549,-0.0708000572386
ACH-000550,-0.0982568589728
ACH-000552,-0.0896542209833
ACH-000556,-0.11783485379799999
ACH-000557,0.0178029648482
ACH-000570,-0.157328841127
ACH-000571,-0.07957356158369999
ACH-000573,-0.185625528315
ACH-000576,-0.12011289824999999
ACH-000580,-0.127059288603
ACH-000584,-0.0971669668907
ACH-000585,-0.0640938534874
ACH-000588,0.0393944323522
ACH-000589,-0.202322177688
ACH-000591,-0.20508942228100002
ACH-000593,-0.210729986731
ACH-000600,-0.078844050669
ACH-000601,-0.160595484953
ACH-000604,-0.36312529054
ACH-000605,-0.0718820268893
ACH-000606,-0.175582420791
ACH-000608,-0.256719215197
ACH-000614,-0.023999831535299998
ACH-000616,-0.0798627710111
ACH-000618,-0.0785835567305
ACH-000619,-0.0847298448966
ACH-000620,-0.17557046761
ACH-000621,-0.21408768789000002
ACH-000622,-0.00567489396984
ACH-000623,-0.09373830112220001
ACH-000624,-0.17573022542
ACH-000627,-0.208995341283
ACH-000630,-0.114484619952
ACH-000632,-0.18922555603
ACH-000633,-0.07413268847460001
ACH-000637,-0.23778345314
ACH-000638,-0.21929456030799999
ACH-000646,-0.10436534615599999
ACH-000647,-0.20758439165999998
ACH-000648,-0.0620532652997
ACH-000649,-0.104298529439
ACH-000651,-0.163767532584
ACH-000652,-0.215748805465
ACH-000653,-0.109595509704
ACH-000657,-0.0102506661792
ACH-000658,-0.0987923735759
ACH-000661,0.023368945075599997
