,MELK (9833)
ACH-000004,0.030103710971499997
ACH-000007,0.04763162830130001
ACH-000009,-0.35876900406999995
ACH-000011,-0.0943380666242
ACH-000012,-0.0438728122233
ACH-000013,-0.0788675918443
ACH-000014,-0.160145221054
ACH-000015,-0.11486696996899999
ACH-000017,-0.104098197642
ACH-000018,-0.154775283135
ACH-000019,-0.0516496836819
ACH-000021,-0.17949221094099999
ACH-000022,-0.0684813838906
ACH-000025,-0.212358795889
ACH-000028,-0.0400704282581
ACH-000030,-0.22512168633299998
ACH-000035,-0.17913190767
ACH-000036,-0.053257984367199994
ACH-000037,0.016405105143
ACH-000039,0.0303054767141
ACH-000040,-0.0228835549567
ACH-000041,-0.0286805129826
ACH-000042,-0.24102182170400002
ACH-000045,-0.0244705458516
ACH-000047,-0.14440305841700002
ACH-000052,-0.231794100974
ACH-000053,-0.0439363232865
ACH-000054,-0.129148783729
ACH-000055,-0.113743386472
ACH-000060,0.0190225365826
ACH-000067,0.0478940088608
ACH-000070,-0.121861035625
ACH-000075,-0.056856446283300006
ACH-000078,-0.23695945013
ACH-000082,-0.30003173017900003
ACH-000085,-0.074323196923
ACH-000086,-0.166313040078
ACH-000087,0.138045644839
ACH-000092,-0.11354771538599999
ACH-000095,-0.138090748114
ACH-000097,-0.160640185316
ACH-000098,-0.175296568362
ACH-000099,-0.160321336549
ACH-000108,-0.23533735218199997
ACH-000113,-0.163683301345
ACH-000115,-0.08088837373369999
ACH-000116,-0.12028938627
ACH-000118,-0.201800602843
ACH-000120,0.142258699826
ACH-000123,-0.167970717963
ACH-000127,-0.109636681012
ACH-000128,0.125198482325
ACH-000132,-0.0687514589716
ACH-000133,-0.00684795334347
ACH-000137,0.0454626565566
ACH-000138,-0.204370947191
ACH-000142,0.196587150917
ACH-000143,-0.175113953582
ACH-000146,-0.16996005571699999
ACH-000148,-0.128048121503
ACH-000150,-0.07122227597439999
ACH-000152,-0.0173052867503
ACH-000153,0.011338657214799997
ACH-000159,-0.162155873792
ACH-000160,-0.09919816148160002
ACH-000163,-0.221292862452
ACH-000167,-0.131421387082
ACH-000168,-0.130121874978
ACH-000169,0.041212671991199996
ACH-000178,-0.210840652433
ACH-000182,-0.24480419202300002
ACH-000183,-0.0914180101114
ACH-000188,-0.08202582120860001
ACH-000189,0.0344201288485
ACH-000190,-0.37079330467
ACH-000198,-0.13267274634
ACH-000204,-0.34870750075
ACH-000206,-0.07686701878810001
ACH-000207,-0.102948306416
ACH-000211,-0.0459883919944
ACH-000215,-0.11527478444499999
ACH-000221,-0.160770557565
ACH-000222,-0.385584317174
ACH-000223,-0.109614563849
ACH-000226,-0.18552097395300002
ACH-000227,-0.14404174798900002
ACH-000228,-0.0771231655534
ACH-000231,-0.13633749866699998
ACH-000232,-0.0955090126592
ACH-000233,0.185607004883
ACH-000234,-0.413881007658
ACH-000235,-0.25016028631
ACH-000237,-0.10379776641300001
ACH-000238,0.0324530297984
ACH-000243,0.116549443233
ACH-000244,-0.19603862175700001
ACH-000246,-0.047242801887999994
ACH-000248,-0.116228308905
ACH-000250,-0.402511629689
ACH-000251,-0.15474477293400002
ACH-000253,-0.068068667856
ACH-000255,-0.1339769488
ACH-000256,0.0402719239277
ACH-000257,-0.202141520006
ACH-000258,0.0608556087587
ACH-000259,-0.0242924346273
ACH-000260,-0.06740751233030001
ACH-000261,-0.163600857182
ACH-000262,0.00487798998608
ACH-000263,-0.179487844566
ACH-000264,-0.23722702096099998
ACH-000265,-0.298819355898
ACH-000266,-0.08279383216969999
ACH-000272,-0.24371063770799997
ACH-000273,-0.120428861903
ACH-000274,-0.321239101979
ACH-000277,0.00736356251587
ACH-000278,-0.250766960089
ACH-000279,-0.167734213271
ACH-000280,-0.11771846436200001
ACH-000281,-0.0465394086561
ACH-000288,-0.0670443382812
ACH-000291,-0.0863785285974
ACH-000293,0.0827132370979
ACH-000294,-0.232964358316
ACH-000295,0.0784610708958
ACH-000296,-0.198891207388
ACH-000302,-0.0187836137356
ACH-000304,-0.10202175178999999
ACH-000307,0.00785966581197
ACH-000308,-0.053990750313
ACH-000310,-0.21078482491
ACH-000311,-0.10947850029000002
ACH-000312,-0.10097191208699999
ACH-000315,-0.319392439897
ACH-000316,-0.149649707698
ACH-000317,-1.00575779869
ACH-000318,-0.198828599085
ACH-000319,0.145539413721
ACH-000320,-0.0287381582487
ACH-000322,-0.13140797074000002
ACH-000323,0.0148272091841
ACH-000324,-0.0953794473979
ACH-000329,-0.0115726175607
ACH-000330,0.156826395484
ACH-000331,-0.11329473202700001
ACH-000332,-0.24476640516800002
ACH-000334,-0.05417353863319999
ACH-000335,-0.13078189419000003
ACH-000336,-0.0763900884436
ACH-000337,-0.156749035999
ACH-000339,-0.171058454563
ACH-000341,0.0789014168588
ACH-000348,-0.154976597092
ACH-000350,0.00634187741053
ACH-000352,-0.20976102678300002
ACH-000356,-0.182047084733
ACH-000361,0.05453491120730001
ACH-000362,-0.136503032049
ACH-000363,-0.121788801909
ACH-000364,-0.28534388189800003
ACH-000365,-0.22154411586800002
ACH-000366,-0.145045313053
ACH-000368,0.023858351789599996
ACH-000374,-0.23935834158100003
ACH-000375,-0.00968790470743
ACH-000376,-0.0924228241153
ACH-000381,-0.17047450704199998
ACH-000383,-0.0572508788252
