,SULT2A1 (6822)
ACH-000004,0.142602037982
ACH-000007,0.181644146285
ACH-000009,-0.0213322621451
ACH-000011,0.10461981387599999
ACH-000012,0.0234782801486
ACH-000013,-0.12643437104900002
ACH-000014,-0.08075183283639999
ACH-000015,-0.141778001367
ACH-000017,0.126041554257
ACH-000018,0.31600949742400003
ACH-000019,0.0400399807761
ACH-000021,-0.015646711584000002
ACH-000022,-0.021707562321700003
ACH-000025,0.190985642271
ACH-000028,0.0151793581931
ACH-000030,0.00640268369052
ACH-000035,0.163536366579
ACH-000036,0.141599729656
ACH-000037,0.22554651924600003
ACH-000039,-0.124933676732
ACH-000040,0.114082236426
ACH-000041,-0.0201465262447
ACH-000042,0.039416071018500004
ACH-000045,0.00599150592565
ACH-000047,0.00416260003277
ACH-000052,0.131291201086
ACH-000053,-0.12973145427000002
ACH-000054,0.15999254147199998
ACH-000055,0.277987591509
ACH-000060,0.12614773203
ACH-000067,0.213905567612
ACH-000070,0.207070114562
ACH-000075,0.08513478420489999
ACH-000078,0.00150142965918
ACH-000082,0.056209053854999996
ACH-000085,0.038328928189900004
ACH-000086,-0.014759073579200001
ACH-000087,0.321946609399
ACH-000092,0.13475449507
ACH-000095,-0.0425426265451
ACH-000097,0.0773981441015
ACH-000098,-0.022723894588599997
ACH-000099,0.0891955234788
ACH-000108,-0.014091546984000001
ACH-000113,0.0459560505808
ACH-000115,-0.09469422489080001
ACH-000116,0.205904734054
ACH-000118,0.0170519174088
ACH-000120,-0.034286541346900005
ACH-000123,0.10123902630899999
ACH-000127,0.08021151042010001
ACH-000128,0.254205041992
ACH-000132,0.16752833409499998
ACH-000133,0.09544701998199999
ACH-000137,-0.187798478849
ACH-000138,0.029121622993099998
ACH-000142,-0.0521017261948
ACH-000143,-0.0025507551404499998
ACH-000146,-0.00106171294947
ACH-000148,0.109568507642
ACH-000150,0.0295968033047
ACH-000152,0.177604140002
ACH-000153,-0.0707587174585
ACH-000159,0.022210653958600002
ACH-000160,-0.006824514836680001
ACH-000163,0.130567911935
ACH-000167,0.05550236590509999
ACH-000168,0.254229205403
ACH-000169,0.176574479815
ACH-000178,0.165913268807
ACH-000182,0.10942574688100001
ACH-000183,0.057589301694
ACH-000188,0.0470374201875
ACH-000189,0.192729988987
ACH-000190,0.0467883198283
ACH-000198,0.06754050414400001
ACH-000204,-0.0422578398721
ACH-000206,0.0689012618658
ACH-000207,0.0548649124399
ACH-000211,0.00568240314834
ACH-000215,0.0414103347563
ACH-000221,0.053947904965500004
ACH-000222,0.04740940075669999
ACH-000223,0.157223312005
ACH-000226,0.203663462894
ACH-000227,0.125787910925
ACH-000228,0.173807027625
ACH-000231,0.116805941227
ACH-000232,0.184657679466
ACH-000233,0.11043365396400001
ACH-000234,0.231557638308
ACH-000235,0.0017158628761900002
ACH-000237,0.0274898557548
ACH-000238,0.00144114295018
ACH-000243,0.086602746833
ACH-000244,0.30006174059
ACH-000246,0.09574224944219999
ACH-000248,0.09551877427710001
ACH-000250,0.09038815588919999
ACH-000251,0.0685760599979
ACH-000253,0.00492089377092
ACH-000255,-0.155371970056
ACH-000256,0.12205439098300001
ACH-000257,0.330023073386
ACH-000258,0.0811273646702
ACH-000259,0.155790379954
ACH-000260,0.09012548581489999
ACH-000261,0.106444560248
ACH-000262,-0.169339547351
ACH-000263,0.253668856675
ACH-000264,0.193324172981
