,EVA1B (55194)
ACH-000004,-0.0408741827377
ACH-000007,0.0151442208421
ACH-000009,0.128601244352
ACH-000011,-0.0847917766919
ACH-000012,-0.16236075244999998
ACH-000013,-0.11245828082800001
ACH-000014,-0.057021279245800006
ACH-000015,-0.05182533897969999
ACH-000017,-0.00158468194426
ACH-000018,-0.197739930116
ACH-000019,-0.0766917099831
ACH-000021,0.0174030588117
ACH-000022,0.0911508791512
ACH-000025,0.0038296120265500005
ACH-000028,0.0435152114755
ACH-000030,-0.0357715772019
ACH-000035,-0.069289644806
ACH-000036,-0.351427111443
ACH-000037,0.0573243966765
ACH-000039,-0.166148804615
ACH-000040,-0.149755874637
ACH-000041,-0.06336788281530001
ACH-000042,0.014002601121
ACH-000045,0.0908890349419
ACH-000047,-0.174726426985
ACH-000052,-0.309987846485
ACH-000053,-0.0431980986355
ACH-000054,-0.0733450096038
ACH-000055,-0.256150651046
ACH-000060,-0.299402282849
ACH-000067,-0.20638076226799998
ACH-000070,-0.0760686280972
ACH-000075,-0.161615377812
ACH-000078,-0.135677654396
ACH-000082,-0.018674454852599998
ACH-000085,-0.544220445441
ACH-000086,-0.0171779557396
ACH-000087,-0.100324015803
ACH-000092,-0.333240297538
ACH-000095,-0.07386094137110001
ACH-000097,0.0296428858539
ACH-000098,-0.063554726858
ACH-000099,-0.0555765013961
ACH-000108,-0.07487682589160001
ACH-000113,-0.145498458362
ACH-000115,-0.12052045072999999
ACH-000116,0.08386147945650001
ACH-000118,-0.0801776923755
ACH-000120,-0.273739952289
ACH-000123,0.027062960975599997
ACH-000127,-0.09622230623530001
ACH-000128,-0.118114141471
ACH-000132,-0.36251407344000003
ACH-000133,0.029563287451499998
ACH-000137,-0.109445598071
ACH-000138,0.137438403772
ACH-000142,-0.140852175773
ACH-000143,-0.286098634053
ACH-000146,-0.0346232500835
ACH-000148,-0.131059497771
ACH-000150,-0.638895186931
ACH-000152,0.00121684337076
ACH-000153,0.022643924492500002
ACH-000159,-0.08544711523019999
ACH-000160,0.0284756854218
ACH-000163,0.0186256429005
ACH-000167,0.11365318613700001
ACH-000168,0.0158524790542
ACH-000169,-0.0630050720156
ACH-000178,-0.170677764834
ACH-000182,0.121955109466
ACH-000183,-0.050352626795899996
ACH-000188,-0.41274428962
ACH-000189,-0.27298539155900003
ACH-000190,-0.00342142982847
ACH-000198,-0.0168869440821
ACH-000204,-0.44288725848800004
ACH-000206,-0.0550088354976
ACH-000207,0.08333538923139999
ACH-000211,0.0889769995016
ACH-000215,-0.182342329793
ACH-000221,0.00324023371194
ACH-000222,0.014900824514799998
ACH-000223,0.190362927346
ACH-000226,-0.07729553230530001
ACH-000227,0.15818585053
ACH-000228,0.041623160207099996
ACH-000231,0.058164416226699996
ACH-000232,0.0284523711253
ACH-000233,0.0715918385015
ACH-000234,-0.123309253255
ACH-000235,-0.11640709664000001
ACH-000237,-0.0820261826815
ACH-000238,-0.15390573709
ACH-000243,0.044304409671300005
ACH-000244,-0.31247669408900003
ACH-000246,-0.101604660203
ACH-000248,-0.0854993951702
ACH-000250,-0.0841784904124
ACH-000251,-0.29477202748000003
ACH-000253,-0.00601454283723
ACH-000255,-0.0928740197301
ACH-000256,0.124604627977
ACH-000257,-0.06273627951039999
ACH-000258,0.303313385579
ACH-000259,-0.142193821624
ACH-000260,-0.15939377548
ACH-000261,-0.21933968899300002
ACH-000262,-0.00209360517399
ACH-000263,-0.0554494354797
ACH-000264,-0.215253798723
ACH-000265,-0.046810573384800006
ACH-000266,0.023663056479700004
ACH-000272,-0.111011754207
ACH-000273,0.0400193379178
ACH-000274,-0.0725989898889
ACH-000277,-0.0741738710668
ACH-000278,-0.147292008525
ACH-000279,-0.0674503077253
ACH-000280,0.094459698247
ACH-000281,-0.045193582747499995
ACH-000288,-0.15747411125
ACH-000291,-0.0602339240259
ACH-000293,-0.133121717741
ACH-000294,-0.0158445850803
ACH-000295,0.134368241834
ACH-000296,-0.0677983386194
ACH-000302,-0.298570650307
ACH-000304,0.04512583035019999
ACH-000307,-0.0784334278331
ACH-000308,-0.0225358988935
ACH-000310,-0.320581529938
ACH-000311,0.0939888230635
ACH-000312,-0.10124447443199999
ACH-000315,-0.31043780896699996
ACH-000316,0.10648505566199999
ACH-000317,-0.217905286829
ACH-000318,-0.211940505521
ACH-000319,-0.0700229960284
ACH-000320,-0.044381409298599996
ACH-000322,-0.40332449511
ACH-000323,-0.344240522311
ACH-000324,0.08643462424910002
ACH-000329,-0.117454507476
ACH-000330,-0.169722342328
ACH-000331,-0.166286164548
ACH-000332,-0.157985974746
ACH-000334,-0.0663463012725
ACH-000335,-0.140366152083
ACH-000336,0.0224562447206
ACH-000337,-0.0298295233121
ACH-000339,-0.08410094394880001
ACH-000341,-0.328339858418
ACH-000348,-0.09341803409369999
ACH-000350,-0.06771156145740001
ACH-000352,0.034610067161800005
ACH-000356,0.022919051989000003
ACH-000361,-0.11678964846100001
ACH-000362,-0.130844914979
ACH-000363,-0.161839765539
ACH-000364,0.026296421485000002
ACH-000365,-0.125209313001
ACH-000366,-0.10250994100500001
ACH-000368,-0.220747607662
ACH-000374,-0.073959681022
ACH-000375,-0.188794674376
ACH-000376,-0.22776028076699997
ACH-000381,-0.0585739310189
ACH-000383,-0.08544259841679999
ACH-000387,-0.0478918306616
ACH-000389,0.0118242629099
ACH-000390,0.0671671636094
ACH-000393,-0.0154638458127
ACH-000395,-0.28524607091
ACH-000397,-0.060799761889000006
ACH-000401,-0.228891485613
ACH-000402,-0.17817920236999998
ACH-000403,0.027437811230900003
ACH-000404,-0.0623973533525
ACH-000406,-0.0667891612149
ACH-000407,-0.10189178070800001
ACH-000408,-0.24836180929999999
ACH-000410,-0.115483118557
ACH-000411,-0.37073142228
ACH-000414,0.200800489329
ACH-000415,0.0367739309165
ACH-000416,-0.060505869449899996
ACH-000420,-0.0981310974704
ACH-000421,0.0271976264737
ACH-000424,-0.159624071694
ACH-000425,-0.09396355253910002
