,UPP1 (7378)
ACH-000004,0.275598706251
ACH-000007,0.07132561068479999
ACH-000009,0.09052138923620001
ACH-000011,0.054522374397300004
ACH-000012,0.17854052682100002
ACH-000013,0.16708142993300001
ACH-000014,-0.054048062912599996
ACH-000015,0.0817785975969
ACH-000017,0.274991419653
ACH-000018,0.038984375522699996
ACH-000019,0.0383508271645
ACH-000021,0.304216710852
ACH-000022,0.161053267027
ACH-000025,0.06118582076430001
ACH-000028,0.181154810537
ACH-000030,0.17134478173
ACH-000035,0.0850080128458
ACH-000036,0.159554194146
ACH-000037,0.24159433775
ACH-000039,0.05643781344359999
ACH-000040,0.309866838558
ACH-000041,0.0260399599718
ACH-000042,0.083886513936
ACH-000045,0.324927561346
ACH-000047,0.129707620103
ACH-000052,-0.0034170620118800002
ACH-000053,0.136355970132
ACH-000054,0.24125147815
ACH-000055,0.190685755558
ACH-000060,0.14155940442099998
ACH-000067,0.411208787035
ACH-000070,0.169971248105
ACH-000075,-0.00810807378799
ACH-000078,0.37044594883599996
ACH-000082,0.18221901289099998
ACH-000085,0.224384773343
ACH-000086,0.270527667408
ACH-000087,0.208063705376
ACH-000092,0.302874205008
ACH-000095,0.0697336039832
ACH-000097,0.13454840361
ACH-000098,0.132780705267
ACH-000099,0.0978254130524
ACH-000108,0.266724224809
ACH-000113,0.324507537038
ACH-000115,0.36376863597
ACH-000116,0.166395277115
ACH-000118,0.218253163472
ACH-000120,0.43897604930100004
ACH-000123,0.176380776565
ACH-000127,0.265166595672
ACH-000128,-0.0636587044796
ACH-000132,0.35668913226899995
ACH-000133,0.132256209859
ACH-000137,0.0612203096359
ACH-000138,0.19411487285
ACH-000142,0.20696881891399999
ACH-000143,0.22750651875
ACH-000146,0.21918109461100002
ACH-000148,0.14069141500399998
ACH-000150,0.275863342883
ACH-000152,0.226082524774
ACH-000153,0.030188801482099997
ACH-000159,0.261025382943
ACH-000160,0.0631467075262
ACH-000163,0.37625030144599997
ACH-000167,0.292411278251
ACH-000168,0.197548294225
ACH-000169,0.267805600062
ACH-000178,0.226322844797
ACH-000182,0.212054242697
ACH-000183,0.17647369338500002
ACH-000188,0.31422663423
ACH-000189,0.365927184589
ACH-000190,0.0328958703358
ACH-000198,0.269945367229
ACH-000204,0.291418009252
ACH-000206,0.239945481232
ACH-000207,0.20435946238299998
ACH-000211,0.325356316519
ACH-000215,0.17634682812600003
ACH-000221,0.327356027981
ACH-000222,0.167911616223
ACH-000223,0.223503376686
ACH-000226,0.10282348739700001
ACH-000227,0.416920806034
ACH-000228,0.08498703185380001
ACH-000231,0.20539010029899998
ACH-000232,0.194366923246
ACH-000233,0.315492514467
ACH-000234,0.133296503506
ACH-000235,0.150924145615
ACH-000237,0.261730975201
ACH-000238,0.234270943216
ACH-000243,0.38277155049999995
ACH-000244,0.026272041011999998
ACH-000246,0.162344486459
ACH-000248,0.19895515179900003
ACH-000250,0.19594630149599998
ACH-000251,0.493151207072
ACH-000253,0.126199636588
ACH-000255,0.136503528443
ACH-000256,0.195274268032
ACH-000257,0.425603493692
ACH-000258,0.307981234675
ACH-000259,0.27929801809599997
ACH-000260,0.21409037045600002
ACH-000261,0.138995821579
ACH-000262,0.12032623480900001
ACH-000263,0.123947789783
ACH-000264,0.313691939846
ACH-000265,0.232806792212
ACH-000266,0.138334693265
ACH-000272,0.138142581884
ACH-000273,0.283545944406
ACH-000274,0.302186836117
ACH-000277,0.189701966934
ACH-000278,0.310239018282
ACH-000279,0.104783163786
ACH-000280,0.0474277718528
ACH-000281,0.126045110454
ACH-000288,0.06613310554650001
ACH-000291,0.189277925365
ACH-000293,-0.029854478172499997
ACH-000294,0.0605892073399
ACH-000295,0.133512924596
ACH-000296,0.159945551418
ACH-000302,0.171737487883
ACH-000304,0.35485191505
ACH-000307,0.10034102183299999
ACH-000308,0.170868349511
ACH-000310,0.163042309336
ACH-000311,0.12438458944
ACH-000312,0.239313819914
ACH-000315,0.324281859315
ACH-000316,0.161164443949
ACH-000317,0.465092094747
ACH-000318,0.37470640495800006
ACH-000319,0.13704675247300002
ACH-000320,0.274646804475
ACH-000322,0.316751211795
ACH-000323,0.10688039242599999
ACH-000324,0.06281233658549999
ACH-000329,0.0967564035584
ACH-000330,0.185173274976
ACH-000331,0.20320823491
ACH-000332,0.203238659846
ACH-000334,0.519672889946
ACH-000335,0.24682491910100002
ACH-000336,0.503109842195
ACH-000337,0.0393291571864
ACH-000339,0.0790829403382
ACH-000341,0.218576207999
ACH-000348,0.250533716045
ACH-000350,0.0565727206613
ACH-000352,0.135838385887
ACH-000356,-0.061150291515300007
ACH-000361,0.172940138673
ACH-000362,0.14626873402899998
ACH-000363,0.228619340361
ACH-000364,0.153503859587
ACH-000365,0.23874025689300002
ACH-000366,0.08755730938760001
ACH-000368,0.0886648851983
ACH-000374,0.12829532872500002
ACH-000375,0.200864669029
ACH-000376,0.22197915119000003
ACH-000381,0.125999075025
ACH-000383,0.267772685513
