,ATP6V1E1 (529)
ACH-000004,-1.1697342665700001
ACH-000007,-1.0826585110299998
ACH-000009,-1.09188530874
ACH-000011,-1.0557199844
ACH-000012,-1.0832669045399999
ACH-000013,-0.9247978207809999
ACH-000014,-1.10118024592
ACH-000015,-1.03791396986
ACH-000017,-1.00062509352
ACH-000018,-1.10815221578
ACH-000019,-1.19560336593
ACH-000021,-0.7072326683840001
ACH-000022,-1.29074852581
ACH-000025,-1.1214865353399999
ACH-000028,-1.18119371914
ACH-000030,-1.20229699821
ACH-000035,-1.12318758626
ACH-000036,-1.15300908509
ACH-000037,-0.540669798308
ACH-000039,-0.875318829056
ACH-000040,-1.34696857224
ACH-000041,-1.3476034038299998
ACH-000042,-0.9744627022679999
ACH-000045,-0.8603207053749999
ACH-000047,-0.882933199605
ACH-000052,-1.16516606737
ACH-000053,-1.3005636175700002
ACH-000054,-0.991045167364
ACH-000055,-1.1153115762399999
ACH-000060,-1.12735420328
ACH-000067,-0.9049577309260001
ACH-000070,-1.23982675926
ACH-000075,-1.16586004213
ACH-000078,-0.958130412007
ACH-000082,-1.08654163136
ACH-000085,-0.815084614513
ACH-000086,-1.05267826817
ACH-000087,-1.1421082255
ACH-000092,-0.9566360942730001
ACH-000095,-1.0455356413799999
ACH-000097,-0.918470084518
ACH-000098,-1.0609428973700001
ACH-000099,-0.992604440908
ACH-000108,-1.11415292336
ACH-000113,-1.07427965542
ACH-000115,-0.455692666998
ACH-000116,-1.08149597602
ACH-000118,-1.06008473143
ACH-000120,-0.90590794108
ACH-000123,-1.1847636193100002
ACH-000127,-0.869950990824
ACH-000128,-1.16150613479
ACH-000132,-1.0635751312100001
ACH-000133,-1.0903874773
ACH-000137,-0.8083155268719999
ACH-000138,-1.13786848225
ACH-000142,-1.02097553502
ACH-000143,-0.9798790881299999
ACH-000146,-1.0483448415
ACH-000148,-0.773288142052
ACH-000150,-1.29358749578
ACH-000152,-1.04698536176
ACH-000153,-0.9681526439489999
ACH-000159,-1.14512869548
ACH-000160,-0.9455967739059999
ACH-000163,-0.7734335330679999
ACH-000167,-1.4240147904
ACH-000168,-1.1011202710299999
ACH-000169,-1.1908134183299999
ACH-000178,-1.0214482817100001
ACH-000182,-0.94614764979
ACH-000183,-1.0406646802700001
ACH-000188,-1.2724277874299998
ACH-000189,-0.929734325184
ACH-000190,-1.11857371278
ACH-000198,-1.0553651897799998
ACH-000204,-1.0184118071200001
ACH-000206,-0.958570434662
ACH-000207,-1.0216876293100001
ACH-000211,-1.0795130743299999
ACH-000215,-0.946797520849
ACH-000221,-1.08277007716
ACH-000222,-1.0390276376899998
ACH-000223,-1.1078633287200002
ACH-000226,-1.0447840598
ACH-000227,-0.873923766249
ACH-000228,-1.03446844658
ACH-000231,-0.830235396345
ACH-000232,-0.967306198748
ACH-000233,-1.00710770008
ACH-000234,-1.10301694481
ACH-000235,-0.902446387387
ACH-000237,-1.08949050101
ACH-000238,-0.936873965974
ACH-000243,-0.9800889535420001
ACH-000244,-1.55913877942
ACH-000246,-0.849978873726
ACH-000248,-0.984350465351
ACH-000250,-1.0337063998
ACH-000251,-1.2032435981899998
ACH-000253,-1.02059719015
ACH-000255,-1.12147209317
