,HSPA4L (22824)
ACH-000004,0.113994664318
ACH-000007,0.049838027357800005
ACH-000009,0.0231673701952
ACH-000011,0.10310894556500001
ACH-000012,0.047365603344700004
ACH-000013,0.13349739948699998
ACH-000014,0.179872176458
ACH-000015,0.061423445603099994
ACH-000017,-0.0255344256737
ACH-000018,0.287762527211
ACH-000019,0.0911876893046
ACH-000021,-0.040185378591
ACH-000022,0.08198556037989999
ACH-000025,0.0664154531008
ACH-000028,-0.0628486174344
ACH-000030,-0.00858469283942
ACH-000035,0.08130350867689999
ACH-000036,-0.132403809585
ACH-000037,0.05115273769309999
ACH-000039,0.09709034723950001
ACH-000040,0.12845012201
ACH-000041,0.160819746692
ACH-000042,0.07259656448089999
ACH-000045,0.131043442549
ACH-000047,-0.033894296347500005
ACH-000052,-0.326572516184
ACH-000053,-0.0120233938763
ACH-000054,0.0656535402933
ACH-000055,-0.028780176714
ACH-000060,0.100026744729
ACH-000067,-0.0030705541777600004
ACH-000070,0.0277352956493
ACH-000075,-0.09156863097549998
ACH-000078,0.0420946383909
ACH-000082,0.123465676032
ACH-000085,0.254642890123
ACH-000086,0.076542867576
ACH-000087,0.108293857183
ACH-000092,-0.150203367579
ACH-000095,0.015362563103399998
ACH-000097,0.079659202539
ACH-000098,-0.143870990276
ACH-000099,0.029059102894799998
ACH-000108,0.0415921318094
ACH-000113,-0.0651694317694
ACH-000115,0.0433702758111
ACH-000116,-0.0660235302553
ACH-000118,0.0142851158048
ACH-000120,0.0108427770566
ACH-000123,-0.09928312969900001
ACH-000127,0.0652606192229
ACH-000128,0.0454185727778
ACH-000132,0.08905410556
ACH-000133,0.0297320189463
ACH-000137,0.0453564961563
ACH-000138,0.0271500223408
ACH-000142,-0.0349769149939
ACH-000143,0.034685272001199995
ACH-000146,0.020360578838099996
ACH-000148,0.0154516161343
ACH-000150,-0.050987942353800005
ACH-000152,0.04376612551990001
ACH-000153,-0.0803854980973
ACH-000159,-0.028529213768700004
ACH-000160,0.006892841887949999
ACH-000163,0.0720979585215
ACH-000167,-0.0406450140247
ACH-000168,0.15200015803300002
ACH-000169,0.0722985565582
ACH-000178,0.257001278732
ACH-000182,0.18212912893199998
ACH-000183,0.182580906666
ACH-000188,0.048477150772900005
ACH-000189,0.007463525236859999
ACH-000190,0.07693464172789999
ACH-000198,-0.0562519852176
ACH-000204,0.24888966749000002
ACH-000206,-0.0870706527956
ACH-000207,0.139041013949
ACH-000211,-0.0064960719194
ACH-000215,0.0366589352499
ACH-000221,0.11821925672900001
ACH-000222,-0.118383275385
ACH-000223,-0.06234419473259999
ACH-000226,0.0178456698252
ACH-000227,0.0654426882883
ACH-000228,-0.028273705298900005
ACH-000231,0.036808945396800005
ACH-000232,0.00482307414391
ACH-000233,-0.06928883022219999
ACH-000234,-0.119209318849
ACH-000235,-0.050122791977900004
ACH-000237,-0.043452959158500004
ACH-000238,0.209601598028
ACH-000243,-0.07153895499589999
ACH-000244,0.201814679832
ACH-000246,0.0860191676323
ACH-000248,0.13654973282500002
ACH-000250,0.030154395252400004
ACH-000251,0.110789603353
ACH-000253,0.0779484833869
ACH-000255,0.126636759158
ACH-000256,0.116523584882
ACH-000257,-0.0340831264547
ACH-000258,-0.122336382153
ACH-000259,0.038556771804900004
ACH-000260,0.0731213094633
ACH-000261,0.03800961091419999
ACH-000262,0.0634260672584
ACH-000263,-0.055016549409099995
ACH-000264,0.0202643464105
ACH-000265,-0.026766020366500002
ACH-000266,-0.054551840971800006
ACH-000272,-0.0653008679258
ACH-000273,0.0020151170899
ACH-000274,0.0647932041656
ACH-000277,-0.056506201269199995
ACH-000278,0.00686752254954
ACH-000279,-0.00874774928765
ACH-000280,0.060046502501600006
ACH-000281,0.07563746465599999
ACH-000288,0.057146006941800005
ACH-000291,0.0967240068355
ACH-000293,-0.173889901874
ACH-000294,-0.0160722408492
ACH-000295,0.013587959284399998
ACH-000296,-0.050669330056300005
ACH-000302,0.0176307841094
ACH-000304,0.517897628971
ACH-000307,0.11674885533399999
ACH-000308,-0.0428174894616
ACH-000310,-0.241119522201
ACH-000311,-0.018199263182000002
ACH-000312,-0.0173288554154
ACH-000315,0.0438046501381
ACH-000316,-0.0436879433244
ACH-000317,0.132257559098
ACH-000318,-0.0195115975334
ACH-000319,0.0300582327417
ACH-000320,-0.26434114619800003
ACH-000322,0.06952085064949999
ACH-000323,0.26086819400600003
ACH-000324,0.06270399004590001
ACH-000329,-0.007079468366310001
ACH-000330,-0.0464595451133
ACH-000331,0.104358789757
ACH-000332,0.00361311075405
ACH-000334,0.0446934586332
ACH-000335,-0.042366044897
ACH-000336,0.0344042811436
ACH-000337,-0.20778951170200002
ACH-000339,0.0070844675774100006
ACH-000341,-0.00483816870591
ACH-000348,-0.0541237049077
ACH-000350,0.13850942830600002
ACH-000352,0.0709204399352
ACH-000356,0.130457457347
ACH-000361,-0.0324412119629
ACH-000362,-0.08754652792189999
ACH-000363,-0.0389312533177
ACH-000364,0.09754340247269999
ACH-000365,0.18133590845
ACH-000366,-0.038704455078
ACH-000368,-0.08516548345359999
ACH-000374,-0.014274253296299997
ACH-000375,-0.005232695775439999
ACH-000376,0.12466913638299999
ACH-000381,-0.0965009282959
ACH-000383,-0.0450961678749
ACH-000387,-0.0162598190242
ACH-000389,0.14382904017200002
ACH-000390,-0.0939573958872
ACH-000393,-0.024121817584099998
ACH-000395,0.10325734447799999
ACH-000397,0.212586201966
ACH-000401,0.10683314762599999
ACH-000402,-0.17253272233300002
ACH-000403,-0.019726749669900002
ACH-000404,0.0682165049721
ACH-000406,0.037115514335199995
ACH-000407,0.0636364642425
ACH-000408,-0.00811283445041
ACH-000410,0.075780445705
ACH-000411,0.129080693749
ACH-000414,-0.0262365212712
ACH-000415,0.0533024682041
ACH-000416,-0.135672095213
ACH-000420,0.14395171542000001
ACH-000421,0.041836197737500004
ACH-000424,0.08299449641619999
ACH-000425,-0.0042680239389499995
ACH-000426,0.464322546401
ACH-000427,-0.037783769255199995
ACH-000433,0.10770682058
ACH-000436,0.143092035378
ACH-000444,0.042763309249
ACH-000445,0.0461510651117
ACH-000448,-0.0709067879609
ACH-000450,0.259163591313
ACH-000452,-0.0054165533545100005
ACH-000454,0.056382440308800005
ACH-000458,0.0353935703706
ACH-000459,0.163003275284
ACH-000460,0.130270359664
ACH-000461,-0.0998851762129
ACH-000463,0.030441225893099996
ACH-000464,-0.08802839531960001
ACH-000466,0.10702213178999999
ACH-000467,0.0077034985440299995
ACH-000468,0.131710413838
ACH-000469,0.051285447583
ACH-000470,-0.0468040017767
ACH-000471,-0.0659097857701
ACH-000472,0.128345350733
ACH-000473,0.118441955473
ACH-000475,-0.000515843281453
ACH-000476,0.08921864487839999
ACH-000477,0.18211721485500001
ACH-000480,0.119066992577
ACH-000481,0.0014645163163800002
ACH-000483,0.283984557777
ACH-000484,0.205204339386
ACH-000485,0.0037211736010500005
ACH-000486,0.0384016356482
ACH-000487,0.0699161067022
