,MRAS (22808)
ACH-000004,-0.08185253773630001
ACH-000007,-0.0707751557543
ACH-000009,-0.045519706776
ACH-000011,0.189919821708
ACH-000012,-0.050461236641199995
ACH-000013,0.10513859113500001
ACH-000014,-0.149543504372
ACH-000015,0.0697405898125
ACH-000017,0.14602137145400002
ACH-000018,-0.06176828168409999
ACH-000019,-0.0133295621021
ACH-000021,-0.016443816442400002
ACH-000022,0.0688057576604
ACH-000025,0.013644888371700001
ACH-000028,0.061629146349800004
ACH-000030,-0.0416247750657
ACH-000035,-0.313935275444
ACH-000036,-0.048458617526
ACH-000037,0.100715646436
ACH-000039,-0.12164923113600001
ACH-000040,0.0596140747606
ACH-000041,0.044811330888
ACH-000042,-0.0527298674175
ACH-000045,0.0416943107458
ACH-000047,-0.0118119354843
ACH-000052,-0.120008195125
ACH-000053,0.0164729048633
ACH-000054,0.0153926884082
ACH-000055,-0.10867154827299999
ACH-000060,-0.00102988240933
ACH-000067,-0.045147918667800005
ACH-000070,0.17317301659
ACH-000075,-0.0425071068779
ACH-000078,0.0121767607366
ACH-000082,0.0949294055674
ACH-000085,-0.0101113121721
ACH-000086,0.0038720121056700003
ACH-000087,0.324707020376
ACH-000092,-0.13857295870300002
ACH-000095,-0.0593873795709
ACH-000097,-0.0107757801949
ACH-000098,-0.251428259876
ACH-000099,0.0523443638932
ACH-000108,-0.048694330606300004
ACH-000113,-0.11215951730799999
ACH-000115,-0.19157050508
ACH-000116,0.012202341928299998
ACH-000118,-0.0840196063523
ACH-000120,0.0747381479846
ACH-000123,-0.131604367671
ACH-000127,-0.00381987268294
ACH-000128,-0.12270561615299999
ACH-000132,0.145161264647
ACH-000133,-0.07915404932030001
ACH-000137,-0.035897523819499996
ACH-000138,-0.249268052509
ACH-000142,0.005466071479579999
ACH-000143,-0.0235279819301
ACH-000146,-0.0364522392534
ACH-000148,-0.09361754368149999
ACH-000150,0.0969562308914
ACH-000152,0.107095058165
ACH-000153,0.00830210269176
ACH-000159,-0.0163245399416
ACH-000160,0.0772344359927
ACH-000163,-0.0478065915053
ACH-000167,-0.0899061510073
ACH-000168,-0.03629129513630001
ACH-000169,-0.0189067271963
ACH-000178,-0.0373472180284
ACH-000182,0.0543307631812
ACH-000183,0.0733366295016
ACH-000188,-0.007129167871600001
ACH-000189,0.154672833466
ACH-000190,-0.0466310621623
ACH-000198,0.00523993823215
ACH-000204,-0.0575610980853
ACH-000206,-0.134967379099
ACH-000207,-0.197442734413
ACH-000211,-0.0939137043489
ACH-000215,-0.000909685584252
ACH-000221,-0.008718249994
ACH-000222,-0.14501896273
ACH-000223,0.139719144923
ACH-000226,0.006194302891499999
ACH-000227,0.04858210530780001
ACH-000228,0.00302491959369
ACH-000231,-0.08056039394310001
ACH-000232,-0.0940383936042
ACH-000233,0.156995061425
ACH-000234,0.0208899116534
ACH-000235,-0.0746349974565
ACH-000237,-0.0754256277645
ACH-000238,0.15435544855
ACH-000243,0.0792927581193
ACH-000244,-0.234027433701
ACH-000246,0.11057210829500001
ACH-000248,-0.0348884840607
ACH-000250,-0.0246365235849
ACH-000251,0.16173248067399998
ACH-000253,0.0334312526571
ACH-000255,-0.037439156278800005
ACH-000256,0.117322053715
ACH-000257,-0.0339007481806
ACH-000258,0.192341589892
ACH-000259,-0.152714763541
ACH-000260,-0.0635605040258
ACH-000261,-0.0108976876543
ACH-000262,0.00638149586947
ACH-000263,-0.0991220657884
ACH-000264,0.009308919121309999
ACH-000265,-0.11873966574999999
ACH-000266,-0.0692460396061
ACH-000272,-0.0931174275228
ACH-000273,-0.08336843827389999
ACH-000274,-0.121998312116
ACH-000277,0.114854314373
ACH-000278,0.164243081466
ACH-000279,0.0467377302585
ACH-000280,-0.154712403791
ACH-000281,-0.171300214045
ACH-000288,0.0405531778401
ACH-000291,-0.025821133905599997
ACH-000293,0.05902903643830001
ACH-000294,-0.18019964607299999
