,HES2 (54626)
ACH-000004,-0.121470912587
ACH-000007,-0.39357951568899996
ACH-000009,-0.176000208844
ACH-000011,-0.283729544755
ACH-000012,-0.172194849915
ACH-000013,0.025507792664200002
ACH-000014,-0.227638418747
ACH-000015,0.0462179799511
ACH-000017,-0.239051191439
ACH-000018,-0.101560724715
ACH-000019,-0.356012096483
ACH-000021,-0.07460040536710001
ACH-000022,-0.234947093676
ACH-000025,-0.259788418445
ACH-000028,0.0466299667325
ACH-000030,-0.195443582758
ACH-000035,-0.221137072215
ACH-000036,-0.18069260586
ACH-000037,-0.114146821984
ACH-000039,-0.497722029447
ACH-000040,-0.385122745369
ACH-000041,-0.0590165596858
ACH-000042,-0.125010920591
ACH-000045,-0.24893330610300002
ACH-000047,-0.170288186786
ACH-000052,0.19968972209600003
ACH-000053,-0.256450039901
ACH-000054,-0.196276183779
ACH-000055,-0.15110953242900002
ACH-000060,-0.254454322053
ACH-000067,-0.280252506822
ACH-000070,-0.0371254154517
ACH-000075,-0.12593197063300002
ACH-000078,-0.370053411941
ACH-000082,-0.20037863056400002
ACH-000085,-0.374070855449
ACH-000086,-0.34420033304700004
ACH-000087,-0.34812671620499996
ACH-000092,-0.27938634531100004
ACH-000095,-0.203075990666
ACH-000097,-0.307564064436
ACH-000098,-0.134300108883
ACH-000099,-0.231173043396
ACH-000108,-0.357247292765
ACH-000113,-0.16884653335299998
ACH-000115,-0.30130709553
ACH-000116,-0.167756113507
ACH-000118,-0.172811291966
ACH-000120,-0.128260974202
ACH-000123,-0.155205970162
ACH-000127,-0.233508690964
ACH-000128,0.0066780792673599996
ACH-000132,-0.271108342971
ACH-000133,-0.126582885766
ACH-000137,-0.008741492450690001
ACH-000138,0.0398379804269
ACH-000142,-0.134562045622
ACH-000143,-0.335826538169
ACH-000146,-0.26146936385499997
ACH-000148,-0.254100712848
ACH-000150,-0.422738043709
ACH-000152,-0.061992673372099995
ACH-000153,-0.0413742668486
ACH-000159,-0.26150950664
ACH-000160,-0.14874944976600002
ACH-000163,-0.320694942222
ACH-000167,-0.346225963398
ACH-000168,-0.08380173797660001
ACH-000169,-0.235034744335
ACH-000178,-0.34205973937
ACH-000182,-0.171211036402
ACH-000183,-0.00940499321268
ACH-000188,-0.267412369395
ACH-000189,-0.413133409769
ACH-000190,0.0442147446577
ACH-000198,-0.245284124452
ACH-000204,-0.206186416646
ACH-000206,-0.115054946975
ACH-000207,-0.21227631955899998
ACH-000211,-0.127523690659
ACH-000215,-0.298306299394
ACH-000221,-0.18350668492699998
ACH-000222,-0.200719196203
ACH-000223,-0.15277081251
ACH-000226,-0.15754390520199998
ACH-000227,-0.18899315542800002
ACH-000228,-0.09131327270339999
ACH-000231,-0.246773602384
ACH-000232,-0.169912887592
ACH-000233,-0.131349601225
ACH-000234,-0.285085116618
ACH-000235,-0.217369693597
ACH-000237,-0.401745154889
ACH-000238,-0.192652197735
ACH-000243,-0.25239670443100004
ACH-000244,-0.156792062641
ACH-000246,-0.323278531557
ACH-000248,-0.30340103724399997
ACH-000250,-0.294110039832
ACH-000251,-0.396039048389
ACH-000253,-0.271396594138
ACH-000255,-0.44961325282700004
ACH-000256,-0.008128317045100001
ACH-000257,-0.44926785984800005
ACH-000258,-0.283615564049
ACH-000259,-0.338860450564
ACH-000260,-0.271920139812
ACH-000261,-0.064213578295
ACH-000262,-0.314530652674
ACH-000263,-0.00641252155528
ACH-000264,-0.126194536284
ACH-000265,-0.0739891679373
ACH-000266,-0.286165005898
ACH-000272,-0.201338958609
ACH-000273,-0.127368647733
ACH-000274,-0.142847506413
ACH-000277,-0.520712526278
ACH-000278,-0.29410260540600003
ACH-000279,-0.198805379209
ACH-000280,-0.0735757986549
ACH-000281,-0.0900359478751
ACH-000288,-0.307157526227
ACH-000291,-0.191208030308
ACH-000293,-0.19787676866700002
ACH-000294,-0.059442620739900004
ACH-000295,-0.376775181123
ACH-000296,-0.065001489962
ACH-000302,-0.22887008528499997
ACH-000304,-0.078295792061
ACH-000307,-0.309224752057
ACH-000308,-0.10857962039499999
ACH-000310,-0.13653694739
ACH-000311,-0.243561714406
ACH-000312,-0.424336902702
ACH-000315,-0.266496412514
ACH-000316,-0.311008114441
ACH-000317,-0.0126286529406
ACH-000318,-0.144614959993
ACH-000319,-0.328911886085
ACH-000320,-0.178626549591
ACH-000322,-0.292188299339
ACH-000323,-0.549892394383
ACH-000324,-0.0681150283466
ACH-000329,-0.32574090606899997
ACH-000330,0.122842157072
ACH-000331,-0.327909726749
ACH-000332,-0.147952924219
ACH-000334,-0.624230047745
ACH-000335,-0.19110910579100002
ACH-000336,-0.161044507964
ACH-000337,-0.279404489047
ACH-000339,-0.19135044017499997
ACH-000341,-0.285843160192
ACH-000348,-0.357486051323
ACH-000350,0.006969072733829999
ACH-000352,-0.194079468231
ACH-000356,-0.146023386933
ACH-000361,-0.306698085723
ACH-000362,-0.0960891230723
ACH-000363,-0.260471681014
ACH-000364,-0.341587413114
ACH-000365,-0.154857626938
ACH-000366,-0.0795562921923
ACH-000368,-0.24158123454100003
ACH-000374,-0.310566290937
ACH-000375,-0.229286687776
ACH-000376,-0.19676891432100002
ACH-000381,-0.18048992155699997
ACH-000383,-0.161768881577
ACH-000387,-0.163155516023
ACH-000389,-0.306532717818
ACH-000390,-0.220304412378
ACH-000393,-0.328791866323
ACH-000395,-0.471558435288
ACH-000397,-0.164929521901
ACH-000401,-0.19029677627099997
ACH-000402,-0.23891568479400002
ACH-000403,-0.2625361869
ACH-000404,-0.296474087018
ACH-000406,-0.24217744412099998
ACH-000407,-0.307292555137
ACH-000408,0.10005706375199999
ACH-000410,-0.33747126451399995
ACH-000411,-0.259379247062
ACH-000414,-0.181181183348
ACH-000415,-0.04420607243269999
ACH-000416,-0.219553406199
ACH-000420,-0.38079065113399996
ACH-000421,-0.128995108301
ACH-000424,-0.30563931313000003
ACH-000425,-0.08588896665
ACH-000426,-0.641473034182
ACH-000427,-0.438639162697
ACH-000433,-0.128123335011
ACH-000436,-0.34757834678000005
ACH-000444,-0.145665854267
ACH-000445,-0.18580678897300001
ACH-000448,-0.16623900071699999
ACH-000450,-0.017044186853
ACH-000452,-0.357058398829
ACH-000454,-0.221633117137
ACH-000458,-0.021643971537099998
ACH-000459,-0.567357477115
ACH-000460,-0.282876027471
ACH-000461,-0.30522076350099997
ACH-000463,-0.319817159601
ACH-000464,-0.294372862438
ACH-000466,-0.366501665731
ACH-000467,-0.239227024532
ACH-000468,-0.067517744987
ACH-000469,-0.399063623374
ACH-000470,-0.0361199863893
ACH-000471,-0.316573842685
ACH-000472,-0.29757517746999995
ACH-000473,-0.181468384399
ACH-000475,-0.30293865344099996
ACH-000476,-0.200608719069
ACH-000477,-0.296419669265
ACH-000480,-0.229059609193
ACH-000481,-0.23392599027600003
ACH-000483,-0.243466564029
ACH-000484,-0.321307743642
ACH-000485,-0.105181820342
ACH-000486,-0.25207773439500003
ACH-000487,-0.371327662002
ACH-000488,-0.18105669331399998
ACH-000490,-0.124188053818
ACH-000491,-0.0983373209273
ACH-000495,-0.196480905035
ACH-000496,-0.28878785386
ACH-000499,-0.200641401622
ACH-000500,0.146377604912
ACH-000502,-0.11297737155
ACH-000503,-0.4610880061
ACH-000505,-0.17040868036600001
ACH-000507,-0.142227549448
ACH-000510,-0.297820518692
ACH-000511,-0.246592711862
ACH-000512,-0.329841857773
ACH-000516,-0.104244440069
ACH-000517,-0.202136957599
ACH-000518,-0.27718144695
ACH-000520,-0.379005331743
ACH-000521,-0.192651784711
ACH-000522,-0.40004079915
ACH-000524,-0.30452035486900003
ACH-000527,-0.35610774181599997
ACH-000528,-0.235277111966
ACH-000537,-0.403787012792
ACH-000541,-0.208887113763
ACH-000542,-0.102945194507
ACH-000544,-0.11200770088400001
ACH-000545,-0.16708103132899998
ACH-000547,-0.299227933832
ACH-000548,-0.0774222799729
ACH-000549,-0.40130447847499995
ACH-000550,-0.361270971931
ACH-000552,-0.254566812788
ACH-000556,-0.07109157585689999
ACH-000557,-0.470232251693
ACH-000570,-0.182674689554
ACH-000571,-0.35690246661200004
ACH-000573,-0.173660224873
ACH-000576,-0.643629783022
ACH-000580,0.040965541685
ACH-000584,-0.14584875285
ACH-000585,-0.168092569113
ACH-000588,-0.28384205833
ACH-000589,-0.09162503491389999
ACH-000591,-0.324263555328
ACH-000593,-0.132798374538
ACH-000600,-0.164754679643
ACH-000601,-0.312275261309
ACH-000604,0.045524071236199996
ACH-000605,-0.0568567315173
ACH-000606,-0.166478879913
ACH-000608,-0.107056126237
ACH-000614,-0.20647846195099998
ACH-000616,-0.21340658947799998
ACH-000618,-0.14564571047900002
ACH-000619,-0.208667544763
ACH-000620,-0.231952428088
ACH-000621,-0.267235747784
ACH-000622,-0.15800760949999998
ACH-000623,-0.08750913740160002
ACH-000624,-0.271642573919
ACH-000627,-0.461008505784
ACH-000630,-0.118614486437
ACH-000632,-0.233863925297
ACH-000633,-0.471002822494
ACH-000637,-0.371680737189
ACH-000638,-0.378979112987
ACH-000646,-0.274178139007
ACH-000647,-0.17764064272500002
ACH-000648,-0.343121454166
ACH-000649,-0.169943801625
ACH-000651,-0.173122606525
ACH-000652,-0.388051990251
ACH-000653,-0.567058913525
ACH-000657,-0.211016949209
ACH-000658,-0.20527770240600002
ACH-000661,-0.427424765572
ACH-000662,-0.0882008924647
ACH-000663,-0.179896320947
ACH-000665,-0.215199600934
ACH-000671,-0.117975562573
ACH-000673,-0.285126106409
ACH-000676,-0.228044401961
ACH-000677,-0.051085118805599995
ACH-000681,-0.153340604193
ACH-000682,-0.10594209076
ACH-000683,-0.295556625112
ACH-000684,-0.143737647626
ACH-000688,-0.252810796415
ACH-000693,-0.08755288948280002
ACH-000694,-0.0921249552501
ACH-000695,0.0735975655381
ACH-000696,-0.156436450053
ACH-000697,0.13463662843000002
ACH-000699,-0.44754031138000006
ACH-000701,0.148862321637
ACH-000706,-0.23026103155699998
ACH-000711,-0.221042445956
ACH-000713,-0.0869978510803
ACH-000714,-0.572433431334
ACH-000718,-0.21874318294
ACH-000720,-0.37956968988399997
ACH-000721,-0.299289610557
ACH-000724,-0.178762588957
ACH-000725,-0.06880411213910001
ACH-000732,-0.0121852771977
ACH-000734,-0.21370468672
ACH-000735,-0.16794468471500001
ACH-000736,-0.20773057389600003
ACH-000738,-0.322885700885
