,IL12RB1 (3594)
ACH-000004,-0.154476112858
ACH-000007,-0.27105590332199997
ACH-000009,-0.0427636614949
ACH-000011,-0.152401811587
ACH-000012,-0.082258507527
ACH-000013,-0.11664087549499999
ACH-000014,-0.025198969994299998
ACH-000015,-0.213385475867
ACH-000017,-0.164513858291
ACH-000018,-0.391245156294
ACH-000019,-0.5055751571989999
ACH-000021,-0.231088913565
ACH-000022,-0.206617471607
ACH-000025,-0.207089942547
ACH-000028,-0.303012922742
ACH-000030,-0.261717365309
ACH-000035,-0.412026824162
ACH-000036,-0.11936396422000001
ACH-000037,-0.193510138592
ACH-000039,0.0356727126317
ACH-000040,-0.34771550426700004
ACH-000041,-0.050654351694999995
ACH-000042,-0.17210257589800002
ACH-000045,-0.161582694409
ACH-000047,-0.148888201907
ACH-000052,-0.29910166324799997
ACH-000053,-0.0357195704498
ACH-000054,-0.147809749902
ACH-000055,-0.22079169055599998
ACH-000060,-0.0170441855642
ACH-000067,-0.160282692577
ACH-000070,0.120901023766
ACH-000075,-0.011201511107999999
ACH-000078,-0.00275086728333
ACH-000082,0.140573092453
ACH-000085,-0.262421458878
ACH-000086,-0.181191962981
ACH-000087,-0.0333980116009
ACH-000092,-0.0614673460263
ACH-000095,-0.0598439532897
ACH-000097,-0.143688217865
ACH-000098,-0.149337091658
ACH-000099,-0.0869541025705
ACH-000108,-0.309540396181
ACH-000113,-0.262220873171
ACH-000115,-0.479833532245
ACH-000116,-0.11626813711799999
ACH-000118,-0.235381994791
ACH-000120,-0.10105148089199999
ACH-000123,-0.0586581955395
ACH-000127,-0.15706723423900001
ACH-000128,-0.17079838116700002
ACH-000132,-0.188216626213
ACH-000133,0.0283482564322
ACH-000137,0.0632814982919
ACH-000138,-0.327900010125
ACH-000142,-0.31363153836999996
ACH-000143,-0.00993835641355
ACH-000146,-0.132649386342
ACH-000148,-0.101315679356
ACH-000150,-0.136707033134
ACH-000152,-0.0791532420945
ACH-000153,-0.0981940302073
ACH-000159,-0.0703636436288
ACH-000160,0.149179927895
ACH-000163,-0.244541905079
ACH-000167,-0.223100768448
ACH-000168,-0.11266598945800001
ACH-000169,0.0425683492426
ACH-000178,-0.19328952727600002
ACH-000182,-0.206483244179
ACH-000183,-0.125370305018
ACH-000188,-0.286699566264
ACH-000189,-0.36170680016199996
ACH-000190,0.163179067214
ACH-000198,-0.047890767212500004
ACH-000204,0.152829572365
ACH-000206,0.169643975557
ACH-000207,0.200333389757
ACH-000211,-0.10205547810900001
ACH-000215,-0.06573977673880001
ACH-000221,-0.207268753424
ACH-000222,-0.169920369978
ACH-000223,-0.017611153024900003
ACH-000226,0.03571120511130001
ACH-000227,-0.17260254202999997
ACH-000228,-0.382947715322
ACH-000231,-0.0281007065847
ACH-000232,-0.019210028243400002
ACH-000233,-0.21266886393800002
ACH-000234,-0.129650567115
ACH-000235,-0.159643286922
ACH-000237,-0.0430977816467
ACH-000238,0.152934523325
ACH-000243,-0.221162741307
ACH-000244,-0.061969017446599994
ACH-000246,-0.12722630807399998
ACH-000248,-0.165462638478
ACH-000250,-0.16855728854600002
ACH-000251,-0.240531231224
ACH-000253,0.08123966399619999
ACH-000255,-0.0527902400564
ACH-000256,-0.19856999688000002
ACH-000257,0.352175481637
ACH-000258,-0.017657576986900004
ACH-000259,-0.089723540024
ACH-000260,-0.21839417001999997
