,CASC4 (113201)
ACH-000004,-0.07048978088380001
ACH-000007,0.0305660575949
ACH-000009,-0.125138429696
ACH-000011,0.0217645161998
ACH-000012,-0.187986675178
ACH-000013,0.0141858527351
ACH-000014,0.433255176941
ACH-000015,-0.106528870018
ACH-000017,-0.008603323480649998
ACH-000018,0.137805343564
ACH-000019,0.302788978551
ACH-000021,0.0934842543837
ACH-000022,0.012187790317599999
ACH-000025,-0.07650647464339999
ACH-000028,0.106599128126
ACH-000030,-0.179484038654
ACH-000035,-0.00831107173066
ACH-000036,0.176324889133
ACH-000037,-0.383422467646
ACH-000039,-0.18772823940699998
ACH-000040,0.160254697604
ACH-000041,0.175925495384
ACH-000042,-0.0440620660745
ACH-000045,0.132311993287
ACH-000047,-0.020224753808
ACH-000052,0.163331686187
ACH-000053,0.110175510142
ACH-000054,0.010876008178299998
ACH-000055,0.027842994003599998
ACH-000060,0.0617050355643
ACH-000067,-0.279795124853
ACH-000070,0.247440411026
ACH-000075,0.0375990085447
ACH-000078,0.050088467021000005
ACH-000082,-0.114715937572
ACH-000085,0.353370438087
ACH-000086,0.0761086565943
ACH-000087,-0.140659454162
ACH-000092,0.08844052659489998
ACH-000095,0.0549621842276
ACH-000097,0.126250908915
ACH-000098,0.172618922418
ACH-000099,0.09349212052559999
ACH-000108,-0.047801736350099995
ACH-000113,0.186926457158
ACH-000115,0.0559941536753
ACH-000116,0.121320407016
ACH-000118,0.0997148062864
ACH-000120,0.040453895748699994
ACH-000123,-0.05719521478780001
ACH-000127,0.0254182206053
ACH-000128,-0.00567430674827
ACH-000132,-0.146730844851
ACH-000133,0.181350091277
ACH-000137,-0.019675540467
ACH-000138,0.167806162084
ACH-000142,0.06093712458930001
ACH-000143,0.114476035681
ACH-000146,0.261699874576
ACH-000148,-0.00846441922635
ACH-000150,0.04645208166090001
ACH-000152,-0.0830517082257
ACH-000153,-0.24258309312800003
ACH-000159,-0.202064565811
ACH-000160,0.0426125581206
ACH-000163,-0.11702501366800001
ACH-000167,-0.00550736478152
ACH-000168,0.0840883303521
ACH-000169,-0.0393296778092
ACH-000178,-0.040772085597999996
ACH-000182,-0.170261527807
ACH-000183,0.0628711137942
ACH-000188,0.0018577592790099998
ACH-000189,0.376221874036
ACH-000190,-0.00840615106856
ACH-000198,0.0498473854027
ACH-000204,0.0931002327513
ACH-000206,-0.30867372463000003
ACH-000207,0.0955553263543
ACH-000211,-0.137510541445
ACH-000215,0.136771753196
ACH-000221,-0.014233698992700002
ACH-000222,0.18992230369899998
ACH-000223,0.0340630786749
ACH-000226,-0.10353549805
ACH-000227,-0.188148161238
ACH-000228,-0.028339962818
ACH-000231,-0.0273088005477
ACH-000232,0.132661249035
ACH-000233,0.246972883486
ACH-000234,0.04694135016
ACH-000235,0.013395995340299999
ACH-000237,-0.14868035724300002
ACH-000238,0.0520741931702
ACH-000243,0.013415260756
ACH-000244,0.0193786965577
ACH-000246,0.13076568484
ACH-000248,-0.107227227143
ACH-000250,-0.06357226140790001
ACH-000251,0.00471447298282
ACH-000253,0.0777147139202
ACH-000255,-0.0167588431081
ACH-000256,0.029289650199700003
ACH-000257,0.07226418723189999
ACH-000258,0.014328578800999999
ACH-000259,0.11340048309
ACH-000260,-0.0122246975473
ACH-000261,-0.0823786451236
ACH-000262,-0.0646915284635
ACH-000263,-0.11261989568499998
ACH-000264,-0.0172923209182
ACH-000265,-0.249275967117
ACH-000266,-0.0268832458098
ACH-000272,-0.06614781090869999
ACH-000273,0.245876525722
ACH-000274,-0.015907971762
ACH-000277,0.22019115632599998
ACH-000278,-0.10663469135800001
ACH-000279,-0.033474181238
ACH-000280,-0.0372133717412
ACH-000281,0.47958442649099997
ACH-000288,-0.00027772825575
ACH-000291,-0.133857548524
ACH-000293,0.0170883088099
ACH-000294,-0.147100191984
ACH-000295,-0.0286249384417
ACH-000296,0.0363006761615
ACH-000302,-0.19168815432599998
ACH-000304,-0.233267302608
ACH-000307,-0.119660077473
ACH-000308,0.023193651979900004
ACH-000310,-0.0199919997299
ACH-000311,-0.0278390119694
ACH-000312,0.097165551612
ACH-000315,0.30132818726599997
ACH-000316,-0.0467813584083
ACH-000317,0.07479280257410001
ACH-000318,0.0361028193881
ACH-000319,-0.0911291281123
ACH-000320,0.120937628882
ACH-000322,-0.100779173723
ACH-000323,0.11616864076300001
ACH-000324,0.14447484815199998
ACH-000329,0.11201335300899999
ACH-000330,0.332254589155
ACH-000331,-0.0626709712494
ACH-000332,0.0465052327417
ACH-000334,0.0642374446954
ACH-000335,-0.254138700473
ACH-000336,0.0561690268063
ACH-000337,-0.0671374010784
ACH-000339,0.0781258517652
ACH-000341,0.12305354404300001
ACH-000348,0.010119885178
ACH-000350,0.147443904571
ACH-000352,0.0088032756701
ACH-000356,-0.10669365845
ACH-000361,0.0201610616225
ACH-000362,0.150450353333
ACH-000363,-0.135714547638
ACH-000364,-0.008021004864810001
ACH-000365,0.164474682329
ACH-000366,0.201716610115
ACH-000368,-0.0381733818848
ACH-000374,0.152770223555
ACH-000375,-0.07295834183910001
ACH-000376,0.0394638871159
ACH-000381,-0.026103321222099997
ACH-000383,-0.0886967932913
ACH-000387,0.0675208918778
ACH-000389,0.033100865673599995
ACH-000390,0.045691501452599995
ACH-000393,-0.0428745554459
ACH-000395,-0.0973321486331
ACH-000397,0.20395204594900002
ACH-000401,0.255119446397
ACH-000402,0.415117525318
ACH-000403,-0.0825225291539
ACH-000404,-0.216964124333
ACH-000406,0.134111141671
ACH-000407,-0.13966348983
ACH-000408,0.287751313962
ACH-000410,-0.0838039311826
ACH-000411,-0.019834251039599998
ACH-000414,0.10179525796599999
ACH-000415,0.0946748497635
ACH-000416,-0.0986851253972
ACH-000420,-0.025619001107900004
ACH-000421,-0.0127637961782
ACH-000424,-0.058284474111900006
ACH-000425,-0.125703170126
ACH-000426,-0.0685592160576
ACH-000427,0.0893972757801
ACH-000433,-0.0947496555345
ACH-000436,0.0133789149744
ACH-000444,0.157260119168
ACH-000445,0.422733496859
ACH-000448,-0.048859073859099995
ACH-000450,0.21629446110599998
ACH-000452,0.0606266468854
ACH-000454,-0.0419402173663
ACH-000458,-0.328145613258
ACH-000459,-0.200961698121
ACH-000460,-0.0652843927093
ACH-000461,-0.0628267955426
ACH-000463,0.0105542730075
ACH-000464,0.0196442111932
ACH-000466,0.07727622058019999
ACH-000467,0.20627886621199998
ACH-000468,0.167978629343
ACH-000469,-0.00818562237743
ACH-000470,0.144043811627
ACH-000471,0.0956108648208
ACH-000472,0.0367182335479
ACH-000473,-0.0199796323319
ACH-000475,0.0835310432707
ACH-000476,0.165066034539
ACH-000477,-0.100778664038
ACH-000480,-0.016949352775999998
ACH-000481,-0.198422130854
ACH-000483,-0.306385504659
ACH-000484,-0.124227648134
ACH-000485,-0.0746537513692
ACH-000486,-0.0744509995436
ACH-000487,0.12224592455999998
ACH-000488,-0.00898439757492
ACH-000490,-0.08531859481899999
ACH-000491,-0.0752225211247
