,AGRN (375790)
ACH-000004,-0.09479711438300001
ACH-000007,-0.23365979344300003
ACH-000009,-0.362147157069
ACH-000011,-0.141407562574
ACH-000012,-0.240523825543
ACH-000013,-0.211523434002
ACH-000014,-0.285117880579
ACH-000015,-0.325953920291
ACH-000017,-0.36064807939599997
ACH-000018,-0.205771000971
ACH-000019,-0.236021376666
ACH-000021,-0.22992048238600002
ACH-000022,-0.053993096896
ACH-000025,-0.34881152578599994
ACH-000028,-0.281002638851
ACH-000030,-0.212626817111
ACH-000035,-0.17653545325
ACH-000036,-0.15941982285
ACH-000037,-0.241944810888
ACH-000039,-0.373854271472
ACH-000040,-0.473795858046
ACH-000041,-0.216607120559
ACH-000042,-0.338660352039
ACH-000045,-0.357885065308
ACH-000047,-0.180770274366
ACH-000052,-0.36884890831699996
ACH-000053,-0.22951699543200002
ACH-000054,-0.22607194908300002
ACH-000055,-0.45990396847900006
ACH-000060,-0.283637290915
ACH-000067,-0.174142601884
ACH-000070,-0.332468303434
ACH-000075,-0.299179639378
ACH-000078,-0.267191598727
ACH-000082,-0.132074898956
ACH-000085,-0.0678274996228
ACH-000086,-0.261989073533
ACH-000087,-0.44437237999300006
ACH-000092,-0.31950497777
ACH-000095,-0.307798070807
ACH-000097,-0.290166131239
ACH-000098,-0.24604031372
ACH-000099,-0.330895255223
ACH-000108,-0.409122222391
ACH-000113,-0.030488206709099998
ACH-000115,-0.484249331175
ACH-000116,-0.282904420831
ACH-000118,-0.0830910426755
ACH-000120,-0.383836069109
ACH-000123,-0.28587393680100004
ACH-000127,-0.195245157993
ACH-000128,-0.235191801038
ACH-000132,-0.320147897134
ACH-000133,-0.104802222063
ACH-000137,-0.276182355482
ACH-000138,-0.289729874635
ACH-000142,-0.507849603313
ACH-000143,-0.171168075389
ACH-000146,-0.149873809454
ACH-000148,-0.478870281753
ACH-000150,-0.698827119444
ACH-000152,-0.345751867958
ACH-000153,-0.27198365260699997
ACH-000159,-0.437391280148
ACH-000160,-0.240711603962
ACH-000163,-0.18325888421599998
ACH-000167,-0.16468661738
ACH-000168,-0.543318290667
ACH-000169,-0.328210429205
ACH-000178,-0.396435680498
ACH-000182,-0.23842655436299998
ACH-000183,-0.149699782162
ACH-000188,-0.301997192812
ACH-000189,-0.35384404889399995
ACH-000190,-0.17444947290899998
ACH-000198,-0.1554819904
ACH-000204,-0.502127047932
ACH-000206,-0.308458413499
ACH-000207,0.00856262522981
ACH-000211,-0.310226793161
ACH-000215,-0.405586922495
ACH-000221,-0.059181361805
ACH-000222,-0.294762444538
ACH-000223,-0.17184308874600002
