,BSX (390259)
ACH-000004,0.0950274373679
ACH-000007,-0.257017880245
ACH-000009,-0.108997669464
ACH-000011,0.117948176826
ACH-000012,0.0643456845511
ACH-000013,0.0316843098123
ACH-000014,0.158884788201
ACH-000015,0.0613472058921
ACH-000017,0.164669404224
ACH-000018,-0.23997227478799998
ACH-000019,0.248576796578
ACH-000021,0.129162510771
ACH-000022,-0.00908557430708
ACH-000025,0.26900854366300003
ACH-000028,0.25334115017299996
ACH-000030,0.121542788672
ACH-000035,0.0966287105035
ACH-000036,0.061572140139199996
ACH-000037,0.0762430638409
ACH-000039,-0.0673295833266
ACH-000040,0.09376520563610001
ACH-000041,-0.215023595996
ACH-000042,0.15343509818099998
ACH-000045,-0.141435708484
ACH-000047,0.259189409139
ACH-000052,-0.06435146806480001
ACH-000053,-0.048376903039
ACH-000054,0.0326492855262
ACH-000055,0.0342818433824
ACH-000060,0.0479922676994
ACH-000067,0.0801179802277
ACH-000070,0.0773906105345
ACH-000075,0.222689757485
ACH-000078,0.056235772736800006
ACH-000082,0.0721864855907
ACH-000085,0.0795660230698
ACH-000086,0.107701439938
ACH-000087,-0.104612046354
ACH-000092,0.18568019874299999
ACH-000095,0.0650966651502
ACH-000097,0.061821023298199995
ACH-000098,0.10066707660499999
ACH-000099,0.0186042144131
ACH-000108,0.12746353857200002
ACH-000113,-0.00637848982357
ACH-000115,0.07261650294210001
ACH-000116,0.020462491612299998
ACH-000118,0.07724866100580001
ACH-000120,0.17877294712900002
ACH-000123,-0.03461155601569999
ACH-000127,-0.0262273057486
ACH-000128,0.0417418923867
ACH-000132,0.0332406516004
ACH-000133,-0.09080514690130001
ACH-000137,0.0814090154555
ACH-000138,-0.00124472846037
ACH-000142,0.115218136583
ACH-000143,0.25583096209
ACH-000146,-0.0637756746283
ACH-000148,0.06768434481869999
ACH-000150,0.00562215089449
ACH-000152,-0.11896078279000001
ACH-000153,0.152294651305
ACH-000159,0.16415598211500002
ACH-000160,0.0806866605849
ACH-000163,-0.039803789948400004
ACH-000167,0.0048596883942
ACH-000168,0.159041809723
ACH-000169,-0.03964395796180001
ACH-000178,0.0278218285206
ACH-000182,-0.0135382412522
ACH-000183,0.0166175420013
ACH-000188,-0.0519399037302
ACH-000189,0.098608094965
ACH-000190,0.10700390983699999
ACH-000198,-0.08020477641439999
ACH-000204,0.0029612191538000003
ACH-000206,0.21132473342799998
ACH-000207,0.177353451089
ACH-000211,0.193560261494
ACH-000215,0.106120496131
ACH-000221,0.245786315037
ACH-000222,0.0846628024055
ACH-000223,0.118294263278
ACH-000226,0.137334981562
ACH-000227,-0.206998868119
ACH-000228,0.0893264598762
ACH-000231,0.0781291133317
ACH-000232,0.0854472902138
ACH-000233,0.08446996983439999
ACH-000234,0.196966837605
ACH-000235,-0.0274768205304
ACH-000237,0.0678063022338
ACH-000238,-0.00597682398777
ACH-000243,0.0875578665574
ACH-000244,0.08819095732010002
ACH-000246,-0.140720425923
ACH-000248,-0.140553449124
ACH-000250,0.107886945306
ACH-000251,0.05359600069130001
ACH-000253,0.153388491388
ACH-000255,0.0836885939557
ACH-000256,-0.0930761447312
ACH-000257,-0.0007947854722189999
ACH-000258,0.0365630221764
ACH-000259,-0.018902056160900002
ACH-000260,-0.010341328665
ACH-000261,0.0036358375257199995
ACH-000262,0.0477697870388
ACH-000263,0.160503646059
ACH-000264,0.125559239264
ACH-000265,0.12879727820800002
ACH-000266,0.0815275812999
ACH-000272,0.09857314828130001
ACH-000273,0.0295303718477
ACH-000274,0.04591797162
ACH-000277,0.200731738653
ACH-000278,0.09530389376589998
ACH-000279,-0.00904647463817
ACH-000280,0.14866822938
ACH-000281,0.0761800812719
ACH-000288,0.0355488320638
ACH-000291,-0.0156442417565
ACH-000293,-0.191229895566
ACH-000294,0.0818655560103
ACH-000295,0.120764205203
ACH-000296,0.027110207858700004
ACH-000302,0.18175794969700002
ACH-000304,0.18645228491500002
ACH-000307,0.23775110287700002
ACH-000308,0.163137201432
ACH-000310,-0.187522036937
ACH-000311,0.147853860518
ACH-000312,-0.079724217818
ACH-000315,-0.0559798336655
ACH-000316,0.058182870772799995
ACH-000317,-0.038597992077300004
ACH-000318,0.166525318734
ACH-000319,0.05748196520690001
ACH-000320,0.100533995801
ACH-000322,-0.0060817201217400006
ACH-000323,-0.0757312251197
ACH-000324,0.07203859575930001
ACH-000329,0.0283427290942
ACH-000330,-0.0348997632227
ACH-000331,0.128335418275
ACH-000332,-0.024739851498400002
ACH-000334,-0.00841628595904
ACH-000335,0.171784851959
ACH-000336,0.150507544548
ACH-000337,0.291691627725
ACH-000339,0.168833284709
ACH-000341,0.164549741749
ACH-000348,-0.009129798542420001
ACH-000350,-0.159079580957
ACH-000352,0.19888183683400001
ACH-000356,0.10231157668
ACH-000361,0.0598379612376
ACH-000362,0.0871081227985
ACH-000363,0.21667413280099998
ACH-000364,0.0570566354595
ACH-000365,0.0993161563143
ACH-000366,0.0422749424546
ACH-000368,0.39987120469099996
ACH-000374,-0.09964740368380001
ACH-000375,0.032730251558500005
ACH-000376,0.212330248338
ACH-000381,0.1361796547
ACH-000383,0.10931621223600001
ACH-000387,0.034954400763
ACH-000389,0.200755515947
ACH-000390,0.131218937533
ACH-000393,0.00950847636914
ACH-000395,0.19450603348099998
ACH-000397,0.15481606912
ACH-000401,0.161616373001
ACH-000402,-0.0889847638675
ACH-000403,0.007708519063029999
