,CTSV (1515)
ACH-000004,-0.0886405304315
ACH-000007,-0.256833364017
ACH-000009,-0.24592743570300002
ACH-000011,-0.17527038925400001
ACH-000012,-0.00857930587472
ACH-000013,-0.0783031103215
ACH-000014,-0.0211915599585
ACH-000015,-0.26081648915399996
ACH-000017,0.026467541513
ACH-000018,-0.0987677947874
ACH-000019,-0.0259200600534
ACH-000021,0.022118982602400004
ACH-000022,-0.128998527601
ACH-000025,-0.176795557004
ACH-000028,-0.0303360131244
ACH-000030,-0.09878522458360002
ACH-000035,-0.00285271324868
ACH-000036,-0.140384257923
ACH-000037,0.0282423632468
ACH-000039,-0.159259024901
ACH-000040,-0.0518347976209
ACH-000041,0.0950427721994
ACH-000042,0.021430921841700003
ACH-000045,-0.0774880312447
ACH-000047,0.0305000685125
ACH-000052,-0.343785121255
ACH-000053,-0.134339914342
ACH-000054,-0.08724789209030001
ACH-000055,0.0813945363151
ACH-000060,-0.0671704270434
ACH-000067,0.000824894350079
ACH-000070,-0.0676127650324
ACH-000075,-0.0535021714886
ACH-000078,-0.09810809673979999
ACH-000082,0.0871568601958
ACH-000085,-0.007716959279340001
ACH-000086,-0.141954248331
ACH-000087,0.187066392661
ACH-000092,0.0131164660795
ACH-000095,-0.0594997282453
ACH-000097,-0.07696609253600001
ACH-000098,-0.08990279986310001
ACH-000099,-0.0357757431912
ACH-000108,-9.935150078989999e-06
ACH-000113,-0.06262624879959999
ACH-000115,-0.12338131124500001
ACH-000116,0.09762562510770001
ACH-000118,0.09999037919130001
ACH-000120,0.0212788404678
ACH-000123,-0.115188693567
ACH-000127,0.0203131608744
ACH-000128,-0.029262879718499998
ACH-000132,-0.119903739695
ACH-000133,-0.278900006939
ACH-000137,-0.09992388177889999
ACH-000138,0.00312288497874
ACH-000142,0.18782974852499998
ACH-000143,0.131916545461
ACH-000146,-0.10648818812100001
ACH-000148,-0.0255280882162
ACH-000150,-0.0437652943781
ACH-000152,0.17739416835799998
ACH-000153,0.046959734160900005
ACH-000159,-0.203546041802
ACH-000160,-0.109499646659
ACH-000163,-0.171724453257
ACH-000167,-0.380045775114
ACH-000168,-0.276979383884
ACH-000169,-0.152962462608
ACH-000178,-0.0670179826379
ACH-000182,0.08596660387
ACH-000183,0.160360815905
ACH-000188,-0.15964366614199998
ACH-000189,-0.22113281528099998
ACH-000190,0.0234669155615
ACH-000198,-0.050456043731
ACH-000204,0.19042113295000002
ACH-000206,-0.027102539306099998
ACH-000207,0.0666784178938
ACH-000211,-0.06341911519730001
ACH-000215,0.00809175260799
ACH-000221,0.0107626145544
ACH-000222,-0.0035080619899999998
ACH-000223,-0.22284221233399998
ACH-000226,-0.371141936636
ACH-000227,-0.15686849627399999
ACH-000228,0.00583454893277
ACH-000231,-0.047610770807099995
ACH-000232,-0.09569692428200001
ACH-000233,-0.09864920039370001
ACH-000234,-0.182861730427
ACH-000235,0.0527451590089
ACH-000237,-0.11204344020899999
ACH-000238,-0.180332858359
ACH-000243,-0.0868455062021
ACH-000244,-0.319270068064
ACH-000246,-0.00791563509047
ACH-000248,0.0855593239911
ACH-000250,-0.0701571878302
ACH-000251,0.142980786423
ACH-000253,-0.126426606247
ACH-000255,-0.327015926721
ACH-000256,-0.0911974965659
ACH-000257,-0.006882545921359999
ACH-000258,-0.0562252791075
ACH-000259,0.0626077348716
ACH-000260,0.0444957485107
ACH-000261,-0.020291201632
ACH-000262,-0.0743507853616
ACH-000263,0.0312915153422
ACH-000264,-0.126245869506
ACH-000265,-0.120234439007
ACH-000266,-0.017261160788700002
ACH-000272,-0.0520373334382
ACH-000273,-0.118798962786
ACH-000274,-0.206688031468
ACH-000277,0.183737980444
ACH-000278,-0.044816534828
ACH-000279,-0.020468077003
ACH-000280,-0.15508513373500002
ACH-000281,0.00589071401201
ACH-000288,-0.00287867454163
ACH-000291,0.132444626972
ACH-000293,-0.168974815565
ACH-000294,-0.08581382340089999
ACH-000295,0.0373183578224
ACH-000296,0.048141949096599995
ACH-000302,0.034997113096300006
ACH-000304,0.164693096826
ACH-000307,0.0540200338121
ACH-000308,-0.0670484289176
ACH-000310,-0.35746875202699996
ACH-000311,0.00529397497709
ACH-000312,0.0199180144715
ACH-000315,0.167083053418
ACH-000316,0.0383571298796
ACH-000317,-0.275483967495
ACH-000318,-0.031224558998099998
ACH-000319,-0.0161607353637
ACH-000320,-0.25923552308000003
ACH-000322,-0.17411622300700003
ACH-000323,-0.112071321458
ACH-000324,-0.115409382435
ACH-000329,-0.034825801063
ACH-000330,-0.12365211166500001
ACH-000331,-0.174442164691
ACH-000332,0.0185651293512
ACH-000334,0.11126091011499999
ACH-000335,-0.134500561149
ACH-000336,0.0685626687389
ACH-000337,-0.255452646297
ACH-000339,-0.0711415673258
ACH-000341,-0.3107739321
ACH-000348,-0.127970971072
ACH-000350,0.00549758606135
ACH-000352,-0.0318903483826
ACH-000356,-0.0485731435909
ACH-000361,0.0233345476437
ACH-000362,-0.200927268848
ACH-000363,-0.0159406670221
ACH-000364,-0.0207596053698
ACH-000365,-0.11334464908
