,DPP4 (1803)
ACH-000004,0.193866379109
ACH-000007,0.17726495364300002
ACH-000009,0.180536752844
ACH-000011,0.266109244014
ACH-000012,0.141329905339
ACH-000013,0.350057359197
ACH-000014,0.11729213918199999
ACH-000015,0.21813521368500002
ACH-000017,0.190761931546
ACH-000018,0.180908749619
ACH-000019,0.35981598477300003
ACH-000021,0.123760872991
ACH-000022,0.177865439136
ACH-000025,0.27194468803599997
ACH-000028,0.172810323089
ACH-000030,0.22140042410100003
ACH-000035,0.214328403035
ACH-000036,0.22316752743700002
ACH-000037,0.345782297407
ACH-000039,-0.0361788493046
ACH-000040,0.0180170164815
ACH-000041,0.261354011424
ACH-000042,0.162945190284
ACH-000045,0.248650908389
ACH-000047,0.155708611775
ACH-000052,0.026712351939099998
ACH-000053,0.215708302509
ACH-000054,0.217608088193
ACH-000055,0.344169726847
ACH-000060,0.23120304335099998
ACH-000067,0.273408638709
ACH-000070,0.237589834192
ACH-000075,0.0265575099013
ACH-000078,0.283913188495
ACH-000082,0.22973932334600003
ACH-000085,0.253248944107
ACH-000086,0.164395947697
ACH-000087,0.33396842888399997
ACH-000092,0.153486124172
ACH-000095,0.21012356986699998
ACH-000097,0.27502301107
ACH-000098,0.10280124633099999
ACH-000099,0.233686462372
ACH-000108,0.189383917757
ACH-000113,0.047669786956099996
ACH-000115,0.18804518154
ACH-000116,0.238310776463
ACH-000118,0.17907480953899998
ACH-000120,0.113614023633
ACH-000123,0.132360124625
ACH-000127,0.128150292274
ACH-000128,0.300250933171
ACH-000132,0.158885691598
ACH-000133,0.21489667139899998
ACH-000137,0.23758535465
ACH-000138,0.150666729942
ACH-000142,0.24569221085
ACH-000143,0.186182917641
ACH-000146,0.23247528736900003
ACH-000148,0.168818708144
ACH-000150,0.251818622544
ACH-000152,0.30024147999899997
ACH-000153,0.33360175103399997
ACH-000159,0.187510705887
ACH-000160,0.212648347695
ACH-000163,0.050382130556899996
ACH-000167,0.1450192303
ACH-000168,0.323956518508
ACH-000169,0.21872336385000002
ACH-000178,0.119800112768
ACH-000182,0.0636987074682
ACH-000183,0.11700937840999998
ACH-000188,0.46906274889
ACH-000189,0.135587010407
ACH-000190,0.0519554598232
ACH-000198,0.05387902978180001
ACH-000204,0.17153900310400003
ACH-000206,0.019200705606599998
ACH-000207,0.42763464569
ACH-000211,0.284023645208
ACH-000215,0.132290941514
ACH-000221,0.286236231247
ACH-000222,0.21471478215
ACH-000223,0.0655110652085
ACH-000226,0.10549350647399999
ACH-000227,0.36912001139300005
ACH-000228,0.11701327494000001
ACH-000231,0.130535255617
ACH-000232,0.20391093519099998
ACH-000233,0.140339529859
ACH-000234,0.113018001897
ACH-000235,0.11768799122300001
ACH-000237,0.19161402730000002
ACH-000238,0.10756028487199999
ACH-000243,0.16207587005000001
ACH-000244,0.05458151106930001
ACH-000246,0.199189212889
ACH-000248,0.118671535722
ACH-000250,0.20238527620900001
ACH-000251,0.17445466844500002
ACH-000253,0.193848910663
ACH-000255,0.167627644503
ACH-000256,0.177485853869
ACH-000257,0.354764371066
ACH-000258,0.17984566048700001
ACH-000259,0.112048743046
ACH-000260,0.178287763484
ACH-000261,0.298208415396
ACH-000262,0.103175966849
ACH-000263,0.130973681793
ACH-000264,0.23034095086999998
ACH-000265,0.150221609287
ACH-000266,0.172037774192
ACH-000272,0.191371205517
ACH-000273,0.11138827363399999
ACH-000274,0.034656975686
ACH-000277,0.226144359436
ACH-000278,0.204707593046
ACH-000279,0.0968015512316
ACH-000280,0.190473905253
ACH-000281,0.175569583201
ACH-000288,0.14757531588
ACH-000291,0.27828737267299997
ACH-000293,0.336813401575
ACH-000294,0.19522596145799997
ACH-000295,0.282412678812
ACH-000296,0.14921539657299998
ACH-000302,0.118563754178
ACH-000304,0.354237873382
ACH-000307,0.166309034392
ACH-000308,0.164610750669
ACH-000310,0.312688330666
ACH-000311,0.274497418516
ACH-000312,0.34191791309
ACH-000315,0.130778257659
ACH-000316,0.32696253776900003
ACH-000317,0.243893250105
ACH-000318,0.184597204898
ACH-000319,0.220597567599
ACH-000320,0.16405784131200002
ACH-000322,0.265005602154
ACH-000323,0.207450955111
ACH-000324,0.166740815304
ACH-000329,0.206183837916
ACH-000330,0.204231123041
ACH-000331,0.221533468413
ACH-000332,0.137989444298
ACH-000334,0.170909794454
ACH-000335,0.0494912129562
ACH-000336,0.40232237376900004
ACH-000337,0.0871414155562
ACH-000339,0.0671675356542
ACH-000341,0.021590006678999997
ACH-000348,0.210679310599
ACH-000350,0.180032777704
ACH-000352,0.30134787016
ACH-000356,0.26810692828899996
ACH-000361,0.334229208304
ACH-000362,0.152592127272
ACH-000363,0.205034150262
ACH-000364,0.31432176871399997
ACH-000365,0.239040535457
ACH-000366,0.18329322557
ACH-000368,0.28002155449
ACH-000374,0.133095852874
ACH-000375,0.140361903826
ACH-000376,0.120969155835
ACH-000381,0.20205968501600002
ACH-000383,0.180129127049
ACH-000387,0.08156327250880001
ACH-000389,0.225010251223
ACH-000390,-0.0325620677576
ACH-000393,0.171575372368
ACH-000395,0.19533674339499998
ACH-000397,0.1721820685
ACH-000401,-0.0138158496695
ACH-000402,0.186870079434
ACH-000403,0.28133356084100003
ACH-000404,-0.0653591344597
ACH-000406,0.138957230985
ACH-000407,0.117423718414
ACH-000408,0.156390003583
ACH-000410,0.24755741379700003
ACH-000411,0.266114149297
ACH-000414,0.0951151788818
ACH-000415,0.19190508415600002
ACH-000416,0.288958218536
ACH-000420,0.124378929112
ACH-000421,0.17797991083099998
ACH-000424,0.42143874839100004
ACH-000425,0.322502218614
ACH-000426,0.156464711358
ACH-000427,0.353469439376
ACH-000433,0.178838565276
ACH-000436,0.172677809827
ACH-000444,0.137685272985
ACH-000445,0.30998019445999997
ACH-000448,0.182985743087
ACH-000450,0.365786120396
ACH-000452,0.192381750537
ACH-000454,0.240579293265
