,EEF1B2 (1933)
ACH-000542,-0.7911032874189999
ACH-000544,-0.895112846198
ACH-000545,-0.969095232294
ACH-000547,-1.05980191831
ACH-000548,-0.890727275659
ACH-000549,-0.861971930497
ACH-000550,-0.795279143502
ACH-000552,-0.807258072376
ACH-000556,-0.7700156537109999
ACH-000557,-0.820520199315
ACH-000570,-1.00433455719
ACH-000571,-0.6314523650399999
ACH-000573,-0.863219716292
ACH-000576,-0.986306858699
ACH-000580,-0.483993613464
ACH-000584,-0.8745674249690001
ACH-000585,-0.920173994523
ACH-000588,-1.0337900917899998
ACH-000589,-0.9718116579610001
ACH-000591,-0.749875358174
ACH-000593,-0.766407688974
ACH-000600,-0.8832988608
ACH-000601,-0.654632175194
ACH-000604,-1.3675624994100002
ACH-000605,-0.955945603547
ACH-000606,-1.03042500162
ACH-000608,-1.02375636062
ACH-000614,-0.741251010778
ACH-000616,-0.801502375511
ACH-000618,-0.6775034891670001
ACH-000619,-0.550881908568
ACH-000620,-0.9326225956280001
ACH-000621,-1.1412493847299998
ACH-000622,-0.759956747375
ACH-000623,-1.03881772519
ACH-000624,-0.865668855483
ACH-000627,-0.72231720108
ACH-000630,-1.06653087778
ACH-000632,-0.643227970775
ACH-000633,-0.906767181281
ACH-000637,-1.03502019445
ACH-000638,-0.868805216812
ACH-000646,-0.886569914023
ACH-000647,-0.703427012122
ACH-000648,-0.787124874171
ACH-000649,-0.976601901744
ACH-000651,-0.918651623379
ACH-000652,-0.8329575992020001
ACH-000653,-0.908222143411
ACH-000657,-0.927833270698
ACH-000658,-1.0149384825399999
ACH-000661,-0.518753808804
ACH-000662,-0.941210281384
ACH-000663,-0.724608504935
ACH-000665,-0.9298259028939999
ACH-000671,-0.771335716072
ACH-000673,-0.870291610282
ACH-000676,-1.0106074363
ACH-000677,-0.7745650783820001
ACH-000681,-0.7557386786239999
ACH-000682,-1.01277281412
ACH-000683,-0.9708212029909999
ACH-000684,-0.8677291602399999
ACH-000688,-0.7935076502930001
ACH-000693,-0.85540191925
ACH-000694,-0.840432952378
ACH-000695,-1.1248668959600001
ACH-000696,-0.751030929514
ACH-000697,-1.1891870842799999
ACH-000699,-0.587423014356
ACH-000701,-0.974722171637
ACH-000706,-0.859445577432
ACH-000711,-0.834970652734
ACH-000713,-0.703751128168
ACH-000714,-0.9562418768500001
ACH-000718,-1.23098204564
ACH-000720,-0.619899492253
ACH-000721,-0.695252869962
ACH-000724,-0.8284955358600001
ACH-000725,-0.992346713864
ACH-000732,-0.55662583591
ACH-000734,-0.83804632147
ACH-000735,-0.9775762979870001
ACH-000736,-0.832910347905
ACH-000738,-0.6698453169749999
ACH-000746,-0.9945963328149999
ACH-000747,-0.833350672728
ACH-000748,-0.783910100679
ACH-000753,-0.817497488888
ACH-000756,-0.857958489926
ACH-000757,-1.00401965094
ACH-000758,-0.7939907092030001
ACH-000760,-1.01124250451
ACH-000763,-1.08336661869
ACH-000764,-1.03863222317
ACH-000765,-0.761338490229
ACH-000766,-0.828617652751
ACH-000767,-0.879253515292
ACH-000768,-0.96047979074
ACH-000769,-0.959079913511
ACH-000770,-0.933116955087
ACH-000771,-1.02455457142
ACH-000773,-1.053130885
ACH-000776,-0.913055391029
ACH-000777,-1.08787446684
ACH-000778,-0.841622192826
ACH-000781,-0.9400397887720001
ACH-000782,-0.8926318159059999
ACH-000783,-0.754123202119
ACH-000784,-0.7619517386589999
ACH-000785,-1.10609424616
ACH-000787,-0.816145451902
ACH-000788,-0.7911566016570001
ACH-000791,-0.890062447096
ACH-000792,-0.502263218303
ACH-000794,-0.8245723742829999
ACH-000796,-0.713309567419
ACH-000799,-0.859148697032
ACH-000800,-0.97393269385
ACH-000802,-0.651836938336
ACH-000804,-0.8760557434270001
ACH-000805,-0.942316955554
ACH-000809,-0.992435585832
ACH-000810,-0.84188643566
ACH-000811,-0.983573700519
ACH-000817,-0.911736735584
ACH-000819,-0.601513599186
ACH-000820,-0.51760837594
ACH-000821,-1.03513182093
ACH-000822,-0.700738176522
ACH-000823,-1.0380592683
ACH-000824,-1.08754368317
ACH-000827,-0.7842558998170001
ACH-000829,-0.931128331884
ACH-000831,-0.780667901951
ACH-000832,-0.828931597026
ACH-000833,-1.1811842746899999
ACH-000834,-0.8671794928990001
ACH-000835,-0.8655685219020001
ACH-000836,-0.8594424922139999
ACH-000837,-1.01700689376
ACH-000838,-0.5272351712259999
ACH-000839,-0.634413010729
ACH-000840,-0.733863448654
ACH-000841,-0.752448488015
ACH-000843,-0.844583866316
ACH-000846,-0.79384735639
ACH-000847,-1.0240018334899998
ACH-000848,-1.02046113608
ACH-000849,-1.0287737909999999
ACH-000851,-1.04718978655
ACH-000855,-1.03390563475
ACH-000856,-1.18063392634
ACH-000858,-0.8228865856149999
ACH-000859,-0.607301706351
ACH-000861,-0.9060619954610001
ACH-000862,-0.956773075725
ACH-000865,-0.9266825169249999
ACH-000866,-1.05588087961
ACH-000867,-0.891797266566
ACH-000869,-0.957703674711
ACH-000872,-0.676278206622
ACH-000873,-1.05659181178
ACH-000876,-0.9907028722
ACH-000878,-0.537580517273
ACH-000880,-0.584117128989
ACH-000881,-0.86462094906
ACH-000882,-1.0509292671700001
ACH-000884,-1.05334916692
ACH-000885,-1.0431222919
ACH-000887,-0.9771621883580001
ACH-000888,-0.7549402078120001
ACH-000889,-0.856346734697
ACH-000890,-0.8016958115839999
ACH-000896,-0.869866750017
ACH-000898,-0.76169269589
ACH-000900,-0.968642791472
ACH-000901,-1.0144876566
ACH-000905,-1.0214787105299998
ACH-000906,-1.05034850621
ACH-000907,-0.911903266788
ACH-000910,-1.1537869191399999
ACH-000911,-0.990280499286
ACH-000912,-0.7271492311550001
ACH-000913,-0.796207893679
ACH-000915,-0.7020118586759999
ACH-000916,-0.6677616415209999
ACH-000917,-0.7972080167260001
ACH-000921,-1.00200678449
ACH-000924,-0.965758344163
ACH-000926,-1.05104083161
ACH-000928,-0.927195257913
ACH-000929,-0.800134773082
ACH-000932,-0.763141788714
ACH-000935,-0.8957399355910001
ACH-000936,-0.9001529197050001
ACH-000937,-0.8739748068369999
ACH-000938,-1.0770086227700002
ACH-000939,-0.8320677974089999
ACH-000941,-0.8994681991050001
ACH-000943,-0.782962534539
ACH-000946,-0.6271889262520001
ACH-000947,-0.923855021249
ACH-000948,-1.07141852017
ACH-000950,-1.04158201859
ACH-000953,-0.858697407193
ACH-000957,-0.938361459752
ACH-000958,-0.7457622600079999
ACH-000960,-0.852495335001
ACH-000963,-1.19861335844
ACH-000968,-0.681872783888
ACH-000969,-0.855825690418
ACH-000973,-0.739488543722
ACH-000974,-0.9533103663070001
ACH-000975,-0.984637061342
ACH-000976,-0.8398664432240001
ACH-000978,-0.921757541927
ACH-000980,-0.936383726565
ACH-000984,-1.03008127298
ACH-000986,-0.845951272438
ACH-000988,-0.796790064682
ACH-000993,-1.0728963068100001
ACH-000994,-0.7875836612780001
ACH-000996,-0.798222214348
ACH-001001,-1.10688717067
ACH-001020,-0.67376510037
ACH-001028,-1.0017480431399999
ACH-001031,-0.923519598561
ACH-001038,-1.0018305645
ACH-001048,-0.816699782176
ACH-001050,-0.727218649874
ACH-001053,-1.23113853705
ACH-001054,-0.848768470291
ACH-001061,-0.906024823736
ACH-001067,-0.948998286667
ACH-001075,-0.7538250936959999
ACH-001096,-0.957629163786
ACH-001128,-0.304437697543
ACH-001134,-0.837543752736
ACH-001151,-1.03713620031
ACH-001163,-0.8776703802429999
ACH-001164,-1.1876147234799999
ACH-001173,-0.8017574542489999
ACH-001183,-1.0531430862200002
ACH-001184,-0.9820920100280001
ACH-001190,-0.865585857347
ACH-001192,-1.07484473176
ACH-001193,-1.21530492574
ACH-001196,-0.930689679362
ACH-001197,-0.9443799957250001
ACH-001205,-0.803270973057
ACH-001211,-0.967718485908
ACH-001212,-0.643581609037
ACH-001228,-0.857615008276
ACH-001232,-0.731089539706
ACH-001239,-0.830759228309
ACH-001274,-0.750468500899
ACH-001275,-0.813500664816
ACH-001277,-0.573214301814
ACH-001278,-0.792478163213
ACH-001280,-1.4788913934099999
ACH-001283,-0.746680997136
ACH-001289,-0.916947508436
ACH-001295,-0.961182107966
ACH-001300,-1.07765092338
ACH-001301,-0.754202843109
ACH-001302,-1.027420015
ACH-001303,-0.50734284577
ACH-001306,-0.670387365705
ACH-001318,-1.02039758252
ACH-001322,-0.461013323342
ACH-001328,-0.8104989084729999
ACH-001332,-0.469302811798
ACH-001333,-0.720908632923
ACH-001336,-0.957215112279
ACH-001340,-0.858147762249
ACH-001346,-0.801242461234
ACH-001353,-0.7307936229180001
ACH-001354,-0.918240388916
ACH-001367,-0.611120876716
ACH-001368,-0.898151470085
ACH-001374,-0.98236360263
ACH-001375,-0.781520048506
ACH-001377,-0.891370451804
ACH-001380,-0.930103836637
ACH-001391,-0.685636004377
ACH-001407,-0.7023012434970001
ACH-001408,-0.78735084926
ACH-001413,-0.608278500777
ACH-001430,-0.679532649034
ACH-001431,-0.855517813988
ACH-001450,-1.01732187725
ACH-001496,-0.9477149143670001
ACH-001500,-0.856804510116
ACH-001521,-1.21759195389
ACH-001523,-0.919360863428
ACH-001532,-0.794051868231
ACH-001536,-0.725104025373
ACH-001550,-0.677645603455
ACH-001552,-0.515768903576
ACH-001554,-0.804560046049
ACH-001645,-0.884648801858
ACH-001654,-0.64742225036
ACH-001715,-0.830309768262
ACH-001735,-0.819654284418
ACH-001736,-0.663710707325
ACH-001737,-0.5683598308510001
ACH-001740,-0.899328022033
ACH-001745,-0.849972061322
ACH-001750,-0.691111044002
ACH-001765,-0.8989981285609999
ACH-001956,-0.7440945086509999
ACH-001957,-0.641069535019
