,AOX1 (316)
ACH-000004,0.173981024487
ACH-000007,0.249150429208
ACH-000009,0.053765222694
ACH-000011,0.23743593304699998
ACH-000012,0.0921133754752
ACH-000013,0.025338328625500003
ACH-000014,0.129762267269
ACH-000015,0.20452411024300002
ACH-000017,0.224349536934
ACH-000018,0.203169178284
ACH-000019,-0.046482133755199995
ACH-000021,0.178009110068
ACH-000022,0.0831453447207
ACH-000025,0.198747001528
ACH-000028,0.130740837519
ACH-000030,0.12349589023700001
ACH-000035,0.27917794414
ACH-000036,0.10169398624600001
ACH-000037,0.00183534832689
ACH-000039,0.026458044317600002
ACH-000040,-0.0929153698606
ACH-000041,0.107188986569
ACH-000042,0.11798060835999999
ACH-000045,0.11391401802500001
ACH-000047,0.149906929693
ACH-000052,-1.96801498463e-06
ACH-000053,0.153022427299
ACH-000054,0.0551005704138
ACH-000055,0.15633834360999999
ACH-000060,0.135766691114
ACH-000067,0.0429965621483
ACH-000070,0.08312856251360001
ACH-000075,0.18153461733800003
ACH-000078,0.312881679648
ACH-000082,0.131440337632
ACH-000085,0.12654218477499998
ACH-000086,0.0631943880647
ACH-000087,0.061134765498199996
ACH-000092,-0.030769548919799997
ACH-000095,0.135697021412
ACH-000097,0.143838196149
ACH-000098,0.0792124913607
ACH-000099,0.167574105556
ACH-000108,0.09851711678649999
ACH-000113,0.073487580561
ACH-000115,0.296398503425
ACH-000116,0.18118802613899998
ACH-000118,0.145201341565
ACH-000120,0.225117454394
ACH-000123,0.0994282245135
ACH-000127,0.132199784668
ACH-000128,0.026073441244099996
ACH-000132,0.159940785567
ACH-000133,0.20059791528
ACH-000137,0.154280270198
ACH-000138,0.15414736999700002
ACH-000142,0.0810544440432
ACH-000143,0.273339772489
ACH-000146,0.136112398634
ACH-000148,0.201951156499
ACH-000150,0.258157967416
ACH-000152,0.08446639437760001
ACH-000153,-0.109353131861
ACH-000159,-0.0391756601208
ACH-000160,0.132014593187
ACH-000163,-0.016926134452200002
ACH-000167,-0.19069751910100002
ACH-000168,0.103405817577
ACH-000169,0.131504813389
ACH-000178,0.149789861434
ACH-000182,0.17454797308400002
ACH-000183,0.138535870052
ACH-000188,0.234649947839
ACH-000189,-0.07716213668380001
ACH-000190,0.23600566174
ACH-000198,0.0860582674274
ACH-000204,0.115135014091
ACH-000206,0.143579701816
ACH-000207,0.43243051121200005
ACH-000211,0.182911329702
ACH-000215,0.182114560782
ACH-000221,0.00159631563148
ACH-000222,0.09858223344730001
ACH-000223,0.125705632425
ACH-000226,0.04726455861309999
ACH-000227,0.110150016093
ACH-000228,0.16538312379200001
ACH-000231,0.107543770145
ACH-000232,0.215447323483
ACH-000233,0.184801256937
ACH-000234,0.117899694875
ACH-000235,0.144962545933
ACH-000237,0.145381347545
ACH-000238,0.0583945197901
ACH-000243,0.15843511819199999
ACH-000244,0.16665812788599998
ACH-000246,0.236949772414
ACH-000248,0.223172046676
ACH-000250,0.0973251410134
ACH-000251,0.0338058078982
ACH-000253,0.105348684977
ACH-000255,0.19451785918499997
ACH-000256,0.187880251813
ACH-000257,0.23594148574299997
ACH-000258,0.0943247725426
ACH-000259,0.225333237425
ACH-000260,0.147550152732
ACH-000261,0.135208477642
ACH-000262,0.210465815251
ACH-000263,-0.010973751352600002
ACH-000264,0.041158149158699996
ACH-000265,0.151602613953
ACH-000266,0.132425851292
ACH-000272,0.110724553835
ACH-000273,0.1389814851
