,MTRF1 (9617)
ACH-000004,-0.240854831919
ACH-000007,-0.545874455127
ACH-000009,-0.240797960029
ACH-000011,-0.214161794045
ACH-000012,-0.322520396143
ACH-000013,-0.325276899136
ACH-000014,-0.00833305386629
ACH-000015,-0.361841339188
ACH-000017,-0.20833382146600002
ACH-000018,0.0885751975943
ACH-000019,-0.43366198002899997
ACH-000021,-0.330614420975
ACH-000022,-0.13157172450500002
ACH-000025,-0.269786052339
ACH-000028,-0.42643380996200003
ACH-000030,-0.20036367677099998
ACH-000035,-0.396996761913
ACH-000036,-0.087847607236
ACH-000037,-0.0636394126656
ACH-000039,-0.264774616671
ACH-000040,-0.166618021181
ACH-000041,-0.269207911607
ACH-000042,-0.32609596580600003
ACH-000045,0.0387813313878
ACH-000047,-0.15160901304500002
ACH-000052,-0.323172664725
ACH-000053,-0.141296737617
ACH-000054,-0.26481554686299996
ACH-000055,-0.303404309215
ACH-000060,-0.281813123173
ACH-000067,-0.297577630779
ACH-000070,-0.36181695534
ACH-000075,-0.319686597113
ACH-000078,-0.225718458255
ACH-000082,-0.00822094351591
ACH-000085,-0.22714791449400001
ACH-000086,-0.221607058464
ACH-000087,-0.211721111856
ACH-000092,-0.242449892813
ACH-000095,-0.129268308598
ACH-000097,-0.307110475876
ACH-000098,-0.0627145903292
ACH-000099,-0.239870213259
ACH-000108,-0.0147944899232
ACH-000113,-0.29273135805399997
ACH-000115,-0.0740143026452
ACH-000116,-0.208285158313
ACH-000118,-0.22221671850299998
ACH-000120,-0.22039753360999997
ACH-000123,-0.283730171799
ACH-000127,-0.143177361221
ACH-000128,-0.49221195634
ACH-000132,-0.473422525698
ACH-000133,-0.14939333364600002
ACH-000137,-0.215040505278
ACH-000138,-0.337187775722
ACH-000142,-0.291331769866
ACH-000143,-0.35611204488000003
ACH-000146,-0.030064192787900002
ACH-000148,-0.243284051743
ACH-000150,-0.269358653348
ACH-000152,-0.276693384453
ACH-000153,-0.152588340495
ACH-000159,-0.287136201222
ACH-000160,-0.236191738232
ACH-000163,-0.170754151383
ACH-000167,-0.222167779552
ACH-000168,-0.11990445213300001
ACH-000169,-0.26288029023299997
ACH-000178,-0.068484042134
ACH-000182,-0.38187802265299997
ACH-000183,-0.106708389946
ACH-000188,-0.203446567648
ACH-000189,-0.109072102216
ACH-000190,-0.0784906136131
ACH-000198,-0.173498623793
ACH-000204,-0.624581348459
ACH-000206,-0.238012247921
ACH-000207,-0.19821702252700002
ACH-000211,-0.190191518516
ACH-000215,-0.11922927842900001
ACH-000221,-0.149929870757
ACH-000222,-0.181842700971
ACH-000223,-0.294242477476
ACH-000226,-0.147889774789
ACH-000227,-0.26742649375599997
ACH-000228,-0.191086139815
ACH-000231,-0.280206790925
ACH-000232,-0.25676815723900004
ACH-000233,-0.272395442557
ACH-000234,-0.593423694356
ACH-000235,-0.10731353187
ACH-000237,-0.192836286752
ACH-000238,-0.31798449091
ACH-000243,-0.126102591613
ACH-000244,-0.513384255142
ACH-000246,-0.368137171918
ACH-000248,-0.0731083872495
ACH-000250,-0.229626156042
ACH-000251,-0.50197683058
ACH-000253,-0.259821996481
ACH-000255,-0.138245021802
ACH-000256,0.0423923359373
ACH-000257,-0.0436245226631
ACH-000258,-0.420811715402
ACH-000259,-0.216344411626
ACH-000260,-0.19151595064500002
ACH-000261,-0.134647759039
ACH-000262,-0.260780546199
ACH-000263,-0.195306934648
ACH-000264,-0.238157089705
ACH-000265,-0.327597047213
ACH-000266,-0.205355325638
ACH-000272,-0.180565372918
ACH-000273,-0.19497359289500002
ACH-000274,-0.20852435562899999
ACH-000277,-0.269030245058
ACH-000278,-0.220650635132
ACH-000279,-0.212671026227
ACH-000280,-0.125712554889
ACH-000281,-0.245038722771
ACH-000288,-0.222872884799
ACH-000291,-0.0386585271813
ACH-000293,-0.352961659494
ACH-000294,-0.0586490163722
ACH-000295,-0.355548872382
ACH-000296,-0.45572420508
ACH-000302,-0.272139415027
ACH-000304,-0.163931784448
ACH-000307,-0.0591544020858
ACH-000308,-0.18261927219500002
ACH-000310,-0.20767560166700003
ACH-000311,-0.26758387665399996
ACH-000312,-0.126604509784
ACH-000315,-0.330458490725
ACH-000316,0.0444205922803
ACH-000317,-0.102037948619
ACH-000318,-0.155003874733
ACH-000319,-0.33106400546
ACH-000320,-0.0690280420325
ACH-000322,-0.198387407206
ACH-000323,-0.35114818055
ACH-000324,-0.295894722603
ACH-000329,-0.309421076325
ACH-000330,-0.0162368752094
ACH-000331,-0.235121267108
ACH-000332,-0.10771363960000001
ACH-000334,-0.217108298321
ACH-000335,0.0611386327383
ACH-000336,-0.154843464084
ACH-000337,-0.10162469933
ACH-000339,-0.181845677176
ACH-000341,-0.14498950290100002
ACH-000348,-0.316357312986
ACH-000350,0.0722935232362
ACH-000352,-0.376271640334
ACH-000356,-0.35472952185900003
ACH-000361,-0.118161968147
ACH-000362,-0.0414640863265
ACH-000363,-0.222293017662
ACH-000364,-0.0915080373428
ACH-000365,-0.18962769082400002
ACH-000366,-0.0273574227764
ACH-000368,-0.363521938612
ACH-000374,-0.199039996195
ACH-000375,-0.0491428420443
ACH-000376,-0.265959979064
ACH-000381,-0.293910940806
ACH-000383,-0.417873018168
ACH-000387,-0.100767976308
ACH-000389,-0.0952270403204
ACH-000390,-0.23624710641
ACH-000393,-0.362754138376
ACH-000395,-0.20312485617400003
ACH-000397,-0.218547272804
ACH-000401,-0.105272478415
ACH-000402,0.08270838511089999
ACH-000403,-0.274158036323
ACH-000404,-0.414054799977
ACH-000406,-0.21349648328499998
ACH-000407,-0.176548003442
ACH-000408,-0.231413021459
ACH-000410,-0.252378800064
ACH-000411,-0.22415160899599998
ACH-000414,-0.19448261255199997
ACH-000415,-0.397632591469
ACH-000416,-0.41811929434100004
ACH-000420,-0.172417697397
ACH-000421,-0.209385718235
ACH-000424,-0.41001864902199997
ACH-000425,-0.26723682692899997
ACH-000426,-0.183023004299
ACH-000427,-0.39971788976800005
ACH-000433,-0.20747529099599998
ACH-000436,-0.142519092602
ACH-000444,-0.17337455405699997
ACH-000445,-0.12435025796499999
ACH-000448,-0.370948517958
ACH-000450,-0.219772508719
ACH-000452,-0.313120348199
ACH-000454,-0.156041984207
ACH-000458,-0.253017601076
ACH-000459,-0.38423332681199995
ACH-000460,-0.153135008305
ACH-000461,-0.210324905662
ACH-000463,-0.0674943584269
ACH-000464,-0.330934247135
ACH-000466,-0.15698455639
ACH-000467,-0.09422634050110001
ACH-000468,-0.253422945341
ACH-000469,-0.148123944738
ACH-000470,-0.336652255841
ACH-000471,-0.09749989582389999
ACH-000472,-0.258660504377
ACH-000473,-0.160855218427
ACH-000475,-0.152723314765
ACH-000476,-0.238545936724
ACH-000477,-0.157764745976
ACH-000480,-0.130123616956
ACH-000481,-0.22202885746800002
ACH-000483,-0.059850225580099996
ACH-000484,-0.262084172998
ACH-000485,-0.307118804795
ACH-000486,-0.463384272026
ACH-000487,-0.39377922555100003
ACH-000488,-0.407097849143
ACH-000490,-0.192713306878
ACH-000491,-0.305694461655
ACH-000495,-0.0665376031172
ACH-000496,-0.28417514749899997
ACH-000499,-0.0508894383855
ACH-000500,-0.09678329759160001
ACH-000502,-0.25903484639
ACH-000503,-0.205866688415
ACH-000505,-0.07571554572639999
ACH-000507,-0.38195546385799994
ACH-000510,-0.0634213201098
ACH-000511,-0.137045887919
ACH-000512,-0.120721334229
ACH-000516,0.071706405931
ACH-000517,-0.191734331963
ACH-000518,-0.155215903407
ACH-000520,-0.364483983183
ACH-000521,-0.258956413738
ACH-000522,-0.192881907548
ACH-000524,-0.271900079702
ACH-000527,-0.270647853799
ACH-000528,-0.34159742347800004
ACH-000537,-0.21214218717799999
ACH-000541,-0.312326588485
ACH-000542,-0.161689942492
ACH-000544,-0.38290180458000006
ACH-000545,-0.504437847795
ACH-000547,-0.0899005932578
ACH-000548,-0.149948133417
ACH-000549,-0.18058720289299998
ACH-000550,-0.129663906518
ACH-000552,-0.407986192951
ACH-000556,-0.36326071193000004
ACH-000557,-0.23143141487500002
ACH-000570,-0.20515151555
ACH-000571,-0.17300402908100002
ACH-000573,-0.146441885123
ACH-000576,-0.171604423422
ACH-000580,-0.115876387326
ACH-000584,-0.0696124281992
ACH-000585,-0.2740722933
ACH-000588,-0.0341900118696
ACH-000589,-0.133137982581
ACH-000591,-0.151989198883
ACH-000593,-0.18545835977400002
ACH-000600,-0.374023673358
ACH-000601,-0.281068680844
ACH-000604,-0.212684484515
ACH-000605,-0.253097625938
ACH-000606,-0.246100292983
ACH-000608,-0.238886064712
ACH-000614,-0.11724888843699999
ACH-000616,-0.36372053596500004
ACH-000618,-0.30394488715
ACH-000619,-0.22705596869000003
ACH-000620,-0.13702869019400002
ACH-000621,-0.260759854964
ACH-000622,-0.329404569415
ACH-000623,-0.394347127359
ACH-000624,-0.255136332814
ACH-000627,-0.17372900193799998
ACH-000630,-0.04392547923219999
ACH-000632,-0.282226151081
ACH-000633,-0.281926982256
ACH-000637,-0.178997230876
ACH-000638,-0.173798895786
ACH-000646,-0.302505986357
ACH-000647,-0.245929996007
ACH-000648,-0.181970497104
ACH-000649,-0.193820703916
ACH-000651,-0.296931205571
ACH-000652,-0.09223844226330001
ACH-000653,-0.10793240574000001
ACH-000657,-0.30248298867199996
ACH-000658,-0.16043636352600002
ACH-000661,-0.20633149987
ACH-000662,-0.419612911942
ACH-000663,-0.21394064658300002
ACH-000665,-0.341433653846
ACH-000671,-0.198781905236
ACH-000673,-0.186997159241
ACH-000676,-0.0379168175309
ACH-000677,-0.271889174188
ACH-000681,-0.10176585789999999
ACH-000682,-0.267006127395
ACH-000683,-0.146324174738
ACH-000684,-0.128749750321
ACH-000688,-0.0351213278398
ACH-000693,-0.389593035199
ACH-000694,-0.233466848032
ACH-000695,-0.243335488527
ACH-000696,-0.22024273517499998
ACH-000697,-0.546256696317
ACH-000699,-0.205126687477
ACH-000701,-0.39312806801100003
ACH-000706,-0.21630467158000002
ACH-000711,-0.14689080715299999
ACH-000713,-0.157786573907
ACH-000714,-0.22457757818000004
ACH-000718,-0.0348438689295
ACH-000720,-0.024614927987199997
ACH-000721,-0.251626979559
ACH-000724,-0.216913910424
ACH-000725,-0.207641852267
ACH-000732,-0.35051766560500003
ACH-000734,-0.45025096571199996
ACH-000735,-0.35067284547600003
ACH-000736,-0.09834429977489999
ACH-000738,-0.297462771316
ACH-000746,-0.158990200153
ACH-000747,-0.45893024072800004
ACH-000748,-0.060922946202600005
ACH-000753,-0.227178648179
ACH-000756,-0.229686473426
ACH-000757,-0.259610954224
ACH-000758,-0.176530102256
ACH-000760,-0.105594797992
ACH-000763,-0.31236046691799996
ACH-000764,0.019684998067299998
ACH-000765,-0.11454261005000001
ACH-000766,-0.263691644932
ACH-000767,-0.164039081577
ACH-000768,-0.184020718119
ACH-000769,-0.41000754606299994
ACH-000770,-0.131697784178
ACH-000771,-0.25114498521699996
ACH-000773,-0.22687657717300003
ACH-000776,-0.289925361534
ACH-000777,-0.253781706501
ACH-000778,-0.403341976653
ACH-000781,-0.16931392761599998
ACH-000782,0.0851426548638
ACH-000783,-0.189339268294
ACH-000784,-0.393432548178
ACH-000785,-0.364154885755
ACH-000787,-0.168243902744
ACH-000788,-0.253156741263
ACH-000791,-0.232895950615
ACH-000792,-0.19104019285
ACH-000794,-0.333767796734
ACH-000796,-0.18309264853100002
ACH-000799,-0.195255914098
ACH-000800,-0.532960786319
ACH-000802,-0.36097966168000006
ACH-000804,-0.24314281095100002
ACH-000805,-0.08554643942939999
ACH-000809,-0.201911030989
ACH-000810,-0.300690498821
ACH-000811,-0.31632090386100004
ACH-000817,-0.187104202304
ACH-000819,-0.150139835229
ACH-000820,-0.21401529885
ACH-000821,-0.108115666663
