,ANKRD20A2 (441430)
ACH-000004,-1.4153031703999999
ACH-000007,-1.00873677146
ACH-000009,-1.1565509491200001
ACH-000011,-1.159339804
ACH-000012,-0.9269066351540001
ACH-000013,-0.7904075156029999
ACH-000014,-0.984041411572
ACH-000015,-1.10377111476
ACH-000017,-0.828534993611
ACH-000018,-1.0481408002600001
ACH-000019,-1.0005135202200002
ACH-000021,-1.28569709818
ACH-000022,-1.10300348186
ACH-000025,-0.940276249486
ACH-000028,-0.85144777772
ACH-000030,-1.21185457123
ACH-000035,-0.784157557509
ACH-000036,-1.01332625831
ACH-000037,-1.1935796255
ACH-000039,-0.966971644651
ACH-000040,-1.04092314436
ACH-000041,-1.09143408194
ACH-000042,-1.03108191778
ACH-000045,-0.846306174905
ACH-000047,-0.954841046078
ACH-000052,-0.96507543338
ACH-000053,-0.700159895485
ACH-000054,-1.06393349066
ACH-000055,-0.872905159561
ACH-000060,-1.06536992354
ACH-000067,-1.15192187861
ACH-000070,-1.2121281345000001
ACH-000075,-1.1239302340000001
ACH-000078,-1.04951357572
ACH-000082,-0.663357533361
ACH-000085,-1.18459488119
ACH-000086,-1.0014712724700001
ACH-000087,-1.3753173596200001
ACH-000092,-1.1086826747399998
ACH-000095,-0.9357941008740001
ACH-000097,-1.3923395446399998
ACH-000098,-0.9750992978090001
ACH-000099,-1.07148718616
ACH-000108,-1.22741363131
ACH-000113,-0.861964698092
ACH-000115,-1.0949379729200002
ACH-000116,-1.03183535048
ACH-000118,-0.978900555088
ACH-000120,-0.92570054629
ACH-000123,-1.0768640970799999
ACH-000127,-1.16744411982
ACH-000128,-0.8478184658600001
ACH-000132,-1.3272640765000001
ACH-000133,-0.909149568767
ACH-000137,-0.993493954216
ACH-000138,-1.27076356076
ACH-000142,-0.7989179806360001
ACH-000143,-0.968884595276
ACH-000146,-0.931022156636
ACH-000148,-1.06172796091
ACH-000150,-1.3803456007600001
ACH-000152,-0.821926777331
ACH-000153,-1.3172765529600001
ACH-000159,-1.2797426094600002
ACH-000160,-1.11470960451
ACH-000163,-1.24617018393
ACH-000167,-1.32752190794
ACH-000168,-0.8461019248980001
ACH-000169,-1.04966931692
ACH-000178,-1.18413196874
ACH-000182,-1.21360124035
ACH-000183,-1.22773672498
ACH-000188,-1.28184893565
ACH-000189,-1.49998312728
ACH-000190,-0.959083806833
ACH-000198,-1.1508299414899998
ACH-000204,-1.19182037464
ACH-000206,-0.542053427222
ACH-000207,-0.6928336473960001
ACH-000211,-0.943431161456
ACH-000215,-1.37838784708
ACH-000221,-1.1713470773899999
ACH-000222,-1.33116534129
ACH-000223,-1.04790175368
ACH-000226,-1.0251818826799999
ACH-000227,-1.30677808019
ACH-000228,-1.0957918814799998
ACH-000231,-1.12574606487
ACH-000232,-1.24820020249
ACH-000233,-0.797593691611
ACH-000234,-1.25433128565
ACH-000235,-1.15334162921
ACH-000237,-1.07173948244
ACH-000238,-1.45699702571
ACH-000243,-1.0472062486799998
ACH-000244,-1.1342190279000002
ACH-000246,-1.1639626308700002
ACH-000248,-0.954967268668
ACH-000250,-0.971032804926
ACH-000251,-1.2131836254000001
ACH-000253,-1.05940113686
ACH-000255,-0.952870817607
ACH-000256,-0.9913620362409999
ACH-000257,-1.08134228159
ACH-000258,-1.10374935089
ACH-000259,-1.0485590988
ACH-000260,-1.03503775079
ACH-000261,-0.8883241433660001
ACH-000262,-1.0419332860200001
ACH-000263,-0.978205479304
ACH-000264,-1.73465577381
ACH-000265,-1.07718427185
ACH-000266,-1.20133124481
ACH-000272,-1.24886085091
ACH-000273,-0.798676996515
ACH-000274,-1.53687722433
ACH-000277,-0.584429518367
ACH-000278,-1.2563295453499999
ACH-000279,-1.2148398176200002
ACH-000280,-0.9128850393089999
ACH-000281,-1.1153522363
ACH-000288,-0.93906872237
ACH-000291,-1.23624720934
ACH-000293,-0.694607197747
ACH-000294,-0.966576510144
ACH-000295,-1.09580581298
ACH-000296,-1.17315852152
ACH-000302,-1.12996790281
ACH-000304,-1.42348379365
ACH-000307,-1.02462722916
ACH-000308,-1.61706469506
ACH-000310,-1.35894593829
ACH-000311,-1.0814634221600001
ACH-000312,-1.0060729832100002
ACH-000315,-0.617056941749
ACH-000316,-1.0789118472399999
ACH-000317,-1.34984445198
ACH-000318,-0.9870616481319999
ACH-000319,-0.8169005806919999
ACH-000320,-1.3638556807100002
ACH-000322,-1.26287508274
ACH-000323,-0.978386327656
ACH-000324,-1.24058195426
ACH-000329,-0.9407425054430001
ACH-000330,-0.8872015727879999
ACH-000331,-0.9511783085690001
ACH-000332,-1.10792985818
ACH-000334,-0.7569091719
ACH-000335,-1.01314767484
ACH-000336,-1.0029016245
ACH-000337,-1.2693219437799999
ACH-000339,-1.28430987104
ACH-000341,-0.979035807416
ACH-000348,-1.02889266155
ACH-000350,-1.32114886908
ACH-000352,-0.960510248702
ACH-000356,-1.02182996989
ACH-000361,-0.9531003789929999
ACH-000362,-1.04035043749
ACH-000363,-0.957219289032
ACH-000364,-0.991556228681
ACH-000365,-0.947700479255
ACH-000366,-1.08834047526
ACH-000368,-0.8971053842319999
ACH-000374,-1.44688317799
ACH-000375,-0.833370569928
ACH-000376,-1.09729797944
ACH-000381,-1.12401160483
ACH-000383,-1.02191504558
ACH-000387,-1.1208086221100002
ACH-000389,-0.928739404883
ACH-000390,-1.18474223396
ACH-000393,-1.21049851711
ACH-000395,-1.072243431
ACH-000397,-1.24840543724
ACH-000401,-1.00850496759
ACH-000402,-0.76883262759
ACH-000403,-1.2143244607299999
ACH-000404,-1.37912979561
ACH-000406,-0.821291601969
ACH-000407,-1.0698364814299999
ACH-000408,-0.855115718678
ACH-000410,-0.830284609909
ACH-000411,-1.27335969683
ACH-000414,-1.31527621877
ACH-000415,-1.13824543266
ACH-000416,-0.951925622068
ACH-000420,-1.1391170048100001
ACH-000421,-0.7761044278399999
ACH-000424,-1.08352392546
ACH-000425,-0.889510599413
ACH-000426,-1.0612360525700002
ACH-000427,-1.03609985259
ACH-000433,-1.13266613291
ACH-000436,-1.09192199956
ACH-000444,-0.682656964196
ACH-000445,-0.978377331993
ACH-000448,-1.11188555277
ACH-000450,-1.08502510385
ACH-000452,-0.668169199557
ACH-000454,-0.757727901223
ACH-000458,-0.8958258351549999
ACH-000459,-0.944897494196
ACH-000460,-0.9639248113240001
ACH-000461,-1.36797401496
ACH-000463,-0.9989906733600001
ACH-000464,-0.7969313634559999
ACH-000466,-1.30068299994
ACH-000467,-1.08466877863
ACH-000468,-0.9551735834630001
ACH-000469,-0.986730045192
ACH-000470,-1.22036442849
ACH-000471,-0.642404640594
ACH-000472,-1.18238104945
ACH-000473,-0.8810499792059999
ACH-000475,-1.10506512885
ACH-000476,-0.926598572712
ACH-000477,-1.3786187478999998
ACH-000480,-1.0331435401200002
ACH-000481,-1.1725810591299999
ACH-000483,-0.804051177595
ACH-000484,-1.07596581324
ACH-000485,-1.1147038539899998
ACH-000486,-0.89854483412
ACH-000487,-1.4219434094499999
ACH-000488,-0.9979832964700002
ACH-000490,-1.0649690615
ACH-000491,-1.16792660418
ACH-000495,-1.37269055687
ACH-000496,-0.730033575172
ACH-000499,-1.15098890546
ACH-000500,-1.3057938947
ACH-000502,-0.9351329824619999
ACH-000503,-1.2558738708700001
ACH-000505,-0.8753729221780001
ACH-000507,-1.06863872714
ACH-000510,-0.980783840839
ACH-000511,-1.23114667729
ACH-000512,-0.924479283979
ACH-000516,-0.8206542833830001
ACH-000517,-0.821346927828
ACH-000518,-1.17739364876
ACH-000520,-1.40494373331
ACH-000521,-1.18464923624
ACH-000522,-1.1421509593
ACH-000524,-0.951103839596
ACH-000527,-1.109033227
ACH-000528,-0.994376685308
ACH-000537,-1.20362319797
ACH-000541,-1.0727961855700001
ACH-000542,-1.0433873606200001
ACH-000544,-1.21734696917
ACH-000545,-0.926057419908
ACH-000547,-1.32574808425
ACH-000548,-0.8639702585619999
ACH-000549,-0.888409311419
ACH-000550,-0.724938079247
ACH-000552,-0.912478238108
ACH-000556,-0.9618207242360001
ACH-000557,-1.62295429653
ACH-000570,-1.13111168494
ACH-000571,-1.20999019119
ACH-000573,-1.25106561844
ACH-000576,-0.865855765331
ACH-000580,-1.26891336931
ACH-000584,-1.26658015277
ACH-000585,-0.833716215893
ACH-000588,-1.04142690325
ACH-000589,-1.1842547667399999
ACH-000591,-1.17908166827
ACH-000593,-0.710464461409
ACH-000600,-1.1129200857700001
ACH-000601,-1.04762167736
ACH-000604,-1.55495965636
ACH-000605,-0.909572437146
ACH-000606,-1.00151193013
ACH-000608,-1.31294568295
ACH-000614,-1.29547816944
ACH-000616,-0.9769337063179999
ACH-000618,-0.612863977318
ACH-000619,-0.90530139206
ACH-000620,-1.28224224516
ACH-000621,-0.996913195934
ACH-000622,-1.15404287378
ACH-000623,-1.25623534537
ACH-000624,-1.20079704599
ACH-000627,-0.664479341678
ACH-000630,-0.91109447409
ACH-000632,-1.0389017270899998
ACH-000633,-0.941403804631
ACH-000637,-1.09256869324
ACH-000638,-1.15028000925
ACH-000646,-1.1306440205600001
ACH-000647,-1.05239980905
ACH-000648,-1.48378255296
ACH-000649,-1.10307612491
ACH-000651,-0.964059876084
ACH-000652,-1.08029784501
ACH-000653,-0.955119942376
ACH-000657,-1.0634349668799998
ACH-000658,-1.42987659915
ACH-000661,-1.4386563183899999
ACH-000662,-0.967412962475
ACH-000663,-1.14572338615
ACH-000665,-1.13595729176
ACH-000671,-1.3550622955200002
ACH-000673,-0.9372851377760001
ACH-000676,-1.1636560390000001
ACH-000677,-1.22181269404
ACH-000681,-1.2292759365500001
ACH-000682,-0.936213516292
ACH-000683,-1.06895875755
ACH-000684,-0.9811016529279999
ACH-000688,-1.1126377093200002
ACH-000693,-0.9603342805399999
ACH-000694,-1.03389253196
ACH-000695,-0.896298828845
ACH-000696,-1.1204350039700002
ACH-000697,-1.1403046245
ACH-000699,-1.15032708997
ACH-000701,-1.14381424932
ACH-000706,-1.12661427746
ACH-000711,-0.948155621839
ACH-000713,-1.0580119045899998
ACH-000714,-0.8976894997139999
ACH-000718,-1.5921929172100002
ACH-000720,-0.985442178761
ACH-000721,-1.22577026064
ACH-000724,-1.0707331247
ACH-000725,-0.907123232834
ACH-000732,-0.936854920326
ACH-000734,-1.27107117691
ACH-000735,-1.0121969554799999
ACH-000736,-1.0295527893
ACH-000738,-1.2816652020200001
ACH-000746,-1.21981926407
ACH-000747,-0.9398807943790001
ACH-000748,-0.844082146075
ACH-000753,-0.959590264975
ACH-000756,-1.16239727795
ACH-000757,-1.0664351354100001
ACH-000758,-1.04669775024
ACH-000760,-0.904409978363
ACH-000763,-1.43792388282
ACH-000764,-1.1104364149500001
ACH-000765,-0.8038909545190001
ACH-000766,-1.2638564691
ACH-000767,-1.0595076402399999
ACH-000768,-1.23517390835
ACH-000769,-1.08487830505
ACH-000770,-1.05364755339
ACH-000771,-1.08289390015
ACH-000773,-1.1455030688799999
ACH-000776,-1.03583031878
ACH-000777,-1.10474303177
ACH-000778,-0.5205162512229999
ACH-000781,-0.913942929254
ACH-000782,-0.7742468936779999
ACH-000783,-0.932745047292
ACH-000784,-0.8431030225920001
ACH-000785,-1.2841994723899999
ACH-000787,-1.1254468009799998
ACH-000788,-1.28706388889
ACH-000791,-1.03293051502
ACH-000792,-0.703028635237
ACH-000794,-0.816586670263
ACH-000796,-1.26435592359
ACH-000799,-1.24831455156
ACH-000800,-0.4514215952
ACH-000802,-1.11381624336
ACH-000804,-1.4417735574200001
ACH-000805,-1.00203168551
ACH-000809,-0.846366088846
ACH-000810,-1.06264501311
ACH-000811,-1.29006497427
ACH-000817,-0.9510484518729999
ACH-000819,-1.0001926215399999
ACH-000820,-1.14872361247
ACH-000821,-1.35660284695
ACH-000822,-1.22491705905
ACH-000823,-0.9100519158759999
ACH-000824,-0.9820072336169999
ACH-000827,-0.9450038720049999
ACH-000829,-1.10951365216
ACH-000831,-0.977958159507
ACH-000832,-0.9592467324680001
ACH-000833,-0.6792673496539999
ACH-000834,-0.988968343433
ACH-000835,-1.1972377003599999
ACH-000836,-0.885662126044
ACH-000837,-0.957319202452
ACH-000838,-0.877716208638
ACH-000839,-0.9501347160100001
ACH-000840,-1.0088440224500002
ACH-000841,-0.933656966881
ACH-000843,-1.09231080804
ACH-000846,-1.16470971037
ACH-000847,-0.8083661053669999
ACH-000848,-1.03192944905
ACH-000849,-1.30518822637
ACH-000851,-1.08935051193
ACH-000855,-0.987301871146
ACH-000856,-1.3119380025799998
ACH-000858,-1.07299167427
ACH-000859,-1.06379749827
ACH-000861,-1.31459380736
ACH-000862,-1.1191521105700002
ACH-000865,-0.9089250881119999
ACH-000866,-1.26821159015
ACH-000867,-1.1008340274700001
ACH-000869,-1.0461551084899998
ACH-000872,-0.975170379245
ACH-000873,-1.02724475642
ACH-000876,-1.12926975474
ACH-000878,-0.822137787774
ACH-000880,-0.954841293867
ACH-000881,-1.24617286554
ACH-000882,-1.12612418141
ACH-000884,-0.820295596145
ACH-000885,-1.2105284508
ACH-000887,-0.884355728683
ACH-000888,-0.952271190921
ACH-000889,-1.17317364371
ACH-000890,-0.964473115668
ACH-000896,-1.17948244426
ACH-000898,-1.09675973625
ACH-000900,-0.9656329903380001
ACH-000901,-1.16683784939
ACH-000905,-0.820951794118
ACH-000906,-0.996601638064
ACH-000907,-1.36255066664
ACH-000910,-1.06185724356
ACH-000911,-0.898882148055
ACH-000912,-0.993978109415
ACH-000913,-0.741689499683
ACH-000915,-1.01748963146
ACH-000916,-0.996520606331
ACH-000917,-0.821291617014
ACH-000921,-0.931197241996
ACH-000924,-0.945181249463
ACH-000926,-1.10500519493
ACH-000928,-1.50519781603
ACH-000929,-1.09551852056
ACH-000932,-1.2741503156
ACH-000935,-0.956270851096
ACH-000936,-1.08896882162
ACH-000937,-1.52610993183
ACH-000938,-1.05838790159
ACH-000939,-0.7203598116779999
ACH-000941,-0.6760776085279999
ACH-000943,-0.968723171294
ACH-000946,-0.8989270213339999
ACH-000947,-1.13780012839
ACH-000948,-1.0360243795200001
ACH-000950,-0.9465609405390001
ACH-000953,-1.2022590249299998
ACH-000957,-0.905664518424
ACH-000958,-0.801392346528
ACH-000960,-1.05511760581
ACH-000963,-1.3545760038999999
ACH-000968,-0.949972066145
ACH-000969,-1.03534135583
ACH-000973,-1.14233788957
ACH-000974,-1.12192002965
ACH-000975,-0.8091722889640001
ACH-000976,-0.901819713731
ACH-000978,-1.22798476987
ACH-000980,-0.9752064246200002
ACH-000984,-0.804595624867
ACH-000986,-0.953645777535
ACH-000988,-1.30823568326
ACH-000993,-0.9899988248639999
ACH-000994,-1.04890394798
ACH-000996,-1.00528363643
ACH-001001,-1.05650351844
ACH-001020,-1.23191312469
ACH-001028,-0.8280426905030001
ACH-001031,-1.36096084368
ACH-001038,-1.23801959407
ACH-001048,-1.10265828387
ACH-001050,-0.928335911843
ACH-001053,-1.06093580931
ACH-001054,-1.13919692754
ACH-001061,-0.8534664702420001
ACH-001067,-1.2503073627399999
ACH-001075,-0.8516734231730001
ACH-001096,-1.0301910452299998
ACH-001128,-1.14801607032
ACH-001134,-1.04138064656
ACH-001151,-1.17305779559
ACH-001163,-0.9274592961489999
ACH-001164,-0.970801736471
ACH-001173,-0.994975822543
ACH-001183,-0.864786657649
ACH-001184,-1.3572939236200001
ACH-001190,-0.9308612364
ACH-001192,-1.24381365442
ACH-001193,-1.04475724235
ACH-001196,-0.726948010305
ACH-001197,-1.14447819186
ACH-001205,-0.989878556113
ACH-001211,-0.991574587169
ACH-001212,-1.1764185064200001
ACH-001228,-1.23196031099
ACH-001232,-0.788093137747
ACH-001239,-0.9576773719339999
ACH-001274,-1.0552069744099999
ACH-001275,-0.9684631088689999
ACH-001277,-0.865638194242
ACH-001278,-1.1246260010100002
ACH-001280,-1.5477470249599998
ACH-001283,-1.0383820207799999
ACH-001289,-1.2709840249700002
ACH-001295,-1.1342701506
ACH-001300,-1.12249331267
ACH-001301,-1.0057818585299998
ACH-001302,-1.4253075154799997
ACH-001303,-1.38791365039
ACH-001306,-0.7660081550069999
ACH-001318,-1.0838295458
ACH-001322,-0.9604867347570001
ACH-001328,-0.8667441746600001
ACH-001332,-1.12023495483
ACH-001333,-1.07839359319
ACH-001336,-1.10028525695
ACH-001340,-1.010299428
ACH-001346,-0.9805467013279999
ACH-001353,-1.08258272199
ACH-001354,-1.03043916454
ACH-001367,-1.30828572402
ACH-001368,-1.0600193522399999
ACH-001374,-1.23947755823
ACH-001375,-1.13890445685
ACH-001377,-1.4004164668399999
ACH-001380,-1.18392134856
ACH-001391,-1.0378402699299998
ACH-001407,-1.11728781162
ACH-001408,-1.18954139253
ACH-001413,-1.04144680287
ACH-001430,-1.1142246308900001
ACH-001431,-1.01589601083
ACH-001450,-0.983933434155
ACH-001496,-0.974360365677
ACH-001500,-0.693402143443
ACH-001521,-0.8396197578069999
ACH-001523,-1.10801768348
ACH-001532,-0.9428296972110001
ACH-001536,-1.04636832143
ACH-001550,-1.20261539384
ACH-001552,-1.11565274974
ACH-001554,-1.08583804435
ACH-001645,-0.92947664034
ACH-001654,-1.28720616549
ACH-001715,-1.05564511661
ACH-001735,-0.942001118431
ACH-001736,-1.01143015527
ACH-001737,-1.0740505837999998
ACH-001740,-1.0080077844700002
ACH-001745,-0.953235256312
ACH-001750,-0.9582493939929999
ACH-001765,-1.03114120857
ACH-001956,-1.5440802516799998
ACH-001957,-1.52832673231
