,GABRG2 (2566)
ACH-000004,0.14782699154600001
ACH-000007,-0.038221341003
ACH-000009,0.0025530097063100003
ACH-000011,0.012384642194299997
ACH-000012,0.10875551548000001
ACH-000013,0.22340339172499998
ACH-000014,0.0657379610802
ACH-000015,0.047594026887499995
ACH-000017,0.111708051892
ACH-000018,0.208228390691
ACH-000019,0.161849471089
ACH-000021,0.040266187044099996
ACH-000022,0.121591073144
ACH-000025,0.0357727980393
ACH-000028,0.0293083932855
ACH-000030,0.15872414972
ACH-000035,-0.045437982339599996
ACH-000036,0.07268424879919999
ACH-000037,-0.0592199842735
ACH-000039,0.0548407892403
ACH-000040,-0.0282841063127
ACH-000041,0.31456966346299997
ACH-000042,-0.00579493492222
ACH-000045,0.12346981739700001
ACH-000047,0.0119342904018
ACH-000052,0.0773295372095
ACH-000053,0.000315097500169
ACH-000054,-0.0308475991841
ACH-000055,0.021418231762099997
ACH-000060,0.162570122469
ACH-000067,-0.00862787056047
ACH-000070,0.0817214908847
ACH-000075,0.173557544861
ACH-000078,0.0505072180123
ACH-000082,0.101450538112
ACH-000085,-0.039782009278000005
ACH-000086,0.27373607311299997
ACH-000087,0.193633227331
ACH-000092,0.15754822037900001
ACH-000095,0.0572861724932
ACH-000097,0.0534740350076
ACH-000098,0.182190697392
ACH-000099,0.103051780328
ACH-000108,0.030948681357400004
ACH-000113,0.0586260143279
ACH-000115,0.222330239393
ACH-000116,0.04819928343669999
ACH-000118,-0.0250698154954
ACH-000120,0.08348645504169999
ACH-000123,0.14137901036800002
ACH-000127,0.0347743595774
ACH-000128,0.102861045237
ACH-000132,0.14770023201500002
ACH-000133,0.07891107254810001
ACH-000137,0.20161485384599998
ACH-000138,0.05423853194130001
ACH-000142,-0.00942497047308
ACH-000143,0.230930904309
ACH-000146,0.141097760725
ACH-000148,0.0413915281134
ACH-000150,0.00742084972172
ACH-000152,-0.09398932639219999
ACH-000153,0.152211153927
ACH-000159,0.147400651175
ACH-000160,0.233626395837
ACH-000163,-0.052624264903800004
ACH-000167,0.25103590081
ACH-000168,-0.260565211306
ACH-000169,0.16484848442299999
ACH-000178,-0.0331544041608
ACH-000182,0.11737394082999998
ACH-000183,-0.0462860911916
ACH-000188,0.0401388934239
ACH-000189,0.133558976088
ACH-000190,0.210520756219
ACH-000198,0.176468885838
ACH-000204,0.154347740711
ACH-000206,0.047186532052800004
ACH-000207,0.338039265832
ACH-000211,0.0627002557417
ACH-000215,0.048317351351500004
ACH-000221,0.236944866362
ACH-000222,0.050096742323500004
ACH-000223,0.0906605411133
ACH-000226,-0.23046921500300002
ACH-000227,0.138965259822
ACH-000228,0.0980037005789
ACH-000231,0.0978359680215
ACH-000232,-0.059602051018300004
ACH-000233,0.20653338840399998
ACH-000234,-0.0889530741842
ACH-000235,0.0962843680483
ACH-000237,0.06530958082430001
ACH-000238,0.06962501756730001
ACH-000243,0.0766634231736
ACH-000244,-0.00188912174941
ACH-000246,0.0396762653699
ACH-000248,0.165132562665
ACH-000250,0.052469411728300004
ACH-000251,0.0035654773542699997
ACH-000253,0.06852390093859999
ACH-000255,0.10203990399900001
ACH-000256,0.332927721019
ACH-000257,0.218613146979
ACH-000258,-0.20191398730300003
ACH-000259,0.137204228542
ACH-000260,0.0686466872034
ACH-000261,-0.00837624954387
ACH-000262,0.261912451589
ACH-000263,0.599800913407
ACH-000264,-0.028668848834099998
ACH-000265,0.159348985716
ACH-000266,0.0584859772655
ACH-000272,0.17274852270100002
ACH-000273,0.092925662247
ACH-000274,0.013410144978399999
ACH-000277,-0.06453593939880001
ACH-000278,0.08779591962910001
ACH-000279,0.13533160449
ACH-000280,-0.046399726593699994
ACH-000281,-0.0421885341049
ACH-000288,-0.063837510497
ACH-000291,-0.0175994334855
ACH-000293,0.215398133456
ACH-000294,0.22862264271699997
ACH-000295,-0.0772986338093
ACH-000296,0.0512534225906
ACH-000302,0.109045874008
ACH-000304,0.0326775305949
ACH-000307,0.121234914035
ACH-000308,0.1185592816
ACH-000310,-0.311639754251
ACH-000311,0.0102575598294
ACH-000312,0.0818860128675
ACH-000315,0.010503935459399998
ACH-000316,-0.0796292243359
ACH-000317,0.0508286494308
ACH-000318,0.07881709762280001
ACH-000319,0.0693116877739
ACH-000320,-0.110633951348
ACH-000322,0.15027600922700002
ACH-000323,0.13776939898
ACH-000324,0.11910329196599999
ACH-000329,0.0641886279557
ACH-000330,0.219393394047
ACH-000331,0.141538747345
ACH-000332,0.116105841549
ACH-000334,0.0380122273599
ACH-000335,0.0661607741411
ACH-000336,-0.08723213646089999
ACH-000337,-0.005559400626459999
ACH-000339,-0.008042659467600001
ACH-000341,-0.0447096861268
ACH-000348,-0.0430077663739
ACH-000350,0.0255072852725
ACH-000352,0.146889441938
ACH-000356,0.17130164940499998
ACH-000361,-0.13704020599000002
ACH-000362,0.012766917723299999
ACH-000363,0.161747229761
ACH-000364,0.10488362487
ACH-000365,0.10510279882300001
ACH-000366,0.0169432868644
ACH-000368,-0.0892195970265
ACH-000374,0.18326614371
ACH-000375,-0.15282816992999998
ACH-000376,0.0723134449819
ACH-000381,0.00343933101125
ACH-000383,0.018154275028699998
ACH-000387,0.0848421753545
ACH-000389,0.07338672250230001
ACH-000390,0.0659866511106
ACH-000393,0.08937211936239998
ACH-000395,-0.011558580501
ACH-000397,0.0216912200363
ACH-000401,0.08858823707180001
ACH-000402,0.7058045817630001
ACH-000403,0.0990097480184
ACH-000404,-0.147156451265
ACH-000406,0.0764745841317
ACH-000407,0.305749029101
ACH-000408,0.06763871757170001
ACH-000410,0.114587149574
ACH-000411,0.030834953212900005
ACH-000414,0.101403789456
ACH-000415,0.154236739605
ACH-000416,0.0187296419625
ACH-000420,-0.100982333856
ACH-000421,0.142691578969
ACH-000424,-0.140999987751
ACH-000425,0.0492479801872
ACH-000426,0.09836014218439999
ACH-000427,0.317641631157
ACH-000433,-0.2591496534
ACH-000436,-0.0186410526846
ACH-000444,-0.035229451656
ACH-000445,0.154676174863
ACH-000448,-0.0156506058057
ACH-000450,0.0100820095261
ACH-000452,0.25019657439
ACH-000454,0.16661677105
ACH-000458,0.056038251678800007
ACH-000459,-0.136222155565
ACH-000460,0.19349383413
ACH-000461,0.154323302327
ACH-000463,0.172479882326
ACH-000464,0.0802332646833
ACH-000466,0.04540681020219999
ACH-000467,-0.0406759509259
ACH-000468,0.08473123704489999
ACH-000469,0.227145054983
ACH-000470,0.0204174061108
ACH-000471,0.12080950881100001
ACH-000472,0.188754160275
ACH-000473,0.0703780617177
ACH-000475,0.105487545319
ACH-000476,-0.010094113691299998
ACH-000477,-0.0416124520128
ACH-000480,0.145503420819
ACH-000481,0.146702706982
ACH-000483,0.178292751087
ACH-000484,0.028922735913400003
ACH-000485,-0.152388877985
ACH-000486,0.142731919311
ACH-000487,0.0280505982571
ACH-000488,0.105761097397
ACH-000490,0.194332806916
ACH-000491,0.228767680029
ACH-000495,0.07669520821989999
ACH-000496,0.277450109098
ACH-000499,0.127667198174
ACH-000500,0.28844373899
ACH-000502,0.048563738865
ACH-000503,0.24667836242600003
ACH-000505,0.036307782045300004
ACH-000507,0.08991863269919999
ACH-000510,0.0417841341221
ACH-000511,-0.0304316979776
ACH-000512,-0.123395448262
ACH-000516,0.18770253191599998
ACH-000517,0.22714303826699997
ACH-000518,0.07706181658160001
ACH-000520,0.0474439699135
ACH-000521,-0.033416081195900005
ACH-000522,0.0736940195173
ACH-000524,0.0825395312793
ACH-000527,0.18244439757300002
ACH-000528,0.0624646919984
ACH-000537,0.05063764821269999
ACH-000541,-0.0156713297032
ACH-000542,0.00972736606302
ACH-000544,0.289193483618
ACH-000545,-0.0380591451885
ACH-000547,-0.0754738891121
ACH-000548,0.212829202685
ACH-000549,0.250453166853
ACH-000550,-0.0558248471167
ACH-000552,0.0516700399271
ACH-000556,0.19027125757
ACH-000557,0.0325403190037
ACH-000570,-0.0025212430507399997
ACH-000571,0.0206771023894
ACH-000573,0.214599407545
ACH-000576,0.164099763633
ACH-000580,0.24035970489100003
ACH-000584,0.08299273034730001
ACH-000585,0.0513904372289
ACH-000588,0.147686909443
ACH-000589,0.138789068328
ACH-000591,-0.0797977180759
ACH-000593,0.16924114342
ACH-000600,0.21471987688799998
ACH-000601,0.0429294298539
ACH-000604,-0.09793901465060001
ACH-000605,-0.09612734001560001
ACH-000606,0.229601776967
ACH-000608,0.307068155604
ACH-000614,0.024226133772599998
ACH-000616,0.13213378485
ACH-000618,0.056257414348300006
ACH-000619,-0.06252727476350001
ACH-000620,0.028461651074299998
ACH-000621,0.151199849321
ACH-000622,0.0965295704545
ACH-000623,0.0280367344262
ACH-000624,0.0913582487524
ACH-000627,-0.0176996257053
ACH-000630,0.17143493852699998
ACH-000632,0.108342586821
ACH-000633,0.08062120247480001
ACH-000637,0.0777926586575
ACH-000638,0.10513620573799999
ACH-000646,0.0931412018285
ACH-000647,0.09053370665439998
ACH-000648,0.0215933815593
ACH-000649,-0.0529524682505
ACH-000651,0.232368311798
ACH-000652,0.172954837465
ACH-000653,-0.017695597283499998
ACH-000657,0.000436845475795
ACH-000658,0.12782026038
ACH-000661,0.154784831492
ACH-000662,-0.11107027015000001
ACH-000663,-0.0031360122523000004
ACH-000665,0.0420589635639
ACH-000671,0.171834561519
ACH-000673,0.163979520796
ACH-000676,0.116379167618
ACH-000677,0.200676690946
ACH-000681,0.0702399431795
ACH-000682,0.04654761019880001
ACH-000683,0.21498025535
ACH-000684,0.0710076609959
ACH-000688,0.192967395299
ACH-000693,0.051341016733599996
ACH-000694,0.0955044738252
ACH-000695,0.262458386332
ACH-000696,0.100871738447
ACH-000697,0.31191882334300003
ACH-000699,-0.0290865301315
ACH-000701,0.220721680612
