,SUDS3 (64426)
ACH-000222,-0.24903966481999998
ACH-000223,-0.618629341788
ACH-000226,-0.713871328201
ACH-000227,-0.580664722634
ACH-000228,-0.391362257041
ACH-000231,-0.3357483486300001
ACH-000232,-0.370442150387
ACH-000233,-0.950728931803
ACH-000234,-0.40713277355099997
ACH-000235,-0.314157180065
ACH-000237,-0.247241100894
ACH-000238,-0.669948629043
ACH-000243,-0.5859163949399999
ACH-000244,-0.45146889418499997
ACH-000246,-0.45024431583999996
ACH-000248,-0.823554812138
ACH-000250,-0.355787405887
ACH-000251,-0.75014586266
ACH-000253,-0.510331552706
ACH-000255,-0.198874769053
ACH-000256,-0.72299849418
ACH-000257,-0.79153202294
ACH-000258,-0.273665068405
ACH-000259,-0.34324696358199996
ACH-000260,-0.301855688874
ACH-000261,-0.350267026766
ACH-000262,-0.648484813414
ACH-000263,-0.5894432334709999
ACH-000264,-0.5168232579909999
ACH-000265,-0.427400333886
ACH-000266,-0.2339577243
ACH-000272,-0.32339690347600003
ACH-000273,-0.548172499858
ACH-000274,-0.6290807441740001
ACH-000277,-0.18568221363200002
ACH-000278,-0.9701485597130001
ACH-000279,-0.361941365329
ACH-000280,-0.35903573253300003
ACH-000281,-0.574910489643
ACH-000288,-0.488966712148
ACH-000291,-0.553276863215
ACH-000293,-0.559836785647
ACH-000294,-0.377528658056
ACH-000295,-0.7653727129000001
ACH-000296,-0.4039757933
ACH-000302,-0.7667711974089999
ACH-000304,-0.241597332844
ACH-000307,-0.284530676796
ACH-000308,-0.189478458777
ACH-000310,-0.367661957974
ACH-000311,-0.607197305237
ACH-000312,-0.36721674186700004
ACH-000315,-0.457134575439
ACH-000316,-0.7217563355069999
ACH-000317,-0.152746123085
ACH-000318,-0.502154465346
ACH-000319,-0.6709088909600001
ACH-000320,-0.40870604781400005
ACH-000322,-0.448698655555
ACH-000323,-0.47394656592699996
ACH-000324,-0.493230208042
ACH-000329,-0.7150421383810001
ACH-000330,-0.413434747662
ACH-000331,-0.708421196139
ACH-000332,-0.38698541886200005
ACH-000334,0.0996581467254
ACH-000335,-0.541035166469
ACH-000336,-0.17166549251200003
ACH-000337,-0.11621281950899999
ACH-000339,-0.24183014780499998
ACH-000341,-0.47375517261100003
ACH-000348,-0.370606017339
ACH-000350,-0.248114963924
ACH-000352,-0.428257267816
ACH-000356,-0.284697164104
ACH-000361,-0.543438777877
ACH-000362,-0.322492690892
ACH-000363,-0.667183556534
ACH-000364,-0.7980114887749999
ACH-000365,-0.38667037414899996
ACH-000366,-0.6089501024449999
ACH-000368,-0.680995114651
ACH-000374,-0.647016251111
ACH-000375,-0.199281485963
ACH-000376,-0.6103545325909999
ACH-000381,-0.380715854955
ACH-000383,-0.210915893775
ACH-000387,-0.746822305607
ACH-000389,-0.57904789802
ACH-000390,-0.225142267918
ACH-000393,-0.40017480377
ACH-000395,-0.211375919262
ACH-000397,-0.187256229322
ACH-000401,-0.666698795733
ACH-000402,-0.961222412949
ACH-000403,-0.28261140283
ACH-000404,-0.33547763394499996
ACH-000406,-0.6071009039890001
ACH-000407,-0.6998721907529999
ACH-000408,-0.40102298693599997
ACH-000410,-0.649279546857
ACH-000411,-0.551514070003
ACH-000414,-0.641026086154
ACH-000415,-0.33854895183899997
ACH-000416,-0.812555139351
ACH-000420,-0.771500054761
ACH-000421,-0.47786000320699995
ACH-000424,-0.0856979202665
ACH-000425,-0.628178554956
ACH-000426,-0.276066095845
ACH-000427,-0.697076969894
ACH-000433,-0.598601202556
ACH-000436,-0.523257114719
ACH-000444,-0.585721004793
ACH-000445,-0.665577653925
ACH-000448,-0.415145054111
ACH-000450,-0.384682482932
ACH-000452,-0.431890894236
ACH-000454,-0.66611912404
ACH-000458,-0.631339851466
ACH-000459,-0.128054389167
ACH-000460,-0.618188715782
ACH-000461,-0.37659245062299995
ACH-000463,-0.48260626001999996
ACH-000464,-0.551410222936
ACH-000466,-0.622259729836
ACH-000467,-0.212844923706
ACH-000468,-0.09165809198899999
ACH-000469,-0.196669496881
ACH-000470,-0.39351291221
ACH-000471,-0.286647847795
ACH-000472,-0.536607595135
ACH-000473,-0.416929381843
ACH-000475,-0.456448413512
ACH-000476,-0.62405307316
ACH-000477,-0.236657383891
ACH-000480,-0.661383506313
ACH-000481,-0.426034797292
ACH-000483,-0.814176980052
ACH-000484,-0.652402724734
ACH-000485,-0.641570234357
ACH-000486,-0.46266240659900004
ACH-000487,-0.372948734985
ACH-000488,-0.269234852075
ACH-000490,-0.65037639086
ACH-000491,-0.409428979313
ACH-000495,-0.265544060214
ACH-000496,-0.524610039388
ACH-000499,-0.46446133781599996
ACH-000500,-0.622767992756
ACH-000502,-0.49026139461999996
ACH-000503,-0.849854000835
ACH-000505,-0.179694568521
ACH-000507,-0.5440804054739999
ACH-000510,-0.42818444420199997
ACH-000511,-0.118496207936
ACH-000512,0.06233699487219999
ACH-000516,-1.10619220987
ACH-000517,-0.121340573494
ACH-000518,-0.33511223196
ACH-000520,-0.414445198848
ACH-000521,-0.40317371383
ACH-000522,-0.36211509119400004
ACH-000524,-0.868684645566
ACH-000527,-0.501927025692
ACH-000528,-0.06684767652490001
ACH-000537,-0.696151285678
ACH-000541,-0.574249832765
ACH-000542,-0.44584838079800004
ACH-000544,-0.49750727225
ACH-000545,-0.580240017042
ACH-000547,-0.8027546091329999
ACH-000548,-0.472278882618
ACH-000549,-0.593829730966
ACH-000550,-0.631544346181
ACH-000552,-0.431290188476
ACH-000556,-0.396016968513
ACH-000557,0.173874695143
ACH-000570,-0.40363874472499994
ACH-000571,-0.7794918697550001
ACH-000573,-0.363737938232
ACH-000576,-0.8754683989290001
ACH-000580,-0.8116389530679999
ACH-000584,-0.404509799695
ACH-000585,-0.508365268451
ACH-000588,-0.47096375833899995
ACH-000589,-0.344160684969
ACH-000591,-0.632934139024
ACH-000593,-0.434974435398
ACH-000600,-0.268793474879
ACH-000601,-0.7257910696850001
ACH-000604,-0.362645852927
ACH-000605,-0.743811401583
ACH-000606,-0.539392096282
ACH-000608,-0.460797707473
ACH-000614,-0.21898303584000003
ACH-000616,-0.48735736506899996
ACH-000618,-0.340847068516
ACH-000619,-0.606250393373
ACH-000620,-0.649638276565
ACH-000621,-0.6963696532279999
ACH-000622,-0.34824460493500003
ACH-000623,-0.21725577431999996
ACH-000624,-0.289866619833
ACH-000627,-0.235379013424
ACH-000630,-0.6318558283519999
ACH-000632,-0.723171136248
ACH-000633,-0.723618578021
ACH-000637,-0.363458186844
ACH-000638,-0.448181131545
ACH-000646,-0.40114132790299994
ACH-000647,-0.30324784555100004
ACH-000648,-0.7794998738079999
ACH-000649,-0.48485662704899996
ACH-000651,-0.329878650145
ACH-000652,-0.384347812407
ACH-000653,-0.657130224159
ACH-000657,-0.463534966305
ACH-000658,-0.39270275408
ACH-000661,-0.451431154208
ACH-000662,0.163419832976
ACH-000663,-0.664226166159
ACH-000665,-0.46216922004199995
ACH-000671,-0.200342753409
ACH-000673,-0.666904128452
ACH-000676,-0.526752959069
ACH-000677,-0.431673459471
ACH-000681,-0.574109707587
ACH-000682,-0.310061971961
ACH-000683,-0.35522169971
ACH-000684,-0.709677440614
ACH-000688,-0.5401701038050001
ACH-000693,-0.33363302825
ACH-000694,-0.251736732724
ACH-000695,0.02157432903
ACH-000696,-0.237890713317
ACH-000697,-0.77995442688
ACH-000699,-0.891012436641
ACH-000701,-0.554061832311
ACH-000706,-0.420563328568
ACH-000711,-0.319387818405
ACH-000713,-0.321523350267
ACH-000714,-0.793991116309
ACH-000718,-0.606148733481
ACH-000720,-0.31523854634599996
ACH-000721,-0.291973039378
ACH-000724,-0.104068242577
ACH-000725,-0.430896473029
ACH-000732,-0.27199940442
ACH-000734,-0.358139278007
ACH-000735,-0.44543818947700003
ACH-000736,-0.7816323980509999
ACH-000738,-0.434878684372
ACH-000746,-0.243213184577
ACH-000747,-0.6786260475470001
ACH-000748,-0.09930944066360001
ACH-000753,-0.512210727751
ACH-000756,-0.585932333911
ACH-000757,-0.636903033914
ACH-000758,-0.356765991009
ACH-000760,-0.671339031402
ACH-000763,-0.722730253335
ACH-000764,-0.67806640626
ACH-000765,-0.806195249413
ACH-000766,-0.622750658759
ACH-000767,-0.193454308924
ACH-000768,-0.73725755282
ACH-000769,-0.332963009481
ACH-000770,-0.371562636182
ACH-000771,-0.502283114855
ACH-000773,-0.253673020564
ACH-000776,-0.743511606787
ACH-000777,-0.390056564726
ACH-000778,-0.49346474562799997
ACH-000781,-0.277770078571
ACH-000782,-0.746378774822
ACH-000783,-0.7859304059219999
ACH-000784,-0.417150760411
ACH-000785,-0.348845585634
ACH-000787,-0.453063562052
ACH-000788,-0.502002432744
ACH-000791,-0.24987345999699997
ACH-000792,-0.512288930404
ACH-000794,-0.308052790495
ACH-000796,-0.410164959918
ACH-000799,-0.6037302506719999
ACH-000800,-0.587957945956
ACH-000802,-0.18757074927900003
ACH-000804,-0.334323299144
ACH-000805,-0.286689247321
ACH-000809,-0.43599054096400003
ACH-000810,-0.507348260909
ACH-000811,-0.394148166544
ACH-000817,-0.793244113114
ACH-000819,-0.392894228399
ACH-000820,-0.254401290346
ACH-000821,-0.756901561787
ACH-000822,-0.330535976267
ACH-000823,-0.568848843763
ACH-000824,-0.493677796721
ACH-000827,-0.538352732427
ACH-000829,-0.557334839023
ACH-000831,-0.6452739926600001
ACH-000832,-0.633215995441
ACH-000833,-0.524938476233
ACH-000834,-0.440889404019
ACH-000835,-0.542079752234
ACH-000836,-0.241856994948
ACH-000837,-0.30478725647300003
ACH-000838,-0.39287229593
ACH-000839,-0.424950111867
ACH-000840,-0.472502661078
ACH-000841,-0.46862773488700005
ACH-000843,-0.330669352212
ACH-000846,-0.405374346599
ACH-000847,-0.466132360172
ACH-000848,-0.129295357469
ACH-000849,-0.38114672226999996
ACH-000851,-0.419156510755
ACH-000855,-0.506988259822
ACH-000856,-0.43494133013400005
ACH-000858,-0.0576522177652
ACH-000859,-0.330968421013
ACH-000861,-0.293964761552
ACH-000862,-0.567417945558
ACH-000865,-0.44643751677199994
ACH-000866,-0.441600835801
ACH-000867,-0.43877711270499997
ACH-000869,-0.427525942583
ACH-000872,-0.34315868563199997
ACH-000873,-0.42355144338399997
ACH-000876,-0.26322012865600003
ACH-000878,-0.721703287263
ACH-000880,-0.606084506333
ACH-000881,-0.48207965144599996
ACH-000882,-0.30982674467099997
ACH-000884,-0.576836930235
ACH-000885,-0.425558348601
ACH-000887,-0.281469854957
ACH-000888,-0.390230618217
ACH-000889,-0.266278945883
ACH-000890,-0.20793531081099997
ACH-000896,-0.23419121402100002
ACH-000898,-0.4869572931600001
ACH-000900,-0.525032129682
ACH-000901,-0.5949963911789999
ACH-000905,-0.567606425122
ACH-000906,-0.37731512302599995
ACH-000907,-0.588574660125
ACH-000910,-0.294208718711
ACH-000911,-0.30411143032
ACH-000912,-0.642324591408
ACH-000913,-0.280215700729
ACH-000915,-0.452028855288
ACH-000916,-0.745279512612
ACH-000917,-0.328083155028
ACH-000921,-0.737049046698
ACH-000924,-0.491075446662
ACH-000926,-0.311190136144
ACH-000928,-0.448238610986
ACH-000929,-0.565658747078
ACH-000932,-0.515833058728
ACH-000935,-0.28744524826400003
ACH-000936,-0.40643038327500003
ACH-000937,-0.586795876559
ACH-000938,-0.617508749534
ACH-000939,-0.0881691138452
ACH-000941,-0.0966472276257
ACH-000943,-0.395680026589
ACH-000946,-0.380192721694
ACH-000947,-0.427498264632
ACH-000948,-0.761702768679
ACH-000950,-0.336335151466
ACH-000953,-0.792169554722
ACH-000957,-0.36668053564
ACH-000958,-0.362876452641
ACH-000960,-0.640361982239
ACH-000963,-0.224463526233
ACH-000968,-0.57630988484
ACH-000969,-0.138653906657
ACH-000973,-0.506398349939
ACH-000974,-0.37616304747400003
ACH-000975,-0.5654448979360001
ACH-000976,-0.516680372141
ACH-000978,-0.846969785761
ACH-000980,-0.029076657344299997
ACH-000984,-0.549832476132
ACH-000986,-0.370602476406
ACH-000988,-0.197976141758
ACH-000993,-0.233278096756
ACH-000994,-0.25396782113099997
ACH-000996,-0.27290698737
ACH-001001,-0.354687886011
ACH-001020,-0.347507353113
ACH-001028,-0.25858725366
ACH-001031,-0.373609596819
ACH-001038,-0.512518253139
ACH-001048,-0.259635653031
ACH-001050,-0.591241057935
ACH-001053,-0.489013366018
ACH-001054,-0.441111189182
ACH-001061,-0.48668595956999994
ACH-001067,-0.458436426154
ACH-001075,-0.340845115666
ACH-001096,-0.42856666975599994
ACH-001128,0.118570741477
ACH-001134,-0.5467295878790001
ACH-001151,-0.6998145230030001
ACH-001163,-0.417658380981
ACH-001164,-0.5607936318
ACH-001173,-0.483231306668
ACH-001183,-0.48820249758400003
ACH-001184,-0.552336043693
ACH-001190,-0.8606881578100001
ACH-001192,-0.395101500661
ACH-001193,-0.519024700067
ACH-001196,-0.530850347791
ACH-001197,-0.713018589691
ACH-001205,-0.601797173386
ACH-001211,-0.20237510850499998
ACH-001212,-0.40995524905
ACH-001228,-0.531511681408
ACH-001232,-0.593179057179
ACH-001239,-0.269850395127
ACH-001274,-0.385233383785
ACH-001275,-0.43918407033100004
ACH-001277,-0.8019406145129999
ACH-001278,-0.567640124503
ACH-001280,-0.614568197715
ACH-001283,-0.38445706821000003
ACH-001289,-0.543428448109
ACH-001295,-0.45298578145400004
ACH-001300,-0.297691890011
ACH-001301,-0.7594009756450001
ACH-001302,-0.532287401617
ACH-001303,-0.540635597561
ACH-001306,-0.547958089576
ACH-001318,-0.678979927498
ACH-001322,-0.470347941001
ACH-001328,-0.342754525823
ACH-001332,-0.695341005776
ACH-001333,-0.460908093151
ACH-001336,-0.391255837817
ACH-001340,-0.611704381968
ACH-001346,-0.478382576419
ACH-001353,-0.212461972524
ACH-001354,-0.5432574961909999
ACH-001367,-0.471664197274
ACH-001368,-0.767044698508
ACH-001374,-0.6454138583829999
ACH-001375,-0.6715947815629999
ACH-001377,-0.702356729303
ACH-001380,-0.46429646466799995
ACH-001391,-0.810660354687
ACH-001407,-0.48367595773999994
ACH-001408,-0.568464090848
ACH-001413,-0.42386332169200003
ACH-001430,-0.276780142262
ACH-001431,-0.7113272800589999
ACH-001450,-0.880302213768
ACH-001496,-0.148772536414
ACH-001500,-0.319962918072
ACH-001521,-0.6598540144489999
ACH-001523,-0.5036664199800001
ACH-001532,-0.43969519534199997
ACH-001536,-0.762779945723
ACH-001550,-0.0760205113013
ACH-001552,-0.07512665854780001
ACH-001554,-0.300810204052
ACH-001645,-0.631068582876
ACH-001654,-0.704782891543
ACH-001715,-0.665106540383
ACH-001735,-0.330336538917
ACH-001736,-0.5805981547429999
ACH-001737,-0.29364426371999997
ACH-001740,-0.849487106374
ACH-001745,-0.634475187225
ACH-001750,-0.326446043174
ACH-001765,-0.6058674013359999
ACH-001956,-0.5621659560260001
ACH-001957,-0.416057408821
