,SCGB1A1 (7356)
ACH-000004,-0.0800310183977
ACH-000007,0.197451311713
ACH-000009,-0.054786944163699995
ACH-000011,-0.24619724151099998
ACH-000012,-0.0605672488725
ACH-000013,-0.137065629942
ACH-000014,0.0013672135420199998
ACH-000015,-0.0952090309588
ACH-000017,-0.174728265621
ACH-000018,0.026519740437300002
ACH-000019,-0.19088924929900003
ACH-000021,-0.28625932392
ACH-000022,-0.0702908187659
ACH-000025,-0.109139281261
ACH-000028,-0.161599050823
ACH-000030,-0.207950656967
ACH-000035,-0.231567999076
ACH-000036,-0.23752985549300001
ACH-000037,-0.128637180312
ACH-000039,-0.051521986312100004
ACH-000040,-0.025225712086700002
ACH-000041,0.0241839025561
ACH-000042,-0.255827285968
ACH-000045,-0.0448955005109
ACH-000047,-0.129825082147
ACH-000052,-0.238048482801
ACH-000053,-0.154466373963
ACH-000054,-0.0389948192286
ACH-000055,-0.0476524306252
ACH-000060,-0.268538624287
ACH-000067,-0.191987918339
ACH-000070,-0.0427967220842
ACH-000075,-0.17217215799000002
ACH-000078,0.00102406445907
ACH-000082,-0.178757335695
ACH-000085,0.111330656267
ACH-000086,-0.318571849637
ACH-000087,0.105515901209
ACH-000092,-0.205814935069
ACH-000095,-0.217611704027
ACH-000097,-0.145001002921
ACH-000098,-0.11525229961
ACH-000099,-0.053669915486399995
ACH-000108,-0.131932817885
ACH-000113,-0.18392211286200003
ACH-000115,0.024061215945599998
ACH-000116,-0.239900889497
ACH-000118,-0.183235739428
ACH-000120,0.012631585316299999
ACH-000123,-0.18257027769099998
ACH-000127,-0.119259751016
ACH-000128,0.027876102532900005
ACH-000132,-0.17891418465
ACH-000133,-0.271862515166
ACH-000137,-0.17796213979400002
ACH-000138,-0.21490989893399998
ACH-000142,-0.0279690908604
ACH-000143,-0.0649083791677
ACH-000146,-0.120809955714
ACH-000148,-0.177244970449
ACH-000150,-0.014869857333
ACH-000152,-0.034065829437799997
ACH-000153,0.00121220152751
ACH-000159,-0.0678397055867
ACH-000160,-0.20928146599199998
ACH-000163,-0.21666136368900002
ACH-000167,-0.342986119526
ACH-000168,-0.10859244855
ACH-000169,-0.22571356438
ACH-000178,-0.08264354752839999
ACH-000182,-0.125528331203
ACH-000183,-0.09243490063130001
ACH-000188,-0.239996532801
ACH-000189,-0.130318727652
ACH-000190,0.0177386412482
ACH-000198,-0.0689879680816
ACH-000204,-0.19325649359299998
ACH-000206,-0.26182413418
ACH-000207,-0.131283190198
ACH-000211,-0.15110012277100002
ACH-000215,-0.13262271804
ACH-000221,-0.194165298012
ACH-000222,-0.176141461309
ACH-000223,-0.14545110847999998
ACH-000226,-0.19110433177299999
ACH-000227,-0.33904588015500003
ACH-000228,-0.246567083742
ACH-000231,-0.126837003388
ACH-000232,-0.199257441548
ACH-000233,-0.144397413344
ACH-000234,-0.158875939484
ACH-000235,-0.0672189629208
ACH-000237,-0.135551894344
ACH-000238,0.0216712837353
ACH-000243,-0.0944383371115
ACH-000244,0.07562831839430001
ACH-000246,-0.09067989951279999
ACH-000248,-0.314537754684
ACH-000250,-0.1470349767
ACH-000251,0.0035298050503400004
ACH-000253,-0.222553652583
ACH-000255,-0.08190306413939999
ACH-000256,-0.18826513398400002
ACH-000257,-0.0039818789702500005
ACH-000258,-0.203475557025
ACH-000259,-0.11249162595699999
ACH-000260,-0.0551848302857
ACH-000261,-0.19601855039500002
ACH-000262,-0.0399388015932
ACH-000263,-0.257011484896
ACH-000264,-0.143670694188
ACH-000265,-0.218444143545
ACH-000266,-0.151625667894
ACH-000272,-0.110366069529
ACH-000273,-0.138427856178
ACH-000274,-0.0901462279312
ACH-000277,-0.107934748434
ACH-000278,0.0120504009974
ACH-000279,-0.170429581957
ACH-000280,-0.048479990858800004
ACH-000281,-0.118986589839
ACH-000288,-0.259164620144
